,density,nelements,Unit Cell Mass,energysStab,atomMean,transition,metalloid,other,FirstIonizationEnergy wmean,ICSDVolum wmean,Electronegativity wmean,BulkModulus wstd,GSenergy_p wmean,GSenergy_p wstd,BoilingT wstd,BCCfermi wstd,NfValenc wmean,NfValenc wstd,HeatCapacityMass wmean,HeatCapacityMass wstd,BCCenergy_p wstd,MiracleRadius wstd,n_ws^third wmean,AtomicVolum wmean,MendeleevNumber wmean,HeatFusion wmean,HeatFusion wstd,IsNonm wmean,MeltingT wstd,CovalentRadius wstd,NpUnfilled wmean,BCCenergydiff wmean,GSmagmom wstd,phi wmean,Row wstd,meanbv,Coordination,numberDensity,li-ion fittability,oxidation flexibility,avgIonicRadVol,AtomicNum Density,oxidation flexibility Std,chargedensityvoldens
"mp-300026675, Sb(PO3)4, LiSb(PO3)4, mp-673069, mp-26675",2.992778251693517,3.0,1750.5913920000007,0.05218219801470703,12.176470588235292,0.0,1.0,3.0,4.1955245098039216,6.166470588235295,1.0213725490196075,1.193343063113956,-1.6235470856862746,1.2961520783220788,27.83403109858921,0.8410448859561123,0.0,0.0,0.2803725490196079,0.2689272993749361,0.6179904956020561,14.795517676968545,0.1541176470588235,4377.439488403592,28.64705882352941,1.8939215686274509,1.7933760172947335,0.3137254901960784,14.780086367070727,15.715976781041567,0.7647058823529411,0.6012121984313726,0.0,0.5215686274509804,0.4615138155270518,0.2246750629532528,4.117647058823529,0.07000831161145749,8.373858006594785,5.176470588235294,0.564578774325881,12.176470588235292,1.8225803982152549,0.8273835968992787
"mp-300026695, CuPO4, LiCuPO4, mp-753519, mp-25449",3.247443969962392,3.0,634.0694480000002,0.0,12.666666666666664,1.0,0.0,3.0,4.0380705555555565,5.568888888888887,0.9916666666666666,10.593790401066485,-1.56157397125,1.1441736163568836,215.91449224858195,0.5554887673705089,0.0,0.0,0.26811111111111113,0.2445658410679708,0.4515331616838249,11.275451319975435,0.17333333333333334,4133.82404053923,27.5,1.8344444444444443,1.2398695670149649,0.2777777777777777,85.86062269892359,11.479719100103624,0.6111111111111109,0.5524111979166666,0.0,0.5555555555555555,0.3600411499115478,-0.1551136118747051,4.166666666666667,0.07402305781060559,5.989283377777778,4.5,0.5494081202971821,12.666666666666664,1.6072751268321592,0.9100499746523952
"mp-300026695, LiCuPO4, Li2CuPO4, mp-25449, mp-26695",3.797143541812236,4.0,661.8334480000002,0.05064578392857122,11.285714285714285,1.0,0.0,4.0,2.7884638928571426,4.3525,0.6725,8.231658647054836,-1.0706506568749998,0.967768599062025,160.98234165267812,0.6773113994591362,0.0,0.0,0.3002857142857143,0.21876599649966125,0.4236794881588379,8.389741062872012,0.1464285714285714,2658.2277424209287,17.714285714285708,1.2864285714285713,1.0451684270089323,0.17857142857142855,64.67630857444112,8.867721217530281,0.3928571428571429,0.3552769175892857,0.0,0.4589285714285714,0.3253726278265821,-0.03239858085462187,4.428571428571429,0.09674249304700183,5.2740079999999985,3.8571428571428568,0.4530355723699725,11.285714285714285,2.166535841157586,1.059698220050416
"mp-300026701, LiSn2(PO4)3, Li3Sn2(PO4)3, mp-27094, mp-26701",3.771925362375564,4.0,2117.100344,0.002812647499999877,13.555555555555555,0.0,0.0,4.0,2.9855031805555554,4.7363888888888885,0.7326388888888888,2.525487362817934,-1.1538195982986112,1.198532776148406,104.15974964997305,0.7739837258619504,0.0,0.0,0.2410972222222222,0.2228768565178904,0.5724254640433942,12.815162701336586,0.11680555555555555,3100.923416554538,20.19444444444445,1.0494444444444444,1.2065649895774675,0.2083333333333333,12.528952768099884,13.809013372020535,0.5694444444444444,0.4146319096875,0.0,0.3861111111111111,0.4433580472086768,0.16057531767559466,4.2222222222222205,0.07725117339530467,9.54229499437517,4.888888888888889,0.5258305197373453,13.555555555555555,2.131480677027876,1.01638508813629
"mp-300026721, LiNb(PO4)2, Li2Nb(PO4)2, mp-673070, mp-26721",3.033939996905642,4.0,579.580208,0.07706805225694424,11.5,1.0,0.0,4.0,2.9597572708333333,4.513333333333333,0.7183333333333333,5.77391614408184,-1.2670533701041666,1.1376157412149428,142.10386966689384,0.8465403692258832,0.0,0.0,0.2651875,0.223194409333296,0.5270340192223931,12.623195002982936,0.12333333333333332,3100.6989951376813,18.95833333333333,1.4966666666666666,1.315491036330794,0.2083333333333333,81.12412254570623,13.213721298542495,0.4583333333333333,0.4128254203125,0.0,0.375,0.4384909412468581,0.1522004696997544,4.083333333333333,0.07565813355904852,5.780637146704475,4.5,0.5347639127951098,11.5,2.0207259421636903,0.8444799489945733
"mp-300026725, SnPO4, LiSnPO4, mp-673078, mp-26725",3.741435083389375,3.0,1282.088172,0.17310171173611175,16.166666666666668,0.0,0.0,3.0,4.0168227777777785,6.415555555555552,0.9949999999999998,4.192144328869662,-1.5771513195833335,1.1314061262905686,190.43373997531964,0.22575004767431225,0.0,0.0,0.25933333333333336,0.2520851193692468,0.4393360823705456,10.646682668881038,0.16055555555555553,4134.664976279793,28.38888888888889,1.4761111111111107,1.218327886698065,0.2777777777777777,19.76812442316864,11.289949643951605,0.8333333333333334,0.5539864262499999,0.0,0.5388888888888889,0.34246744460938755,0.044140384947564684,4.166666666666667,0.06326649312532143,9.035142180450103,5.333333333333333,0.6139834217420114,16.166666666666668,1.8856180831641267,0.9927276645621324
"mp-300026741, Cu4(PO4)3, LiCu4(PO4)3, mp-26742, mp-26741",3.8817490529089014,3.0,1078.1961720000004,0.017233680394735273,13.526315789473689,1.0,0.0,3.0,3.9610910526315775,5.482982456140351,0.9728070175438596,13.503279813161207,-1.5439587590789472,1.033098683996698,283.83900461653457,0.4227692253569494,0.0,0.0,0.26075438596491224,0.2261930484514145,0.3774565727857387,9.960587151312517,0.19,3916.4618970359707,27.175438596491237,1.9764912280701752,1.2996041256277706,0.2631578947368421,114.95683784978192,10.14493309933721,0.5789473684210525,0.5239995127631579,0.0,0.6043859649122807,0.3225399352780743,-0.1192310318435113,4.315789473684212,0.08238804686434943,8.14583753783756,4.421052631578949,0.5148694589747247,13.526315789473689,1.5998614898495438,1.0816322018178643
"mp-300026767, Nb(PO3)4, LiNb(PO3)4, mp-673088, mp-26767",3.01262578267164,3.0,817.588456,0.03293828848179192,11.588235294117649,1.0,0.0,3.0,4.159259019607844,5.93,1.012549019607843,4.237835112846595,-1.7407227560784315,1.176328791123518,97.31214017743679,0.9373405587851368,0.0,0.0,0.28150980392156866,0.26779556463234244,0.4674004865393902,15.066812627519713,0.16156862745098036,4377.200482708229,27.901960784313733,2.094117647058824,1.733247447078105,0.3137254901960784,51.67312516838357,15.144771069063175,0.7058823529411765,0.5967524492156863,0.0,0.5147058823529412,0.4615138155270518,0.2686670304259838,4.117647058823529,0.0754467081167916,8.113234688913712,5.0588235294117645,0.5311339049648,11.588235294117649,1.696730011983054,0.8485813425629954
"mp-300026795, Cu5P3O13, LiCu5P3O13, mp-26796, mp-26795",4.03060387932769,3.0,1237.286972,0.007494385178569374,14.0,1.0,0.0,3.0,3.922644761904762,5.423809523809523,0.9649206349206352,15.356500950449913,-1.530842793531746,1.0006502383681564,327.51956491462374,0.3515100214242701,0.0,0.0,0.25660317460317456,0.22051791690355912,0.3647869374088152,10.316923062935023,0.1952380952380952,3838.767543483677,26.984126984126988,2.0076190476190474,1.3450076217797065,0.25396825396825395,133.79605098435195,10.558765474461076,0.5555555555555556,0.5111552390873016,0.0,0.6174603174603175,0.3352176520943313,-0.1438334163518135,4.238095238095238,0.08239482003725224,6.904556646908183,4.333333333333333,0.5190984172585644,14.0,1.5532863266952466,1.1196024079579958
"mp-300026823, Cu3(P2O7)2, Li2Cu3(P2O7)2, mp-673105, mp-26823",3.3905686856810613,3.0,1077.049296,0.004569367261903601,12.333333333333336,1.0,0.0,3.0,4.059977777777776,5.625873015873015,0.9939682539682538,8.975092209628144,-1.5752236079365078,1.1470425010182157,177.46052525756642,0.6423251346084206,0.0,0.0,0.2711587301587301,0.24388733980571994,0.4655264499309808,11.306312548826476,0.17476190476190476,4133.954073712918,27.65079365079365,1.8736507936507931,1.3826895113171556,0.2857142857142857,69.27148570095008,11.510114736380606,0.6349206349206349,0.5578056844444444,0.0,0.5642857142857142,0.3591653491741193,-0.03951764074516434,4.142857142857143,0.07962275428837054,7.773700052308075,4.61904761904762,0.5183789832617689,12.333333333333336,1.6754868653103985,0.9531330839789244
"mp-300026835, Bi5(PO4)6, Li3Bi5(PO4)6, mp-673116, mp-26835",4.822083508595783,3.0,1614.730172,0.12771366866071346,19.914285714285715,0.0,0.0,3.0,4.058865142857143,6.737904761904763,1.0076190476190476,1.8145794038008949,-1.5850907807142856,1.1945934328766394,87.82881758906338,0.3682114664971477,0.6666666666666666,0.9428090415820634,0.2595809523809524,0.2656990649335748,0.4852581961294086,11.349152625025466,0.14952380952380953,4252.946990686251,28.723809523809525,1.6385714285714286,1.236489368811424,0.2857142857142857,16.481935249513658,12.081747256917991,0.7714285714285714,0.5697653089047621,0.0,0.5147619047619048,0.3522522287410844,-1.430251963318186,4.257142857142857,0.06294391500679151,9.936558735162894,5.257142857142857,0.5890623383827416,19.914285714285715,1.8569230639167909,1.2166183546565152
"mp-300026851, LiCuPO4, Li2CuPO4, mp-673128, mp-26851",3.2127015597759803,4.0,661.8334480000002,0.13529288428571373,11.285714285714285,1.0,0.0,4.0,2.7884638928571426,4.3525,0.6725,8.231658647054836,-1.0706506568749998,0.967768599062025,160.98234165267812,0.6773113994591362,0.0,0.0,0.3002857142857143,0.21876599649966125,0.4236794881588379,8.389741062872012,0.1464285714285714,2658.2277424209287,17.714285714285708,1.2864285714285713,1.0451684270089323,0.17857142857142855,64.67630857444112,8.867721217530281,0.3928571428571429,0.3552769175892857,0.0,0.4589285714285714,0.3253726278265821,-0.03239858085462193,4.035714285714286,0.0818522541711405,5.789679924043202,3.8571428571428568,0.5372222697300759,11.285714285714285,2.166535841157586,0.8965934753214422
"mp-300026855, LiSn(PO3)4, Li2Sn(PO3)4, mp-26856, mp-26855",3.3884292478847065,4.0,1766.1553920000001,0.08093019108796362,11.611111111111107,0.0,0.0,4.0,3.0291527638888884,4.6244444444444435,0.7358333333333332,1.311378856842232,-1.173812125416667,1.2292908815663803,37.18805106449259,0.9608306721893564,0.0,0.0,0.248625,0.22150027650611173,0.6282560016066504,13.988386662505189,0.1225,3100.940740673352,20.23611111111111,1.2076388888888887,1.6843327787946836,0.2222222222222222,18.058082435894853,15.045218622375073,0.5555555555555556,0.42367845402777776,0.0,0.4055555555555556,0.4703803950521138,0.2063589872579188,4.27777777777778,0.08318651822950418,10.558156353991619,4.888888888888889,0.4972473568307649,11.611111111111107,2.131480677027876,0.9374812856720928
"mp-300026875, CuPO4, LiCuPO4, mp-673017, mp-26467",3.195904875757596,3.0,634.0694480000002,0.11710124583333315,12.666666666666664,1.0,0.0,3.0,4.0380705555555565,5.568888888888887,0.9916666666666666,10.593790401066485,-1.56157397125,1.1441736163568836,215.91449224858195,0.5554887673705089,0.0,0.0,0.26811111111111113,0.2445658410679708,0.4515331616838249,11.275451319975435,0.17333333333333334,4133.82404053923,27.5,1.8344444444444443,1.2398695670149649,0.2777777777777777,85.86062269892359,11.479719100103624,0.6111111111111109,0.5524111979166666,0.0,0.5555555555555555,0.3600411499115478,-0.1551136118747051,4.166666666666667,0.07284826268400267,5.418776696842129,4.5,0.5565593129122739,12.666666666666664,1.6072751268321592,0.8956068766933485
"mp-300026875, LiCuPO4, Li2CuPO4, mp-26467, mp-26875",3.2454225429219217,4.0,661.8334480000002,0.04704178250000002,11.285714285714285,1.0,0.0,4.0,2.7884638928571426,4.3525,0.6725,8.231658647054836,-1.0706506568749998,0.967768599062025,160.98234165267812,0.6773113994591362,0.0,0.0,0.3002857142857143,0.21876599649966125,0.4236794881588379,8.389741062872012,0.1464285714285714,2658.2277424209287,17.714285714285708,1.2864285714285713,1.0451684270089323,0.17857142857142855,64.67630857444112,8.867721217530281,0.3928571428571429,0.3552769175892857,0.0,0.4589285714285714,0.3253726278265821,-0.03239858085462187,4.142857142857143,0.08268590964126694,5.563262174807697,3.8571428571428568,0.5325089336075842,11.285714285714285,2.166535841157586,0.9057251731928117
"mp-300026897, Sn(PO3)3, LiSn(PO3)3, mp-673129, mp-26897",2.928951439825641,3.0,711.251772,0.05608546644230561,12.846153846153848,0.0,0.0,3.0,4.137601025641026,6.16051282051282,1.0125641025641026,1.8271817180840888,-1.614710291346154,1.2475429856054605,65.15716709162281,0.7253702364835402,0.0,0.0,0.27682051282051284,0.26192737549342393,0.5741156572285699,13.395859310989193,0.15871794871794873,4293.36881151581,28.51282051282051,1.6602564102564104,1.8584560550663431,0.3076923076923077,16.422169890283243,14.38363267359428,0.7948717948717948,0.5869718675000001,0.0,0.5333333333333333,0.4181924725717972,0.2121654943316648,4.153846153846153,0.06447822873972997,7.4727085549018035,5.230769230769232,0.6037156939261122,12.846153846153848,1.846153846153846,0.8039371466377979
"mp-300026949, Sn2(PO3)5, LiSn2(PO3)5, mp-26950, mp-26949",3.2387979411740973,3.0,1264.55962,0.03638170931818241,13.409090909090908,0.0,0.0,3.0,4.112000606060605,6.203787878787877,1.007121212121212,2.1535415126790465,-1.6102502722348484,1.207782436373762,83.32942759442166,0.6501678260374246,0.0,0.0,0.2737727272727273,0.2568261650676599,0.5406086699578524,12.35568668962128,0.16257575757575754,4228.453964802246,28.484848484848484,1.6712121212121211,1.809316771850609,0.30303030303030304,14.78365742654428,13.381610258595474,0.8030303030303031,0.5784123020833333,0.0,0.5462121212121213,0.3862893570903624,0.2043121859561509,4.181818181818182,0.06786536072717103,6.08817856088396,5.2727272727272725,0.5867552562171735,13.409090909090908,1.8630819574472,0.8832494499848922
"mp-300027017, SnPO4, LiSnPO4, mp-27018, mp-27017",3.784219086832093,3.0,1709.4508959999994,0.05552493479166731,16.166666666666668,0.0,0.0,3.0,4.0168227777777785,6.415555555555552,0.9949999999999998,4.192144328869662,-1.5771513195833335,1.1314061262905686,190.43373997531964,0.22575004767431225,0.0,0.0,0.25933333333333336,0.2520851193692468,0.4393360823705456,10.646682668881038,0.16055555555555553,4134.664976279793,28.38888888888889,1.4761111111111107,1.218327886698065,0.2777777777777777,19.76812442316864,11.289949643951605,0.8333333333333334,0.5539864262499999,0.0,0.5388888888888889,0.34246744460938755,0.020914066658814942,4.166666666666667,0.06398995719708886,5.461715155555557,5.333333333333333,0.6095692506432109,16.166666666666668,1.8856180831641267,1.0040796893525317
"mp-300027033, LiSnP2O7, Li2SnP2O7, mp-673144, mp-27033",3.4658741259248,4.0,1198.3772960000001,0.17801559500000064,12.636363636363635,0.0,0.0,4.0,2.9326220227272732,4.731363636363636,0.7136363636363636,1.980665845134571,-1.1347612595454546,1.1330279466512925,76.07385042164756,0.7897520869989247,0.0,0.0,0.2675681818181819,0.21266845899289635,0.5403092063463844,11.090233772286627,0.12545454545454546,2960.2345284636604,19.454545454545453,1.108409090909091,1.3195856748638128,0.20454545454545453,8.344834012753836,12.250210826318712,0.5454545454545454,0.3996523075,0.0,0.4113636363636363,0.4033690761204283,0.13635167940738882,4.136363636363637,0.07663423572766655,7.910643650148232,4.727272727272728,0.5437014271467528,12.636363636363635,2.2998382983042758,0.9398982138710964
"mp-300027047, LiCuPO4, Li2CuPO4, mp-27064, mp-27047",3.2154061188418743,4.0,330.9167240000001,0.04831491214285677,11.285714285714285,1.0,0.0,4.0,2.7884638928571426,4.3525,0.6725,8.231658647054836,-1.0706506568749998,0.967768599062025,160.98234165267812,0.6773113994591362,0.0,0.0,0.3002857142857143,0.21876599649966125,0.4236794881588379,8.389741062872012,0.1464285714285714,2658.2277424209287,17.714285714285708,1.2864285714285713,1.0451684270089323,0.17857142857142855,64.67630857444112,8.867721217530281,0.3928571428571429,0.3552769175892857,0.0,0.4589285714285714,0.3253726278265821,-0.032398580854621724,4.285714285714286,0.08192116012208657,5.468985677777778,3.8571428571428568,0.536832688039213,11.285714285714285,2.166535841157586,0.8973482575403885
"mp-300031519, CoP2O7, LiCoP2O7, mp-31529, mp-31519",3.2236372726000897,3.0,232.87651900000003,0.0917835324375007,11.3,1.0,0.0,3.0,4.1393580000000005,5.687333333333332,1.0113333333333332,8.017203724214294,-1.7059650188333333,1.1581958680327338,111.59855226062149,0.6945347955069435,0.0,0.0,0.2795,0.26076864586576864,0.4373785794923009,13.747969547051909,0.16833333333333333,4340.426808991407,27.766666666666666,1.8273333333333333,1.4583025139600572,0.3,60.2232874854533,14.226110579572413,0.6666666666666666,0.5871510108333332,0.07299563239947138,0.54,0.4320493798938573,0.10332748383307352,4.2,0.0833626301485738,5.088784389150162,5.0,0.4835865304627505,11.3,1.6124515496597098,0.9142937070612216
"mp-300031537, CoPO4, LiCoPO4, mp-31532, mp-31537",3.4096334691817365,3.0,923.427342,0.12720458916666644,12.333333333333336,1.0,0.0,3.0,4.046661111111111,5.530555555555555,0.9905555555555554,13.730429394524586,-1.7504481004166668,1.0111009417639596,215.91449224858195,0.42400731758427396,0.0,0.0,0.27011111111111114,0.2429087747272753,0.3515130098797233,11.304702397511234,0.18888888888888888,4133.777702692075,27.16666666666667,1.9788888888888885,1.3053233836113058,0.2777777777777777,118.02039397943784,11.66058042305224,0.6111111111111109,0.5558853665277778,0.12165938733245228,0.5916666666666667,0.3600411499115478,0.15035145716864082,4.0,0.08004946012972178,8.266875959590294,5.0,0.5181894812798473,12.333333333333336,1.5275252316519468,0.958241013968962
"mp-300031539, Li2Co(PO4)2, Li3Co(PO4)2, mp-585191, mp-31579",2.433763179925516,4.0,1051.031676,0.06366644995192239,9.76923076923077,1.0,0.0,4.0,2.8573505384615387,4.446923076923077,0.6873076923076924,5.5502012330915225,-1.1476060825,1.0452912378207866,89.1286420702016,0.759102994825639,0.0,0.0,0.3166730769230769,0.2432806921897168,0.45908029167454795,11.150181758807246,0.1348076923076923,2862.4632606229106,17.730769230769234,1.173846153846154,1.0497911880281423,0.19230769230769232,39.06234639354413,11.547944820867428,0.4230769230769231,0.3830822092307693,0.05157751523956056,0.42115384615384616,0.3826874758102385,0.05625401767932822,4.019230769230768,0.07251315404524057,9.213952852046235,4.153846153846153,0.5736547308794755,9.76923076923077,2.281907226798665,0.6875638630582082
"mp-300031539, Li3Co(PO4)2, Li4Co(PO4)2, mp-31579, mp-31539",2.6268859662567268,4.0,1078.795676,0.012913045684523006,9.285714285714286,1.0,0.0,4.0,2.7495347678571425,4.515535714285714,0.6557142857142857,5.0717743845880285,-1.099025057142857,0.9445300786165308,118.93973392488505,0.6998101265746892,0.0,0.0,0.3580178571428571,0.3019134065229057,0.3943459437469949,11.66981705520874,0.1426785714285714,2658.3863144726997,16.482142857142858,1.1435714285714285,0.9423318341827815,0.17857142857142855,38.4472072722381,11.06774132147945,0.3928571428571429,0.35579691089285714,0.04789340700816337,0.4419642857142857,0.3350296971302449,0.11117474848880496,4.071428571428571,0.0821184968062552,9.080508778426813,3.8571428571428568,0.5337553565402319,9.285714285714286,2.44532039551767,0.740103036797234
"mp-300031540, CoPO4, LiCoPO4, mp-31521, mp-31540",3.8564843732871967,3.0,307.809114,0.012862227499999436,12.333333333333336,1.0,0.0,3.0,4.046661111111111,5.530555555555555,0.9905555555555554,13.730429394524586,-1.7504481004166668,1.0111009417639596,215.91449224858195,0.42400731758427396,0.0,0.0,0.27011111111111114,0.2429087747272753,0.3515130098797233,11.304702397511234,0.18888888888888888,4133.777702692075,27.16666666666667,1.9788888888888885,1.3053233836113058,0.2777777777777777,118.02039397943784,11.66058042305224,0.6111111111111109,0.5558853665277778,0.12165938733245228,0.5916666666666667,0.3600411499115478,0.15035145716864093,4.166666666666667,0.09054037475600987,5.23539257189838,5.0,0.4550456073580294,12.333333333333336,1.5275252316519468,1.0838236806436063
"mp-300031541, CoPO4, LiCoPO4, mp-704240, mp-31541",2.9347322719327877,3.0,923.427342,0.01792593833333278,12.333333333333336,1.0,0.0,3.0,4.046661111111111,5.530555555555555,0.9905555555555554,13.730429394524586,-1.7504481004166668,1.0111009417639596,215.91449224858195,0.42400731758427396,0.0,0.0,0.27011111111111114,0.2429087747272753,0.3515130098797233,11.304702397511234,0.18888888888888888,4133.777702692075,27.16666666666667,1.9788888888888885,1.3053233836113058,0.2777777777777777,118.02039397943784,11.66058042305224,0.6111111111111109,0.5558853665277778,0.12165938733245228,0.5916666666666667,0.3600411499115478,0.15035145716864115,4.0,0.06889999647084354,9.622393677245377,5.0,0.5852971027457547,12.333333333333336,1.5275252316519468,0.8247751124578191
"mp-300031549, LiCoP2O7, Li2CoP2O7, mp-780586, mp-31549",2.955437275031188,4.0,959.270076,0.029817918636365626,10.545454545454543,1.0,0.0,4.0,2.9448286136363637,4.369318181818182,0.7118181818181817,6.690123162833723,-1.2056553971590909,1.0904089591794663,87.86949337930395,0.8252896815291645,0.0,0.0,0.27197727272727273,0.2076263567780489,0.5032399853960836,11.614392432247493,0.13704545454545455,2959.8715529050482,18.954545454545453,1.3140909090909092,1.2960125592443186,0.20454545454545453,50.96796378902719,12.471040834835408,0.4545454545454545,0.40042914670454544,0.060955245283117014,0.4329545454545454,0.41411061723383175,0.168947189758431,4.181818181818182,0.08163651684156972,7.097069974013998,4.545454545454546,0.5175915212176522,10.545454545454543,2.104697618689132,0.8355754071887807
"mp-300031553, CoPO4, LiCoPO4, mp-767450, mp-31553",2.67883429146594,3.0,1846.854684,0.003728149583333895,12.333333333333336,1.0,0.0,3.0,4.046661111111111,5.530555555555555,0.9905555555555554,13.730429394524586,-1.7504481004166668,1.0111009417639596,215.91449224858195,0.42400731758427396,0.0,0.0,0.27011111111111114,0.2429087747272753,0.3515130098797233,11.304702397511234,0.18888888888888888,4133.777702692075,27.16666666666667,1.9788888888888885,1.3053233836113058,0.2777777777777777,118.02039397943784,11.66058042305224,0.6111111111111109,0.5558853665277778,0.12165938733245228,0.5916666666666667,0.3600411499115478,0.15035145716864118,4.0,0.0628921673684464,9.227725344444442,5.0,0.6214576871084367,12.333333333333336,1.5275252316519468,0.7528577223654436
"mp-300031555, CoP2O7, LiCoP2O7, mp-540262, mp-31555",2.9441301428662423,3.0,465.75303800000006,0.0944883934374996,11.3,1.0,0.0,3.0,4.1393580000000005,5.687333333333332,1.0113333333333332,8.017203724214294,-1.7059650188333333,1.1581958680327338,111.59855226062149,0.6945347955069435,0.0,0.0,0.2795,0.26076864586576864,0.4373785794923009,13.747969547051909,0.16833333333333333,4340.426808991407,27.766666666666666,1.8273333333333333,1.4583025139600572,0.3,60.2232874854533,14.226110579572413,0.6666666666666666,0.5871510108333332,0.07299563239947138,0.54,0.4320493798938573,0.10332748383307352,4.1,0.07613463037392833,6.88667616819823,5.0,0.5283624262662611,11.3,1.6124515496597098,0.8350194003746382
"mp-300031557, Co6P7O24, LiCo6P7O24, mp-705347, mp-31557",3.691111112437553,3.0,1908.802208,0.013731050945946066,12.405405405405405,1.0,0.0,3.0,4.031766576576577,5.552162162162162,0.9835135135135136,13.296570941366756,-1.7517919269144144,0.9444765044954428,207.02735053958213,0.4509217074002269,0.0,0.0,0.2697387387387388,0.23246659536631165,0.2941753355413073,10.251191382595511,0.19864864864864865,4022.308162275323,27.180180180180184,2.0924324324324317,1.4247625357997569,0.2792792792792793,113.0682236573958,10.594142602358188,0.6216216216216216,0.5473251570045045,0.11837129578292654,0.6256756756756757,0.3265688100971506,-1.208078465320927,4.216216216216216,0.08617451552684924,5.847036093701862,5.081081081081081,0.4937184790846312,12.405405405405405,1.5833317314461417,1.0375897924247064
"mp-300031560, LiCo(PO3)4, Li2Co(PO3)4, mp-540064, mp-31560",2.652287565876148,4.0,763.524086,0.06789557666666557,10.333333333333334,1.0,0.0,4.0,3.036612347222221,4.4031944444444475,0.7347222222222222,3.9917691164460334,-1.217136320625,1.1975582592206644,43.70194388916079,0.992215197195562,0.0,0.0,0.25131944444444443,0.2186602386384405,0.5953756173284549,14.359116291715601,0.12958333333333333,3100.7189222764227,19.930555555555557,1.3333333333333333,1.6372673710925907,0.2222222222222222,28.76673823103572,15.202821172563276,0.5,0.4241531890972222,0.03725042767301597,0.41875,0.480322679605294,0.2262784658057777,4.055555555555555,0.07530976785637841,8.061922849450214,4.777777777777779,0.5469236220938266,10.333333333333334,2.0153730163574504,0.7553141601492284
"mp-300031568, Co3(P3O10)2, LiCo3(P3O10)2, mp-31597, mp-31568",2.721012671765568,3.0,1365.260314,0.03164197911638045,11.413793103448276,1.0,0.0,3.0,4.125565172413793,5.683908045977013,1.0066666666666668,8.29365902504927,-1.7101156297701152,1.1215241360612094,116.39428369690395,0.6913015489204073,0.0,0.0,0.2785862068965517,0.2550815635101961,0.4135765919892907,13.212982401801787,0.17413793103448275,4276.393283249853,27.724137931034488,1.8878160919540228,1.5114918578714471,0.2988505747126437,62.873841517381926,13.681270775614081,0.6666666666666666,0.5809948354022989,0.07551272317186697,0.5586206896551724,0.415068277822248,0.17420984901778233,4.137931034482759,0.0696135902014564,9.304449892069027,5.0344827586206895,0.5740023757090694,11.413793103448276,1.6291050773817541,0.7711873673301857
"mp-300031571, CoP2O7, LiCoP2O7, mp-697814, mp-31571",2.680051876654068,3.0,931.506076,0.10637127868749996,11.3,1.0,0.0,3.0,4.1393580000000005,5.687333333333332,1.0113333333333332,8.017203724214294,-1.7059650188333333,1.1581958680327338,111.59855226062149,0.6945347955069435,0.0,0.0,0.2795,0.26076864586576864,0.4373785794923009,13.747969547051909,0.16833333333333333,4340.426808991407,27.766666666666666,1.8273333333333333,1.4583025139600572,0.3,60.2232874854533,14.226110579572413,0.6666666666666666,0.5871510108333332,0.07299563239947138,0.54,0.4320493798938573,0.10332748383307368,4.1,0.0693056179960047,5.596554222313657,5.0,0.5706666814140543,11.3,1.6124515496597098,0.7601210552594371
"mp-300031580, LiCoP2O7, Li2CoP2O7, mp-705301, mp-31580",2.77940839658759,4.0,959.270076,0.052670465227274484,10.545454545454543,1.0,0.0,4.0,2.9448286136363637,4.369318181818182,0.7118181818181817,6.690123162833723,-1.2056553971590909,1.0904089591794663,87.86949337930395,0.8252896815291645,0.0,0.0,0.27197727272727273,0.2076263567780489,0.5032399853960836,11.614392432247493,0.13704545454545455,2959.8715529050482,18.954545454545453,1.3140909090909092,1.2960125592443186,0.20454545454545453,50.96796378902719,12.471040834835408,0.4545454545454545,0.40042914670454544,0.060955245283117014,0.4329545454545454,0.41411061723383175,0.168947189758431,4.090909090909091,0.07677416208240409,5.6546247791873165,4.545454545454546,0.5463242655019451,10.545454545454543,2.104697618689132,0.7858076780526781
"mp-300031581, Co(PO3)4, LiCo(PO3)4, mp-585256, mp-31581",2.7525302399985665,3.0,749.6420860000003,0.06654185172794147,10.764705882352944,1.0,0.0,3.0,4.181262156862745,5.792156862745098,1.0180392156862743,4.506904438763495,-1.6816456504901964,1.2354158299307456,50.92283810055466,0.9031294215219798,0.0,0.0,0.2845686274509804,0.26477606186612074,0.5413816493796909,15.478253028078795,0.1637254901960784,4377.0631048200485,28.11764705882352,1.8235294117647056,1.8245143450123131,0.3137254901960784,26.711641427923016,16.01681162146491,0.7058823529411765,0.598719166372549,0.0429386072938067,0.5352941176470588,0.4834834512132532,0.19105106679364686,4.117647058823529,0.07518098234949827,8.256994310550626,5.0588235294117645,0.5345968396666362,10.764705882352944,1.696730011983054,0.7854997354547038
