,ShannonRadii,AtomicVolum wmean,deltaShannonstd,bent,IsAlkali wstd,deltashannonmax,density,HeatFusion wmean,BulkModulus wstd,metalloid,deltaShannon,chargedensityvoldens
"mp-300019623, VAsO5, LiVAsO5, mp-543108, mp-19623",0.5756424785271304,4428.407366495484,0.07419468104693022,2.7055767145777017,0.0,0.3892721035464812,3.5476800779000754,2.24,10.115881857734262,1.0,0.20980781738521584,0.9670085680128112
"mp-300019667, Ni2P3O10, LiNi2P3O10, mp-25610, mp-19667",0.5216807120783181,4133.966591093941,0.03801332326840458,2.946369237312067,0.0,0.19596108998778752,3.4987725942393726,2.0617777777777784,10.832461503380578,0.0,0.17311695506558564,0.9995970174960944
"mp-300019682, Fe(WO4)2, LiFe(WO4)2, mp-25537, mp-19682",0.5001236362262089,4508.5173383555375,0.14576609531642867,2.9128664454919444,0.0,0.7136460487459207,6.438680497095959,3.642121212121213,23.779674323410244,0.0,0.25276627309640265,1.624049371084725
"mp-300021496, La4CuO8, LiLa4CuO8, mp-772213, mp-21496",0.4591260433884976,3817.9366630339055,0.4798081983595828,4.8050902472962225,0.0,1.2912767996611725,6.80877369076861,1.0297435897435898,4.652839475780002,0.0,0.5741392564490634,1.709800136245578
"mp-300024979, Fe(GeO3)2, LiFe(GeO3)2, mvc-8638, mp-24979",0.5709822341857687,4133.714159876691,0.16793897994053705,2.9956642294688374,0.0,0.7589724159509312,4.172523237209323,3.2966666666666664,8.904307614941711,1.0,0.3058532143820318,1.1327413042794363
"mp-300025044, MnAsO4, LiMnAsO4, mp-543097, mp-25044",0.5595259054405349,4133.484740897799,0.21665374317184846,3.0615056830442167,0.0,0.7702740057225181,4.0113500195548495,2.1238888888888887,8.693690063119357,1.0,0.28671648991779336,1.0885236048210267
"mp-300025083, Mo3P3O16, LiMo3P3O16, mp-25669, mp-25083",0.5821599392679733,4509.186358656723,0.04120421701948144,2.7507577722234093,0.0,0.2375943093814558,3.335859026816772,2.5996969696969696,14.444393232938811,0.0,0.15760455556819936,0.9156072740488506
"mp-300025385, CuO2, Li(CuO2)2, mp-504100, mp-25385",0.4320152467005887,6199.370712485116,0.07976682960349686,4.877842746175347,0.0,0.4291108859783001,4.5249678728405405,2.34,23.33333333333333,0.0,0.3163035537255312,1.245683687890425
"mp-300025401, TiPO4F, LiTiPO4F, mp-25436, mp-25420",0.5199004224592183,3322.008845437916,0.3603210697511934,2.714259376396852,0.0,1.2289448399688379,2.978432036068726,1.208035714285714,6.6088800804952825,0.0,0.4158747601388103,0.8390578933280328
"mp-300025405, CuPO4F, LiCuPO4F, mp-25380, mp-25405",0.4994946545671143,3321.8014748940973,0.3597654482471173,2.8498041657309514,0.0,1.2561734029983922,3.4889845350959683,1.1883928571428568,8.45780342497449,0.0,0.3943518380360584,0.9764901358680468
"mp-300025417, TiO2, Li2Ti3O6, mvc-11600, mp-760539",0.6136810727707418,6200.338441689601,0.25764517590901115,3.4936325721094725,0.0,0.9033113691419709,2.4458620885555566,2.4316666666666658,18.33333333333333,0.0,0.5389460670914453,0.6802076861892613
"mp-300025488, CoPO4F, LiCoPO4F, mp-25473, mp-25487",0.5464211074850172,3321.77168627807,0.3691280914700945,2.7884968794996388,0.0,1.2262606060808459,3.1612882185822944,1.28125,10.926645488559286,0.0,0.4299281301233974,0.8870060371528348
"mp-300025507, CrPO4, LiCrPO4, mp-31750, mp-25507",0.4893517604393217,4133.838651402674,0.11878068465174195,3.158354245593929,0.0,0.4901936004008394,3.578097729614355,2.245555555555556,12.161718933087025,0.0,0.2381179286666528,1.0103600646795021
"mp-300025508, CrPO4F, LiCrPO4F, mp-849535, mp-25501",0.5080663407575969,3321.8108675920257,0.3644031726459671,2.790884205571124,0.0,1.252906387401179,3.2365921637775488,1.452678571428571,9.691872778734957,0.0,0.4178051663991956,0.911897468892885
"mp-300025562, MnPO4F, LiMnPO4F, mp-25550, mp-25552",0.5120311492075786,3321.8151449845873,0.4094171607737038,2.7578157287072065,0.0,1.2548688819738312,3.309467459824653,1.1637499999999998,7.224797857492808,0.0,0.4725334224362484,0.9276416118588852
"mp-300025576, MoO2, Li(MoO2)2, mp-714969, mp-25576",0.5830626984968857,6199.982535611101,0.05726992658588705,4.557592289739572,0.0,0.35900477211551834,4.624620030734843,6.319999999999999,38.33333333333333,0.0,0.2780128652216453,1.2254302472686092
"mp-300025605, NiPO4F, LiNiPO4F, mp-25589, mp-504104",0.5241783795993176,3321.7697371265917,0.35929482299200044,2.55195494076105,0.0,1.242678137683346,3.2854056961449998,1.3269642857142856,10.926645488559286,0.0,0.3684760576695279,0.9342334501808728
"mp-300025613, NiAsO4, LiNiAsO4, mp-635257, mp-25613",0.5328405907960839,4133.414106452027,0.01431633191416601,3.538174790361716,0.0,0.20804166830420687,4.468334009723021,2.3777777777777778,13.362006207023823,1.0,0.19776257696414049,1.2291383379479959
"mp-300025614, NiPO4, LiNi2(PO4)2, mp-540008, mp-767051",0.4981010781403742,4133.774670678664,0.03852522009454603,2.966762188162805,0.0,0.2127483350599642,3.7158041170355256,2.05,13.730429394524586,0.0,0.19152298943460552,1.060050625409488
"mp-300025630, VPO4F, LiVPO4F, mp-25616, mp-25619",0.516825230173671,3321.873437618708,0.3573437842216278,2.9586823792052845,0.0,1.2394289795710658,3.1133546617979966,1.470535714285714,9.691872778734957,0.0,0.4044801369459101,0.8717504568907285
"mp-300025637, VPO4, LiV2(PO4)2, mp-32453, mp-767232",0.5472349273401247,4133.93598255529,0.09757408148278107,2.6069728196107005,0.0,0.4258169569726884,3.2913559769920533,2.273333333333333,12.161718933087025,0.0,0.2234588676599491,0.9229244242516264
"mp-300025652, PWO4F, LiPWO4F, mp-25651, mp-25652",0.585492536374702,3321.945360340245,0.34374055172698864,2.883611287817671,0.0,1.1892243051861269,4.966421762377047,2.570892857142857,18.960317045054378,0.0,0.3529228092375591,1.2671698632558863
"mp-300025660, Co2P3O10, LiCo2P3O10, mp-25658, mp-25660",0.5199996864556466,4133.96901670467,0.14035858156265246,2.938609923524665,0.0,0.5677598562754288,3.489565940570784,2.0048888888888894,10.832461503380578,0.0,0.2224977358669537,0.9846751920558672
"mp-300025688, FePO4F, LiFePO4F, mp-25518, mp-25515",0.5611866162073326,3321.7995971454425,0.3808962451743713,2.6988794913655174,0.0,1.2157468068580168,3.0256465676281845,1.1958928571428569,10.309187006485713,0.0,0.4432826545099549,0.8539715814919788
"mp-300025742, Cr(GeO3)2, LiCr(GeO3)2, mvc-8434, mp-25742",0.5506969865308646,4133.725847747222,0.07708900254382235,3.2917542405159783,0.0,0.4072775059583741,4.095158426366283,3.562962962962963,8.380524814062785,1.0,0.22074353738803704,1.1100054060992979
"mp-300025881, Bi(PO3)4, LiBi(PO3)4, mp-684096, mp-25881",0.6128604000030349,4377.543253808267,0.12101742656933133,2.4162799605776737,0.0,0.6169890122295083,3.2744515020199687,1.7236470588235295,1.0857151529338924,0.0,0.14543915334932034,0.8715112183372553
"mp-300025885, CuPO4, LiCuPO4, mp-25886, mp-25885",0.5185996763806671,4133.82404053923,0.08600868855959705,2.7041887270526126,0.0,0.4275219605868839,3.7121197086487423,1.8344444444444443,10.593790401066485,0.0,0.2657915502010008,1.0402687399719988
"mp-300025907, Sn(PO3)4, LiSn(PO3)4, mp-25908, mp-25907",0.615933383771803,4377.376260203951,0.03631547301790358,3.0278067397838626,0.0,0.2173082990074422,2.807287612963619,1.6460784313725492,1.4536276857137755,0.0,0.12320178386666768,0.7777739218642656
"mp-300025929, Bi2(PO4)3, LiBi2(PO4)3, mp-26074, mp-504151",0.5882617315455945,4377.685789833083,0.2043739136897984,2.6860844640351407,0.0,0.7772709754529011,4.383503469759232,1.5778823529411763,1.489938058157872,0.0,0.22396743461042026,1.1190990403443757
"mp-300025959, Bi(PO3)4, LiBi(PO3)4, mp-25960, mp-25959",0.6251535838802885,4377.543253808267,0.1508411497242485,2.6815551411320344,0.0,0.7690407457029242,3.1704749663935523,1.7236470588235295,1.0857151529338924,0.0,0.18128140490216327,0.8438373568717956
"mp-300026113, Ti(PO3)4, LiTi(PO3)4, mp-26114, mp-26113",0.6129026170861759,4377.1933098489835,0.05939248754734184,2.534329346064617,0.0,0.34106316799856257,2.3984570005314256,1.7833333333333332,2.659158981672892,0.0,0.13124036784227988,0.6860092446124771
"mp-300026129, BiP2O7, LiBiP2O7, mp-672945, mp-26129",0.568979085754795,4341.2430622713755,0.18776653368973306,2.704843887395044,0.0,0.7624275360908596,4.507793001309548,1.6575333333333333,1.3021349989749742,0.0,0.2072268337406692,1.1628540639242717
"mp-300026173, Bi3(PO5)2, LiBi3(PO5)2, mp-584116, mp-26173",0.5656602952524481,4135.21889523942,0.3311163854363004,2.7036692446365573,0.0,1.0244322604790892,6.0602901158346025,1.6132888888888888,2.64565798485736,0.0,0.3661311075152234,1.4980523414678804
"mp-300026209, BiP2O7, LiBiP2O7, mp-26210, mp-26209",0.6078332154943199,4341.2430622713755,0.2266998944264295,2.7046467548048074,0.0,0.9205167637871324,3.9667365337597538,1.6575333333333333,1.3021349989749742,0.0,0.2501952845812253,1.0232802831583816
"mp-300026299, SnPO4, LiSnPO4, mp-672986, mp-26299",0.6691248171458125,4134.664976279793,0.058863491534733935,2.2737267301169832,0.0,0.2952621380780329,3.4622651544840988,1.4761111111111107,4.192144328869662,0.0,0.1857767112532083,0.9186545601620292
"mp-300026303, Cu9(PO4)8, Li6Cu9(PO4)8, mp-26304, mp-26303",0.5522683860016375,4049.540760405313,0.05406564214168101,2.9711859845888378,0.0,0.2622315143547672,3.5982884888470914,1.8895238095238087,11.721481273102341,0.0,0.16505455616494266,1.006052760600026
"mp-300026341, SbP2O7, LiSbP2O7, mp-26342, mp-26341",0.5982356967007244,4341.06666108343,0.0468233908854127,2.645407328481768,0.0,0.26507984299135434,3.331913568595065,1.947,1.715290710702481,1.0,0.18914664509519874,0.9022874298011979
"mp-300026389, Nb2(PO4)3, LiNb2(PO4)3, mp-26390, mp-26389",0.587064906586963,4377.000247633007,0.04439722165594706,2.2232517258882374,0.0,0.2360479861108552,3.178785055377069,2.3188235294117647,9.005487668677986,0.0,0.13578105762675172,0.8802050940551649
"mp-300026407, SnP2O7, Li2SnP2O7, mp-757076, mp-26407",0.5830868355833713,4340.959173144038,0.048032311302572295,2.701663415152912,0.0,0.26582731073489474,3.460370932543656,1.5256666666666667,2.3907228102721483,0.0,0.15775972736033794,0.9399287237428432
"mp-300026409, Ti(PO3)4, LiTi(PO3)4, mp-540258, mp-26409",0.5460976000814733,4377.1933098489835,0.07810505788569902,2.5620498527159445,0.0,0.4485206728876919,2.7273750991312204,1.7833333333333332,2.659158981672892,0.0,0.17258978282549595,0.7800867520724076
"mp-300026513, CuPO4, LiCuPO4, mp-673047, mp-26513",0.6192739577721147,4133.82404053923,0.05534848311241003,2.879759830117382,0.0,0.2751197862914889,2.9677917259271718,1.8344444444444443,10.593790401066485,0.0,0.17104270945286806,0.831681411576406
"mp-300026531, Cu2P3O10, LiCu2P3O10, mp-26532, mp-26531",0.5256321222039286,4134.006086982394,0.06170814926327053,2.7794593220784485,0.0,0.3146564562253978,3.5479028340791787,1.8893333333333333,8.329569520393099,0.0,0.18835979297579167,0.998660109593022
"mp-300026541, Sb(PO3)4, LiSb(PO3)4, mp-26542, mp-26541",0.6046502157959692,4377.439488403592,0.031020869959139555,2.7681040130388914,0.0,0.17608266255428198,2.8907596845518118,1.8939215686274509,1.193343063113956,1.0,0.12160084896574412,0.7991795396877384
"mp-300026549, Nb(PO3)4, LiNb(PO3)4, mp-26550, mp-26549",0.6278521758972072,4377.200482708229,0.038300208376793286,2.5545742295912537,0.0,0.2299383790232718,2.5517049034920576,2.094117647058824,4.237835112846595,0.0,0.12269136105882154,0.718751457709966
"mp-300026629, TiP2O7, LiTiP2O7, mp-26630, mp-26629",0.5541215112379178,4340.648157540596,0.1104901284487346,2.69243063169177,0.0,0.5285451928015533,2.7215531717552524,1.7590000000000001,4.752543178832432,0.0,0.2201777745500838,0.7745431942170624
"mp-300026649, SnP2O7, Li2SnP2O7, mp-757192, mp-26649",0.581328986448953,4340.959173144038,0.06060185420170745,2.9086855035690973,0.0,0.33539147900895105,3.4749610452282687,1.5256666666666667,2.3907228102721483,0.0,0.19904376319030728,0.943891786160788
"mp-300026675, Sb(PO3)4, LiSb(PO3)4, mp-673069, mp-26675",0.5906978216485701,4377.439488403592,0.03138158126136135,2.2837688914413192,0.0,0.17813015530971715,2.992778251693517,1.8939215686274509,1.193343063113956,1.0,0.12301482609273898,0.8273835968992787
"mp-300026695, CuPO4, LiCuPO4, mp-753519, mp-25449",0.5788604083986786,4133.82404053923,0.06528883086707422,2.308163016794555,0.0,0.3245301078782987,3.247443969962392,1.8344444444444443,10.593790401066485,0.0,0.20176123898164344,0.9100499746523952
"mp-300026725, SnPO4, LiSnPO4, mp-673078, mp-26725",0.6424456354100374,4134.664976279793,0.05276851783262505,3.8011554511009336,0.0,0.2646894533817447,3.741435083389375,1.4761111111111107,4.192144328869662,0.0,0.16654060853435354,0.9927276645621324
"mp-300026741, Cu4(PO4)3, LiCu4(PO4)3, mp-26742, mp-26741",0.5435784477911639,3916.4618970359707,0.061536648946552815,3.0296338835438275,0.0,0.28855588620459405,3.881749052908901,1.9764912280701752,13.503279813161207,0.0,0.18514122763554955,1.0816322018178643
"mp-300026767, Nb(PO3)4, LiNb(PO3)4, mp-673088, mp-26767",0.5606301777596149,4377.200482708229,0.05100147254434089,2.9751199206845795,0.0,0.30619143920249114,3.01262578267164,2.094117647058824,4.237835112846595,0.0,0.1633787477318475,0.8485813425629954
"mp-300026795, Cu5P3O13, LiCu5P3O13, mp-26796, mp-26795",0.5505588508330961,3838.767543483677,0.06056402700184984,3.853332356577628,0.0,0.2790957826141175,4.03060387932769,2.0076190476190474,15.356500950449913,0.0,0.1833568784715469,1.1196024079579958
"mp-300026823, Cu3(P2O7)2, Li2Cu3(P2O7)2, mp-673105, mp-26823",0.5506807029762313,4133.954073712918,0.05459239737152057,2.964377408297666,0.0,0.27593007328657937,3.3905686856810613,1.873650793650793,8.975092209628144,0.0,0.1669971246981925,0.9531330839789244
"mp-300026835, Bi5(PO4)6, Li3Bi5(PO4)6, mp-673116, mp-26835",0.5956590028863228,4252.946990686251,0.218352950072156,1.9521279531894824,0.0,0.7661484525351819,4.822083508595783,1.6385714285714286,1.8145794038008949,0.0,0.23634498044093866,1.2166183546565152
"mp-300026875, CuPO4, LiCuPO4, mp-673017, mp-26467",0.5855441736262464,4133.82404053923,0.06494159500194463,2.8075865137164784,0.0,0.3228041083271787,3.195904875757596,1.8344444444444443,10.593790401066485,0.0,0.2006881804287947,0.8956068766933485
"mp-300026897, Sn(PO3)3, LiSn(PO3)3, mp-673129, mp-26897",0.6297586107053076,4293.36881151581,0.05221136403806729,3.390135105477808,0.0,0.2968881067073129,2.928951439825641,1.6602564102564104,1.8271817180840888,0.0,0.17079161268816628,0.8039371466377979
"mp-300026949, Sn2(PO3)5, LiSn2(PO3)5, mp-26950, mp-26949",0.6137509260241361,4228.453964802246,0.046141429492874496,2.7330638776485343,0.0,0.2534222320788356,3.2387979411740973,1.6712121212121211,2.1535415126790465,0.0,0.14741772172573375,0.8832494499848922
"mp-300027017, SnPO4, LiSnPO4, mp-27018, mp-27017",0.6383569349983984,4134.664976279793,0.04812543515821645,2.8725357926708868,0.0,0.2413995247353951,3.784219086832093,1.4761111111111107,4.192144328869662,0.0,0.15188676101633133,1.0040796893525317
"mp-300031519, CoP2O7, LiCoP2O7, mp-31529, mp-31519",0.5146631925941954,4340.426808991407,0.17897509355249694,2.8219445109770573,0.0,0.8135116713006719,3.2236372726000897,1.8273333333333333,8.017203724214294,0.0,0.3008142306007514,0.9142937070612216
"mp-300031537, CoPO4, LiCoPO4, mp-31532, mp-31537",0.5512689085967011,4133.777702692075,0.1395856729880525,3.377734606628195,0.0,0.5236711165546832,3.4096334691817365,1.9788888888888885,13.730429394524586,0.0,0.21969259197428884,0.958241013968962
"mp-300031540, CoPO4, LiCoPO4, mp-31521, mp-31540",0.4824610344285411,4133.777702692075,0.20975350331557827,4.7784440494809814,0.0,0.7869135057430069,3.8564843732871967,1.9788888888888885,13.730429394524586,0.0,0.3301290872669374,1.0838236806436063
"mp-300031541, CoPO4, LiCoPO4, mp-704240, mp-31541",0.6137691551705343,4133.777702692075,0.1327785053383408,2.9890605820876885,0.0,0.4981332729680814,2.934732271932788,1.9788888888888885,13.730429394524586,0.0,0.2089788541460757,0.8247751124578191
"mp-300031553, CoPO4, LiCoPO4, mp-767450, mp-31553",0.6474470801148677,4133.777702692075,0.10222965558067892,2.6467261773950517,0.0,0.3835258786732145,2.67883429146594,1.9788888888888885,13.730429394524586,0.0,0.1608983037469791,0.7528577223654436
"mp-300031555, CoP2O7, LiCoP2O7, mp-540262, mp-31555",0.5555198845654741,4340.426808991407,0.13782231630724806,2.890679581896332,0.0,0.6264562328542778,2.9441301428662423,1.8273333333333333,8.017203724214294,0.0,0.2316462766782546,0.8350194003746382
"mp-300031557, Co6P7O24, LiCo6P7O24, mp-705347, mp-31557",0.5211884893474941,4022.308162275323,0.11227992390753412,2.7836440118189145,0.0,0.4221068132241964,3.6911111124375533,2.092432432432432,13.296570941366756,0.0,0.17424746565464674,1.0375897924247064
"mp-300031568, Co3(P3O10)2, LiCo3(P3O10)2, mp-31597, mp-31568",0.6011102402600828,4276.393283249853,0.09537072522625137,2.5821418827187648,0.0,0.42637853346388543,2.721012671765568,1.8878160919540228,8.29365902504927,0.0,0.15815131902733914,0.7711873673301857
"mp-300031571, CoP2O7, LiCoP2O7, mp-697814, mp-31571",0.5953882098615375,4340.426808991407,0.10601604820166068,2.7093256558930343,0.0,0.4818843272845007,2.680051876654068,1.8273333333333333,8.017203724214294,0.0,0.17818756419177634,0.7601210552594371
"mp-300031581, Co(PO3)4, LiCo(PO3)4, mp-585256, mp-31581",0.5648269782792581,4377.0631048200485,0.09401156999697766,2.644757587439824,0.0,0.5226966037572973,2.7525302399985665,1.8235294117647056,4.506904438763495,0.0,0.175943481883591,0.7854997354547038
"mp-300031583, Co(PO3)3, LiCo(PO3)3, mp-540491, mp-31583",0.5230823586538059,4292.959300629172,0.09396877254994072,2.690214533864334,0.0,0.4696819034440268,3.152614014164102,1.8923076923076925,6.018708505236478,0.0,0.1640903392827532,0.8969121115032103
"mp-300031585, CoPO4, LiCo2(PO4)2, mp-540093, mp-767242",0.6594520521329431,4133.777702692075,0.14574778604956526,2.5975628061418417,0.0,0.5467889663897074,2.5876158419900768,1.9788888888888885,13.730429394524586,0.0,0.2293910843878923,0.7272217528958557
"mp-300031592, Co3(PO4)4, Li3Co3(PO4)4, mp-31554, mp-31592",0.5652776167389294,4313.347807726758,0.11413496525532105,2.6902315730315616,0.0,0.4704761676050047,2.9811342257284985,1.8301449275362318,10.645536727470391,0.0,0.1855021163777698,0.8419980482869626
"mp-300031600, Co(PO3)4, LiCo(PO3)4, mp-31550, mp-31600",0.6284778152805016,4377.0631048200485,0.08918440136766954,2.9864834356653054,0.0,0.495857942852217,2.3499297916656934,1.8235294117647056,4.506904438763495,0.0,0.1669093932463412,0.6706081564035746
"mp-300031604, CoP2O7, LiCoP2O7, mp-31589, mp-540352",0.5797619016145785,4340.426808991407,0.10746243214644084,2.5786461271725853,0.0,0.48845870697558,2.791247596824296,1.8273333333333333,8.017203724214294,0.0,0.1806185888939632,0.7916585821604639
