,ShannonRadii,AtomicVolum wmean,deltaShannonstd,bent,IsAlkali wstd,deltashannonmax,density,HeatFusion wmean,BulkModulus wstd,metalloid,deltaShannon,chargedensityvoldens
"mp-300578763, Ni(SO4)2, LiNi(SO4)2, mp-850515, mp-782632",0.4790574573383346,4509.17732448322,0.7259917814880561,2.96551451407936,0.0,2.0167908394730456,3.2659439068828724,0.6873333333333335,7.405996131247398,0.0,0.4767309445669299,0.9437511338445908
"mp-300578869, Na5Mn2O8, Na5LiMn2O8, mp-849237, mp-578869",0.5214464096033884,3310.204319672392,0.2876090022890437,3.227321525658556,0.15713484026367722,0.7451197675894803,2.7786352081676458,0.9017777777777778,7.0994522480415485,0.0,0.3679468128961503,0.7779500171722388
"mp-300585175, Co(PO3)3, LiCo(PO3)3, mp-585227, mp-585175",0.6239626378003313,4292.959300629172,0.08681193249746343,2.6696066631098248,0.0,0.4339100383097291,2.485755516557678,1.8923076923076925,6.018708505236478,0.0,0.15159290763034686,0.7071922598262129
"mp-300585189, Mn4(PO4)3, LiMn4(PO4)3, mp-31944, mp-585189",0.5323937199364139,3916.4887575646503,0.2180746125374927,2.982758405502265,0.0,0.6884500325475026,3.7279008302967656,1.9280701754385967,11.521628462924552,0.0,0.2703938066153801,1.0405523560961898
"mp-300585261, Mo2P2O11, LiMo4(P2O11)2, mp-540142, mp-585261",0.5788731808569957,4546.702196364273,0.04621313005243605,2.5876654843918088,0.0,0.2694878491469852,3.2858538350181004,2.5435555555555562,14.123406716651285,0.0,0.17875024859053626,0.902607371485604
"mp-300585354, Cr2P3O10, LiCr2P3O10, mp-31635, mp-585354",0.5184763876430495,4134.017775673149,0.10136526677511047,2.9613338624065566,0.0,0.4460211530034589,3.2728049426671517,2.2182222222222223,9.580278095914633,0.0,0.2049995025977198,0.9272511647971724
"mp-300585378, Co3(P2O7)2, Li2Co3(P2O7)2, mp-540500, mp-585378",0.5356804531692987,4133.914355558214,0.12699660725802736,3.135338347288484,0.0,0.5015691077478278,3.404482516183122,1.9974603174603167,11.659397368181855,0.0,0.20051896164504693,0.9595304902705772
"mp-300585397, Co3P3O11, LiCo3P3O11, mp-31610, mp-585397",0.5506147076477068,4012.388211350641,0.11607852557493273,3.1278032257079578,0.0,0.4244228392882615,3.504627575153308,2.090980392156863,14.538101711849553,0.0,0.18012676866787064,0.9835261845901224
"mp-300585400, FePO4, LiFePO4, mp-704220, mp-585400",0.6197109528905334,4133.821119596877,0.1622382904153998,2.962710844851165,0.0,0.5777386725413086,2.802533983209532,1.8461111111111108,12.945994184770004,0.0,0.2211669004023417,0.7928884771196295
"mp-300585424, CrPO4, LiCrPO4, mp-689963, mp-585424",0.5822526450045235,4133.838651402674,0.11033441808555322,2.7776027695999046,0.0,0.4553368740722748,2.867792682514464,2.245555555555556,12.161718933087025,0.0,0.22118581966590065,0.809788725503875
"mp-300585432, MnPO4, LiMnPO4, mp-705467, mp-585432",0.6447124371904299,4133.845305124435,0.13256929713176016,2.391856578478812,0.0,0.456624166906548,2.5848678949923234,1.7961111111111108,9.027051252817149,0.0,0.16393795792106708,0.7256526439323652
"mp-300585433, FePO4, LiFePO4, mp-704299, mp-585433",0.6548532614360497,4133.821119596877,0.11327318256040145,2.6018901707418283,0.0,0.4033714726616955,2.54355330865202,1.8461111111111108,12.945994184770004,0.0,0.154416559872814,0.7196180747325166
"mp-300620862, Tl3(MoO4)2, LiTl3(MoO4)2, mp-25775, mp-620862",0.6066817819631384,3816.78209546086,1.1165904278415753,3.4138603002054886,0.0,2.833296835257207,5.859488648116387,2.2857948717948715,14.902752923786574,0.0,0.7954251019705284,1.4352579683750726
"mp-300630234, Ti3(BiO3)4, Li2Ti3(BiO3)4, mp-23427, mp-630234",0.5154827719240952,3917.565066415404,0.2497424064805521,2.1074410211855548,0.0,0.7906306953653132,7.689444952916848,1.5704210526315787,7.163224709761393,0.0,0.3412212561373919,1.895224921319172
"mp-300630880, Nd2Tl(MoO4)4, LiNd2Tl(MoO4)4, mp-634591, mp-630880",0.5254392304929053,3235.1536649229065,0.52381447319232,2.740085486877892,0.0,2.5984766090218105,5.486936573668258,1.8680652173913042,16.679208812658267,0.0,0.33713826406440817,1.4073100973322008
"mp-300635084, PWO4, LiPWO4, mp-25654, mp-635084",0.561854251674353,4134.047862344346,0.03707902435748957,3.18935134457435,0.0,0.2056122111670918,5.928687114496973,3.985,23.93548427350922,0.0,0.18378728684479867,1.503904478909376
"mp-300645305, Fe(GeO3)2, LiFe(GeO3)2, mvc-9284, mp-645305",0.5643126152682587,4133.714159876691,0.13329604835843686,3.1957830225674884,0.0,0.6024094221313956,4.17278540621284,3.2966666666666664,8.904307614941711,1.0,0.2427609413209841,1.1328124769589163
"mp-300652260, Rb5Si2NiO8, Rb5LiSi2NiO8, mp-633655, mp-652260",0.4585277503306785,2332.058689547109,0.6266565763600496,2.9398489297896235,0.13531646934131855,1.4873186377458805,3.544221116700512,2.04078125,5.765789081337327,1.0,0.5593801475195581,0.9427660855977544
"mp-300652866, K11Mn4O16, K11LiMn4O16, mp-775539, mp-652866",0.419037364400687,3208.154107453835,0.4323015857668021,2.835458356207471,0.1672725718935919,1.1039393719083035,2.675806065426736,0.8693010752688172,7.054202877736009,0.0,0.5586252649380696,0.7545345388132675
"mp-300672958, Sb(PO3)4, LiSb(PO3)4, mp-672963, mp-672958",0.6257099110479131,4377.439488403592,0.03045997764203912,2.596840533670716,0.0,0.1728988894128009,2.736773213746383,1.8939215686274509,1.193343063113956,1.0,0.11940216846362996,0.7566084337206574
"mp-300672979, BiP2O7, LiBiP2O7, mp-672981, mp-672979",0.6114147283838196,4341.2430622713755,0.17938239939817635,2.376180818467652,0.0,0.7283836906592284,3.9305098093500965,1.6575333333333333,1.3021349989749742,0.0,0.19797375989010327,1.0139350462120098
"mp-300673023, Bi(PO3)4, LiBi(PO3)4, mp-673020, mp-673023",0.5843382599987855,4377.543253808267,0.12475808971941915,2.6087100953860127,0.0,0.6360602164972159,3.5875748512113703,1.7236470588235295,1.0857151529338924,0.0,0.1499346949992834,0.9548505230651758
"mp-300673024, Sn4(PO4)3, LiSn4(PO4)3, mp-26446, mp-673024",0.7079330554298467,3917.524131655631,0.05188935486077262,2.97339570849573,0.0,0.24595562535131546,3.557818011284163,1.5238596491228067,5.393531458547052,0.0,0.15955354097351032,0.933365799181511
"mp-300673059, SbP2O7, LiSbP2O7, mp-684496, mp-673059",0.5615481287263245,4341.06666108343,0.03826218112445052,2.7022158198025243,0.0,0.21661252577364912,3.6361710761158363,1.947,1.715290710702481,1.0,0.15456298779013272,0.9846808409167194
"mp-300673073, SbP2O7, LiSbP2O7, mp-540379, mp-673073",0.5985655976473454,4341.06666108343,0.03715357509171383,2.5924749111169265,0.0,0.21033640805683806,3.3291776325467115,1.947,1.715290710702481,1.0,0.15008468948966153,0.901546534020336
"mp-300673098, Bi(PO3)4, LiBi(PO3)4, mp-504324, mp-673098",0.5992807216377889,4377.543253808267,0.15527877989798414,2.4553790232109534,0.0,0.7916653307329524,3.4586065232841383,1.7236470588235295,1.0857151529338924,0.0,0.18661456388299624,0.9205249743345124
"mp-300673101, Sn4(PO4)3, LiSn4(PO4)3, mp-540395, mp-673101",0.6302923452078959,3917.524131655631,0.05573475536370602,2.8667900644371813,0.0,0.2641828299092247,4.4088691896917895,1.5238596491228067,5.393531458547052,0.0,0.17137768618307372,1.1566324364179923
"mp-300673119, Sn2P3O10, LiSn2P3O10, mp-673117, mp-673119",0.6737148672655077,4134.678835574846,0.0533476063448436,2.5691660024959333,0.0,0.2737493081935324,3.1658668373870937,1.602666666666667,3.2534122637662586,0.0,0.16596844839513938,0.8491195370426565
"mp-300673126, Sb(PO3)4, LiSb(PO3)4, mp-504350, mp-673126",0.5648121433224642,4377.439488403592,0.040354848927649616,2.4780318366042904,0.0,0.2290647959104965,3.182051847638533,1.8939215686274509,1.193343063113956,1.0,0.15818975728115434,0.8797101829142733
"mp-300673145, Cu4(PO4)3, LiCu4(PO4)3, mp-673151, mp-673145",0.5646015467551877,3916.4618970359707,0.06079981829512152,2.6727194060880457,0.0,0.28510076108409665,3.7439735525435287,1.9764912280701752,13.503279813161207,0.0,0.1829243742042882,1.0432416681214418
"mp-300673706, Mo3Se4, Li7(Mo3Se4)4, mp-21021, mp-673706",0.8326313888114182,11.095561469051237,1.7225804721064837,2.8059929729474944,0.0,3.783342838309371,6.52566258304488,9.94285714285714,46.914285714285704,0.0,2.2915443894021648,1.65546622835399
"mp-300675779, Mo3S4, Li(Mo3S4)2, mp-2164, mp-675711",0.4765778722909414,11.083487517292264,1.3909572530835772,2.24470066526536,0.0,3.124882071596885,5.038301448211096,8.523142857142856,47.08571428571428,0.0,1.9202777548482868,1.344769119948575
"mp-300684052, Sn6P7O24, LiSn6P7O24, mp-684053, mp-684052",0.6382012714680453,4023.171455495807,0.042701789762161525,2.801079312110648,0.0,0.21010629919717805,3.833035450477832,1.6032432432432433,4.033722792683808,0.0,0.130399486780544,1.0186354240194564
"mp-300684082, Sb(PO3)4, LiSb(PO3)4, mp-684083, mp-684082",0.6481333940504659,4377.439488403592,0.03759494787044554,2.6862178522391247,0.0,0.21339886754746265,2.5728148577768235,1.8939215686274509,1.193343063113956,1.0,0.14737103066067184,0.7112804999764776
"mp-300684090, SbP2O7, LiSbP2O7, mp-25896, mp-684090",0.5495746248327915,4341.06666108343,0.03851530717417337,2.738212181620059,0.0,0.21804554060339007,3.7088155558355402,1.947,1.715290710702481,1.0,0.15558550970035587,1.0043530801708649
"mp-300684093, Bi(PO3)4, LiBi(PO3)4, mp-25906, mp-684093",0.6247722026493693,4377.543253808267,0.1205740088260273,2.5474758517209857,0.0,0.6147283140540315,3.2385896504369778,1.7236470588235295,1.0857151529338924,0.0,0.14490625240278396,0.8619664118419861
"mp-300684104, Sb2P5O16, LiSb2P5O16, mp-25946, mp-684104",0.6597106634167322,4314.153740866684,0.034054972117082576,2.7159089428246035,0.0,0.19078333801659966,2.748895491290308,1.968115942028985,1.5146140995697277,1.0,0.13429883100241408,0.7488854528592926
"mp-300684106, SbP2O7, LiSbP2O7, mp-25950, mp-684106",0.5974248716394924,4341.06666108343,0.03718873398506392,2.9381676661152007,0.0,0.2105354520336358,3.3386379067233927,1.947,1.715290710702481,1.0,0.15022671651070113,0.9041083911322816
"mp-300684109, BiP2O7, LiBiP2O7, mp-25940, mp-684109",0.5805238365773083,4341.2430622713755,0.18401510732517232,3.2324095466249103,0.0,0.7471948388484185,4.242968778162978,1.6575333333333333,1.3021349989749742,0.0,0.20308660602136885,1.0945386102150805
"mp-300684427, Sb(PO3)4, LiSb(PO3)4, mp-26150, mp-684427",0.5543853925730894,4377.439488403592,0.032355067359395084,2.4268088418169493,0.0,0.18365591987812369,3.280023798486668,1.8939215686274509,1.193343063113956,1.0,0.12683086143066405,0.9067955124210948
"mp-300684489, BiP2O7, LiBiP2O7, mp-26594, mp-684489",0.6098816135263407,4341.2430622713755,0.1796180001399896,2.918938863817063,0.0,0.7293403493861701,3.9460171469316734,1.6575333333333333,1.3021349989749742,0.0,0.19823377851426136,1.017935400825042
"mp-300684493, Sn2P3O10, LiSn2P3O10, mp-684502, mp-684493",0.6498356576860054,4134.678835574846,0.04325536126608474,2.434247013383228,0.0,0.2219616967574879,3.3751855768932715,1.602666666666667,3.2534122637662586,0.0,0.1345707087155409,0.9052610743571352
"mp-300684497, Bi(PO3)4, LiBi(PO3)4, mp-26574, mp-684497",0.5808077714981036,4377.543253808267,0.12511031187490482,2.4269300512771563,0.0,0.6378559677865886,3.6180464836437904,1.7236470588235295,1.0857151529338924,0.0,0.15035799677934042,0.9629606964757518
"mp-300684503, Sn(PO3)3, LiSn(PO3)3, mp-684482, mp-684503",0.5756747135310736,4293.36881151581,0.043367030917252,2.5793086264884617,0.0,0.2465968077974974,3.3568050323200502,1.6602564102564104,1.8271817180840888,0.0,0.14186040308111458,0.9213741896872938
"mp-300684504, Bi2(PO4)3, LiBi2(PO4)3, mp-26286, mp-585241",0.5678681144845429,4377.685789833083,0.16484678795216764,2.7125607421038618,0.0,0.6269421637946287,4.600620745458758,1.5778823529411763,1.489938058157872,0.0,0.1806508058433186,1.1745286154670502
"mp-300684506, Bi(PO3)4, LiBi(PO3)4, mp-684495, mp-684506",0.6355706190158881,4377.543253808267,0.1186032278900971,2.489709471686956,0.0,0.6046805860742624,3.0823670168409207,1.7236470588235295,1.0857151529338924,0.0,0.14253776119549105,0.8203869968916766
"mp-300684509, Sn(PO3)3, LiSn(PO3)3, mp-26762, mp-684509",0.5856384955887184,4293.36881151581,0.04302489828648613,2.8508285607894672,0.0,0.2446513480137459,3.2779823111233686,1.6602564102564104,1.8271817180840888,0.0,0.14074123324446478,0.8997389680487744
"mp-300684539, Sb2(PO4)3, LiSb2(PO4)3, mp-554631, mp-684508",0.5539263449771757,4377.478259023732,0.031451292822551026,2.7752977209355087,0.0,0.18154626583763608,3.825517448728572,1.91843137254902,2.0326061815495287,1.0,0.13190255905048287,1.0282351748942795
"mp-300690551, Mo3O8, LiMo3O8, mp-715479, mp-25584",0.537745909663268,6762.912726089937,0.04491972065556303,5.002958380686168,0.0,0.298051594393598,4.300488906084297,5.1909090909090905,31.36363636363636,0.0,0.22469799773060645,1.1485711174387148
"mp-300691164, MnO2, LiMn3O6, mp-25545, mp-763655",0.4585450696009236,6199.434506240733,0.3560097314759629,4.929258279989448,0.0,1.0151117549462882,4.117354324094925,2.225,20.0,0.0,0.5116379643561778,1.1349717270083235
"mp-300694615, FePO4, LiFePO4, mp-705201, mp-694615",0.6453936406200129,4133.821119596877,0.11429871592515788,2.5651263962021047,0.0,0.4070234483037228,2.6132658312890134,1.8461111111111108,12.945994184770004,0.0,0.15581459010945925,0.7393410312572084
"mp-300694722, NiP2O7, LiNiP2O7, mp-690014, mp-540286",0.5659213846903342,4340.42498978336,0.04142761047060377,2.770455741574197,0.0,0.2140329575819721,2.863981774342757,1.87,8.017203724214294,0.0,0.18891375971488228,0.8203206553247604
"mp-300695780, MnP2O7, LiMnP2O7, mp-31943, mp-31960",0.537997979804953,4340.467370450822,0.19758955190519253,2.929377838643972,0.0,0.8341804613996402,3.0076914635034515,1.717666666666667,5.216214037871613,0.0,0.2546108728292905,0.8525750885406628
"mp-300695805, FeP2O7, LiFeP2O7, mp-540349, mp-540216",0.5766763211408905,4340.452859134287,0.1662856334019036,2.8778847927626234,0.0,0.7229319644366121,2.7887340197945494,1.7476666666666667,7.548951362054645,0.0,0.2390067831382817,0.7944818479797003
"mp-300697664, Cr4(PO4)3, LiCr4(PO4)3, mp-31658, mp-697664",0.5385608353781095,3916.480352863479,0.10694696718104926,3.179479077625902,0.0,0.4076988099683594,3.4520248431521297,2.4957894736842103,15.485753339082878,0.0,0.2090794198602177,0.9701783829317612
"mp-300697692, Cr(PO4)2, LiCr(PO4)2, mp-697815, mp-697692",0.5551963196523193,4509.27571251583,0.07284638614126605,2.491988807339108,0.0,0.3745407840829132,2.6274290900266424,1.8133333333333328,6.437379364012713,0.0,0.1644287281805183,0.7490214677405074
"mp-300697726, CoP2O7, LiCoP2O7, mp-540399, mp-31548",0.5670058519504406,4340.426808991407,0.13675048192393507,2.8502189171239025,0.0,0.6215843271425999,2.875974072378971,1.8273333333333333,8.017203724214294,0.0,0.22984478000657865,0.8156888550697466
"mp-300697754, V(PO3)4, Li2V(PO3)4, mp-32520, mp-697754",0.5509243800393518,4377.118968301184,0.04972672931018024,2.8226300069022536,0.0,0.29472154224457264,2.743545336977073,1.927450980392157,3.9698982697549066,0.0,0.13328364445438362,0.7825064349076576
"mp-300697758, FeP2O7, LiFeP2O7, mp-540323, mp-697758",0.5773784149406014,4340.452859134287,0.1319079896333996,2.7858863321366933,0.0,0.5734740886488764,2.7841088288068474,1.7476666666666667,7.548951362054645,0.0,0.18959487736573,0.7931641782926362
"mp-300697764, FeP2O7, LiFeP2O7, mp-540177, mp-697764",0.5511732286590829,4340.452859134287,0.13457987723218084,2.927295993708971,0.0,0.5850902031082187,2.956741020502996,1.7476666666666667,7.548951362054645,0.0,0.19343525278979512,0.8423453270526191
"mp-300697767, MoP2O7, LiMoP2O7, mp-504290, mp-697767",0.5870792758393626,4340.576976324896,0.04388944199889802,2.7612527339076576,0.0,0.24656932661678585,3.16057656939655,2.536666666666666,10.362753816754823,0.0,0.15541385985310635,0.8761673283671856
"mp-300697796, Cr5(PO4)4, Li2Cr5(PO4)4, mp-775246, mp-697796",0.5395073142261382,3968.6463445128857,0.095673879010568,2.7890521272370643,0.0,0.3709465045799363,3.3753665719308152,2.4357333333333333,14.687694017631072,0.0,0.18782227433038767,0.9496629219941284
"mp-300697800, Fe4P7O24, LiFe4P7O24, mp-504312, mp-697800",0.56545727558087,4251.974669603241,0.11760888406711555,2.7541604267505284,0.0,0.4834570612318833,2.9914632270362462,1.8123809523809529,8.686727175694152,0.0,0.1647540763903204,0.8507300429359409
"mp-300697807, Mn4P7O24, LiMn4P7O24, mp-540414, mp-697807",0.5527785250209177,4251.991253964995,0.1364145373552037,2.9002984691734044,0.0,0.5441183779289863,2.992472803182458,1.7780952380952382,6.0138766214597865,0.0,0.17186027212966307,0.8462531745067758
"mp-300697808, Fe2P3O13, LiFe2P3O13, mp-697819, mp-697808",0.5863562133688021,4477.9029677731705,0.13898801295457244,2.6640034217286392,0.0,0.5840441144102743,2.640320835422916,1.5944444444444443,8.505182798195875,0.0,0.20046884407129875,0.7518075566408999
"mp-300697811, FeP2O7, LiFeP2O7, mp-697733, mp-31871",0.5963606182131435,4340.452859134287,0.129978988153251,2.847371415256319,0.0,0.5650876947018153,2.663743227635432,1.7476666666666667,7.548951362054645,0.0,0.1868222720058612,0.7588732475071686
"mp-300699330, Cr3O8, LiCr3O8, mp-782705, mp-699330",0.5452841736928128,6762.448006560768,0.1217734223554022,3.690386086839698,0.0,0.4752997990671504,3.1513315428905235,2.9436363636363634,21.818181818181817,0.0,0.2764446330650428,0.8821180661887231
"mp-300699599, Ca9Co(PO4)7, LiCa9Co(PO4)7, mp-851050, mp-699599",0.5154557504692258,2895.42472256014,0.15580856870147522,2.8057380809270485,0.08660254037844388,0.4956912384276322,3.0560871977885355,1.272222222222222,1.5600332380124802,0.0,0.1972215229478637,0.8829049122825732
"mp-300699738, Co3(SeO3)4, Li2Co3(SeO3)4, mp-775276, mp-699738",0.5873224856180453,3916.634891200447,1.2156516895787066,2.1866157545339413,0.0,3.2038853660507924,4.494625032180696,1.368421052631579,13.005532833070841,0.0,0.8610404404270834,1.2010668610492174
"mp-300704186, Fe4(PO4)3, LiFe4(PO4)3, mp-704185, mp-704186",0.559495666524322,3916.458207424577,0.1471653156728147,2.5776327887916133,0.0,0.4807671783108179,3.628576970809901,1.9912280701754383,16.47720568456428,0.0,0.1996617479333952,1.0222901748769124
"mp-300704251, FePO4, LiFePO4, mp-504149, mp-704251",0.6820038447923329,4133.821119596877,0.12131450021122575,2.560557114264567,0.0,0.4320070073013605,2.3434675236463733,1.8461111111111108,12.945994184770004,0.0,0.165378665645932,0.6630101212458195
"mp-300704600, Ti4Mn(PO4)6, LiTi4Mn(PO4)6, mp-19383, mp-704600",0.5525381050889907,3189.034104998188,0.12634337664038894,1.8897091177543917,0.0,0.6837775198327654,2.9537385941658147,1.3287857142857145,4.831592461527123,0.0,0.2054816290521248,0.8354898454135885
"mp-300705001, CrP2O7, LiCrP2O7, mp-704959, mp-705001",0.5723561849029147,4340.463378217765,0.07908339647578633,2.767766313258252,0.0,0.3877905624365128,2.723402404506944,1.9873333333333327,7.081117300413983,0.0,0.1707995088287563,0.7749957194111565
"mp-300705007, Mo(PO3)4, LiMo(PO3)4, mp-705035, mp-705007",0.5809958598578404,4377.151438545631,0.035126654270335365,2.486055817828765,0.0,0.2081673713644729,2.9021964292231472,2.24078431372549,5.863761470035271,0.0,0.1259155694859159,0.815573493323558
"mp-300705089, Fe3P3O11, LiFe3P3O11, mp-540050, mp-705089",0.570144117495849,4012.4341821910193,0.1417756897702659,3.0125429982569902,0.0,0.4923096830502777,3.3455395561378465,1.9503921568627447,13.707523254462359,0.0,0.19121784175476245,0.945368785080384
"mp-300705113, Mo4P7O24, LiMo4P7O24, mp-32099, mp-705113",0.5966530838283711,4252.1165178210795,0.037545146760729765,2.7898642131612803,0.0,0.2048277651912168,3.3048567770073656,2.714095238095238,11.906582717897715,0.0,0.13009414949010353,0.9123245774184052
"mp-300705154, Cr4P7O24, LiCr4P7O24, mp-585323, mp-705154",0.5366042258855863,4251.98669141293,0.07101793223573874,2.742705841108331,0.0,0.33115653604136186,3.0355115859635724,2.0862857142857147,8.15105685731344,0.0,0.14857696039994198,0.8621393347850421
"mp-300705291, CrP2O7, LiCrP2O7, mp-540274, mp-705291",0.5397217564888981,4340.463378217765,0.08104596488130436,2.9601943923628182,0.0,0.3974141438671484,2.9312311574897643,1.9873333333333327,7.081117300413983,0.0,0.17503814468208548,0.8341373261254988
"mp-300705332, CoP2O7, LiCoP2O7, mp-31608, mp-705332",0.5728618645463119,4340.426808991407,0.10804739663767347,2.743621005760149,0.0,0.4911175989558467,2.8370780723542266,1.8273333333333333,8.017203724214294,0.0,0.18160177398338626,0.8046571027213215
"mp-300705333, Mo(PO4)2, LiMo(PO4)2, mp-32056, mp-705333",0.6046716350459547,4509.378983522312,0.03975943282702212,2.8328061085654253,0.0,0.2339409446115228,2.8594318316159333,2.3127272727272725,9.420685287958932,0.0,0.14811965397289584,0.7950923292365657
"mp-300705340, VP2O7, LiVP2O7, mp-32415, mp-705340",0.5459574187217413,4340.521776909335,0.06881375283493515,2.895036140258058,0.0,0.35130180659873056,2.8484835929673085,2.004,7.081117300413983,0.0,0.16935077018227046,0.806987654385718
"mp-300705357, MnP2O7, LiMnP2O7, mp-540350, mp-705357",0.5302613192920533,4340.467370450822,0.15769749480592993,2.864929636028968,0.0,0.6657648023914617,3.0580580999325506,1.717666666666667,5.216214037871613,0.0,0.2032065785279772,0.8668522642530329
"mp-300705367, V4P7O24, LiV4P7O24, mp-540336, mp-705367",0.559445080564183,4252.053432774725,0.059880754037897374,2.7657511277452898,0.0,0.29168259295782023,2.9165987430069173,2.1053333333333333,8.15105685731344,0.0,0.1427910633847518,0.824233733705323
"mp-300705375, Ni4P7O24, LiNi4P7O24, mp-504245, mp-705375",0.5658825903258478,4251.942818916466,0.02743764207936564,2.798066687172581,0.0,0.14162049955095987,2.9799851457514386,1.9521904761904765,9.222756042796712,0.0,0.12504746229637342,0.8525866171944586
"mp-300705380, Mo2P3O13, LiMo2P3O13, mp-540536, mp-705380",0.6363656230139637,4478.0408757627365,0.04232440916917611,2.6107458391742684,0.0,0.2438632680578925,2.7915618200792056,2.4711111111111106,11.638973599385295,0.0,0.15727242503920294,0.7714806393447659
"mp-300705400, Cr2P3O13, LiCr2P3O13, mp-540528, mp-705400",0.5376942898913939,4477.914655643702,0.06743915032587472,2.44615294159329,0.0,0.3244275757624395,2.8578225071508365,1.8607407407407408,7.983565079928862,0.0,0.14722639193960238,0.8127077892109449
"mp-300705401, Ni4P4O15, Li2Ni4P4O15, mp-585202, mp-705401",0.5943825084948194,4044.051871338759,0.02356974819303695,2.9609524075664178,0.0,0.12791200375074527,3.146254911628201,2.1359420289855082,14.327404585590868,0.0,0.11472693339671655,0.8969817175536187
"mp-300705402, Mn9(P2O7)8, Li5Mn9(P2O7)8, mp-705426, mp-540023",0.5807179208271986,4286.931611574745,0.1254437733990592,2.9745460264868524,0.0,0.5066666251804218,2.7766353771081858,1.749588477366255,5.841000977414845,0.0,0.15899212312512526,0.7856647979030681
"mp-300705404, Fe3P4O15, LiFe3P4O15, mp-705395, mp-705381",0.5845387051443514,4227.744637568427,0.11484591897980848,2.849706913399387,0.0,0.44126571620632427,2.9332978341548404,1.8013636363636365,10.488438691681637,0.0,0.15845155977971098,0.8323844056040741
"mp-300705431, Fe5(P2O7)4, LiFe5(P2O7)4, mp-705433, mp-705376",0.5840989238846135,4234.683906187675,0.11286366390407104,3.1159845960897483,0.0,0.4522544691471244,2.8969387497071435,1.817317073170732,9.308456691947107,0.0,0.1569025509606957,0.8231910068440935
"mp-300705432, Ni5(P2O7)4, Li6Ni5(P2O7)4, mp-705436, mp-705432",0.5699952188746652,4234.649919174349,0.025759283658533142,3.1540661869718463,0.0,0.13413681762876575,2.997752767525734,1.966504065040651,9.88093570848663,0.0,0.1187783018811093,0.8572869145137608
"mp-300705448, NiPO4, LiNiPO4, mp-705637, mp-705448",0.6205633894415722,4133.774670678664,0.02233114076628576,2.64035738054721,0.0,0.12331955551084756,2.8947438830919885,2.05,13.730429394524586,0.0,0.11101628560584176,0.8258172301396945
"mp-300705470, Mo4P5O24, Li3Mo4P5O24, mp-705562, mp-705470",0.5971493572708061,4509.250566945253,0.035467805667569394,2.621212176865191,0.0,0.20518093010148786,3.1129657230158383,2.504040404040404,12.767492966328213,0.0,0.13403917623960404,0.8578871870366799
"mp-300705640, Co21O40, Li20Co21O40, mp-851287, mp-705640",0.4162748280157649,6097.695079786242,0.1463787374203885,4.829682155987509,0.0,0.4643746128571301,4.834275136979407,2.860655737704918,30.98360655737705,0.0,0.2623527622294739,1.3348883716263449
"mp-300743603, Ti3Fe(PO4)6, Li3Ti3Fe(PO4)6, mp-775436, mp-743603",0.5682022077581566,3282.6963459050844,0.11125195433317774,2.1115911996404355,0.0,0.5999349104849789,2.6677824659190916,1.2704411764705883,3.6637131598484975,0.0,0.1935086547198783,0.7581020723318884
"mp-300752433, La3Ti4O12, LiLa3Ti4O12, mp-754804, mp-752433",0.4452132608189523,3917.3597053484987,0.3454995612330684,4.007232476749167,0.0,1.1755039168248058,5.5011548625532924,1.3656140350877193,10.038277005162747,0.0,0.4381272150726367,1.4265364246130572
"mp-300753403, CuCO3, LiCu2(CO3)2, mp-760595, mp-753403",0.6491983543160668,3719.816435407693,0.10333595259891913,2.4306463735162547,0.0,0.3409690522499748,2.9356529254467416,8.777333333333335,11.951382997609755,0.0,0.19550048404988346,0.8193766171044419
"mp-300754937, TiO2, LiTi6O12, mp-766454, mp-757527",0.3827565018334228,6200.338441689601,0.2088422881454423,3.531686142665062,0.0,0.7322070462752391,3.907891550643922,2.4316666666666658,18.33333333333333,0.0,0.4368594499829248,1.0868061130592592
"mp-300755288, FeCuS2, LiFeCuS2, mp-753211, mp-755288",0.8810745085058865,6.495033207565384,1.9769846999887681,4.95965944222397,0.0,4.741342248008691,3.8812006751861583,2.571,16.734511910685914,0.0,2.774853217917405,1.075440538595961
"mp-300755367, Ta2CuO6, LiTa2CuO6, mp-754223, mp-755367",0.4826275611428513,4133.374311110617,0.07762765575921263,2.903321129503078,0.0,0.4632590481590369,7.768092686047852,3.2614814814814816,18.414522806897853,0.0,0.27815397919797924,1.9417945170701167
"mp-300755414, TiS2, Li(TiS2)2, mp-9027, mvc-16738",0.23353495242502845,11.99490145802475,1.2867423413698722,5.491427113445252,0.0,3.2823341557807093,3.1433386446648663,2.932,15.766666666666666,0.0,2.3724699205582183,0.8858605492269022
"mp-300755570, NiS, Li(NiS)2, mp-594, mp-755570",0.8284257732000595,9.526957559094075,2.51747006152716,4.3595594983724135,0.0,5.402971464481442,5.680561460548304,4.80025,43.075,0.0,2.88550140295428,1.6096962332007059
"mp-300755615, TiO2, Li5Ti12O24, mp-754672, mp-765985",0.6188278821759132,6200.338441689601,0.1728858007270261,1.8090000174792167,0.0,0.6061425711113959,2.9559963142453225,2.4316666666666658,18.33333333333333,0.0,0.3616451269815033,0.8220788174055396
"mp-300755797, Ti8O13, LiTi8O13, mp-752989, mp-755797",0.5215453928751862,5758.0869928960155,0.16013131734537372,4.113735303817778,0.0,0.544989463214354,3.974273245296681,2.763333333333333,20.952380952380953,0.0,0.3408612852440093,1.1006971906558731
