,ShannonRadii,AtomicVolum wmean,chargedensityvoldens,HeatFusion wmean,Density wstd,energysStab,NfValenc wstd,VegardVolume,density
"mp-300540083, Mo(PO4)2, LiMo(PO4)2, mp-704210, mp-540083",0.5895959496471629,4509.378983522312,0.8254128497991533,2.3127272727272725,386.48367632228485,0.010016498409090243,0.0,0.8051708846769792,2.9684750942154783
"mp-300540108, MnPO4, LiMnPO4, mp-704492, mp-540108",0.6437375116294561,4133.845305124435,0.7276438684643001,1.7961111111111108,529.6943731224918,0.0996991254166666,0.0,0.9352900581676602,2.5919608924579247
"mp-300540110, FePO4, LiFePO4, mp-540111, mp-540110",0.6633047285494762,4133.821119596877,0.7019970810701281,1.8461111111111108,560.6076268109606,0.0,0.0,0.8325867573547633,2.4812703584240627
"mp-300540112, Fe(PO3)3, LiFe(PO3)3, mp-25664, mp-540112",0.5330326080750343,4292.979339200617,0.8756127513145937,1.8310256410256407,252.991288040166,0.016206076410257175,0.0,0.8141457363891937,3.0669187705274963
"mp-300540113, Cr2(PO4)3, LiCr2(PO4)3, mp-540345, mp-31667",0.5398980103326112,4376.7685144758925,0.8296779965599157,1.9658823529411764,345.66873400040015,0.05647812731617562,0.0,0.8058337770269447,2.920827520425749
"mp-300540123, FePO4, LiFePO4, mp-25001, mp-540123",0.5371198636692534,4133.821119596877,0.9750980281208782,1.8461111111111108,560.6076268109606,0.0179328979166673,0.0,0.8455637375291347,3.4465696496142355
"mp-300540125, MnPO4, LiMnPO4, mp-694547, mp-540125",0.6305848139722241,4133.845305124435,0.7545074314731999,1.7961111111111108,529.6943731224918,0.08406212125000145,0.0,1.0099640695515653,2.6876523533069
"mp-300540140, Mo2(PO4)3, LiMo2(PO4)3, mp-540082, mp-32104",0.572224461557214,4376.902159307811,0.9249210513107714,2.6121568627450977,511.1105952438044,0.003706502205883311,0.0,0.8040847175423735,3.3532519567718126
"mp-300540161, Mn(PO3)4, LiMn(PO3)4, mp-31998, mp-540161",0.5574591415812777,4377.086964502058,0.7887794264545722,1.7590196078431373,204.24197919449776,0.05718478099264779,0.0,1.0042038797616315,2.7647777870986734
"mp-300540168, Co3(PO4)4, Li3Co3(PO4)4, mp-540169, mp-540168",0.5758351311983497,4313.347807726758,0.820570385620929,1.8301449275362318,489.584949823497,0.13343324274456414,0.0,0.8443783198572531,2.9052685646607115
"mp-300540173, V(PO3)4, LiV(PO3)4, mp-32527, mp-540173",0.5464161779426144,4377.118968301184,0.7903618984281897,1.927450980392157,187.50208622784828,0.03173239470588296,0.0,0.9789124033583582,2.7710873728634526
"mp-300540179, Cr3(P2O7)2, Li2Cr3(P2O7)2, mp-540180, mp-540179",0.5296940025708617,4133.966597310156,0.9127539202161586,2.226031746031746,423.0812433292928,0.036487162400794304,0.0,0.8766055816861722,3.224778039390148
"mp-300540182, VP2O7, LiVP2O7, mp-32466, mp-540182",0.5107344104313297,4340.521776909335,0.8695908859167013,2.004,250.5587834865149,0.030013704999998225,0.0,0.8804415771364631,3.069458817202282
"mp-300540200, Cr(PO3)4, LiCr(PO3)4, mp-687212, mp-540200",0.5491150627889232,4377.084616129672,0.7949191987254777,1.9176470588235293,199.6552163012832,0.07378450569852735,0.0,0.9833397588829094,2.7795500608139245
"mp-300540203, Co2P3O10, LiCo2P3O10, mp-540204, mp-540203",0.6595694480835483,4133.96901670467,0.7094629636641625,2.0048888888888894,495.9783459969564,0.016503985666667553,0.0,1.0184446174622568,2.5142481643412866
"mp-300540223, MnP2O7, LiMnP2O7, mp-540416, mp-540415",0.5404946805120856,4340.467370450822,0.8479676956432374,1.717666666666667,304.58533820410474,0.008003775749997999,0.0,0.8479174714950375,2.9914376267765155
"mp-300540225, NiP2O7, LiNiP2O7, mp-32334, mp-540225",0.5448913536364836,4340.42498978336,0.8600631541421415,1.87,365.2753433233895,0.1610536376249989,0.0,0.8829690617162461,3.002734579774382
"mp-300540231, FeP2O7, LiFeP2O7, mp-540409, mp-31870",0.5835213105191264,4340.452859134287,0.7816353664758106,1.7476666666666667,321.349423871029,0.05259491297916696,0.0,0.8451520311609351,2.743641208554545
"mp-300540248, NiPO4, LiNiPO4, mp-540249, mp-540248",0.6243748815628882,4133.774670678664,0.8175217842635247,2.05,640.0964591500214,0.11751169927083273,0.0,0.8373430085323135,2.8656657888949213
"mp-300540255, NiPO4, LiNiPO4, mp-540256, mp-540255",0.6309328688222569,4133.774670678664,0.8032487839174256,2.05,640.0964591500214,0.1351311846874994,0.0,0.8365222138493795,2.8156345241824483
"mp-300540269, MoP2O7, LiMoP2O7, mp-540270, mp-540269",0.5808796619708885,4340.576976324896,0.9094692458813888,2.536666666666666,425.1839713765978,0.10767561600000164,0.0,0.924760863183024,3.280705746556712
"mp-300540272, NiP2O7, LiNiP2O7, mvc-15036, mp-540272",0.5645963293008796,4340.42498978336,0.8228247416056373,1.87,365.2753433233895,0.14573313937499946,0.0,0.9189165235421588,2.87272427939034
"mp-300540275, Co(PO3)3, LiCo(PO3)3, mp-31564, mp-540275",0.5453712838953634,4292.959300629172,0.8531479778195814,1.8923076923076925,281.49415067749163,0.05954340923076895,0.0,0.8577105530796062,2.9987846485002563
"mp-300540276, VPO5, LiVPO5, mp-540277, mp-540276",0.5255069461687638,4428.716421546887,0.8612408949643535,1.9590476190476187,365.5224494752794,0.058423920357142826,0.0,0.9147812167683028,3.0586019549178283
"mp-300540292, CrPO5, LiCrPO5, mvc-3271, mp-540292",0.5325602882230214,4428.632994844645,0.8794658820998379,1.935238095238095,432.3784320045328,0.052513287678571,0.0,1.4637689474906832,3.103876184662804
"mp-300540304, Mo(PO3)4, LiMo(PO3)4, mp-697769, mp-540304",0.5730668629904364,4377.151438545631,0.8310069438653737,2.24078431372549,253.523987928432,0.03468771323529385,0.0,1.0377407589772918,2.957115949560328
"mp-300540306, Ni3(PO4)4, Li3Ni3(PO4)4, mp-697806, mp-540306",0.5758447588195328,4313.345434846697,0.8265976387297401,1.8857971014492751,490.059477522428,0.1834424073369565,0.0,0.8603997810128832,2.8905893301540204
"mp-300540313, Fe(PO3)3, LiFe(PO3)3, mp-540314, mp-540313",0.5589446686954972,4292.979339200617,0.8293070265869357,1.8310256410256407,252.991288040166,0.06474049987179509,0.0,0.8534829299522517,2.9047284687794686
"mp-300540331, Mn(PO3)4, LiMn(PO3)4, mp-32018, mp-540331",0.6287445641217632,4377.086964502058,0.6617211590960048,1.7590196078431373,204.24197919449776,0.054314371875000766,0.0,0.8796949896408962,2.319421501832474
"mp-300540355, CoP2O7, LiCoP2O7, mp-689964, mp-540355",0.5722928069406745,4340.426808991407,0.8127338086852074,1.8273333333333333,364.93079533281684,0.11745503268749945,0.0,0.860395919334417,2.8655551035138322
"mp-300540356, Fe(PO3)4, LiFe(PO3)4, mp-31874, mp-540356",0.6348593237108471,4377.078428433509,0.6574794902209042,1.7766666666666666,210.26366978426142,0.04583041133578458,0.0,0.8662181075120524,2.2974969394224347
"mp-300540375, CoP2O7, LiCoP2O7, mp-31582, mp-540375",0.5591237655338782,4340.426808991407,0.83053739303186,1.8273333333333333,364.93079533281684,0.07996600868749937,0.0,0.8647418485860482,2.928327380783708
"mp-300540417, VP2O7, LiVP2O7, mp-32417, mp-540417",0.561394660257572,4340.521776909335,0.7795504406730439,2.004,250.5587834865149,0.00046956524999863797,0.0,0.8436923949361641,2.7516364445970143
"mp-300540418, MnPO4, LiMnPO4, mp-540419, mp-540418",0.6451532879780922,4133.845305124435,0.7247522337488016,1.7961111111111108,529.6943731224918,0.10055640708333337,0.0,0.8582846119691574,2.581660518301453
"mp-300540423, Cr(PO3)4, LiCr(PO3)4, mp-540424, mp-540423",0.6142521869571734,4377.084616129672,0.6800811407690905,1.9176470588235293,199.6552163012832,0.05170674805146813,0.0,0.840801594670844,2.3780021657722528
"mp-300540431, Fe5(PO4)4, Li2Fe5(PO4)4, mp-540432, mp-540431",0.5750849081570819,3968.6253063459294,0.9587105786213272,1.9564,683.7849608159303,0.005260244399998726,0.0,0.93254872833247,3.399630964562231
"mp-300540434, Co(PO3)4, LiCo(PO3)4, mp-31572, mp-540434",0.6184734290018044,4377.0631048200485,0.6886663594241338,1.8235294117647056,227.3277178474573,0.059597106139706035,0.0,0.8364888976884706,2.413208934421036
"mp-300540438, Mn(PO3)3, LiMn(PO3)3, mp-540439, mp-540438",0.578439939471663,4292.990501751799,0.7725647116331751,1.8079487179487181,242.4160331021003,0.0570482136538466,0.0,0.8666927012992063,2.716597211765275
"mp-300540443, CrPO4, LiCrPO4, mp-540444, mp-540443",0.5226051186440733,4133.838651402674,0.9254133818261416,2.245555555555556,504.5197518717585,0.2218240252777779,0.0,0.9481089214925804,3.2772668241962
"mp-300540456, Cr(PO3)3, LiCr(PO3)3, mp-31669, mp-540456",0.591066570539334,4292.987430803293,0.7460779947871471,2.015384615384616,234.10383367061317,0.024012589807691498,0.0,0.9567469737848466,2.6154345627446087
"mp-300540459, Cr4(PO4)3, LiCr4(PO4)3, mp-540460, mp-540459",0.5831854714138611,3916.480352863479,0.8931839249163471,2.4957894736842103,651.1611834988332,0.03973211671052468,0.0,0.9582725548069904,3.1780682321513063
"mp-300540461, V(PO3)4, LiV(PO3)4, mp-32490, mp-540461",0.5433724658028187,4377.118968301184,0.7956655137427006,1.927450980392157,187.50208622784828,0.03536034205882288,0.0,0.8702195114005937,2.789682375301948
"mp-300540462, CrPO4, LiCrPO4, mp-540463, mp-540462",0.5701711805914543,4133.838651402674,0.8332082242805592,2.245555555555556,504.5197518717585,0.08433393083333307,0.0,0.9028194720144536,2.9507306947449266
"mp-300540465, Ni5(PO4)4, Li2Ni5(PO4)4, mp-32329, mp-540465",0.5361180764298596,3968.5695676440737,1.0638932707624336,2.2010666666666667,779.9748417400248,0.0454328322499995,0.0,0.9232721673796322,3.7366278150347134
"mp-300540471, Mn(PO3)3, LiMn(PO3)3, mp-540472, mp-540471",0.6009747985722115,4292.990501751799,0.7384033860517897,1.8079487179487181,242.4160331021003,0.018232422115383784,0.0,0.9550533024691316,2.5964745082205885
"mp-300540475, MnPO4, LiMnPO4, mp-689981, mp-540475",0.5680727625741584,4133.845305124435,0.8618245014089818,1.7961111111111108,529.6943731224918,0.0901280541666658,0.0,0.8917918408109452,3.0699295364484023
"mp-300540489, CoPO4, LiCoPO4, mp-689940, mp-540489",0.6248687843212378,4133.777702692075,0.8010724537924973,1.9788888888888885,639.4797702601315,0.0059487795833321755,0.0,0.8371932477243805,2.850392969903613
"mp-300540495, Co(PO3)4, LiCo(PO3)4, mp-31573, mp-540495",0.6072105304030837,4377.0631048200485,0.7089962131332768,1.8235294117647056,227.3277178474573,0.06420483775735253,0.0,0.8029219367653068,2.484448343657463
"mp-300553966, CuO, Li(CuO)2, mp-510751, mp-553966",0.6214001143716154,4651.0067771053245,1.3744228704921082,3.455,2229.64275,0.1814469396874996,0.0,0.8337244967141861,5.055299611797572
"mp-300554014, Si4Cu5O14, Li2Si4Cu5O14, mp-25205, mp-554014",0.5736880877571853,3774.347471759096,1.0574672895081905,3.9408695652173913,834.8812534108077,0.11947198092391352,0.0,0.9828954975363582,3.7805567868510495
"mp-300556288, ReO3, LiReO3, mp-755021, mp-8189",0.5025890711726896,6973.912729212227,1.7669430188163882,4.342499999999999,2626.964125,0.0045016437500002855,1.75,1.2335877965339088,7.151498698152838
"mp-300556321, Co(WO4)2, LiCo(WO4)2, mp-25472, mp-25483",0.4772150962467785,4508.493656407464,1.6984925081736617,3.714545454545455,1495.7965307845568,0.17892746954545302,1.1999387801953532,1.0415248163398332,6.743189343563068
"mp-300558256, TiO2, Li3Ti4O8, mp-2657, mp-558256",0.3481149672370856,6200.338441689601,1.1478008933637611,2.4316666666666658,750.6903333333332,0.03673304916666531,0.0,0.9239213876967948,4.127214007263516
"mp-300558431, Cu(PO3)3, LiCu(PO3)3, mp-779530, mp-558431",0.585163875347785,4292.980687327857,0.7909944445857123,1.8256410256410256,282.0699049244078,0.04906028879807866,0.0,1.0198608067754442,2.784986839499489
"mp-300559117, KMnO2, KLiMnO2, mp-25544, mp-559117",0.5281398850187552,3106.0379085106238,0.8370643362430831,1.3070833333333334,834.2955150252017,0.23894660062499984,0.0,2.2656245301807094,3.0082396737607167
"mp-300559893, Bi(PdO2)2, LiBi(PdO2)2, mp-25201, mp-559893",0.5855304161307621,3544.46042369414,1.83813088817752,2.1650476190476184,1410.1917967632287,0.08534149428571425,0.9428090415820634,0.8546208238523041,7.3806204140833405
"mp-300566471, FeMoClO4, LiFeMoClO4, mp-24968, mp-566471",0.7188524025645262,3311.1990696135413,0.8770673385915532,1.9775,659.3337409230057,0.0,0.0,0.8457045885761174,3.222117964474944
"mp-300566507, Fe(SeO3)2, LiFe(SeO3)2, mp-25662, mp-566507",0.6692372174042905,4134.0510360428725,0.9061845559665528,1.055925925925926,465.1097887279721,0.1109144181192132,0.0,1.051763955791459,3.3819625261146737
"mp-300566658, V(GeO3)2, LiV(GeO3)2, mp-775220, mp-566658",0.5607761782764115,4133.7907351823,1.1413088090516048,3.581481481481481,484.2619533087756,0.05149385611111157,0.0,0.8480972233663971,4.2265829520283456
"mp-300566770, V2(SO4)3, LiV2(SO4)3, mp-25724, mp-770367",0.5174982556377588,4376.775596699977,0.8655830459734187,0.9961372549019608,293.1213390051372,0.060518016617646886,0.0,0.9940216149122324,3.0402672564719246
"mp-300566900, Ni(WO4)2, LiNi(WO4)2, mp-510764, mp-25603",0.5044501984888252,4508.492002581967,1.6093090632765763,3.753333333333334,1495.6948481730717,0.19461236897727294,1.1999387801953532,1.0411333185189842,6.359749642608242
"mp-300567344, Ca9Mn(PO4)7, LiCa9Mn(PO4)7, mp-851044, mp-567344",0.5161636758060827,2895.4314828033753,0.8778307927536142,1.2539444444444443,121.95865843968764,0.0,0.0,1.7797463388715855,3.0386677721094237
"mp-300570512, WCl6, LiWCl6, mp-571518, mp-570512",0.4503302760451992,7851.492925700655,0.7877275374438198,5.107857142857141,1373.6225714285715,0.0019967142857133524,1.0,1.3131922705112564,3.0365697151906503
"mp-300571612, W6CCl18, LiW6CCl18, mp-30295, mp-571612",0.9328164956331692,4397.588055632198,1.044006585434422,6.518133333333334,2156.3358464732223,0.0,1.5839191898578664,0.91624562437296,4.142163616262764
"mp-300578763, Ni(SO4)2, LiNi(SO4)2, mp-850515, mp-782632",0.4790574573383346,4509.17732448322,0.9437511338445908,0.6873333333333335,330.9917340319437,0.1574837661742423,0.0,0.8025423986941124,3.2659439068828724
"mp-300578869, Na5Mn2O8, Na5LiMn2O8, mp-849237, mp-578869",0.5214464096033884,3310.204319672392,0.7779500171722388,0.9017777777777778,414.6616716748388,0.025419370916666573,0.0,0.7906645021218708,2.7786352081676458
"mp-300585175, Co(PO3)3, LiCo(PO3)3, mp-585227, mp-585175",0.6239626378003313,4292.959300629172,0.7071922598262129,1.8923076923076925,281.49415067749163,0.0,0.0,0.8156197390562315,2.485755516557678
"mp-300585189, Mn4(PO4)3, LiMn4(PO4)3, mp-31944, mp-585189",0.5323937199364139,3916.4887575646503,1.0405523560961898,1.9280701754385967,683.4024784969854,0.02499644381578925,0.0,0.9165967168513748,3.7279008302967656
"mp-300585261, Mo2P2O11, LiMo4(P2O11)2, mp-540142, mp-585261",0.5788731808569957,4546.702196364273,0.902607371485604,2.5435555555555562,596.8351998464601,0.0,0.0,0.8548729917746498,3.2858538350181004
"mp-300585354, Cr2P3O10, LiCr2P3O10, mp-31635, mp-585354",0.5184763876430495,4134.017775673149,0.9272511647971724,2.2182222222222223,391.82892713826135,0.05334188769444559,0.0,0.8474236557982876,3.2728049426671517
"mp-300585378, Co3(P2O7)2, Li2Co3(P2O7)2, mp-540500, mp-585378",0.5356804531692987,4133.914355558214,0.9595304902705772,1.9974603174603167,536.2576763400489,0.02917210976190443,0.0,0.8730506072332038,3.404482516183122
"mp-300585397, Co3P3O11, LiCo3P3O11, mp-31610, mp-585397",0.5506147076477068,4012.388211350641,0.9835261845901224,2.090980392156863,677.1223024795128,0.03594408514705893,0.0,0.8888537882381062,3.504627575153308
"mp-300585400, FePO4, LiFePO4, mp-704220, mp-585400",0.6197109528905334,4133.821119596877,0.7928884771196295,1.8461111111111108,560.6076268109606,0.027699314583333745,0.0,1.0091047609293518,2.802533983209532
"mp-300585424, CrPO4, LiCrPO4, mp-689963, mp-585424",0.5822526450045235,4133.838651402674,0.809788725503875,2.245555555555556,504.5197518717585,0.17128719666666647,0.0,0.8387790463775472,2.867792682514464
"mp-300585432, MnPO4, LiMnPO4, mp-705467, mp-585432",0.6447124371904299,4133.845305124435,0.7256526439323652,1.7961111111111108,529.6943731224918,0.10108970697916676,0.0,0.9751068978745576,2.5848678949923234
"mp-300585433, FePO4, LiFePO4, mp-704299, mp-585433",0.6548532614360497,4133.821119596877,0.7196180747325166,1.8461111111111108,560.6076268109606,0.007070215208333508,0.0,0.9204926794407106,2.54355330865202
"mp-300620862, Tl3(MoO4)2, LiTl3(MoO4)2, mp-25775, mp-620862",0.6066817819631384,3816.78209546086,1.4352579683750726,2.2857948717948715,1120.5842734775986,0.11900605774038645,1.5229992210171794,0.9509394594049716,5.859488648116387
"mp-300630234, Ti3(BiO3)4, Li2Ti3(BiO3)4, mp-23427, mp-630234",0.5154827719240952,3917.565066415404,1.895224921319172,1.5704210526315787,853.4859365459694,0.0,1.3894027981209356,0.8437592264909708,7.689444952916848
"mp-300630880, Nd2Tl(MoO4)4, LiNd2Tl(MoO4)4, mp-634591, mp-630880",0.5254392304929053,3235.1536649229065,1.4073100973322008,1.8680652173913042,654.0396636024125,0.06572172258152342,0.2563005678815564,1.1252693905659013,5.486936573668258
"mp-300635084, PWO4, LiPWO4, mp-25654, mp-635084",0.561854251674353,4134.047862344346,1.503904478909376,3.985,1445.8810343388695,0.10821491666666637,1.0999438818457403,0.8424457756468495,5.928687114496973
"mp-300645305, Fe(GeO3)2, LiFe(GeO3)2, mvc-9284, mp-645305",0.5643126152682587,4133.714159876691,1.1328124769589163,3.2966666666666664,500.6220301798983,0.11909081354166685,0.0,0.8528104653630298,4.17278540621284
"mp-300652260, Rb5Si2NiO8, Rb5LiSi2NiO8, mp-633655, mp-652260",0.4585277503306785,2332.058689547109,0.9427660855977544,2.04078125,214.16039451786327,0.044966645117186836,0.0,0.8387353788189359,3.544221116700512
"mp-300652866, K11Mn4O16, K11LiMn4O16, mp-775539, mp-652866",0.419037364400687,3208.154107453835,0.7545345388132675,0.8693010752688172,402.1066720422448,0.0,0.0,1.6299057220994941,2.675806065426736
"mp-300672958, Sb(PO3)4, LiSb(PO3)4, mp-672963, mp-672958",0.6257099110479131,4377.439488403592,0.7566084337206574,1.8939215686274509,194.0066224030983,0.04134151316176471,0.0,0.8015153797865715,2.736773213746383
"mp-300672979, BiP2O7, LiBiP2O7, mp-672981, mp-672979",0.6114147283838196,4341.2430622713755,1.0139350462120098,1.6575333333333333,403.1807859785015,0.05521591118750013,0.6599663291074445,0.8413013052540451,3.9305098093500965
"mp-300673023, Bi(PO3)4, LiBi(PO3)4, mp-673020, mp-673023",0.5843382599987855,4377.543253808267,0.9548505230651758,1.7236470588235295,243.6639573357154,0.029201040404410964,0.3882154877102614,0.8268395456634645,3.5875748512113703
"mp-300673024, Sn4(PO4)3, LiSn4(PO4)3, mp-26446, mp-673024",0.7079330554298467,3917.524131655631,0.933365799181511,1.5238596491228067,667.764149797623,0.0887391050657893,0.0,1.1148769451941951,3.557818011284163
"mp-300673059, SbP2O7, LiSbP2O7, mp-684496, mp-673059",0.5615481287263245,4341.06666108343,0.9846808409167194,1.947,273.3435040018694,0.1482358891249982,0.0,0.8253739968428332,3.6361710761158363
"mp-300673073, SbP2O7, LiSbP2O7, mp-540379, mp-673073",0.5985655976473454,4341.06666108343,0.901546534020336,1.947,273.3435040018694,0.051083520624999317,0.0,0.8421508528979403,3.3291776325467115
"mp-300673098, Bi(PO3)4, LiBi(PO3)4, mp-504324, mp-673098",0.5992807216377889,4377.543253808267,0.9205249743345124,1.7236470588235295,243.6639573357154,0.0246031968749989,0.3882154877102614,0.8219536264833894,3.4586065232841383
"mp-300673101, Sn4(PO4)3, LiSn4(PO4)3, mp-540395, mp-673101",0.6302923452078959,3917.524131655631,1.1566324364179923,1.5238596491228067,667.764149797623,0.08893712006578891,0.0,0.9399735309017372,4.4088691896917895
"mp-300673119, Sn2P3O10, LiSn2P3O10, mp-673117, mp-673119",0.6737148672655077,4134.678835574846,0.8491195370426565,1.602666666666667,401.7378463368345,0.16224252137500006,0.0,0.9441364439319464,3.1658668373870937
"mp-300673126, Sb(PO3)4, LiSb(PO3)4, mp-504350, mp-673126",0.5648121433224642,4377.439488403592,0.8797101829142733,1.8939215686274509,194.0066224030983,0.043466539191178384,0.0,0.8248921602710979,3.182051847638533
"mp-300673145, Cu4(PO4)3, LiCu4(PO4)3, mp-673151, mp-673145",0.5646015467551877,3916.4618970359707,1.0432416681214418,1.9764912280701752,825.5436896396145,0.025822751973683108,0.0,0.9525464743355792,3.7439735525435287
"mp-300673706, Mo3Se4, Li7(Mo3Se4)4, mp-21021, mp-673706",0.8326313888114182,11.095561469051237,1.65546622835399,9.94285714285714,825.9999999999997,0.0645735321428571,0.0,0.8395184837861045,6.52566258304488
"mp-300675779, Mo3S4, Li(Mo3S4)2, mp-2164, mp-675711",0.4765778722909414,11.083487517292264,1.344769119948575,8.523142857142856,1642.8571428571427,0.06656829857142732,0.0,0.8434630892637337,5.038301448211096
"mp-300684052, Sn6P7O24, LiSn6P7O24, mp-684053, mp-684052",0.6382012714680453,4023.171455495807,1.0186354240194564,1.6032432432432433,497.5232159832061,0.08539156907094636,0.0,0.8663237735053562,3.833035450477832
"mp-300684082, Sb(PO3)4, LiSb(PO3)4, mp-684083, mp-684082",0.6481333940504659,4377.439488403592,0.7112804999764776,1.8939215686274509,194.0066224030983,0.07226330360294053,0.0,0.8787381969073591,2.5728148577768235
"mp-300684090, SbP2O7, LiSbP2O7, mp-25896, mp-684090",0.5495746248327915,4341.06666108343,1.0043530801708649,1.947,273.3435040018694,0.12829714262499792,0.0,0.893448028821228,3.7088155558355402
"mp-300684093, Bi(PO3)4, LiBi(PO3)4, mp-25906, mp-684093",0.6247722026493693,4377.543253808267,0.8619664118419861,1.7236470588235295,243.6639573357154,0.02612667378676381,0.3882154877102614,0.8095378341113908,3.2385896504369778
"mp-300684104, Sb2P5O16, LiSb2P5O16, mp-25946, mp-684104",0.6597106634167322,4314.153740866684,0.7488854528592926,1.968115942028985,242.40795461670803,0.005514205923912385,0.0,0.8631381481655565,2.748895491290308
"mp-300684106, SbP2O7, LiSbP2O7, mp-25950, mp-684106",0.5974248716394924,4341.06666108343,0.9041083911322816,1.947,273.3435040018694,0.03854365237499824,0.0,0.8697251924886047,3.3386379067233927
"mp-300684109, BiP2O7, LiBiP2O7, mp-25940, mp-684109",0.5805238365773083,4341.2430622713755,1.0945386102150805,1.6575333333333333,403.1807859785015,0.0515700254375,0.6599663291074445,0.8756112969862556,4.242968778162978
"mp-300684427, Sb(PO3)4, LiSb(PO3)4, mp-26150, mp-684427",0.5543853925730894,4377.439488403592,0.9067955124210948,1.8939215686274509,194.0066224030983,0.053013829926471516,0.0,0.807312557453778,3.280023798486668
"mp-300684489, BiP2O7, LiBiP2O7, mp-26594, mp-684489",0.6098816135263407,4341.2430622713755,1.017935400825042,1.6575333333333333,403.1807859785015,0.0414697969374993,0.6599663291074445,0.8676690760069309,3.9460171469316734
"mp-300684493, Sn2P3O10, LiSn2P3O10, mp-684502, mp-684493",0.6498356576860054,4134.678835574846,0.9052610743571352,1.602666666666667,401.7378463368345,0.12802016337500088,0.0,0.8257701169146607,3.3751855768932715
"mp-300684497, Bi(PO3)4, LiBi(PO3)4, mp-26574, mp-684497",0.5808077714981036,4377.543253808267,0.9629606964757518,1.7236470588235295,243.6639573357154,0.03049365996323505,0.3882154877102614,0.8051895466087544,3.6180464836437904
"mp-300684503, Sn(PO3)3, LiSn(PO3)3, mp-684482, mp-684503",0.5756747135310736,4293.36881151581,0.9213741896872938,1.6602564102564104,238.34705188396285,0.12765025644230746,0.0,0.8161609121316641,3.3568050323200502
"mp-300684504, Bi2(PO4)3, LiBi2(PO4)3, mp-26286, mp-585241",0.5678681144845429,4377.685789833083,1.1745286154670502,1.5778823529411763,484.3581925779129,0.07562513665441273,0.7764309754205228,0.8023771580550185,4.600620745458758
"mp-300684506, Bi(PO3)4, LiBi(PO3)4, mp-684495, mp-684506",0.6355706190158881,4377.543253808267,0.8203869968916766,1.7236470588235295,243.6639573357154,0.05349921319853124,0.3882154877102614,0.8001337985848832,3.0823670168409207
"mp-300684509, Sn(PO3)3, LiSn(PO3)3, mp-26762, mp-684509",0.5856384955887184,4293.36881151581,0.8997389680487744,1.6602564102564104,238.34705188396285,0.060700428365382926,0.0,0.8104672001114381,3.2779823111233686
"mp-300684539, Sb2(PO4)3, LiSb2(PO4)3, mp-554631, mp-684508",0.5539263449771757,4377.478259023732,1.0282351748942795,1.91843137254902,323.0647195501176,0.02411705492647176,0.0,0.8049974387122838,3.825517448728572
"mp-300690551, Mo3O8, LiMo3O8, mp-715479, mp-25584",0.537745909663268,6762.912726089937,1.1485711174387148,5.1909090909090905,1401.2985454545455,0.2875624192207802,0.0,1.0300963474254494,4.300488906084297
"mp-300691164, MnO2, LiMn3O6, mp-25545, mp-763655",0.4585450696009236,6199.434506240733,1.1349717270083235,2.225,1244.5236666666667,0.03193812083333292,0.0,1.2114745860840908,4.117354324094925
"mp-300694615, FePO4, LiFePO4, mp-705201, mp-694615",0.6453936406200129,4133.821119596877,0.7393410312572084,1.8461111111111108,560.6076268109606,0.011255225104166657,0.0,0.9581011184395156,2.6132658312890134
"mp-300694722, NiP2O7, LiNiP2O7, mp-690014, mp-540286",0.5659213846903342,4340.42498978336,0.8203206553247604,1.87,365.2753433233895,0.14528781337499908,0.0,0.9103525143936272,2.863981774342757
"mp-300695780, MnP2O7, LiMnP2O7, mp-31943, mp-31960",0.537997979804953,4340.467370450822,0.8525750885406628,1.717666666666667,304.58533820410474,0.006510658499998989,0.0,0.9095819941176504,3.0076914635034515
"mp-300695805, FeP2O7, LiFeP2O7, mp-540349, mp-540216",0.5766763211408905,4340.452859134287,0.7944818479797003,1.7476666666666667,321.349423871029,0.051567415229168745,0.0,0.903256676792794,2.7887340197945494
"mp-300697664, Cr4(PO4)3, LiCr4(PO4)3, mp-31658, mp-697664",0.5385608353781095,3916.480352863479,0.9701783829317612,2.4957894736842103,651.1611834988332,0.030492991447365725,0.0,0.92080892649387,3.4520248431521297
"mp-300697692, Cr(PO4)2, LiCr(PO4)2, mp-697815, mp-697692",0.5551963196523193,4509.27571251583,0.7490214677405074,1.8133333333333328,264.5831176585278,0.14557377426136495,0.0,0.8262670400914661,2.6274290900266424
"mp-300697726, CoP2O7, LiCoP2O7, mp-540399, mp-31548",0.5670058519504406,4340.426808991407,0.8156888550697466,1.8273333333333333,364.93079533281684,0.06675498593750008,0.0,0.9040681787618104,2.875974072378971
"mp-300697754, V(PO3)4, Li2V(PO3)4, mp-32520, mp-697754",0.5509243800393518,4377.118968301184,0.7825064349076576,1.927450980392157,187.50208622784828,0.07231783058823549,0.0,0.8050010065560047,2.743545336977073
"mp-300697758, FeP2O7, LiFeP2O7, mp-540323, mp-697758",0.5773784149406014,4340.452859134287,0.7931641782926362,1.7476666666666667,321.349423871029,0.046627651729167496,0.0,0.8645115695150155,2.7841088288068474
"mp-300697764, FeP2O7, LiFeP2O7, mp-540177, mp-697764",0.5511732286590829,4340.452859134287,0.8423453270526191,1.7476666666666667,321.349423871029,0.07030671272916766,0.0,0.8781465964692907,2.956741020502996
