,ShannonRadii,AtomicVolum wmean,chargedensityvoldens,HeatFusion wmean,Density wstd,energysStab,NfValenc wstd,VegardVolume,density
"mp-300025576, MoO2, Li(MoO2)2, mp-714969, mp-25576",0.5830626984968857,6199.982535611101,1.2254302472686092,6.319999999999999,1712.8570000000002,0.2346574591666641,0.0,1.1962885143356874,4.624620030734843
"mp-300025605, NiPO4F, LiNiPO4F, mp-25589, mp-504104",0.5241783795993176,3321.7697371265917,0.9342334501808728,1.3269642857142856,524.1487534157899,0.2060406623214286,0.0,0.9945914138689174,3.2854056961449998
"mp-300025613, NiAsO4, LiNiAsO4, mp-635257, mp-25613",0.5328405907960839,4133.414106452027,1.2291383379479959,2.3777777777777778,613.8889191184305,0.145951031458333,0.0,0.8454017395587069,4.468334009723021
"mp-300025614, NiPO4, LiNi2(PO4)2, mp-540008, mp-767051",0.4981010781403742,4133.774670678664,1.060050625409488,2.05,640.0964591500214,0.10302384968749843,0.0,0.8480939851280417,3.7158041170355256
"mp-300025630, VPO4F, LiVPO4F, mp-25616, mp-25619",0.516825230173671,3321.873437618708,0.8717504568907285,1.470535714285714,356.3772427014522,0.0,0.0,0.9746593899953876,3.1133546617979966
"mp-300025637, VPO4, LiV2(PO4)2, mp-32453, mp-767232",0.5472349273401247,4133.93598255529,0.9229244242516264,2.273333333333333,426.5247640521337,0.02369942833333205,0.0,0.844978433371163,3.2913559769920533
"mp-300025652, PWO4F, LiPWO4F, mp-25651, mp-25652",0.585492536374702,3321.945360340245,1.2671698632558863,2.570892857142857,1157.9140332076313,0.0,0.8660254037844386,0.95906337926661,4.966421762377047
"mp-300025660, Co2P3O10, LiCo2P3O10, mp-25658, mp-25660",0.5199996864556466,4133.96901670467,0.9846751920558672,2.0048888888888894,495.9783459969564,0.0241646573333334,0.0,0.8460774016943231,3.489565940570784
"mp-300025688, FePO4F, LiFePO4F, mp-25518, mp-25515",0.5611866162073326,3321.7995971454425,0.8539715814919788,1.1958928571428569,461.69241396788163,0.07848027326388872,0.0,0.9792713586377074,3.0256465676281845
"mp-300025742, Cr(GeO3)2, LiCr(GeO3)2, mvc-8434, mp-25742",0.5506969865308646,4133.725847747222,1.1100054060992979,3.562962962962963,491.77613303121836,0.11125656666666828,0.0,0.8580139027363471,4.095158426366283
"mp-300025881, Bi(PO3)4, LiBi(PO3)4, mp-684096, mp-25881",0.6128604000030349,4377.543253808267,0.8715112183372553,1.7236470588235295,243.6639573357154,0.03825824408088163,0.3882154877102614,0.8067442802124065,3.2744515020199687
"mp-300025885, CuPO4, LiCuPO4, mp-25886, mp-25885",0.5185996763806671,4133.82404053923,1.0402687399719988,1.8344444444444443,641.0215356480179,0.07390691874999966,0.0,1.118685520463223,3.7121197086487423
"mp-300025907, Sn(PO3)4, LiSn(PO3)4, mp-25908, mp-25907",0.615933383771803,4377.376260203951,0.7777739218642656,1.6460784313725492,201.97933087866818,0.004442116911764771,0.0,0.8024034653753532,2.807287612963619
"mp-300025929, Bi2(PO4)3, LiBi2(PO4)3, mp-26074, mp-504151",0.5882617315455945,4377.685789833083,1.1190990403443757,1.5778823529411763,484.3581925779129,0.06946963224264824,0.7764309754205228,1.1051911855314098,4.383503469759232
"mp-300025959, Bi(PO3)4, LiBi(PO3)4, mp-25960, mp-25959",0.6251535838802885,4377.543253808267,0.8438373568717956,1.7236470588235295,243.6639573357154,0.0614034618749999,0.3882154877102614,0.9607106188581016,3.1704749663935523
"mp-300026113, Ti(PO3)4, LiTi(PO3)4, mp-26114, mp-26113",0.6129026170861759,4377.1933098489835,0.6860092446124771,1.7833333333333332,176.2945392051591,0.0021960357352961424,0.0,0.8028427268467521,2.3984570005314256
"mp-300026129, BiP2O7, LiBiP2O7, mp-672945, mp-26129",0.568979085754795,4341.2430622713755,1.1628540639242717,1.6575333333333333,403.1807859785015,0.09434562918749913,0.6599663291074445,0.8234524803176141,4.507793001309548
"mp-300026173, Bi3(PO5)2, LiBi3(PO5)2, mp-584116, mp-26173",0.5656602952524481,4135.21889523942,1.4980523414678804,1.6132888888888888,870.1832418145696,0.07781211233333353,1.3199326582148891,0.9701028344622696,6.0602901158346025
"mp-300026209, BiP2O7, LiBiP2O7, mp-26210, mp-26209",0.6078332154943199,4341.2430622713755,1.0232802831583816,1.6575333333333333,403.1807859785015,0.03844004493750042,0.6599663291074445,0.8888956201591578,3.9667365337597538
"mp-300026299, SnPO4, LiSnPO4, mp-672986, mp-26299",0.6691248171458125,4134.664976279793,0.9186545601620292,1.4761111111111107,517.4792143774389,0.2847116364583329,0.0,0.8323106211889062,3.4622651544840988
"mp-300026303, Cu9(PO4)8, Li6Cu9(PO4)8, mp-26304, mp-26303",0.5522683860016375,4049.540760405313,1.006052760600026,1.8895238095238087,712.3350160362128,0.00581969867346821,0.0,0.9524113226150928,3.5982884888470914
"mp-300026341, SbP2O7, LiSbP2O7, mp-26342, mp-26341",0.5982356967007244,4341.06666108343,0.9022874298011979,1.947,273.3435040018694,0.03539302312499881,0.0,0.8859602182746192,3.331913568595065
"mp-300026389, Nb2(PO4)3, LiNb2(PO4)3, mp-26390, mp-26389",0.587064906586963,4377.000247633007,0.8802050940551649,2.3188235294117647,420.1421336566832,0.004102712647059192,0.0,0.8030552158899144,3.178785055377069
"mp-300026407, SnP2O7, Li2SnP2O7, mp-757076, mp-26407",0.5830868355833713,4340.959173144038,0.9399287237428432,1.5256666666666667,298.0218604659322,0.0020210062499996795,0.0,0.8439340555583345,3.460370932543656
"mp-300026409, Ti(PO3)4, LiTi(PO3)4, mp-540258, mp-26409",0.5460976000814733,4377.1933098489835,0.7800867520724076,1.7833333333333332,176.2945392051591,0.03859758779411848,0.0,0.9812488031672636,2.7273750991312204
"mp-300026513, CuPO4, LiCuPO4, mp-673047, mp-26513",0.6192739577721147,4133.82404053923,0.831681411576406,1.8344444444444443,641.0215356480179,0.09237692347222116,0.0,1.0244376217853062,2.9677917259271718
"mp-300026531, Cu2P3O10, LiCu2P3O10, mp-26532, mp-26531",0.5256321222039286,4134.006086982394,0.998660109593022,1.8893333333333333,497.1779318266322,0.0369764366666665,0.0,0.8567059906738094,3.5479028340791787
"mp-300026541, Sb(PO3)4, LiSb(PO3)4, mp-26542, mp-26541",0.6046502157959692,4377.439488403592,0.7991795396877384,1.8939215686274509,194.0066224030983,0.03576093227941346,0.0,0.8156392968697986,2.8907596845518118
"mp-300026549, Nb(PO3)4, LiNb(PO3)4, mp-26550, mp-26549",0.6278521758972072,4377.200482708229,0.718751457709966,2.094117647058824,221.58427235743463,0.0216883608347338,0.0,0.8014869984169293,2.5517049034920576
"mp-300026629, TiP2O7, LiTiP2O7, mp-26630, mp-26629",0.5541215112379178,4340.648157540596,0.7745431942170624,1.7590000000000001,194.89249800856885,0.007411826750001182,0.0,0.8776560243756849,2.7215531717552524
"mp-300026649, SnP2O7, Li2SnP2O7, mp-757192, mp-26649",0.581328986448953,4340.959173144038,0.943891786160788,1.5256666666666667,298.0218604659322,0.0,0.0,0.9029602202780224,3.4749610452282687
"mp-300026675, Sb(PO3)4, LiSb(PO3)4, mp-673069, mp-26675",0.5906978216485701,4377.439488403592,0.8273835968992787,1.8939215686274509,194.0066224030983,0.05218219801470703,0.0,0.8103579676847732,2.992778251693517
"mp-300026695, CuPO4, LiCuPO4, mp-753519, mp-25449",0.5788604083986786,4133.82404053923,0.9100499746523952,1.8344444444444443,641.0215356480179,0.0,0.0,0.8401541993955969,3.247443969962392
"mp-300026725, SnPO4, LiSnPO4, mp-673078, mp-26725",0.6424456354100374,4134.664976279793,0.9927276645621324,1.4761111111111107,517.4792143774389,0.17310171173611175,0.0,0.9506076560456792,3.741435083389375
"mp-300026741, Cu4(PO4)3, LiCu4(PO4)3, mp-26742, mp-26741",0.5435784477911639,3916.4618970359707,1.0816322018178643,1.9764912280701752,825.5436896396145,0.017233680394735273,0.0,0.9552933146691128,3.881749052908901
"mp-300026767, Nb(PO3)4, LiNb(PO3)4, mp-673088, mp-26767",0.5606301777596149,4377.200482708229,0.8485813425629954,2.094117647058824,221.58427235743463,0.03293828848179192,0.0,0.9645070971866588,3.01262578267164
"mp-300026795, Cu5P3O13, LiCu5P3O13, mp-26796, mp-26795",0.5505588508330961,3838.767543483677,1.1196024079579958,2.0076190476190474,945.536989591512,0.007494385178569374,0.0,0.822683260420458,4.03060387932769
"mp-300026823, Cu3(P2O7)2, Li2Cu3(P2O7)2, mp-673105, mp-26823",0.5506807029762313,4133.954073712918,0.9531330839789244,1.873650793650793,537.5570188032325,0.004569367261903601,0.0,0.8713417095793126,3.3905686856810613
"mp-300026835, Bi5(PO4)6, Li3Bi5(PO4)6, mp-673116, mp-26835",0.5956590028863228,4252.946990686251,1.2166183546565152,1.6385714285714286,598.4000764195957,0.12771366866071346,0.9428090415820634,1.0571461103413615,4.822083508595783
"mp-300026875, CuPO4, LiCuPO4, mp-673017, mp-26467",0.5855441736262464,4133.82404053923,0.8956068766933485,1.8344444444444443,641.0215356480179,0.11710124583333315,0.0,0.8402245592976073,3.195904875757596
"mp-300026897, Sn(PO3)3, LiSn(PO3)3, mp-673129, mp-26897",0.6297586107053076,4293.36881151581,0.8039371466377979,1.6602564102564104,238.34705188396285,0.05608546644230561,0.0,0.953354516372592,2.928951439825641
"mp-300026949, Sn2(PO3)5, LiSn2(PO3)5, mp-26950, mp-26949",0.6137509260241361,4228.453964802246,0.8832494499848922,1.6712121212121211,273.61641654722354,0.03638170931818241,0.0,0.8188273031971163,3.2387979411740973
"mp-300027017, SnPO4, LiSnPO4, mp-27018, mp-27017",0.6383569349983984,4134.664976279793,1.0040796893525317,1.4761111111111107,517.4792143774389,0.05552493479166731,0.0,0.8211462243017317,3.784219086832093
"mp-300031519, CoP2O7, LiCoP2O7, mp-31529, mp-31519",0.5146631925941954,4340.426808991407,0.9142937070612216,1.8273333333333333,364.93079533281684,0.0917835324375007,0.0,0.9124810306017852,3.2236372726000897
"mp-300031537, CoPO4, LiCoPO4, mp-31532, mp-31537",0.5512689085967011,4133.777702692075,0.958241013968962,1.9788888888888885,639.4797702601315,0.12720458916666644,0.0,0.9477545093138348,3.4096334691817365
"mp-300031540, CoPO4, LiCoPO4, mp-31521, mp-31540",0.4824610344285411,4133.777702692075,1.0838236806436063,1.9788888888888885,639.4797702601315,0.012862227499999436,0.0,0.9406791143843208,3.8564843732871967
"mp-300031541, CoPO4, LiCoPO4, mp-704240, mp-31541",0.6137691551705343,4133.777702692075,0.8247751124578191,1.9788888888888885,639.4797702601315,0.01792593833333278,0.0,1.0111635044234282,2.934732271932788
"mp-300031553, CoPO4, LiCoPO4, mp-767450, mp-31553",0.6474470801148677,4133.777702692075,0.7528577223654436,1.9788888888888885,639.4797702601315,0.003728149583333895,0.0,0.8010575230131457,2.67883429146594
"mp-300031555, CoP2O7, LiCoP2O7, mp-540262, mp-31555",0.5555198845654741,4340.426808991407,0.8350194003746382,1.8273333333333333,364.93079533281684,0.0944883934374996,0.0,0.9177915313270956,2.9441301428662423
"mp-300031557, Co6P7O24, LiCo6P7O24, mp-705347, mp-31557",0.5211884893474941,4022.308162275323,1.0375897924247064,2.092432432432432,615.0848155661198,0.013731050945946066,0.0,0.859312567739989,3.6911111124375533
