,chargedensityvoldens,HeatFusion wmean,numberDensity,IsFBlock wmean,GSvolume_p wmean,ICSDVolum wmean,energysStab,metalloid,Crystal System,AtomicNum Density,density
"mp-300032507, V(PO3)4, LiV(PO3)4, mp-32509, mp-32507",0.6772653479302525,1.927450980392157,0.06627028943600044,0.0,4.167665732956863,5.846274509803924,0.006847244117646589,0.0,1.0,10.529411764705884,2.374559625735821
"mp-300032508, V2P5O16, LiV2P5O16, mp-32410, mp-540015",0.7179916777615067,2.01768115942029,0.06833009438777203,0.0,4.123930296753623,5.8039130434782615,0.0,0.0,1.0,10.826086956521738,2.5294862031733407
"mp-300032511, V3(PO4)4, Li3V3(PO4)4, mp-694629, mp-32511",0.8206861810295201,2.0605797101449275,0.07567212933471047,0.0,3.98537612146087,5.729855072463767,0.11152232492753457,0.0,2.0,11.173913043478262,2.910368526160065
"mp-300032515, V(PO3)3, LiV(PO3)3, mp-705305, mp-32515",0.770864793880853,2.0282051282051285,0.07374925702859339,0.0,4.170915750912822,5.822820512820513,0.06886331192307793,0.0,2.0,10.769230769230768,2.711694335053662
"mp-300032516, V2P3O11, LiV2P3O11, mp-32487, mp-32516",0.8413494212790282,2.105,0.07748318660050986,0.0,4.0392857142833325,5.743541666666666,0.01331116687500078,0.0,1.0,11.1875,2.9817660479137404
"mp-300032523, V(PO3)4, LiV(PO3)4, mp-32457, mp-32523",0.6879929164181003,1.927450980392157,0.06731998003482821,0.0,4.167665732956863,5.846274509803924,0.022078448529411432,0.0,1.0,10.529411764705884,2.4121715471066802
"mp-300032528, V3(PO4)4, Li3V3(PO4)4, mp-32529, mp-32528",0.8156579716403269,2.0605797101449275,0.07520849863150589,0.0,3.98537612146087,5.729855072463767,0.11885835239130314,0.0,1.0,11.173913043478262,2.8925371763853063
"mp-300504106, TiPO4, LiTiPO4, mp-25435, mp-504106",0.893730230894793,1.865,0.08007053483662054,0.0,4.204457671955557,5.894444444444442,0.08824705406349054,0.0,3.0,11.5,3.165303804062996
"mp-300504134, Ni3P3O11, LiNi3P3O11, mp-585435, mp-504134",1.0337693521705411,2.1662745098039218,0.08344051223171077,0.0,3.8985434173647056,5.500196078431372,0.04534319797794152,0.0,1.0,12.764705882352946,3.6268710882220736
"mp-300504167, Mn6P7O24, LiMn6P7O24, mp-504168, mp-504167",0.9403254653351488,1.9145945945945948,0.08019301093653232,0.0,3.958893548718919,5.6105405405405415,0.00031851375000080395,0.0,1.0,12.08108108108108,3.3486337908871446
"mp-300504207, Sb(PO3)4, LiSb(PO3)4, mp-672950, mp-504207",0.8776610900205648,1.8939215686274509,0.07426249602926438,0.0,4.531391223152942,6.166470588235295,0.0547497430147077,1.0,2.0,12.176470588235292,3.1746399522722566
"mp-300504211, Sn(PO3)3, LiSn(PO3)3, mp-26172, mp-504211",0.8953417289924449,1.6602564102564104,0.0718091570263137,0.0,4.690787545784617,6.16051282051282,0.08584639413461392,0.0,2.0,12.846153846153848,3.2619620292901974
"mp-300504214, CoP2O7, LiCoP2O7, mp-31552, mp-504214",0.8649061404822999,1.8273333333333333,0.07885961605708441,0.0,3.9706825396800007,5.687333333333332,0.08042490343750064,0.0,2.0,11.3,3.049505481910459
"mp-300504233, Ni5(P3O11)2, Li4Ni5(P3O11)2, mp-32359, mp-504233",0.9316630105610788,2.0553535353535355,0.0780208865459482,0.0,3.912438672436364,5.557171717171717,0.059377637348485564,0.0,1.0,12.303030303030305,3.2636372810243914
"mp-300504250, Mn4(PO4)3, LiMn4(PO4)3, mp-504251, mp-504250",0.9729359799958728,1.9280701754385967,0.07902871929206982,0.0,3.840720335319298,5.510350877192981,0.05938089368421017,0.0,3.0,12.68421052631579,3.4856572342592687
"mp-300504264, CuPO4, LiCuPO4, mp-504265, mp-504264",1.0321369163223553,1.8344444444444443,0.08395355502819782,0.0,3.892235449733333,5.568888888888887,0.0003916124999996384,0.0,1.0,12.666666666666664,3.6831019157677316
"mp-300504315, V6P7O24, LiV6P7O24, mp-32423, mp-504315",0.9367678397315524,2.378918918918919,0.08209346012781737,0.0,4.095240240237838,5.701351351351351,0.023164344916839497,0.0,1.0,11.756756756756756,3.3396441754514874
"mp-300504340, Sb(PO3)4, LiSb(PO3)4, mp-504341, mp-504340",0.7279603876592525,1.8939215686274509,0.06159570705902012,0.0,4.531391223152942,6.166470588235295,0.047251221838236816,1.0,1.0,12.176470588235292,2.6331486682182907
"mp-300504353, Sb(PO3)4, LiSb(PO3)4, mp-26952, mp-504353",0.9225081079694296,1.8939215686274509,0.07805718572238257,0.0,4.531391223152942,6.166470588235295,0.0346918147794133,1.0,2.0,12.176470588235292,3.33685875921219
"mp-300504354, Bi(PO3)4, LiBi(PO3)4, mp-504355, mp-504354",1.0047227249261803,1.7236470588235295,0.07363111330393668,0.0,4.558646125113724,6.267843137254902,0.020053568345588246,0.0,1.0,14.058823529411766,3.774955234684088
"mp-300504356, Cr4(PO4)3, LiCr4(PO4)3, mp-504357, mp-504356",0.9520214030599932,2.4957894736842103,0.0786350357311737,0.0,3.8900125313263154,5.4970175438596485,0.06730696671052527,0.0,3.0,12.473684210526311,3.3874198728738283
"mp-300504358, Cr6P7O24, LiCr6P7O24, mp-504359, mp-504358",0.9324947246385098,2.351891891891892,0.08060716360481159,0.0,3.99686186185946,5.600270270270271,0.01588445884009104,0.0,1.0,11.91891891891892,3.3020708927699767
"mp-300504371, Ni6P7O24, LiNi6P7O24, mp-504372, mp-504371",1.056292148492426,2.161621621621621,0.08659582302086909,0.0,3.949834834832433,5.5381081081081085,0.015830599206080542,0.0,1.0,12.567567567567568,3.70356537268924
"mp-300504376, Co5(P2O7)4, Li6Co5(P2O7)4, mp-704226, mp-504376",0.8523220964494185,1.9144715447154483,0.0751650952819441,0.0,3.957129307004878,5.639024390243901,0.06125807888719504,0.0,2.0,11.682926829268293,3.0151523895974286
"mp-300504383, Mo4P9O32, Li3Mo4P9O32, mp-504259, mp-705341",0.7872076129755917,2.3986666666666667,0.06529111912081652,0.0,4.127793650791111,5.84288888888889,0.03956374505555616,0.0,4.0,12.422222222222222,2.8297326238530727
"mp-300504387, Mn5(P2O7)4, LiMn5(P2O7)4, mp-540042, mp-540517",0.8046981308492704,1.7807317073170734,0.07247832163197761,0.0,3.966990534927642,5.682926829268293,0.03726871146341537,0.0,2.0,11.439024390243905,2.8487382428270327
"mp-300504389, Cr4P9O32, Li3Cr4P9O32, mp-504406, mp-705371",0.7475620781217938,1.9103703703703705,0.07116966745234764,0.0,3.9944603174577775,5.736814814814816,0.0971008493194434,0.0,4.0,10.822222222222226,2.6228845082251664
"mp-300504397, Mn4(PO4)3, LiMn4(PO4)3, mp-540522, mp-504397",0.8928796090944584,1.9280701754385967,0.0725259764666513,0.0,3.840720335319298,5.510350877192981,0.031759466973683814,0.0,3.0,12.68421052631579,3.198845898140071
"mp-300504399, V4P9O32, Li3V4P9O32, mp-705008, mp-705002",0.7687833565655787,1.925185185185185,0.0737961112782179,0.0,4.048386243383704,5.792222222222222,0.05574027984722196,0.0,4.0,10.733333333333333,2.7081920846396774
"mp-300505393, Mo4O5, Li(Mo4O5)2, mp-637219, mp-505393",1.6612628835323082,8.389999999999999,0.07405965043988456,0.0,6.015833333333332,8.286666666666665,0.4761882399999989,0.0,4.0,23.11111111111111,6.336926731326556
"mp-300510529, Cr(SiO3)2, LiCr(SiO3)2, mp-25502, mp-510529",0.9221710335931976,4.545925925925926,0.08551023642738945,0.0,3.951851851851852,5.785555555555555,0.11129598944444652,1.0,1.0,11.111111111111107,3.2210892574585466
"mp-300510708, Fe(SiO3)2, LiFe(SiO3)2, mp-25523, mp-510708",0.9161979855892668,4.279629629629628,0.08329056183093593,0.0,3.9348148148148163,5.7770370370370365,0.14823046331018652,1.0,1.0,11.333333333333336,3.1966240779274413
"mp-300540004, WO2, Li(WO2)2, mp-540010, mp-540004",1.8506916362350443,8.791666666666668,0.06355898145015343,0.0,5.71,8.428333333333333,0.2640781575000002,0.0,3.0,30.0,7.593364566153863
"mp-300540020, Fe4(PO4)3, LiFe4(PO4)3, mp-31780, mp-540020",1.0213926852058737,1.9912280701754383,0.08161018854794139,0.0,3.85773182957193,5.480877192982455,0.01900743026315688,0.0,1.0,12.894736842105265,3.625391368099534
"mp-300540021, Mn2P3O11, LiMn2P3O11, mp-31921, mp-540021",0.8762985536237312,1.747083333333333,0.07893781648936253,0.0,3.934185139570834,5.673541666666666,0.029813115781250232,0.0,1.0,11.4375,3.103227253736893
"mp-300540028, VP2O7, LiVP2O7, mp-32442, mp-540028",0.8921289126289785,2.004,0.08432672576243573,0.0,4.062849206346667,5.779333333333334,0.10511747399999916,0.0,1.0,10.9,3.1490129453960383
"mp-300540032, Mn5(P3O11)2, Li4Mn5(P3O11)2, mp-31954, mp-540032",0.8350820061711962,1.8245454545454545,0.07261568352768864,0.0,3.9209026222797982,5.624848484848485,0.017975036893938427,0.0,1.0,11.848484848484848,2.9689261411218246
"mp-300540038, Mo(PO4)2, LiMo(PO4)2, mp-32119, mp-540038",0.7544535409089763,2.3127272727272725,0.06287100451597538,0.0,4.050620490618182,5.831818181818183,0.0,0.0,1.0,12.363636363636365,2.713280446840547
"mp-300540068, MnP2O7, LiMnP2O7, mp-540069, mp-540068",0.8480254316612342,1.717666666666667,0.07871364416810822,0.0,3.9787687465766672,5.723333333333333,0.12505910449999913,0.0,1.0,11.1,2.9916413063477347
"mp-300540073, Fe(PO3)4, LiFe(PO3)4, mp-540074, mp-540073",0.7751085714547966,1.7766666666666666,0.0745940511908441,0.0,4.122959850603922,5.805098039215686,0.07331244015931483,0.0,1.0,10.705882352941176,2.708540109805042
"mp-300540078, Ni(PO3)4, LiNi(PO3)4, mp-540079, mp-540078",0.7344777322882454,1.8486274509803917,0.06991556203762661,0.0,4.114920634917647,5.787058823529412,0.08728995374999915,0.0,3.0,10.823529411764708,2.5581147596957665
"mp-300540083, Mo(PO4)2, LiMo(PO4)2, mp-704210, mp-540083",0.8254128497991533,2.3127272727272725,0.06878426860419183,0.0,4.050620490618182,5.831818181818183,0.010016498409090243,0.0,1.0,12.363636363636365,2.9684750942154783
"mp-300540108, MnPO4, LiMnPO4, mp-704492, mp-540108",0.7276438684643001,1.7961111111111108,0.062474350443553074,0.0,3.8598791278944447,5.590555555555555,0.0996991254166666,0.0,1.0,12.0,2.5919608924579247
"mp-300540110, FePO4, LiFePO4, mp-540111, mp-540110",0.7019970810701281,1.8461111111111108,0.05944670914714801,0.0,3.873346560844445,5.567222222222222,0.0,0.0,3.0,12.166666666666664,2.4812703584240627
"mp-300540112, Fe(PO3)3, LiFe(PO3)3, mp-25664, mp-540112",0.8756127513145937,1.8310256410256407,0.08201315393565249,0.0,4.112454212451284,5.768974358974358,0.016206076410257175,0.0,3.0,11.0,3.0669187705274963
"mp-300540113, Cr2(PO4)3, LiCr2(PO4)3, mp-540345, mp-31667",0.8296779965599157,1.9658823529411764,0.07688839778874347,0.0,3.9088375350117652,5.672745098039215,0.05647812731617562,0.0,3.0,11.117647058823529,2.920827520425749
"mp-300540123, FePO4, LiFePO4, mp-25001, mp-540123",0.9750980281208782,1.8461111111111108,0.0825735183674769,0.0,3.873346560844445,5.567222222222222,0.0179328979166673,0.0,3.0,12.166666666666664,3.4465696496142355
"mp-300540125, MnPO4, LiMnPO4, mp-694547, mp-540125",0.7545074314731999,1.7961111111111108,0.06478081342952248,0.0,3.8598791278944447,5.590555555555555,0.08406212125000145,0.0,5.0,12.0,2.6876523533069
"mp-300540168, Co3(PO4)4, Li3Co3(PO4)4, mp-540169, mp-540168",0.820570385620929,1.8301449275362318,0.07228622023843666,0.0,3.8651587301565216,5.609855072463769,0.13343324274456414,0.0,2.0,11.695652173913045,2.9052685646607115
"mp-300540173, V(PO3)4, LiV(PO3)4, mp-32527, mp-540173",0.7903618984281897,1.927450980392157,0.07733676605202157,0.0,4.167665732956863,5.846274509803924,0.03173239470588296,0.0,1.0,10.529411764705884,2.7710873728634526
"mp-300540179, Cr3(P2O7)2, Li2Cr3(P2O7)2, mp-540180, mp-540179",0.9127539202161586,2.226031746031746,0.08093703611395572,0.0,3.9892214663619048,5.635396825396825,0.036487162400794304,0.0,2.0,11.61904761904762,3.224778039390148
"mp-300540182, VP2O7, LiVP2O7, mp-32466, mp-540182",0.8695908859167013,2.004,0.08219636324319844,0.0,4.062849206346667,5.779333333333334,0.030013704999998225,0.0,2.0,10.9,3.069458817202282
"mp-300540200, Cr(PO3)4, LiCr(PO3)4, mp-687212, mp-540200",0.7949191987254777,1.9176470588235293,0.07735057095123885,0.0,4.131979458447058,5.809607843137255,0.07378450569852735,0.0,2.0,10.588235294117649,2.7795500608139245
"mp-300540203, Co2P3O10, LiCo2P3O10, mp-540204, mp-540203",0.7094629636641625,2.0048888888888894,0.06125366488207964,0.0,3.9833492063466656,5.617999999999999,0.016503985666667553,0.0,2.0,11.933333333333335,2.5142481643412866
"mp-300540223, MnP2O7, LiMnP2O7, mp-540416, mp-540415",0.8479676956432374,1.717666666666667,0.07870828511611919,0.0,3.9787687465766672,5.723333333333333,0.008003775749997999,0.0,1.0,11.1,2.9914376267765155
"mp-300540225, NiP2O7, LiNiP2O7, mp-32334, mp-540225",0.8600631541421415,1.87,0.07773016910314058,0.0,3.9731825396800007,5.6786666666666665,0.1610536376249989,0.0,1.0,11.4,3.002734579774382
"mp-300540231, FeP2O7, LiFeP2O7, mp-540409, mp-31870",0.7816353664758106,1.7476666666666667,0.07190354461744593,0.0,3.9868492063466654,5.7093333333333325,0.05259491297916696,0.0,1.0,11.2,2.743641208554545
"mp-300540248, NiPO4, LiNiPO4, mp-540249, mp-540248",0.8175217842635247,2.05,0.06738348094787952,0.0,3.8505687830666666,5.516111111111113,0.11751169927083273,0.0,3.0,12.5,2.8656657888949213
"mp-300540255, NiPO4, LiNiPO4, mp-540256, mp-540255",0.8032487839174256,2.05,0.0662070420255126,0.0,3.8505687830666666,5.516111111111113,0.1351311846874994,0.0,1.0,12.5,2.8156345241824483
"mp-300540269, MoP2O7, LiMoP2O7, mp-540270, mp-540269",0.9094692458813888,2.536666666666666,0.07320524011725317,0.0,4.152182539679999,5.836333333333332,0.10767561600000164,0.0,2.0,12.8,3.280705746556712
"mp-300540272, NiP2O7, LiNiP2O7, mvc-15036, mp-540272",0.8228247416056373,1.87,0.0743646626404412,0.0,3.9731825396800007,5.6786666666666665,0.14573313937499946,0.0,2.0,11.4,2.87272427939034
"mp-300540275, Co(PO3)3, LiCo(PO3)3, mp-31564, mp-540275",0.8531479778195814,1.8923076923076925,0.07935409577112085,0.0,4.100018315015385,5.752051282051281,0.05954340923076895,0.0,2.0,11.076923076923077,2.9987846485002563
"mp-300540276, VPO5, LiVPO5, mp-540277, mp-540276",0.8612408949643535,1.9590476190476187,0.07963283958023948,0.0,3.862154195009524,5.698571428571429,0.058423920357142826,0.0,1.0,11.142857142857142,3.0586019549178283
"mp-300540292, CrPO5, LiCrPO5, mvc-3271, mp-540292",0.8794658820998379,1.935238095238095,0.0802886334753597,0.0,3.7754875283428575,5.60952380952381,0.052513287678571,0.0,2.0,11.285714285714285,3.103876184662804
"mp-300540304, Mo(PO3)4, LiMo(PO3)4, mp-697769, mp-540304",0.8310069438653737,2.24078431372549,0.07351102954350733,0.0,4.220214752564705,5.8798039215686275,0.03468771323529385,0.0,2.0,11.647058823529413,2.957115949560328
"mp-300540306, Ni3(PO4)4, Li3Ni3(PO4)4, mp-697806, mp-540306",0.8265976387297401,1.8857971014492751,0.07201404631235465,0.0,3.868419599721741,5.598550724637681,0.1834424073369565,0.0,2.0,11.826086956521738,2.8905893301540204
"mp-300540313, Fe(PO3)3, LiFe(PO3)3, mp-540314, mp-540313",0.8293070265869357,1.8310256410256407,0.07767598716359511,0.0,4.112454212451284,5.768974358974358,0.06474049987179509,0.0,2.0,11.0,2.9047284687794686
"mp-300540331, Mn(PO3)4, LiMn(PO3)4, mp-32018, mp-540331",0.6617211590960048,1.7590196078431373,0.06403383161846486,0.0,4.11820663897451,5.813333333333333,0.054314371875000766,0.0,1.0,10.647058823529411,2.319421501832474
"mp-300540355, CoP2O7, LiCoP2O7, mp-689964, mp-540355",0.8127338086852074,1.8273333333333333,0.07410269520550247,0.0,3.9706825396800007,5.687333333333332,0.11745503268749945,0.0,1.0,11.3,2.8655551035138322
"mp-300540356, Fe(PO3)4, LiFe(PO3)4, mp-31874, mp-540356",0.6574794902209042,1.7766666666666666,0.06327379228746974,0.0,4.122959850603922,5.805098039215686,0.04583041133578458,0.0,1.0,10.705882352941176,2.2974969394224347
"mp-300540375, CoP2O7, LiCoP2O7, mp-31582, mp-540375",0.83053739303186,1.8273333333333333,0.0757259740334618,0.0,3.9706825396800007,5.687333333333332,0.07996600868749937,0.0,1.0,11.3,2.928327380783708
"mp-300540417, VP2O7, LiVP2O7, mp-32417, mp-540417",0.7795504406730439,2.004,0.07368546775925486,0.0,4.062849206346667,5.779333333333334,0.00046956524999863797,0.0,1.0,10.9,2.7516364445970143
"mp-300540418, MnPO4, LiMnPO4, mp-540419, mp-540418",0.7247522337488016,1.7961111111111108,0.062226079265302,0.0,3.8598791278944447,5.590555555555555,0.10055640708333337,0.0,1.0,12.0,2.581660518301453
"mp-300540423, Cr(PO3)4, LiCr(PO3)4, mp-540424, mp-540423",0.6800811407690905,1.9176470588235293,0.06617611527813384,0.0,4.131979458447058,5.809607843137255,0.05170674805146813,0.0,2.0,10.588235294117649,2.3780021657722528
"mp-300540431, Fe5(PO4)4, Li2Fe5(PO4)4, mp-540432, mp-540431",0.9587105786213272,1.9564,0.07765412483208584,0.0,3.8614793650773342,5.5016,0.005260244399998726,0.0,2.0,12.72,3.399630964562231
"mp-300540434, Co(PO3)4, LiCo(PO3)4, mp-31572, mp-540434",0.6886663594241338,1.8235294117647056,0.06591296097965987,0.0,4.113450046682353,5.792156862745098,0.059597106139706035,0.0,1.0,10.764705882352944,2.413208934421036
"mp-300540438, Mn(PO3)3, LiMn(PO3)3, mp-540439, mp-540438",0.7725647116331751,1.8079487179487181,0.07287087700341434,0.0,4.106238474166667,5.779743589743589,0.0570482136538466,0.0,2.0,10.923076923076923,2.716597211765275
"mp-300540443, CrPO4, LiCrPO4, mp-540444, mp-540443",0.9254133818261416,2.245555555555556,0.08057360558103004,0.0,3.8989021164,5.579999999999999,0.2218240252777779,0.0,1.0,11.833333333333336,3.2772668241962
"mp-300540456, Cr(PO3)3, LiCr(PO3)3, mp-31669, mp-540456",0.7460779947871471,2.015384615384616,0.07087165782548582,0.0,4.124249084246155,5.774871794871795,0.024012589807691498,0.0,1.0,10.846153846153848,2.6154345627446087
"mp-300540459, Cr4(PO4)3, LiCr4(PO4)3, mp-540460, mp-540459",0.8931839249163471,2.4957894736842103,0.07377517944928061,0.0,3.8900125313263154,5.4970175438596485,0.03973211671052468,0.0,2.0,12.473684210526311,3.1780682321513063
"mp-300540461, V(PO3)4, LiV(PO3)4, mp-32490, mp-540461",0.7956655137427006,1.927450980392157,0.07785572383278495,0.0,4.167665732956863,5.846274509803924,0.03536034205882288,0.0,1.0,10.529411764705884,2.789682375301948
"mp-300540462, CrPO4, LiCrPO4, mp-540463, mp-540462",0.8332082242805592,2.245555555555556,0.07254551549446346,0.0,3.8989021164,5.579999999999999,0.08433393083333307,0.0,2.0,11.833333333333336,2.9507306947449266
"mp-300540465, Ni5(PO4)4, Li2Ni5(PO4)4, mp-32329, mp-540465",1.0638932707624336,2.2010666666666667,0.08354651682620473,0.0,3.834146031744,5.440266666666666,0.0454328322499995,0.0,2.0,13.12,3.7366278150347134
"mp-300540471, Mn(PO3)3, LiMn(PO3)3, mp-540472, mp-540471",0.7384033860517897,1.8079487179487181,0.06964866698368369,0.0,4.106238474166667,5.779743589743589,0.018232422115383784,0.0,1.0,10.923076923076923,2.5964745082205885
"mp-300540475, MnPO4, LiMnPO4, mp-689981, mp-540475",0.8618245014089818,1.7961111111111108,0.07399488713551462,0.0,3.8598791278944447,5.590555555555555,0.0901280541666658,0.0,2.0,12.0,3.0699295364484023
"mp-300540489, CoPO4, LiCoPO4, mp-689940, mp-540489",0.8010724537924973,1.9788888888888885,0.06691992569309707,0.0,3.8464021164,5.530555555555555,0.0059487795833321755,0.0,3.0,12.333333333333336,2.850392969903613
"mp-300540495, Co(PO3)4, LiCo(PO3)4, mp-31573, mp-540495",0.7089962131332768,1.8235294117647056,0.06785875205238404,0.0,4.113450046682353,5.792156862745098,0.06420483775735253,0.0,3.0,10.764705882352944,2.484448343657463
"mp-300553966, CuO, Li(CuO)2, mp-510751, mp-553966",1.3744228704921082,3.455,0.07654428421031834,0.0,5.04375,7.2925,0.1814469396874996,0.0,4.0,18.5,5.055299611797572
"mp-300554014, Si4Cu5O14, Li2Si4Cu5O14, mp-25205, mp-554014",1.0574672895081905,3.9408695652173913,0.08005981129231406,0.0,3.8344927536231888,5.538695652173914,0.11947198092391352,1.0,2.0,13.608695652173912,3.7805567868510495
"mp-300556288, ReO3, LiReO3, mp-755021, mp-8189",1.7669430188163882,4.342499999999999,0.0735548751203856,0.0,5.24625,8.348749999999999,0.0045016437500002855,0.0,5.0,24.75,7.151498698152838
"mp-300556321, Co(WO4)2, LiCo(WO4)2, mp-25472, mp-25483",1.6984925081736617,3.714545454545455,0.08054202437783325,0.0,3.4904545454545457,5.506060606060606,0.17892746954545302,0.0,2.0,21.727272727272727,6.743189343563068
"mp-300558256, TiO2, Li3Ti4O8, mp-2657, mp-558256",1.1478008933637611,2.4316666666666658,0.09336161117633504,0.0,5.816666666666666,8.731666666666666,0.03673304916666531,0.0,4.0,12.666666666666664,4.127214007263516
"mp-300558431, Cu(PO3)3, LiCu(PO3)3, mp-779530, mp-558431",0.7909944445857123,1.8256410256410256,0.07256514228948185,0.0,4.121172161169231,5.769743589743588,0.04906028879807866,0.0,2.0,11.230769230769232,2.784986839499489
"mp-300559117, KMnO2, KLiMnO2, mp-25544, mp-559117",0.8370643362430831,1.3070833333333334,0.05749521484637232,0.0,8.483687739466669,10.2125,0.23894660062499984,0.0,1.0,15.0,3.0082396737607167
"mp-300559893, Bi(PdO2)2, LiBi(PdO2)2, mp-25201, mp-559893",1.83813088817752,2.1650476190476184,0.06404249587218024,0.0,4.675714285714286,6.3933333333333335,0.08534149428571425,0.0,4.0,29.57142857142857,7.3806204140833405
"mp-300566471, FeMoClO4, LiFeMoClO4, mp-24968, mp-566471",0.8770673385915532,1.9775,0.054064132411346236,0.0,3.1191964285714286,4.495,0.0,0.0,4.0,16.714285714285715,3.222117964474944
"mp-300566507, Fe(SeO3)2, LiFe(SeO3)2, mp-25662, mp-566507",0.9061845559665528,1.055925925925926,0.05917454709698634,0.0,4.340740740740742,6.502222222222222,0.1109144181192132,0.0,4.0,15.777777777777779,3.3819625261146737
"mp-300566658, V(GeO3)2, LiV(GeO3)2, mp-775220, mp-566658",1.1413088090516048,3.581481481481481,0.07839277381831182,0.0,4.20925925925926,6.018518518518517,0.05149385611111157,1.0,1.0,15.0,4.2265829520283456
"mp-300566770, V2(SO4)3, LiV2(SO4)3, mp-25724, mp-770367",0.8655830459734187,0.9961372549019608,0.07979362275495162,0.0,4.169424019607844,6.144313725490195,0.060518016617646886,0.0,1.0,11.176470588235292,3.0402672564719246
"mp-300566900, Ni(WO4)2, LiNi(WO4)2, mp-510764, mp-25603",1.6093090632765763,3.753333333333334,0.07599500045513384,0.0,3.4927272727272727,5.498181818181819,0.19461236897727294,0.0,2.0,21.818181818181817,6.359749642608242
"mp-300567344, Ca9Mn(PO4)7, LiCa9Mn(PO4)7, mp-851044, mp-567344",0.8778307927536142,1.2539444444444443,0.07621600648355406,0.0,4.240829182629445,5.716222222222222,0.0,0.0,5.0,11.866666666666667,3.0386677721094237
"mp-300570512, WCl6, LiWCl6, mp-571518, mp-570512",0.7877275374438198,5.107857142857141,0.03227940503915532,0.0,11.645357142857142,13.582142857142856,0.0019967142857133524,0.0,5.0,25.142857142857146,3.0365697151906503
"mp-300571612, W6CCl18, LiW6CCl18, mp-30295, mp-571612",1.044006585434422,6.518133333333334,0.035570139847211316,0.0,7.238599999999999,8.3156,0.0,0.0,6.0,30.24,4.142163616262764
"mp-300578763, Ni(SO4)2, LiNi(SO4)2, mp-850515, mp-782632",0.9437511338445908,0.6873333333333335,0.08625665408438205,0.0,4.082840909090908,6.098787878787879,0.1574837661742423,0.0,3.0,11.272727272727273,3.2659439068828724
"mp-300578869, Na5Mn2O8, Na5LiMn2O8, mp-849237, mp-578869",0.7779500171722388,0.9017777777777778,0.07114106632922262,0.0,5.334040868451111,8.046222222222221,0.025419370916666573,0.0,3.0,11.266666666666667,2.7786352081676458
"mp-300585175, Co(PO3)3, LiCo(PO3)3, mp-585227, mp-585175",0.7071922598262129,1.8923076923076925,0.0657782750165673,0.0,4.100018315015385,5.752051282051281,0.0,0.0,3.0,11.076923076923077,2.485755516557678
"mp-300585189, Mn4(PO4)3, LiMn4(PO4)3, mp-31944, mp-585189",1.0405523560961898,1.9280701754385967,0.08452099804036077,0.0,3.840720335319298,5.510350877192981,0.02499644381578925,0.0,1.0,12.68421052631579,3.7279008302967656
"mp-300585261, Mo2P2O11, LiMo4(P2O11)2, mp-540142, mp-585261",0.902607371485604,2.5435555555555562,0.06905623347393486,0.0,3.92612169312,5.780444444444441,0.0,0.0,2.0,13.466666666666667,3.2858538350181004
"mp-300585354, Cr2P3O10, LiCr2P3O10, mp-31635, mp-585354",0.9272511647971724,2.2182222222222223,0.08283362448049351,0.0,4.025349206346667,5.657555555555555,0.05334188769444559,0.0,1.0,11.533333333333333,3.2728049426671517
"mp-300585378, Co3(P2O7)2, Li2Co3(P2O7)2, mp-540500, mp-585378",0.9595304902705772,1.9974603174603167,0.08205814109399838,0.0,3.944221466361905,5.593015873015872,0.02917210976190443,0.0,1.0,12.047619047619047,3.404482516183122
"mp-300585397, Co3P3O11, LiCo3P3O11, mp-31610, mp-585397",0.9835261845901224,2.090980392156863,0.08049801960588594,0.0,3.894131652658824,5.5154901960784315,0.03594408514705893,0.0,1.0,12.588235294117649,3.504627575153308
"mp-300585400, FePO4, LiFePO4, mp-704220, mp-585400",0.7928884771196295,1.8461111111111108,0.06714359924916423,0.0,3.873346560844445,5.567222222222222,0.027699314583333745,0.0,5.0,12.166666666666664,2.802533983209532
"mp-300585424, CrPO4, LiCrPO4, mp-689963, mp-585424",0.809788725503875,2.245555555555556,0.07050643383172124,0.0,3.8989021164,5.579999999999999,0.17128719666666647,0.0,1.0,11.833333333333336,2.867792682514464
"mp-300585432, MnPO4, LiMnPO4, mp-705467, mp-585432",0.7256526439323652,1.7961111111111108,0.062303387058013325,0.0,3.8598791278944447,5.590555555555555,0.10108970697916676,0.0,1.0,12.0,2.5848678949923234
"mp-300585433, FePO4, LiFePO4, mp-704299, mp-585433",0.7196180747325166,1.8461111111111108,0.060938894960135874,0.0,3.873346560844445,5.567222222222222,0.007070215208333508,0.0,1.0,12.166666666666664,2.54355330865202
"mp-300620862, Tl3(MoO4)2, LiTl3(MoO4)2, mp-25775, mp-620862",1.4352579683750726,2.2857948717948715,0.049165525219878464,0.0,4.742307692307693,6.555128205128206,0.11900605774038645,0.0,5.0,30.07692307692308,5.859488648116387
"mp-300630234, Ti3(BiO3)4, Li2Ti3(BiO3)4, mp-23427, mp-630234",1.895224921319172,1.5704210526315787,0.07510200506384859,0.0,5.107543859649123,7.0675438596491205,0.0,0.0,3.0,26.0,7.689444952916848
"mp-300630880, Nd2Tl(MoO4)4, LiNd2Tl(MoO4)4, mp-634591, mp-630880",1.4073100973322008,1.8680652173913042,0.06710044067123475,0.021739130434782608,3.3148913043478263,4.7505434782608695,0.06572172258152342,0.0,1.0,21.608695652173914,5.486936573668258
