,chargedensityvoldens,HeatFusion wmean,numberDensity,IsFBlock wmean,GSvolume_p wmean,ICSDVolum wmean,energysStab,metalloid,Crystal System,AtomicNum Density,density
"mp-300763466, P4WO12, LiP4WO12, mp-767549, mp-763466",0.9511630796039386,2.5315686274509805,0.07243362011018825,0.0,4.227273576094119,5.8849019607843145,0.024506387352942305,0.0,2.0,13.529411764705882,3.5356875625070323
"mp-300763479, Mn3CrCo2(PO4)6, Li4Mn3CrCo2(PO4)6, mp-762512, mp-763479",0.9612621330514058,1.1591666666666665,0.08196325547131005,0.0,2.3171343732883334,3.3412777777777776,0.04916616951388875,0.0,5.0,12.083333333333336,3.419610427772835
"mp-300763483, P2WO8, LiP2WO8, mp-767567, mp-763483",0.9911497306242182,2.762121212121212,0.06686314371863387,0.0,4.061529581527273,5.83969696969697,0.005100998863635907,0.0,3.0,15.272727272727273,3.7727879035878717
"mp-300763486, Mn3OF6, Li2Mn3OF6, mp-763856, mp-763486",1.0351110396594128,1.3493333333333333,0.07784495907095858,0.0,3.29375862069,5.082666666666666,0.07339060179166612,0.0,2.0,13.7,3.810771060173992
"mp-300763488, CrF4, LiCrF4, mp-704123, mp-763488",0.8461828706819456,2.202,0.07265192148720663,0.0,5.002,7.769000000000003,0.0,0.0,1.0,12.0,3.0881701765371443
"mp-300763515, MnF4, LiMnF4, mp-561659, mp-763515",0.9096092781760052,1.3930000000000002,0.07681732368147676,0.0,4.93175862069,7.788000000000001,0.0,0.0,2.0,12.2,3.3402801604410643
"mp-300763519, Mn3Nb2Co3O16, Li4Mn3Nb2Co3O16, mp-851279, mp-763519",1.324448310848196,1.5713541666666666,0.08948068322066932,0.0,2.544143318965625,4.000208333333333,0.06610564218749992,0.0,2.0,15.25,4.850204319077436
"mp-300763520, PWO5, LiPWO5, mp-767454, mp-763520",1.3132284864970298,3.426190476190476,0.07341972372143127,0.0,4.006916099771429,5.792380952380952,0.01136675749999938,0.0,2.0,18.428571428571427,5.134605700008891
"mp-300763526, P(WO4)2, LiP(WO4)2, mp-504791, mp-763526",1.3572177032288684,3.7854545454545456,0.06776110275505932,0.0,3.8639466089454544,5.744545454545455,1.4371363636911386e-05,0.0,3.0,20.63636363636364,5.387137641630751
"mp-300763533, Mn7Co(PO4)12, Li8Mn7Co(PO4)12, mp-762148, mp-763533",0.8871365135656033,1.2485661764705882,0.08113994689333487,0.0,2.9100770609952207,4.256176470588235,0.08149101422794214,0.0,2.0,11.264705882352946,3.136884562586377
"mp-300763539, P3W2O13, LiP3W2O13, mp-767085, mp-763539",0.9816397839913534,3.02037037037037,0.06129602733855001,0.0,4.040291005288888,5.821296296296296,0.0026848614814785066,0.0,1.0,16.5,3.780689608739744
"mp-300763543, P3W2O13, LiP3W2O13, mp-767771, mp-763543",1.0941239528724596,3.02037037037037,0.0683198183496029,0.0,4.040291005288888,5.821296296296296,0.010434225509257544,0.0,2.0,16.5,4.2139113825225705
"mp-300763561, P2WO8, LiP2WO8, mp-767148, mp-765954",1.0770183495000845,2.762121212121212,0.07265585659280448,0.0,4.061529581527273,5.83969696969697,0.07158850227272673,0.0,1.0,15.272727272727273,4.09964476141967
"mp-300763566, P2WO7, LiP2WO7, mp-773366, mp-763566",1.0951076916607778,3.031,0.07051815936411196,0.0,4.1641825396800005,5.845,0.0,0.0,1.0,16.0,4.189576471920439
"mp-300763587, Ti3Mn3(SbO8)2, Li4Ti3Mn3(SbO8)2, mp-763292, mp-763587",1.2375520136353868,1.2945833333333332,0.08248308855205731,0.0,3.0242995689656254,4.456145833333333,0.08447255482638916,1.0,2.0,15.458333333333336,4.610776455062592
"mp-300763600, Co2C2O7, LiCo2C2O7, mp-763662, mp-763600",0.6854256502516572,8.143636363636364,0.0636732955875349,0.0,2.8940909090909086,4.7,0.09424068727272683,0.0,1.0,11.090909090909092,2.440328733602502
"mp-300763606, P3(WO6)2, LiP3(WO6)2, mp-767435, mp-763461",1.1679899525330109,3.1937254901960785,0.07078713035792435,0.0,4.099425770305883,5.823333333333332,0.003886971470587141,0.0,1.0,17.0,4.512295974924284
"mp-300763620, Co2C2O7, LiCo2C2O7, mp-763630, mp-763620",0.7174450878540992,8.143636363636364,0.06664777300059696,0.0,2.8940909090909086,4.7,0.10210228465909132,0.0,2.0,11.090909090909092,2.554327901253061
"mp-300763649, NbCr3(PO4)6, Li6NbCr3(PO4)6, mp-849254, mp-763649",0.8128052267300325,1.5405882352941176,0.07208292984500278,0.0,2.9830252100823533,4.299705882352941,0.03866799566176482,0.0,5.0,11.617647058823529,2.88230201440488
"mp-300763820, MnF3, Li3Mn5F15, mp-765234, mp-763820",0.8285916604647104,1.709375,0.06566913972065014,0.0,4.9512607758625,7.682500000000001,0.022048407666666492,0.0,3.0,13.0,3.051472965180136
"mp-300763824, Ba2VP2O9, Ba2LiVP2O9, mp-566252, mp-763824",1.0258411759619943,1.3357142857142856,0.06243439937589645,0.0,4.772776360542856,5.961785714285713,0.0,0.0,1.0,16.928571428571427,3.936216455408215
"mp-300763825, Na2VPO6, Na2LiVPO6, mp-569374, mp-763825",0.7314295212260765,1.1640000000000001,0.06977708955080998,0.0,3.7174226190450006,5.413749999999999,0.0,0.0,1.0,10.8,2.594173002342599
"mp-300763827, RbVPO5, RbLiVPO5, mp-654373, mp-763827",0.8427478421212785,1.3540625,0.060402361355505765,0.0,5.369616815475,6.64875,0.0,0.0,3.0,14.375,3.1015421212372787
"mp-300763834, K2MnPCO7, K2LiMnPCO7, mp-769604, mp-763834",0.7228470051215696,2.5843333333333334,0.0638357136191793,0.0,4.144102627258333,5.160666666666666,0.0,0.0,1.0,11.666666666666664,2.545055516334448
"mp-300763837, Na2SrVP2O9, Na2SrLiVP2O9, mp-565217, mp-763837",0.9527806966592156,0.9758666666666668,0.07959331658502865,0.0,3.3708285714266664,4.582666666666666,0.0,0.0,3.0,12.333333333333336,3.440620036571608
"mp-300763838, Na2CaVP2O9, Na2LiCaVP2O9, mp-566264, mp-763838",0.8962822784980223,0.9906666666666666,0.08294375998372372,0.0,3.15136190476,4.424133333333333,0.0,0.0,3.0,11.133333333333333,3.148916429731082
"mp-300763840, Rb2V(PO4)2, Rb2LiV(PO4)2, mp-19481, mp-763840",0.8393255981976119,1.244615384615385,0.05885787455985221,0.0,6.008374542123077,7.248461538461537,0.0,0.0,3.0,14.692307692307693,3.0961181892141503
"mp-300763841, SrVPO6, SrLiVPO6, mp-25164, mp-763841",1.0092304050188718,1.3552777777777776,0.07547016015880757,0.0,4.012228835977776,5.364166666666666,0.0,0.0,1.0,13.777777777777779,3.6974144601398073
"mp-300763842, Na3MnBPO7, Na3LiMnBPO7, mp-770015, mp-763842",0.8124874735992574,1.3998461538461542,0.08121183981327053,0.0,2.9491588354153846,4.303692307692307,0.00899909453983394,1.0,1.0,10.307692307692307,2.8805938940277116
"mp-300763851, BaCaVP2O9, BaLiCaVP2O9, mp-565627, mp-763851",1.0250468514406854,1.0888571428571427,0.07355967733933659,0.0,3.4493639455771428,4.502428571428571,0.0027220920535713233,0.0,1.0,14.357142857142858,3.789128142131697
"mp-300763869, Fe5Co3O16, Li4Fe5Co3O16, mp-771671, mp-773387",1.3029787681303593,1.6829166666666666,0.0950414391351134,0.0,3.1953472222222223,5.139166666666666,0.16413755747395786,0.0,2.0,14.125,4.682092133022004
"mp-300763904, MnVP2(O4F)2, LiMnVP2(O4F)2, mp-777435, mp-778336",0.8797046554717646,1.0537142857142858,0.07930655129575626,0.0,2.2984723199614288,3.368285714285714,0.00795645853174598,0.0,2.0,11.428571428571427,3.1400837997322584
"mp-300763959, Mn3FeO8, Li2Mn3FeO8, mp-773229, mp-770175",1.2167632740265428,1.5083333333333335,0.09117326676311427,0.0,3.1953544061305554,5.201666666666667,0.05982767161458202,0.0,1.0,13.75,4.398761332235779
"mp-300763961, TiV3O8, Li2TiV3O8, mp-849354, mp-776619",1.0366569401232302,2.2336111111111108,0.08268918828897323,0.0,3.571111111111111,5.505277777777778,0.029623602708333863,0.0,1.0,12.916666666666664,3.760959642514794
"mp-300764017, Co3NiO8, Li2Co3NiO8, mp-773140, mp-769860",1.4533657123515236,1.8844444444444441,0.10386618359316672,0.0,3.16375,5.08611111111111,0.07500227486111033,0.0,1.0,14.416666666666664,5.224350268222875
"mp-300764036, Mn3CrO8, Li2Mn3CrO8, mp-773120, mp-761312",1.2339244351329437,1.7080555555555554,0.09359363775032443,0.0,3.208132183908333,5.2080555555555526,0.04336565604166687,0.0,5.0,13.583333333333336,4.465686625272821
"mp-300764273, Na2MnPCO7, Na2LiMnPCO7, mp-780530, mp-764273",0.7691560764125683,2.593166666666667,0.07668989755005927,0.0,2.6819915161449996,3.965,0.0,0.0,1.0,10.333333333333334,2.715642522852096
"mp-300764280, MnF4, LiMnF4, mp-765253, mp-764361",0.8934930846849473,1.3930000000000002,0.07545629661016277,0.0,4.93175862069,7.788000000000001,0.07886305774999869,0.0,1.0,12.2,3.281098044920036
"mp-300764301, K2VPO6, K2LiVPO6, mp-565565, mp-764301",0.7024494912162128,1.15075,0.05836567848786736,0.0,5.910589285714999,7.2072499999999975,0.0,0.0,1.0,12.4,2.482162366816328
"mp-300764302, RbV(PO4)2, RbLiV(PO4)2, mp-565681, mp-764302",0.8170081900775591,1.3027083333333334,0.06559202768143632,0.0,4.6190203373,5.913124999999999,0.0,0.0,1.0,12.833333333333336,2.9621372699042365
"mp-300764310, KMnPCO7, KLiMnPCO7, mp-773432, mp-764256",0.6994203399120332,2.776818181818182,0.06551031596651889,0.0,3.1916271085236363,4.254727272727273,0.0,0.0,1.0,11.0,2.4626028607062302
"mp-300764313, KMnP3HO10, KLiMnP3HO10, mp-542842, mp-764313",0.7266411030029472,0.9140625,0.07046202871200373,0.0,3.1121245894900005,4.380249999999998,0.0,0.0,1.0,10.625,2.5445618200058058
"mp-300764317, Mn2F5, LiMn2F5, mp-766778, mp-764317",0.8602173549718581,1.9353571428571428,0.06530504849804235,0.0,4.965190886699999,7.607142857142858,0.0689820430952377,0.0,1.0,13.571428571428573,3.1737457192199687
"mp-300764324, VF4, LiVF4, mp-766158, mp-782719",0.8047139645265552,2.252,0.07026250867505716,0.0,5.184,7.956000000000001,0.04613312299999972,0.0,1.0,11.8,2.9619960856502794
"mp-300764332, Mn5O5F, LiMn5O5F, mp-767352, mp-764332",1.0882531768297017,1.997121212121212,0.07088225114798277,0.0,3.262740334378788,4.9763636363636365,0.05944499545454464,0.0,1.0,15.818181818181818,3.9985291960601295
"mp-300764358, FeF3, LiFeF3, mp-556197, mp-764358",0.9370090347874408,1.821875,0.07286047890947434,0.0,4.9815625,7.630000000000001,0.0,0.0,5.0,13.25,3.4130682574628235
"mp-300764362, NiF3, LiNiF3, mp-614777, mp-764362",1.1784367279475674,2.280625,0.08830142103571682,0.0,4.930312499999999,7.5150000000000015,0.0,0.0,5.0,13.75,4.24079581215216
"mp-300764394, Mn5OF11, Li3Mn5OF11, mp-767182, mp-764394",0.9499288771861132,1.3250000000000002,0.07171601476548882,0.0,3.300498647735294,5.078039215686276,0.05052466556372704,0.0,2.0,13.647058823529413,3.500268437936765
"mp-300764395, Mn3Cr2Sb3O16, Li4Mn3Cr2Sb3O16, mp-775041, mp-764395",1.3590749865657463,1.4960416666666667,0.08318354362774308,0.0,3.064612068965625,4.468854166666667,0.09470099970486244,1.0,1.0,16.833333333333332,5.122744368866365
"mp-300764431, Mn2F5, LiMn2F5, mp-765924, mp-764431",1.1110470158951964,1.9353571428571428,0.08434726274386167,0.0,4.965190886699999,7.607142857142858,0.06915803452380942,0.0,1.0,13.571428571428573,4.099174110088558
"mp-300764438, CrNi5(PO4)6, Li4CrNi5(PO4)6, mp-772386, mp-764438",0.9846325473146011,1.5619444444444444,0.08188530119441281,0.0,2.8939682539666665,4.145069444444443,0.08829868811631769,0.0,5.0,12.388888888888893,3.457099111321632
"mp-300764639, MnFe(PO4)2, Li2MnFe(PO4)2, mp-764402, mp-764639",0.9633991403819872,1.3658333333333332,0.08214547015735464,0.0,2.899959633277084,4.184166666666666,0.011784399999999806,0.0,3.0,12.083333333333336,3.4183936815905867
"mp-300764670, MnFe(PO4)2, Li2MnFe(PO4)2, mp-764401, mp-764670",0.9681734997828538,1.3658333333333332,0.08255256206894684,0.0,2.899959633277084,4.184166666666666,0.013494750833332958,0.0,3.0,12.083333333333336,3.43533436518212
"mp-300764671, Mn7O7F, LiMn7O7F, mp-767193, mp-764671",1.099087094549187,2.0481111111111114,0.07077440828757013,0.0,3.2634578544066666,4.963111111111111,0.061612293333332964,0.0,1.0,16.0,4.039370588655483
"mp-300764682, VOF3, LiVOF3, mp-764252, mp-764682",0.6295684978356348,1.499,0.05591767697315106,0.0,3.415833333333333,5.366666666666667,0.044795445500000135,0.0,1.0,11.6,2.301579789665646
"mp-300764694, VF5, LiVF5, mp-766154, mp-764694",0.6539555718061902,1.8979166666666665,0.05945038937536674,0.0,5.128958333333333,7.998333333333335,0.030961886666666768,0.0,4.0,11.333333333333336,2.401085132114784
"mp-300764698, VF3, LiVF3, mp-559931, mp-764698",0.8754986349874682,2.783125,0.07216216953009788,0.0,5.2665625,7.892500000000001,0.0,0.0,5.0,12.5,3.2334624685155613
"mp-300764707, MnFeCo(PO4)3, Li3MnFeCo(PO4)3, mp-764415, mp-764707",0.9882996500833321,1.124222222222222,0.08369146173538418,0.0,2.3159255610277785,3.3376666666666663,0.028626379583333694,0.0,1.0,12.166666666666664,3.5100726819008115
"mp-300764708, MnFeCo(PO4)3, Li3MnFeCo(PO4)3, mp-764392, mp-764708",0.9891078555043241,1.124222222222222,0.08375990240827072,0.0,2.3159255610277785,3.3376666666666663,0.027622892083332573,0.0,1.0,12.166666666666664,3.512943126881084
"mp-300764752, V2OF7, LiV2OF7, mp-764284, mp-764752",0.6547900236615553,1.5001666666666666,0.05766075351867728,0.0,3.435916666666666,5.335333333333334,0.08820906875000123,0.0,1.0,11.7,2.4020399095377667
"mp-300764776, V3O5F3, LiV3O5F3, mp-765773, mp-764776",1.0214509929286966,2.0110606060606058,0.08512074833911559,0.0,3.4447727272727264,5.384848484848487,0.06276034196969515,0.0,1.0,12.363636363636365,3.724047645616509
"mp-300764781, CoO2, Li(CoO2)2, mp-770908, mp-771219",1.2847746265662496,2.773333333333333,0.09235148250180232,0.0,4.7425,7.639999999999999,0.1132221608333328,0.0,5.0,14.333333333333336,4.648238414730431
"mp-300764788, Mn2OF3, LiMn2OF3, mp-763860, mp-764788",1.0190328719841282,1.4891666666666667,0.07411133555563194,0.0,3.289037356322222,5.056666666666667,0.06161774104166717,0.0,1.0,14.166666666666664,3.750823040189757
"mp-300764804, MnFeCo(PO4)3, Li3MnFeCo(PO4)3, mp-764410, mp-764804",0.9873391006549764,1.124222222222222,0.08361012022552791,0.0,2.3159255610277785,3.3376666666666663,0.026484061666665504,0.0,3.0,12.166666666666664,3.506661167682625
"mp-300764810, MnF4, LiMnF4, mvc-2979, mp-764810",0.7816724405221835,1.3930000000000002,0.0660129423887251,0.0,4.93175862069,7.788000000000001,0.3188046237499993,0.0,2.0,12.2,2.8704686810973565
"mp-300764841, VO2F, LiVO2F, mp-764232, mp-764841",0.7768643554432902,1.8495833333333327,0.06670034352313145,0.0,3.410625,5.418333333333332,0.006165513749999185,0.0,3.0,12.0,2.822644884179864
"mp-300764851, NaV(OF)2, NaLiV(OF)2, mp-18953, mp-764851",0.8173309055072202,1.04375,0.07430266317132306,0.0,3.3282638888875,5.05,0.0,0.0,1.0,11.333333333333336,2.9596754293202077
"mp-300764857, Ni2(SO4)3, Li2Ni2(SO4)3, mp-779193, mp-764857",0.884032156376096,0.8384901960784314,0.0774196332534481,0.0,4.063933823529412,6.025882352941178,0.048113370612746564,0.0,3.0,11.764705882352946,3.067058052086517
"mp-300764909, Mn3Cr(PO4)4, Li4Mn3Cr(PO4)4, mp-775395, mp-767307",0.9731082528054228,1.4313541666666665,0.08384064718943665,0.0,2.9022261562656246,4.1909375,0.015428905937501012,0.0,1.0,11.958333333333336,3.46134856273116
"mp-300764914, Ti4VO8, LiTi4VO8, mp-770251, mp-768022",1.176988433875279,2.047692307692308,0.09008274677332424,0.0,3.913076923076924,5.72923076923077,0.12882329846153873,0.0,1.0,13.461538461538465,4.262101773373893
"mp-300764920, VF5, LiVF5, mp-766786, mp-764920",0.6708523466211572,1.8979166666666665,0.06098645678612868,0.0,5.128958333333333,7.998333333333335,0.03706411916666763,0.0,2.0,11.333333333333336,2.4631238952020897
"mp-300764931, MnFeCo(PO4)3, Li3MnFeCo(PO4)3, mp-763496, mp-764931",0.995110443089884,1.124222222222222,0.08426821517473568,0.0,2.3159255610277785,3.3376666666666663,0.0263605995833327,0.0,1.0,12.166666666666664,3.534262084854018
"mp-300764942, Mn2Co5O12, Li4Mn2Co5O12, mp-771625, mp-774397",1.3840896443829147,1.9203508771929825,0.09642188594039099,0.0,3.1835117967333333,5.058245614035086,0.1056381992105262,0.0,1.0,14.789473684210524,5.026977155197367
"mp-300765001, Mn3TeO8, Li2Mn3TeO8, mp-771471, mp-765001",1.2816093355278215,1.6075,0.08295979350808272,0.0,3.8629469987222222,5.817222222222222,0.006679224635416148,1.0,3.0,15.916666666666664,4.826227906357966
"mp-300765014, Na2Mn(PO3)5, Na2LiMn(PO3)5, mp-567904, mp-765014",0.743002514938319,1.2403260869565216,0.07275567514586649,0.0,3.4608743842336955,4.85945652173913,0.0,0.0,1.0,10.521739130434783,2.604202901665789
"mp-300765024, VF5, LiVF5, mp-766781, mp-765024",0.6979516488077834,1.8979166666666665,0.06345002485749776,0.0,5.128958333333333,7.998333333333335,0.006774371250000577,0.0,3.0,11.333333333333336,2.562622598747471
"mp-300765030, Mn3Cr5O16, Li4Mn3Cr5O16, mp-773259, mp-771517",1.2034999861768385,2.0451388888888893,0.09213378867551572,0.0,3.2373994252875,5.200138888888889,0.0768789346875014,0.0,2.0,13.458333333333336,4.339770352330364
"mp-300765033, Mn5Fe3O16, Li4Mn5Fe3O16, mp-773198, mp-772481",1.2153764036985624,1.5208333333333333,0.09079421322830447,0.0,3.1987212643680563,5.195833333333333,0.09795537846354296,0.0,2.0,13.791666666666664,4.38617091507129
"mp-300765046, V2OF7, LiV2OF7, mp-765500, mp-764204",0.7691119695527293,1.5001666666666666,0.0677279343027476,0.0,3.435916666666666,5.335333333333334,0.07887930925000043,0.0,2.0,11.7,2.82141996519444
"mp-300765048, V2OF5, LiV2OF5, mp-764357, mp-765048",0.9847093180561102,1.8539583333333327,0.08198359556384067,0.0,3.4859375,5.300833333333334,0.042456365000000496,0.0,2.0,12.375,3.6225092509608094
"mp-300765055, Mn2F7, LiMn2F7, mp-765941, mp-766857",0.8107930534329421,1.5336111111111108,0.06653316852836391,0.0,4.940426245211111,7.7411111111111115,0.065245233935185,0.0,2.0,12.555555555555555,2.9813264396418515
"mp-300765102, Ti(PO3)4, LiTi(PO3)4, mp-766396, mp-765102",0.7752714225027451,1.7833333333333332,0.07628634647130345,0.0,4.239822595701962,5.920588235294117,0.03890289161764837,0.0,1.0,10.470588235294116,2.7105395229244493
"mp-300765110, VFe(P2O7)2, LiVFe(P2O7)2, mp-767722, mp-765110",0.8245368242718745,1.406875,0.07687973887639245,0.0,3.01863690476,4.30825,0.01638478679166511,0.0,2.0,11.05,2.9022195933624237
"mp-300765113, V(CO3)2, LiV(CO3)2, mp-762253, mp-763116",0.6919232788232637,9.541481481481481,0.07730124355245767,0.0,2.9229629629629628,4.791851851851852,0.06529351249999849,0.0,4.0,9.222222222222221,2.4382922674118
"mp-300765133, VCr(P2O7)2, LiVCr(P2O7)2, mp-767779, mp-767608",0.824578198219164,1.49675,0.07758572988158932,0.0,3.02438690476,4.311125,0.0261502272499996,0.0,2.0,10.95,2.9040773575673264
"mp-300765157, VF3, LiV2F6, mp-765007, mp-559701",0.8846330953142646,2.783125,0.07291506901883056,0.0,5.2665625,7.892500000000001,0.0020287118749999773,0.0,1.0,12.5,3.2671985972272437
"mp-300765263, VF5, LiVF5, mp-765273, mp-765263",0.6844378024343829,1.8979166666666665,0.062221495789936514,0.0,5.128958333333333,7.998333333333335,0.006696910833333902,0.0,1.0,11.333333333333336,2.513004708780977
"mp-300765266, Mn2F7, LiMn2F7, mp-765269, mp-765266",0.8454569280766979,1.5336111111111108,0.06937766430167389,0.0,4.940426245211111,7.7411111111111115,0.061288374212962175,0.0,1.0,12.555555555555555,3.1087872331677637
"mp-300765272, V2OF5, LiV2OF5, mp-764744, mp-764220",0.8949934039832996,1.8539583333333327,0.07451414942362809,0.0,3.4859375,5.300833333333334,0.0011231750000000318,0.0,2.0,12.375,3.2924659349000573
"mp-300765286, Sn(PO3)4, LiSn(PO3)4, mp-757495, mp-765286",0.9526928443073852,1.6460784313725492,0.08100255647139143,0.0,4.565214752564706,6.104509803921569,0.04334073676470673,0.0,2.0,12.117647058823529,3.4386378169798566
"mp-300765295, V6F13, LiV6F13, mp-767323, mp-765295",0.8444146122126255,3.4819736842105264,0.06482362026732677,0.0,5.375197368421053,7.808947368421053,0.042641875789474426,0.0,2.0,13.421052631578947,3.1308467900883437
"mp-300765312, VFeP2(HO5)2, LiVFeP2(HO5)2, mp-765969, mp-765318",0.8809085555484208,0.933875,0.09019636926112733,0.0,2.16450595238,3.766,0.05318573621093847,0.0,2.0,10.0625,3.0960643667778083
"mp-300765321, VF5, LiVF5, mp-764959, mp-767609",0.6932802552977826,1.8979166666666665,0.06302535355707889,0.0,5.128958333333333,7.998333333333335,0.00977630583333422,0.0,3.0,11.333333333333336,2.5454709542219245
"mp-300765322, MnCr3O8, Li2MnCr3O8, mp-764180, mp-775608",1.1850044449020665,2.1575,0.09099959736052506,0.0,3.2471551724138887,5.1975,0.09107836979166528,0.0,3.0,13.416666666666664,4.267823609300882
"mp-300765329, VF5, LiVF5, mp-765218, mp-765329",0.7233989045723752,1.8979166666666665,0.06576340718645493,0.0,5.128958333333333,7.998333333333335,0.012845445416666657,0.0,1.0,11.333333333333336,2.6560555934396426
"mp-300765367, VF4, LiVF4, mp-765216, mp-765367",0.7195979793752695,2.252,0.06283072184307792,0.0,5.184,7.956000000000001,0.020206476499999404,0.0,3.0,11.8,2.6487006465774603
"mp-300765368, VF5, LiVF5, mp-558797, mp-765368",0.7059434357730991,1.8979166666666665,0.06417654951356998,0.0,5.128958333333333,7.998333333333335,0.0,0.0,3.0,11.333333333333336,2.5919655108484414
"mp-300765375, V4O7F5, Li3V4O7F5, mp-764254, mp-765375",0.8896831527277879,1.8503125,0.07599100036796623,0.0,3.423177083333333,5.39875,0.008302931249999368,0.0,2.0,12.0625,3.2394616672754166
"mp-300765380, V5F11, LiV5F11, mp-765348, mp-765380",0.8340097534474049,3.44703125,0.06424531461582167,0.0,5.369765624999999,7.813125,0.07528438312500008,0.0,1.0,13.375,3.091706124116077
"mp-300765418, V2P4H3O16, Li4V2P4H3O16, mp-771427, mp-765418",0.8095072372558506,1.2086,0.08797849325442404,0.0,2.818259523808,4.775399999999999,0.07698786599999963,0.0,2.0,9.48,2.8329653008993487
"mp-300765441, Mn5O3F5, LiMn5O3F5, mp-767195, mp-765441",1.0153786372129818,1.70474358974359,0.07010254190149093,0.0,3.2894982316538464,5.004615384615385,0.09641979307692328,0.0,5.0,14.923076923076925,3.740103421440864
"mp-300765448, CoPO4, LiCoPO4, mp-767020, mp-765448",0.8132508761316798,1.9788888888888885,0.06793728575102803,0.0,3.8464021164,5.530555555555555,0.0677876904166661,0.0,1.0,12.333333333333336,2.89372649018106
"mp-300765461, Mn5Co(PO4)6, Li4Mn5Co(PO4)6, mp-772281, mp-765461",0.95688705400561,1.3699305555555554,0.08177820458674015,0.0,2.8932247194840284,4.185416666666667,0.06280483409722137,0.0,5.0,12.055555555555555,3.407917068286217
"mp-300765498, VOF3, LiVOF3, mp-764241, mp-765498",0.6732243438261968,1.499,0.0597951478162478,0.0,3.415833333333333,5.366666666666667,0.029157247499999706,0.0,3.0,11.6,2.461177058553877
"mp-300765519, CoO2, Li(CoO2)2, mp-540000, mp-774082",1.3195725039753188,2.773333333333333,0.0948528049129029,0.0,4.7425,7.639999999999999,0.06079112666666475,0.0,3.0,14.333333333333336,4.774135071762188
"mp-300765522, Ti3Co3(TeO8)2, Li4Ti3Co3(TeO8)2, mp-761356, mp-765522",1.2600982246738162,1.3471875,0.08221301072166695,0.0,3.0834548611104164,4.500104166666667,0.06757182010416507,1.0,2.0,15.791666666666664,4.730294098078833
"mp-300765528, VOF3, LiVOF3, mp-781081, mp-765230",0.7739605570501005,1.499,0.06874244274907547,0.0,3.415833333333333,5.366666666666667,0.02181721649999968,0.0,1.0,11.6,2.8294490309296565
"mp-300765530, VF4, LiVF4, mp-764923, mp-767699",0.7702936127040895,2.252,0.06725714232734202,0.0,5.184,7.956000000000001,0.041568720999999975,0.0,1.0,11.8,2.83530144400226
"mp-300765532, V3O5F, LiV3O5F, mp-765777, mp-765532",1.083142914214917,2.439074074074074,0.0851158393976855,0.0,3.491203703703704,5.365185185185187,0.07273368555555493,0.0,2.0,13.111111111111107,3.9546403117236286
"mp-300765541, VF4, LiVF4, mp-765239, mp-765176",0.8273873483666122,2.252,0.07224220444148041,0.0,5.184,7.956000000000001,0.055779147249999994,0.0,3.0,11.8,3.0454524156547014
"mp-300765552, MnCoO4, LiMnCoO4, mp-766792, mp-768015",1.2177419032755177,1.6661111111111109,0.08961719290619066,0.0,3.1751436781611115,5.153333333333333,0.05481921916666632,0.0,3.0,14.0,4.4115277767949745
"mp-300765660, Mn2V3O12, Li3Mn2V3O12, mp-850239, mp-775642",0.8640323037506289,1.822745098039216,0.07038896228824094,0.0,3.318924949290196,5.379607843137255,0.07703647363970667,0.0,1.0,12.647058823529413,3.1262473848891195
"mp-300765682, V3CrO8, Li2V3CrO8, mp-849352, mp-849964",1.0558709739409573,2.423888888888889,0.08314891110744016,0.0,3.418333333333333,5.348055555555555,0.037556538802084205,0.0,1.0,13.083333333333336,3.829378681683604
"mp-300765710, Fe5Ni(PO4)6, Li4Fe5Ni(PO4)6, mp-770337, mp-765710",0.9657972300638428,1.4100694444444444,0.08141415152170972,0.0,2.902162698411112,4.169027777777777,0.0627162596701396,0.0,5.0,12.222222222222221,3.408875006959154
"mp-300765765, V2F7, LiV2F7, mp-765229, mp-766914",0.7515680532432287,2.4880555555555555,0.06393643900386206,0.0,5.220694444444444,7.927777777777778,0.0020822177777777284,0.0,3.0,12.111111111111107,2.7706770774280547
"mp-300765780, V2OF5, LiV2OF5, mp-765708, mp-765780",0.8918572704847108,1.8539583333333327,0.07425304546567016,0.0,3.4859375,5.300833333333334,0.0040907324999999144,0.0,1.0,12.375,3.2809288524305704
"mp-300765781, VF5, LiVF5, mp-765975, mp-765781",0.71211965217213,1.8979166666666665,0.06473802262522921,0.0,5.128958333333333,7.998333333333335,0.08219894958333374,0.0,3.0,11.333333333333336,2.6146423133833254
"mp-300765791, V3(OF)4, Li2V3(OF)4, mp-764325, mp-765791",0.9563611995068758,2.012121212121212,0.07911488249886475,0.0,3.463030303030303,5.356363636363636,0.10715860886363693,0.0,1.0,12.454545454545455,3.4971071517538457
"mp-300765796, Mn3CoO8, Li2Mn3CoO8, mp-772359, mp-775027",1.1730121386720478,1.5747222222222217,0.08736546357729755,0.0,3.1818821839083333,5.183333333333334,0.028560331249999567,0.0,5.0,13.833333333333336,4.252384065301156
"mp-300765803, FeCoO4, Li2Fe3(CoO4)3, mp-771871, mp-763110",1.1772503616069248,1.7161111111111111,0.08561803939863362,0.0,3.188611111111112,5.13,0.11443455697916605,0.0,1.0,14.166666666666664,4.2361546395887055
