,chargedensityvoldens,HeatFusion wmean,numberDensity,BCCenergy_p wstd,energysStab,NfValenc wstd,metalloid,BCCvolume_padiff wstd,density,nelements
"mp-300504264, CuPO4, LiCuPO4, mp-504265, mp-504264",1.0321369163223553,1.8344444444444443,0.08395355502819782,0.4515331616838249,0.0003916124999996384,0.0,0.0,0.6165646398230734,3.6831019157677316,3.0
"mp-300504315, V6P7O24, LiV6P7O24, mp-32423, mp-504315",0.9367678397315524,2.378918918918919,0.08209346012781737,0.3059423561458652,0.023164344916839497,0.0,0.0,0.6708778772787726,3.3396441754514874,3.0
"mp-300504340, Sb(PO3)4, LiSb(PO3)4, mp-504341, mp-504340",0.7279603876592525,1.8939215686274509,0.06159570705902012,0.6179904956020561,0.047251221838236816,0.0,1.0,0.7032883897774246,2.6331486682182907,3.0
"mp-300504353, Sb(PO3)4, LiSb(PO3)4, mp-26952, mp-504353",0.9225081079694296,1.8939215686274509,0.07805718572238257,0.6179904956020561,0.0346918147794133,0.0,1.0,0.7032883897774246,3.33685875921219,3.0
"mp-300504354, Bi(PO3)4, LiBi(PO3)4, mp-504355, mp-504354",1.0047227249261803,1.7236470588235295,0.07363111330393668,0.6178528156994537,0.020053568345588246,0.3882154877102614,0.0,0.7394379944175832,3.774955234684088,3.0
"mp-300504356, Cr4(PO4)3, LiCr4(PO4)3, mp-504357, mp-504356",0.9520214030599932,2.4957894736842103,0.0786350357311737,0.5222387672414388,0.06730696671052527,0.0,0.0,0.5814134992288493,3.3874198728738283,3.0
"mp-300504358, Cr6P7O24, LiCr6P7O24, mp-504359, mp-504358",0.9324947246385098,2.351891891891892,0.08060716360481159,0.32246404096904685,0.01588445884009104,0.0,0.0,0.6694048874564308,3.3020708927699767,3.0
"mp-300504371, Ni6P7O24, LiNi6P7O24, mp-504372, mp-504371",1.056292148492426,2.161621621621621,0.08659582302086909,0.3354145116138615,0.015830599206080542,0.0,0.0,0.6716144658673494,3.70356537268924,3.0
"mp-300504376, Co5(P2O7)4, Li6Co5(P2O7)4, mp-704226, mp-504376",0.8523220964494185,1.9144715447154483,0.0751650952819441,0.3767327091420966,0.06125807888719504,0.0,0.0,0.7057774125575405,3.0151523895974286,3.0
"mp-300504383, Mo4P9O32, Li3Mo4P9O32, mp-504259, mp-705341",0.7872076129755917,2.3986666666666667,0.06529111912081652,0.3767269599149597,0.03956374505555616,0.0,0.0,0.7148226271680536,2.8297326238530727,3.0
"mp-300504387, Mn5(P2O7)4, LiMn5(P2O7)4, mp-540042, mp-540517",0.8046981308492704,1.7807317073170734,0.07247832163197761,0.32876406537747743,0.03726871146341537,0.0,0.0,0.6961701451057272,2.8487382428270327,3.0
"mp-300504389, Cr4P9O32, Li3Cr4P9O32, mp-504406, mp-705371",0.7475620781217938,1.9103703703703705,0.07116966745234764,0.4063910579580433,0.0971008493194434,0.0,0.0,0.7140090491800851,2.6228845082251664,3.0
"mp-300504397, Mn4(PO4)3, LiMn4(PO4)3, mp-540522, mp-504397",0.8928796090944584,1.9280701754385967,0.0725259764666513,0.4753662567756634,0.031759466973683814,0.0,0.0,0.5855784450620373,3.198845898140071,3.0
"mp-300504399, V4P9O32, Li3V4P9O32, mp-705008, mp-705002",0.7687833565655787,1.925185185185185,0.0737961112782179,0.4205260055754668,0.05574027984722196,0.0,0.0,0.7148226271680536,2.7081920846396774,3.0
"mp-300505393, Mo4O5, Li(Mo4O5)2, mp-637219, mp-505393",1.6612628835323082,8.389999999999999,0.07405965043988456,1.7269818349999997,0.4761882399999989,0.0,0.0,0.4930555555555556,6.336926731326556,2.0
"mp-300510529, Cr(SiO3)2, LiCr(SiO3)2, mp-25502, mp-510529",0.9221710335931976,4.545925925925926,0.08551023642738945,0.26768804947797986,0.11129598944444652,0.0,1.0,0.5850288117370069,3.2210892574585466,3.0
"mp-300510708, Fe(SiO3)2, LiFe(SiO3)2, mp-25523, mp-510708",0.9161979855892668,4.279629629629628,0.08329056183093593,0.30710151995740936,0.14823046331018652,0.0,1.0,0.586073165935708,3.1966240779274413,3.0
"mp-300540004, WO2, Li(WO2)2, mp-540010, mp-540004",1.8506916362350443,8.791666666666668,0.06355898145015343,1.3398828999999999,0.2640781575000002,2.333333333333333,0.0,0.5916666666666666,7.593364566153863,2.0
"mp-300540020, Fe4(PO4)3, LiFe4(PO4)3, mp-31780, mp-540020",1.0213926852058737,1.9912280701754383,0.08161018854794139,0.4357565623544927,0.01900743026315688,0.0,0.0,0.5833773781437059,3.625391368099534,3.0
"mp-300540021, Mn2P3O11, LiMn2P3O11, mp-31921, mp-540021",0.8762985536237312,1.747083333333333,0.07893781648936253,0.3420964759236525,0.029813115781250232,0.0,0.0,0.6764857440343994,3.103227253736893,3.0
"mp-300540028, VP2O7, LiVP2O7, mp-32442, mp-540028",0.8921289126289785,2.004,0.08432672576243573,0.380614837232814,0.10511747399999916,0.0,0.0,0.7122961737400054,3.1490129453960383,3.0
"mp-300540032, Mn5(P3O11)2, Li4Mn5(P3O11)2, mp-31954, mp-540032",0.8350820061711962,1.8245454545454545,0.07261568352768864,0.3251744158240681,0.017975036893938427,0.0,0.0,0.6562988580527912,2.9689261411218246,3.0
"mp-300540038, Mo(PO4)2, LiMo(PO4)2, mp-32119, mp-540038",0.7544535409089763,2.3127272727272725,0.06287100451597538,0.41386570291260455,0.0,0.0,0.0,0.6717678899836614,2.713280446840547,3.0
"mp-300540068, MnP2O7, LiMnP2O7, mp-540069, mp-540068",0.8480254316612342,1.717666666666667,0.07871364416810822,0.3823743928095525,0.12505910449999913,0.0,0.0,0.7133187413408727,2.9916413063477347,3.0
"mp-300540073, Fe(PO3)4, LiFe(PO3)4, mp-540074, mp-540073",0.7751085714547966,1.7766666666666666,0.0745940511908441,0.5098884958197833,0.07331244015931483,0.0,0.0,0.8173678892278569,2.708540109805042,3.0
"mp-300540078, Ni(PO3)4, LiNi(PO3)4, mp-540079, mp-540078",0.7344777322882454,1.8486274509803917,0.06991556203762661,0.5792655465036957,0.08728995374999915,0.0,0.0,0.8176263226316921,2.5581147596957665,3.0
"mp-300540083, Mo(PO4)2, LiMo(PO4)2, mp-704210, mp-540083",0.8254128497991533,2.3127272727272725,0.06878426860419183,0.41386570291260455,0.010016498409090243,0.0,0.0,0.6717678899836614,2.9684750942154783,3.0
"mp-300540108, MnPO4, LiMnPO4, mp-704492, mp-540108",0.7276438684643001,1.7961111111111108,0.062474350443553074,0.37291110553608703,0.0996991254166666,0.0,0.0,0.6175297263187887,2.5919608924579247,3.0
"mp-300540110, FePO4, LiFePO4, mp-540111, mp-540110",0.7019970810701281,1.8461111111111108,0.05944670914714801,0.3599343763674861,0.0,0.0,0.0,0.6157872324850229,2.4812703584240627,3.0
"mp-300540112, Fe(PO3)3, LiFe(PO3)3, mp-25664, mp-540112",0.8756127513145937,1.8310256410256407,0.08201315393565249,0.4370507993820173,0.016206076410257175,0.0,0.0,0.8016492759734751,3.0669187705274963,3.0
"mp-300540113, Cr2(PO4)3, LiCr2(PO4)3, mp-540345, mp-31667",0.8296779965599157,1.9658823529411764,0.07688839778874347,0.3793336949396944,0.05647812731617562,0.0,0.0,0.6509125292449717,2.920827520425749,3.0
"mp-300540123, FePO4, LiFePO4, mp-25001, mp-540123",0.9750980281208782,1.8461111111111108,0.0825735183674769,0.3599343763674861,0.0179328979166673,0.0,0.0,0.6157872324850229,3.4465696496142355,3.0
"mp-300540125, MnPO4, LiMnPO4, mp-694547, mp-540125",0.7545074314731999,1.7961111111111108,0.06478081342952248,0.37291110553608703,0.08406212125000145,0.0,0.0,0.6175297263187887,2.6876523533069,3.0
"mp-300540168, Co3(PO4)4, Li3Co3(PO4)4, mp-540169, mp-540168",0.820570385620929,1.8301449275362318,0.07228622023843666,0.4019906036128925,0.13343324274456414,0.0,0.0,0.6544266444626878,2.9052685646607115,3.0
"mp-300540173, V(PO3)4, LiV(PO3)4, mp-32527, mp-540173",0.7903618984281897,1.927450980392157,0.07733676605202157,0.494358114471231,0.03173239470588296,0.0,0.0,0.8173678892278569,2.7710873728634526,3.0
"mp-300540179, Cr3(P2O7)2, Li2Cr3(P2O7)2, mp-540180, mp-540179",0.9127539202161586,2.226031746031746,0.08093703611395572,0.30835828909126484,0.036487162400794304,0.0,0.0,0.677073963886668,3.224778039390148,3.0
"mp-300540182, VP2O7, LiVP2O7, mp-32466, mp-540182",0.8695908859167013,2.004,0.08219636324319844,0.380614837232814,0.030013704999998225,0.0,0.0,0.7122961737400054,3.069458817202282,3.0
"mp-300540200, Cr(PO3)4, LiCr(PO3)4, mp-687212, mp-540200",0.7949191987254777,1.9176470588235293,0.07735057095123885,0.4810703053815031,0.07378450569852735,0.0,0.0,0.816851059534707,2.7795500608139245,3.0
"mp-300540203, Co2P3O10, LiCo2P3O10, mp-540204, mp-540203",0.7094629636641625,2.0048888888888894,0.06125366488207964,0.3329107510628282,0.016503985666667553,0.0,0.0,0.7171416812432251,2.5142481643412866,3.0
"mp-300540223, MnP2O7, LiMnP2O7, mp-540416, mp-540415",0.8479676956432374,1.717666666666667,0.07870828511611919,0.3823743928095525,0.008003775749997999,0.0,0.0,0.7133187413408727,2.9914376267765155,3.0
"mp-300540225, NiP2O7, LiNiP2O7, mp-32334, mp-540225",0.8600631541421415,1.87,0.07773016910314058,0.4896999037656894,0.1610536376249989,0.0,0.0,0.7127523839439416,3.002734579774382,3.0
"mp-300540231, FeP2O7, LiFeP2O7, mp-540409, mp-31870",0.7816353664758106,1.7476666666666667,0.07190354461744593,0.3980773848361257,0.05259491297916696,0.0,0.0,0.7122961737400054,2.743641208554545,3.0
"mp-300540248, NiPO4, LiNiPO4, mp-540249, mp-540248",0.8175217842635247,2.05,0.06738348094787952,0.3788976610177281,0.11751169927083273,0.0,0.0,0.6165646398230734,2.8656657888949213,3.0
"mp-300540255, NiPO4, LiNiPO4, mp-540256, mp-540255",0.8032487839174256,2.05,0.0662070420255126,0.3788976610177281,0.1351311846874994,0.0,0.0,0.6165646398230734,2.8156345241824483,3.0
"mp-300540269, MoP2O7, LiMoP2O7, mp-540270, mp-540269",0.9094692458813888,2.536666666666666,0.07320524011725317,0.34067207264817834,0.10767561600000164,0.0,0.0,0.7122961737400054,3.280705746556712,3.0
"mp-300540272, NiP2O7, LiNiP2O7, mvc-15036, mp-540272",0.8228247416056373,1.87,0.0743646626404412,0.4896999037656894,0.14573313937499946,0.0,0.0,0.7127523839439416,2.87272427939034,3.0
"mp-300540275, Co(PO3)3, LiCo(PO3)3, mp-31564, mp-540275",0.8531479778195814,1.8923076923076925,0.07935409577112085,0.4763662495848465,0.05954340923076895,0.0,0.0,0.8082432365534123,2.9987846485002563,3.0
"mp-300540276, VPO5, LiVPO5, mp-540277, mp-540276",0.8612408949643535,1.9590476190476187,0.07963283958023948,0.44518305928678537,0.058423920357142826,0.0,0.0,0.5826550642653627,3.0586019549178283,3.0
"mp-300540292, CrPO5, LiCrPO5, mvc-3271, mp-540292",0.8794658820998379,1.935238095238095,0.0802886334753597,0.4493756257130119,0.052513287678571,0.0,0.0,0.5813096557976477,3.103876184662804,3.0
"mp-300540304, Mo(PO3)4, LiMo(PO3)4, mp-697769, mp-540304",0.8310069438653737,2.24078431372549,0.07351102954350733,0.4501723522128896,0.03468771323529385,0.0,0.0,0.8173678892278569,2.957115949560328,3.0
"mp-300540306, Ni3(PO4)4, Li3Ni3(PO4)4, mp-697806, mp-540306",0.8265976387297401,1.8857971014492751,0.07201404631235465,0.4494980429186192,0.1834424073369565,0.0,0.0,0.6431689941111196,2.8905893301540204,3.0
"mp-300540313, Fe(PO3)3, LiFe(PO3)3, mp-540314, mp-540313",0.8293070265869357,1.8310256410256407,0.07767598716359511,0.4370507993820173,0.06474049987179509,0.0,0.0,0.8016492759734751,2.9047284687794686,3.0
"mp-300540331, Mn(PO3)4, LiMn(PO3)4, mp-32018, mp-540331",0.6617211590960048,1.7590196078431373,0.06403383161846486,0.4959853286723801,0.054314371875000766,0.0,0.0,0.817947153700414,2.319421501832474,3.0
"mp-300540355, CoP2O7, LiCoP2O7, mp-689964, mp-540355",0.8127338086852074,1.8273333333333333,0.07410269520550247,0.4373785794923009,0.11745503268749945,0.0,0.0,0.7211957978296591,2.8655551035138322,3.0
"mp-300540356, Fe(PO3)4, LiFe(PO3)4, mp-31874, mp-540356",0.6574794902209042,1.7766666666666666,0.06327379228746974,0.5098884958197833,0.04583041133578458,0.0,0.0,0.8173678892278569,2.2974969394224347,3.0
"mp-300540375, CoP2O7, LiCoP2O7, mp-31582, mp-540375",0.83053739303186,1.8273333333333333,0.0757259740334618,0.4373785794923009,0.07996600868749937,0.0,0.0,0.7211957978296591,2.928327380783708,3.0
"mp-300540417, VP2O7, LiVP2O7, mp-32417, mp-540417",0.7795504406730439,2.004,0.07368546775925486,0.380614837232814,0.00046956524999863797,0.0,0.0,0.7122961737400054,2.7516364445970143,3.0
"mp-300540418, MnPO4, LiMnPO4, mp-540419, mp-540418",0.7247522337488016,1.7961111111111108,0.062226079265302,0.37291110553608703,0.10055640708333337,0.0,0.0,0.6175297263187887,2.581660518301453,3.0
"mp-300540423, Cr(PO3)4, LiCr(PO3)4, mp-540424, mp-540423",0.6800811407690905,1.9176470588235293,0.06617611527813384,0.4810703053815031,0.05170674805146813,0.0,0.0,0.816851059534707,2.3780021657722528,3.0
"mp-300540431, Fe5(PO4)4, Li2Fe5(PO4)4, mp-540432, mp-540431",0.9587105786213272,1.9564,0.07765412483208584,0.4098152961764349,0.005260244399998726,0.0,0.0,0.5911557431856221,3.399630964562231,3.0
"mp-300540434, Co(PO3)4, LiCo(PO3)4, mp-31572, mp-540434",0.6886663594241338,1.8235294117647056,0.06591296097965987,0.5413816493796909,0.059597106139706035,0.0,0.0,0.8224095570338134,2.413208934421036,3.0
"mp-300540438, Mn(PO3)3, LiMn(PO3)3, mp-540439, mp-540438",0.7725647116331751,1.8079487179487181,0.07287087700341434,0.41997146237054295,0.0570482136538466,0.0,0.0,0.8024067891876003,2.716597211765275,3.0
"mp-300540443, CrPO4, LiCrPO4, mp-540444, mp-540443",0.9254133818261416,2.245555555555556,0.08057360558103004,0.39262175604163374,0.2218240252777779,0.0,0.0,0.6142324809207684,3.2772668241962,3.0
"mp-300540456, Cr(PO3)3, LiCr(PO3)3, mp-31669, mp-540456",0.7460779947871471,2.015384615384616,0.07087165782548582,0.4018928145946729,0.024012589807691498,0.0,0.0,0.8009734325572858,2.6154345627446087,3.0
