,ShannonRadii,AtomicVolum wmean,density,HeatFusion wmean,metalloid,VegardVolume,BulkModulus wstd,NfValenc wstd,energysStab,SpaceGroupNumber wstd,q6,HeatCapacityMass wstd,n_ws^third wmean,sq_pyr
"mp-300031553, CoPO4, LiCoPO4, mp-767450, mp-31553",0.64744708,4133.777703,2.678834291,1.978888889,0,0.801057523,13.73042939,0,0.00372815,13.64180213,0.255631032,0.242908775,0.188888889,0.175976016
"mp-300031555, CoP2O7, LiCoP2O7, mp-540262, mp-31555",0.555519885,4340.426809,2.944130143,1.827333333,0,0.917791531,8.017203724,0,0.094488393,7.788880964,0.29177129,0.260768646,0.168333333,0.456432814
"mp-300031557, Co6P7O24, LiCo6P7O24, mp-705347, mp-31557",0.521188489,4022.308162,3.691111112,2.092432432,0,0.859312568,13.29657094,0,0.013731051,13.25565393,0.282691973,0.232466595,0.198648649,0.353819019
"mp-300031568, Co3(P3O10)2, LiCo3(P3O10)2, mp-31597, mp-31568",0.60111024,4276.393283,2.721012672,1.887816092,0,0.835719338,8.293659025,0,0.031641979,8.077508004,0.26824659,0.255081564,0.174137931,0.246130759
"mp-300031571, CoP2O7, LiCoP2O7, mp-697814, mp-31571",0.59538821,4340.426809,2.680051877,1.827333333,0,0.824930166,8.017203724,0,0.106371279,7.788880964,0.256388904,0.260768646,0.168333333,0.283810975
"mp-300031581, Co(PO3)4, LiCo(PO3)4, mp-585256, mp-31581",0.564826978,4377.063105,2.75253024,1.823529412,0,0.992470494,4.506904439,0,0.066541852,4.623128589,0.263336692,0.264776062,0.16372549,0.352317959
"mp-300031583, Co(PO3)3, LiCo(PO3)3, mp-540491, mp-31583",0.523082359,4292.959301,3.152614014,1.892307692,0,0.81465183,6.018708505,0,0.028101642,5.911021142,0.30357859,0.257050869,0.171794872,0.351527938
"mp-300031585, CoPO4, LiCo2(PO4)2, mp-540093, mp-767242",0.659452052,4133.777703,2.587615842,1.978888889,0,0.833506845,13.73042939,0,0.011979,13.64180213,0.260988411,0.242908775,0.188888889,0.132686765
"mp-300031592, Co3(PO4)4, Li3Co3(PO4)4, mp-31554, mp-31592",0.565277617,4313.347808,2.981134226,1.830144928,0,0.832037184,10.64553673,0,0.092603901,10.40486855,0.25585321,0.258587497,0.17173913,0.160364387
"mp-300031600, Co(PO3)4, LiCo(PO3)4, mp-31550, mp-31600",0.628477815,4377.063105,2.349929792,1.823529412,0,0.870180386,4.506904439,0,0.05508602,4.623128589,0.275817423,0.264776062,0.16372549,0.201053129
"mp-300031604, CoP2O7, LiCoP2O7, mp-31589, mp-540352",0.579761902,4340.426809,2.791247597,1.827333333,0,0.845543822,8.017203724,0,0.064608393,7.788880964,0.252733971,0.260768646,0.168333333,0.263993665
"mp-300031606, Co(PO3)4, LiCo(PO3)4, mp-540467, mp-31606",0.558232144,4377.063105,2.794243487,1.823529412,0,0.874419346,4.506904439,0,0.09062553,4.623128589,0.2590034,0.264776062,0.16372549,0.367935241
"mp-300031609, Co3(PO4)4, Li3Co3(PO4)4, mp-585416, mp-31609",0.512149494,4313.347808,3.345463438,1.830144928,0,0.881072538,10.64553673,0,0.170917176,10.40486855,0.283505004,0.258587497,0.17173913,0.375399242
"mp-300031612, Co(PO3)4, LiCo(PO3)4, mp-540264, mp-31603",0.60627377,4377.063105,2.490373486,1.823529412,0,0.895831699,4.506904439,0,0.063009331,4.623128589,0.282303786,0.264776062,0.16372549,0.183227336
"mp-300031614, Co3(PO4)4, Li3Co3(PO4)4, mp-31551, mp-31614",0.566619133,4313.347808,2.968392484,1.830144928,0,0.818922414,10.64553673,0,0.130216167,10.40486855,0.243183849,0.258587497,0.17173913,0.244155343
"mp-300031615, Co5(P3O11)2, Li4Co5(P3O11)2, mp-31617, mp-31615",0.556830496,4133.864664,3.268769854,1.990707071,0,0.83520938,12.41196733,0,0.028397659,12.28718025,0.257273173,0.242503793,0.188383838,0.368465588
"mp-300031618, Co2P5O16, LiCo2P5O16, mp-31620, mp-31575",0.596998693,4313.597348,2.669603784,1.864057971,0,0.825602325,6.884439349,0,0.029261777,6.711005673,0.275916759,0.258564849,0.170289855,0.205353182
"mp-300031636, CrPO5, LiCrPO5, mp-540466, mp-31636",0.541868525,4428.632995,3.04206797,1.935238095,0,0.833767221,10.42433051,0,0.035266997,13.7563838,0.269629489,0.268743283,0.160952381,0.395467371
"mp-300031641, Cr(PO3)3, LiCr(PO3)3, mp-31690, mp-31641",0.56956078,4292.987431,2.739816098,2.015384615,0,0.991018196,5.30577198,0,0.087538835,7.011496148,0.275577118,0.256355325,0.171282051,0.219436767
"mp-300031642, CrP2O7, LiCrP2O7, mp-540267, mp-31642",0.539852014,4340.463378,2.930401628,1.987333333,0,0.92353732,7.0811173,0,0.090471403,9.312476696,0.287232151,0.259920915,0.167666667,0.482490658
"mp-300031643, CrP2O7, LiCrP2O7, mp-540291, mp-31643",0.55990642,4340.463378,2.802687356,1.987333333,0,0.846648352,7.0811173,0,0.026554421,9.312476696,0.259241843,0.259920915,0.167666667,0.269001679
"mp-300031644, Cr3(PO4)4, Li3Cr3(PO4)4, mp-705409, mp-31644",0.537235603,4313.395507,2.983978882,2.03884058,0,0.809003037,9.419531742,0,0.130938264,12.466481,0.268873841,0.257551469,0.170869565,0.374207511
"mp-300031647, CrPO4, LiCrPO4, mp-31645, mp-31647",0.510164582,4133.838651,3.362669832,2.245555556,0,1.094040704,12.16171893,0,0.115372218,16.33049862,0.239933323,0.241634979,0.187777778,0.396047833
"mp-300031648, CrP2O7, LiCrP2O7, mp-540430, mp-31648",0.50823154,4340.463378,3.131773122,1.987333333,0,0.883656558,7.0811173,0,0.109398103,9.312476696,0.274325833,0.259920915,0.167666667,0.456533482
"mp-300031649, CrP2O7, LiCrP2O7, mp-31632, mp-31649",0.489768459,4340.463378,3.249353216,1.987333333,0,0.91701596,7.0811173,0,0.061026818,9.312476696,0.272504283,0.259920915,0.167666667,0.527720154
"mp-300031654, Cr3(PO4)4, Li3Cr3(PO4)4, mp-31744, mp-31654",0.538836221,4313.395507,2.973657842,2.03884058,0,0.819283032,9.419531742,0,0.123080656,12.466481,0.2716264,0.257551469,0.170869565,0.36327325
"mp-300031657, CrP2O7, LiCrP2O7, mp-540326, mp-31657",0.52016024,4340.463378,3.055806515,1.987333333,0,0.865128611,7.0811173,0,0.049959131,9.312476696,0.28094537,0.259920915,0.167666667,0.375960716
"mp-300031660, CrP2O7, LiCrP2O7, mp-31692, mp-31660",0.524453043,4340.463378,2.991862322,1.987333333,0,0.844971351,7.0811173,0,0.10274444,9.312476696,0.264370573,0.259920915,0.167666667,0.566264662
"mp-300031661, Cr2P3O11, LiCr2P3O11, mp-31719, mp-31661",0.53344271,4262.979106,3.081913472,2.084166667,0,0.944677214,8.981510715,0,0.013237241,11.90340171,0.253036396,0.25286978,0.175208333,0.353255596
"mp-300031664, CrPO4, LiCrPO4, mp-18906, mp-31664",0.466240481,4133.838651,3.740037807,2.245555556,0,0.950381693,12.16171893,0,0.018396107,16.33049862,0.28366203,0.241634979,0.187777778,0.661183671
"mp-300031670, CrP2O7, LiCrP2O7, mp-31656, mp-31670",0.51187407,4340.463378,3.108576076,1.987333333,0,0.881389899,7.0811173,0,0.046923358,9.312476696,0.289856025,0.259920915,0.167666667,0.49393697
"mp-300031702, Cr(PO3)4, LiCr(PO3)4, mp-31734, mp-31702",0.548222923,4377.084616,2.785049794,1.917647059,0,0.875098261,3.96989827,0,0.080664448,5.354126135,0.254965529,0.264237944,0.163333333,0.388980849
"mp-300031706, Cr2(PO4)3, LiCr2(PO4)3, mp-540211, mp-31652",0.552881817,4376.768514,2.838403492,1.965882353,0,0.805317082,8.453186555,0,0.050226613,11.12551162,0.230787119,0.263217227,0.164901961,0.191480918
"mp-300031709, Cr9(PO4)8, Li6Cr9(PO4)8, mp-31678, mp-31709",0.543260564,4049.556862,3.259044046,2.342585034,0,0.920150889,13.45021655,0,0.087039188,18.16438377,0.260605213,0.234242168,0.195714286,0.402396486
"mp-300031712, Cr(PO3)3, LiCr(PO3)3, mp-764853, mp-31712",0.516277291,4292.987431,3.093767839,2.015384615,0,0.814794586,5.30577198,0,0.035773506,7.011496148,0.303147389,0.256355325,0.171282051,0.339623877
"mp-300031714, Cr(PO3)4, LiCr(PO3)4, mp-704231, mp-31714",0.59304023,4377.084616,2.508766562,1.917647059,0,0.803537928,3.96989827,0,0.05949993,5.354126135,0.284100925,0.264237944,0.163333333,0.287148644
"mp-300031728, CrPO4, LiCrPO4, mp-31707, mp-31728",0.463954495,4133.838651,3.756055648,2.245555556,0,0.823126257,12.16171893,0,0.113496839,16.33049862,0.276404102,0.241634979,0.187777778,0.292424211
"mp-300031730, Cr2P5O16, LiCr2P5O16, mp-31653, mp-31731",0.588882855,4313.629147,2.624453533,2.003188406,0,0.825962655,6.07400278,0,0.012138292,7.998424546,0.276407171,0.257799796,0.169710145,0.185713324
"mp-300031743, Cr(PO3)4, LiCr(PO3)4, mp-31745, mp-31743",0.635493342,4377.084616,2.247057772,1.917647059,0,0.875468592,3.96989827,0,0.05648558,5.354126135,0.275830545,0.264237944,0.163333333,0.173340914
"mp-300031768, Fe5O8, LiFe5O8, mp-543082, mp-31768",0.509980899,5722.940929,4.527179238,2.723461538,0,0.815911363,32.69230769,0,0.440140096,40.34615385,0.309024286,0.196115385,0.340384615,0.824271851
"mp-300031773, Fe2(MoO4)3, Li2Fe2(MoO4)3, mp-31766, mp-31773",0.657185061,4376.008301,3.298370243,2.798039216,0,0.798308936,16.57065772,0,0,13.09307761,0.2409755,0.282600734,0.173529412,0.215043784
"mp-300031777, FePO4, LiFePO4, mp-540341, mp-31777",0.554040746,4133.82112,3.28648951,1.846111111,0,0.947117318,12.94599418,0,0.14355997,16.33049862,0.248785056,0.241634979,0.19,0.30867276
"mp-300031784, Fe(PO3)4, LiFe(PO3)4, mp-585418, mp-31784",0.629686301,4377.078428,2.330046047,1.776666667,0,0.83556223,4.237835113,0,0.054831323,5.354126135,0.288732576,0.264237944,0.164117647,0.223310051
"mp-300031785, FeP2O7, LiFeP2O7, mp-31793, mp-31785",0.524326734,4340.452859,3.133597967,1.747666667,0,0.915701899,7.548951362,0,0.077469004,9.312476696,0.286412736,0.259920915,0.169,0.567550027
"mp-300031797, Fe3(PO4)4, Li3Fe3(PO4)4, mp-31810, mp-31797",0.571620146,4313.381786,2.920779283,1.726231884,0,0.830863522,10.03241962,0,0.16028024,12.466481,0.268883806,0.257551469,0.172608696,0.348922961
"mp-300031800, Fe2P3O10, LiFe2P3O10, mp-540498, mp-31800",0.536694113,4134.00375,3.364744784,1.898666667,0,0.844314988,10.20621936,0,0.03766966,12.79552391,0.269831248,0.241205751,0.188666667,0.322628043
"mp-300031806, Fe3(P3O10)2, LiFe3(P3O10)2, mp-31877, mp-31806",0.615649323,4276.420232,2.590106494,1.805402299,0,0.836251341,7.80926003,0,0.020511114,9.667602836,0.271395777,0.254194038,0.174827586,0.254028241
"mp-300031808, Fe(PO3)4, LiFe(PO3)4, mp-540197, mp-31808",0.574072139,4377.078428,2.679975203,1.776666667,0,0.989213578,4.237835113,0,0.058866286,5.354126135,0.264804137,0.264237944,0.164117647,0.383986042
"mp-300031812, Fe5(P3O11)2, Li4Fe5(P3O11)2, mp-31872, mp-31812",0.57931896,4133.904134,3.094022983,1.87,0,0.837014024,11.6993595,0,0.032633424,14.71892213,0.26525038,0.241295623,0.189393939,0.337076863
"mp-300031824, Fe(PO3)4, LiFe(PO3)4, mp-540072, mp-31824",0.579936245,4377.078428,2.643077737,1.776666667,0,1.02767313,4.237835113,0,0.053794041,5.354126135,0.250127002,0.264237944,0.164117647,0.173650764
"mp-300031828, Fe3(PO4)4, Li3Fe3(PO4)4, mp-31829, mp-31828",0.618024022,4313.381786,2.607227439,1.726231884,0,0.854750467,10.03241962,0,0.109155636,12.466481,0.26454251,0.257551469,0.172608696,0.445798767
"mp-300031830, FeP2O7, LiFeP2O7, mp-540321, mp-31830",0.567750502,4340.452859,2.857583729,1.747666667,0,0.924382674,7.548951362,0,0.094766771,9.312476696,0.289715668,0.259920915,0.169,0.461405909
"mp-300031833, Fe3(P2O7)2, Li2Fe3(P2O7)2, mp-540486, mp-31833",0.541947254,4133.95157,3.344927272,1.883650794,0,0.875506778,10.98788815,0,0.039900149,13.80132944,0.256699109,0.241209601,0.189047619,0.36178069
"mp-300031837, FeP2O7, LiFeP2O7, mp-540440, mp-31837",0.574121873,4340.452859,2.815462856,1.747666667,0,0.900735451,7.548951362,0,0.096570738,9.312476696,0.257038431,0.259920915,0.169,0.330535244
"mp-300031842, Fe3(PO4)4, Li3Fe3(PO4)4, mp-31896, mp-31842",0.572747556,4313.381786,2.908648551,1.726231884,0,0.817555544,10.03241962,0,0.123253225,12.466481,0.274500971,0.257551469,0.172608696,0.284413154
"mp-300031847, Fe9(PO4)8, Li6Fe9(PO4)8, mp-704206, mp-31847",0.578906745,4049.537541,3.261601213,1.902380952,0,0.929416264,14.31485205,0,0.077738332,18.16438377,0.258060714,0.234242168,0.198163265,0.406620789
"mp-300031849, FeP2O7, LiFeP2O7, mp-540342, mp-31849",0.554994179,4340.452859,2.941915256,1.747666667,0,0.843075387,7.548951362,0,0.093838404,9.312476696,0.27017675,0.259920915,0.169,0.507212111
"mp-300031850, Fe3(PO4)4, Li3Fe3(PO4)4, mp-31818, mp-31850",0.579667099,4313.381786,2.869037673,1.726231884,0,0.830125025,10.03241962,0,0.085278417,12.466481,0.257121502,0.257551469,0.172608696,0.241511733
"mp-300031853, FeP2O7, LiFeP2O7, mp-690058, mp-31853",0.547128518,4340.452859,2.993914819,1.747666667,0,0.884581068,7.548951362,0,0.108223535,9.312476696,0.270709161,0.259920915,0.169,0.420180064
"mp-300031854, FeP2O7, LiFeP2O7, mp-540388, mp-31854",0.561328379,4340.452859,2.889841827,1.747666667,0,0.86754896,7.548951362,0,0.066587064,9.312476696,0.278571591,0.259920915,0.169,0.380933913
"mp-300031869, Fe(PO3)4, LiFe(PO3)4, mp-540077, mp-31869",0.619797604,4377.078428,2.392266589,1.776666667,0,0.802222796,4.237835113,0,0.053574158,5.354126135,0.317159036,0.264237944,0.164117647,0.217840178
"mp-300031922, MnPO4, LiMnPO4, mp-777460, mp-31922",0.492109092,4133.845305,3.609842506,1.796111111,0,0.84596949,9.027051253,0,0,15.4062277,0.301620669,0.240285054,0.181111111,0.500693364
"mp-300031923, MnPO4, LiMnPO4, mp-31942, mp-31923",0.518035772,4133.845305,3.425568221,1.796111111,0,1.091073189,9.027051253,0,0.04887545,15.4062277,0.287067122,0.240285054,0.181111111,0.44118318
"mp-300031924, MnP2O7, LiMnP2O7, mp-540152, mp-31924",0.502957147,4340.46737,3.235811707,1.717666667,0,0.880996522,5.216214038,0,0.029005286,8.784961898,0.290236896,0.259017018,0.163666667,0.531912987
"mp-300031926, MnP2O7, LiMnP2O7, mp-697788, mp-31926",0.558083323,4340.46737,2.841554465,1.717666667,0,0.860397588,5.216214038,0,0.118049532,8.784961898,0.250880277,0.259017018,0.163666667,0.334892147
"mp-300031928, MnP2O7, LiMnP2O7, mp-31935, mp-31928",0.4746948,4340.46737,3.419803155,1.717666667,0,0.922398331,5.216214038,0,0.050869889,8.784961898,0.272993745,0.259017018,0.163666667,0.549415152
"mp-300031931, Mn4(PO4)3, LiMn4(PO4)3, mp-705354, mp-31931",0.597106304,3916.488758,3.14671416,1.928070175,0,1.079922107,11.52162846,0,0.057187924,19.8971192,0.228700683,0.221087133,0.199824561,0.365425771
"mp-300031937, Mn(PO3)4, LiMn(PO3)4, mp-32028, mp-31937",0.602190054,4377.086965,2.485321028,1.759019608,0,0.843429091,2.915706713,0,0.037092664,5.094493488,0.262563536,0.263662707,0.160980392,0.257228972
"mp-300031939, MnPO4, LiMnPO4, mp-31927, mp-31939",0.486025121,4133.845305,3.65308442,1.796111111,0,0.938440951,9.027051253,0,0.011823696,15.4062277,0.293827994,0.240285054,0.181111111,0.564857169
"mp-300031940, MnPO4, LiMnPO4, mp-31930, mp-31940",0.537165659,4133.845305,3.289602256,1.796111111,0,0.947382133,9.027051253,0,0.150992515,15.4062277,0.261527796,0.240285054,0.181111111,0.350074592
"mp-300031946, MnPO4, LiMnPO4, mp-540022, mp-31946",0.547503342,4133.845305,3.216127009,1.796111111,0,0.920454776,9.027051253,0,0.01962527,15.4062277,0.232809082,0.240285054,0.181111111,0.374912572
"mp-300031950, Mn(PO3)4, LiMn(PO3)4, mp-32003, mp-31950",0.597744313,4377.086965,2.513095835,1.759019608,0,0.887497059,2.915706713,0,0.049047085,5.094493488,0.293376116,0.263662707,0.160980392,0.161957572
"mp-300031953, MnP2O7, LiMnP2O7, mp-585266, mp-31971",0.582477733,4340.46737,2.718122654,1.717666667,0,0.966538025,5.216214038,0,0.062279419,8.784961898,0.261897559,0.259017018,0.163666667,0.282900782
"mp-300031955, Mn(PO3)3, LiMn(PO3)3, mp-704236, mp-31955",0.5701806,4292.990502,2.769821655,1.807948718,0,1.004064932,3.893554072,0,0.068759105,6.627399148,0.281343952,0.255612474,0.168205128,0.318700387
"mp-300031962, Mn9(PO4)8, Li6Mn9(PO4)8, mp-704227, mp-31962",0.563549582,4049.564195,3.218610522,1.847278912,0,0.93099598,9.993769173,0,0.041629716,17.14117528,0.265869205,0.23278805,0.188367347,0.420673863
"mp-300031970, MnPO4, LiMnPO4, mp-540146, mp-31970",0.591932509,4133.845305,2.900346017,1.796111111,0,0.839002453,9.027051253,0,0.080903897,15.4062277,0.269339462,0.240285054,0.181111111,0.327669494
"mp-300031979, Mn(PO3)4, LiMn(PO3)4, mp-763791, mp-31980",0.557318025,4377.086965,2.765659411,1.759019608,0,0.875705031,2.915706713,0,0.069430052,5.094493488,0.315533205,0.263662707,0.160980392,0.414755722
"mp-300031985, Mn3(P2O7)2, Li2Mn3(P2O7)2, mp-694554, mp-31985",0.54621013,4133.972301,3.207686005,1.840793651,0,0.870914399,7.635432118,0,0.01846401,13.01527292,0.269119761,0.239970773,0.181428571,0.347027504
"mp-300031986, Mn2P5O16, LiMn2P5O16, mp-32037, mp-31992",0.588271392,4313.632619,2.679693785,1.768695652,0,0.826762711,4.463438723,0,0.00549861,7.551044529,0.279186791,0.256983257,0.166231884,0.219064041
"mp-300031994, MnPO4, LiMn2(PO4)2, mp-697761, mp-850112",0.522813498,4133.845305,3.391610462,1.796111111,0,0.843423204,9.027051253,0,0.129472182,15.4062277,0.308271377,0.240285054,0.181111111,0.67485458
"mp-300032001, Mn2P3O10, LiMn2P3O10, mp-697794, mp-32001",0.654185715,4134.023099,2.464605999,1.858666667,0,1.069804424,7.0811173,0,0.07829232,12.06517282,0.217207072,0.240019767,0.181555556,0.218016423
"mp-300032005, Mn2P3O10, LiMn2P3O10, mp-31981, mp-32005",0.53651513,4134.023099,3.241250647,1.858666667,0,0.848858447,7.0811173,0,0.027128927,12.06517282,0.273291211,0.240019767,0.181555556,0.404260306
"mp-300032017, Mn3(PO4)4, Li3Mn3(PO4)4, mp-704991, mp-32017",0.574792535,4313.400714,2.804393606,1.687101449,0,0.828321134,6.971481499,0,0.119945432,11.75599075,0.257940543,0.25644962,0.165652174,0.247503255
"mp-300032021, Mn4(PO4)3, LiMn4(PO4)3, mp-32010, mp-32021",0.543357519,3916.488758,3.590833217,1.928070175,0,0.912424355,11.52162846,0,0.018215514,19.8971192,0.253029528,0.221087133,0.199824561,0.462467577
"mp-300032022, MnP2O7, LiMnP2O7, mp-540338, mp-32022",0.567028998,4340.46737,2.818695873,1.717666667,0,0.83299825,5.216214038,0,0.033883925,8.784961898,0.252217266,0.259017018,0.163666667,0.265669076
"mp-300032042, MoP2O7, LiMoP2O7, mp-32085, mp-32042",0.602201879,4340.576976,3.044825183,2.536666667,0,0.84407873,10.36275382,0,0.004006969,9.312476696,0.252780188,0.2659982,0.169,0.308727316
"mp-300032043, Mo(PO3)4, LiMo(PO3)4, mp-695772, mp-32043",0.561156607,4377.151439,3.039611319,2.240784314,0,0.966917021,5.86376147,0,0.022353525,5.354126135,0.305089662,0.268068296,0.164117647,0.497384791
"mp-300032045, MoP2O7, LiMoP2O7, mp-32065, mp-32045",0.570982591,4340.576976,3.283783764,2.536666667,0,0.861413909,10.36275382,0,0.032426115,9.312476696,0.26432134,0.2659982,0.169,0.425680048
"mp-300032057, MoP2O7, LiMoP2O7, mp-32059, mp-32057",0.534650311,4340.576976,3.561878195,2.536666667,0,0.914562644,10.36275382,0,0.037555336,9.312476696,0.282922756,0.2659982,0.169,0.587556651
"mp-300032060, Mo3(PO4)4, Li3Mo3(PO4)4, mp-32089, mp-32060",0.595308997,4313.543678,3.374588292,2.755362319,0,0.806358699,13.71348429,0,0.149985523,12.466481,0.262206639,0.265030859,0.172608696,0.30362986
"mp-300032062, Mo3(PO4)4, Li3Mo3(PO4)4, mp-32120, mp-32062",0.582178135,4313.543678,3.486475439,2.755362319,0,0.824927122,13.71348429,0,0.044186034,12.466481,0.255970889,0.265030859,0.172608696,0.322377218
"mp-300032070, Mo3(PO4)4, Li3Mo3(PO4)4, mp-32086, mp-32070",0.59686804,4313.543678,3.366909916,2.755362319,0,0.816115193,13.71348429,0,0.158832201,12.466481,0.263438231,0.265030859,0.172608696,0.354155714
"mp-300032071, Mo2P3O11, LiMo2P3O11, mp-32108, mp-32071",0.595305679,4263.121103,3.376190204,2.770833333,0,0.945972201,13.0938453,0,0,11.90340171,0.265680664,0.260242377,0.176875,0.361902443
"mp-300032076, MoP4O13, LiMoP4O13, mp-32115, mp-32076",0.587430932,4478.276306,2.746478442,2.12037037,0,0.806038665,5.537996944,0,0.064844148,5.107688065,0.279663507,0.276501561,0.155,0.266959382
"mp-300032080, Mo2P3O13, LiMo2P3O13, mp-585184, mp-32080",0.637352263,4478.040876,2.783987547,2.471111111,0,0.838122773,11.6389736,0,0,10.44299964,0.247381638,0.278780768,0.157222222,0.245601903
"mp-300032087, MoP2O7, LiMoP2O7, mp-504222, mp-32087",0.555936233,4340.576976,3.398951555,2.536666667,0,0.880277847,10.36275382,0,0.024847835,9.312476696,0.271707557,0.2659982,0.169,0.53045438
"mp-300032092, MoPO5, LiMoPO5, mp-540534, mp-32092",0.638362531,4428.795278,2.990594371,2.72,0,0.807387592,15.13222148,0,0.015042438,13.7563838,0.242251946,0.276417337,0.162857143,0.216149879
"mp-300032097, Mo(PO3)4, LiMo(PO3)4, mp-32117, mp-32097",0.623547856,4377.151439,2.607463659,2.240784314,0,0.80185573,5.86376147,0,0.008901899,5.354126135,0.29510186,0.268068296,0.164117647,0.216211268
"mp-300032098, Mo2(PO4)3, LiMo2(PO4)3, mp-32094, mp-32047",0.59411155,4376.902159,3.181683189,2.612156863,0,1.125850916,12.32361911,0,0,11.12551162,0.236171296,0.270025631,0.166470588,0.152105828
"mp-300032102, Mo2P2O11, LiMo2P2O11, mp-25668, mp-32102",0.563670414,4546.702196,3.404473847,2.543555556,0,0.848965176,14.12340672,0,0.002813028,12.74199822,0.276033186,0.286683989,0.152,0.328834968
"mp-300032105, MoP2O7, LiMoP2O7, mp-32054, mp-32105",0.550935441,4340.576976,3.515097088,2.536666667,0,0.881008619,10.36275382,0,0.115813762,9.312476696,0.275953342,0.2659982,0.169,0.458298134
"mp-300032106, MoPO5, LiMoPO5, mp-540236, mp-32106",0.556836151,4428.795278,3.664784285,2.72,0,0.831462348,15.13222148,0,0,13.7563838,0.280275438,0.276417337,0.162857143,0.207087636
"mp-300032112, Mo2P3O13, LiMo2P3O13, mp-32113, mp-32112",0.6071686,4478.040876,3.015702601,2.471111111,0,0.856347629,11.6389736,0,0.00746701,10.44299964,0.26740672,0.278780768,0.157222222,0.232622966
"mp-300032118, Mo2(PO4)3, LiMo2(PO4)3, mp-540025, mp-32118",0.616165979,4376.902159,3.075841065,2.612156863,0,0.801836846,12.32361911,0,0.011323377,11.12551162,0.236174125,0.270025631,0.166470588,0.222409321
"mp-300032123, Mo2PO8, LiMo2PO8, mp-32124, mp-32123",0.568797358,4508.993734,3.636604351,2.886666667,0,0.824425137,19.48185565,0,0.009652718,17.87149312,0.269653657,0.287663202,0.157272727,0.227804207
"mp-300032125, Mo2P3O13, LiMo2P3O13, mp-504212, mp-32125",0.584900514,4478.040876,3.169228361,2.471111111,0,0.823648677,11.6389736,0,0.00897688,10.44299964,0.24838482,0.278780768,0.157222222,0.244820159
"mp-300032315, Ni(PO3)4, LiNi(PO3)4, mp-32365, mp-32352",0.61454361,4377.062035,2.428365537,1.848627451,0,0.915539349,4.506904439,0,0.095880724,5.266668127,0.286404215,0.264333949,0.16372549,0.201300548
"mp-300032321, NiP2O7, LiNiP2O7, mp-32381, mp-32321",0.57078833,4340.42499,2.831870439,1.87,0,0.862835626,8.017203724,0,0.146722527,9.136130958,0.284089222,0.260072007,0.168333333,0.331569043
"mp-300032322, Ni(PO3)3, LiNi(PO3)3, mp-32328, mp-32322",0.642116933,4292.957901,2.353385437,1.925128205,0,1.000334519,6.018708505,0,0.036226624,6.882788756,0.222096414,0.256479373,0.171794872,0.217540758
"mp-300032324, NiPO4, LiNiPO4, mp-25604, mp-32324",0.482760031,4133.774671,3.829381422,2.05,0,0.953419076,13.73042939,0,0.07679439,16.02216828,0.281651038,0.241861467,0.188888889,0.660189431
"mp-300032327, NiPO4, LiNiPO4, mp-32325, mp-32327",0.547150047,4133.774671,3.400299913,2.05,0,0.948000535,13.73042939,0,0.160386552,16.02216828,0.257207224,0.241861467,0.188888889,0.406519274
"mp-300032332, Ni4(PO4)3, LiNi4(PO4)3, mp-540302, mp-32332",0.473031989,3916.399535,4.298554183,2.24877193,0,0.9275779,17.46876912,0,0.039741408,20.68253643,0.256619022,0.222956327,0.209649123,0.514065497
"mp-300032338, NiP2O7, LiNiP2O7, mp-32331, mp-32338",0.53561806,4340.42499,3.063918299,1.87,0,0.908803871,8.017203724,0,0.149694205,9.136130958,0.269108707,0.260072007,0.168333333,0.489365373
"mp-300032350, NiPO4, LiNiPO4, mp-540328, mp-32350",0.613921385,4133.774671,2.945416122,2.05,0,1.018211751,13.73042939,0,0.139448266,16.02216828,0.227023565,0.241861467,0.188888889,0.397127437
"mp-300032373, Ni3(P2O7)2, Li2Ni3(P2O7)2, mp-32394, mp-32373",0.535091583,4133.911757,3.412676048,2.058412698,0,0.874914537,11.65939737,0,0.056222425,13.53902192,0.248787754,0.241417098,0.188095238,0.373264111
"mp-300032374, NiP2O7, LiNiP2O7, mp-32401, mp-32374",0.555968404,4340.42499,2.929649959,1.87,0,0.878325588,8.017203724,0,0.143304914,9.136130958,0.272019735,0.260072007,0.168333333,0.445004308
"mp-300032375, Ni2P5O16, LiNi2P5O16, mp-32393, mp-32356",0.584311987,4313.595766,2.737520405,1.90115942,0,0.826652477,6.884439349,0,0.096551109,7.848705907,0.279660698,0.257936204,0.170289855,0.208798977
"mp-300032379, Ni3(PO4)4, Li3Ni3(PO4)4, mp-32386, mp-32379",0.564884032,4313.345435,2.975891325,1.885797101,0,0.816168775,10.64553673,0,0.198258286,12.22929089,0.284518648,0.257735936,0.17173913,0.311153374
"mp-300032380, Ni(PO3)3, LiNi(PO3)3, mp-504166, mp-32380",0.527307471,4292.957901,3.10835526,1.925128205,0,0.814263465,6.018708505,0,0.066786671,6.882788756,0.312309533,0.256479373,0.171794872,0.382538734
"mp-300032383, NiP2O7, LiNiP2O7, mp-689834, mp-32314",0.59287428,4340.42499,2.691699481,1.87,0,0.948926012,8.017203724,0,0.169089295,9.136130958,0.263837447,0.260072007,0.168333333,0.289666086
"mp-300032384, Ni7(PO4)6, Li4Ni7(PO4)6, mp-32385, mp-32384",0.560529429,4022.149601,3.421116732,2.152072072,0,0.880441355,15.64974556,0,0.056244963,18.40907611,0.257088321,0.232106157,0.19954955,0.558296019
