,chargedensityvoldens,HeatFusion wmean,numberDensity,NfValenc wmean,atomMean,AtomicWeigh wstd,AtomicWeigh wmean,metalloid,GSmagmom wmean,AtomicVolum wmean,deltashannonmax
"mp-300540431, Fe5(PO4)4, Li2Fe5(PO4)4, mp-540432, mp-540431",0.958710579,1.9564,0.077654125,0,12.72,2.736304812,8.788139307,0,0.140710853,3968.625306,0.014291545
"mp-300540434, Co(PO3)4, LiCo(PO3)4, mp-31572, mp-540434",0.688666359,1.823529412,0.065912961,0,10.76470588,3.195669687,7.349432216,0,0.03036218,4377.063105,0.007624695
"mp-300540438, Mn(PO3)3, LiMn(PO3)3, mp-540439, mp-540438",0.772564712,1.807948718,0.072870877,0,10.92307692,2.806759005,7.483434128,0,7.95E-06,4292.990502,0.014490498
"mp-300540443, CrPO4, LiCrPO4, mp-540444, mp-540443",0.925413382,2.245555556,0.080573606,0,11.83333333,2.274759907,8.164859,0,0,4133.838651,0.006975487
"mp-300540456, Cr(PO3)3, LiCr(PO3)3, mp-31669, mp-540456",0.746077995,2.015384615,0.070871658,0,10.84615385,2.894947678,7.407999641,0,0,4292.987431,0.008495393
"mp-300540459, Cr4(PO4)3, LiCr4(PO4)3, mp-540460, mp-540459",0.893183925,2.495789474,0.073775179,0,12.47368421,2.67855248,8.64734186,0,0,3916.480353,0.006050774
"mp-300540461, V(PO3)4, LiV(PO3)4, mp-32490, mp-540461",0.795665514,1.92745098,0.077855724,0,10.52941176,3.387960298,7.192732314,0,0,4377.118968,0.00635918
"mp-300540462, CrPO4, LiCrPO4, mp-540463, mp-540462",0.833208224,2.245555556,0.072545515,0,11.83333333,2.274759907,8.164859,0,0,4133.838651,0.009420709
"mp-300540465, Ni5(PO4)4, Li2Ni5(PO4)4, mp-32329, mp-540465",1.063893271,2.201066667,0.083546517,0,13.12,2.909244254,8.97803264,0,0.03969298,3968.569568,0.004530595
"mp-300540471, Mn(PO3)3, LiMn(PO3)3, mp-540472, mp-540471",0.738403386,1.807948718,0.069648667,0,10.92307692,2.806759005,7.483434128,0,7.95E-06,4292.990502,0.013849756
"mp-300540475, MnPO4, LiMnPO4, mp-689981, mp-540475",0.861824501,1.796111111,0.073994887,0,12,2.322020375,8.328300389,0,1.72E-05,4133.845305,0.015940177
"mp-300540489, CoPO4, LiCoPO4, mp-689940, mp-540489",0.801072454,1.978888889,0.066919926,0,12.33333333,2.420305031,8.550253167,0,0.086026178,4133.777703,0.01096667
"mp-300540495, Co(PO3)4, LiCo(PO3)4, mp-31573, mp-540495",0.708996213,1.823529412,0.067858752,0,10.76470588,3.195669687,7.349432216,0,0.03036218,4377.063105,0.00392489
"mp-300553966, CuO, Li(CuO)2, mp-510751, mp-553966",1.37442287,3.455,0.076544284,0,18.5,11.88665,19.88635,0,0,4651.006777,0.00522785
"mp-300554014, Si4Cu5O14, Li2Si4Cu5O14, mp-25205, mp-554014",1.05746729,3.940869565,0.080059811,0,13.60869565,3.650239635,9.479182609,1,0,3774.347472,0.007607589
"mp-300556288, ReO3, LiReO3, mp-755021, mp-8189",1.766943019,4.3425,0.073554875,1.75,24.75,17.2761,29.27565,0,0,6973.912729,0.012170778
"mp-300556321, Co(WO4)2, LiCo(WO4)2, mp-25472, mp-25483",1.698492508,3.714545455,0.080542024,0.848484848,21.72727273,12.0277821,16.806315,0,0.04692337,4508.493656,0.028797874
"mp-300558256, TiO2, Li3Ti4O8, mp-2657, mp-558256",1.147800893,2.431666667,0.093361611,0,12.66666667,2.6447,13.31096667,0,3.76E-06,6200.338442,0.052152019
"mp-300558431, Cu(PO3)3, LiCu(PO3)3, mp-779530, mp-558431",0.790994445,1.825641026,0.072565142,0,11.23076923,2.556831752,7.704150923,0,0,4292.980687,0.003049896
"mp-300559117, KMnO2, KLiMnO2, mp-25544, mp-559117",0.837064336,1.307083333,0.057495215,0,15,2.397205235,10.50292875,0,2.58E-05,3106.037909,0.064188455
"mp-300559893, Bi(PdO2)2, LiBi(PdO2)2, mp-25201, mp-559893",1.838130888,2.165047619,0.064042496,0.666666667,29.57142857,9.896169447,23.13419048,0,0,3544.460424,0.028251954
"mp-300566471, FeMoClO4, LiFeMoClO4, mp-24968, mp-566471",0.877067339,1.9775,0.054064132,0,16.71428571,3.111244835,8.973414286,0,0.075380814,3311.19907,0.07295601
"mp-300566507, Fe(SeO3)2, LiFe(SeO3)2, mp-25662, mp-566507",0.906184556,1.055925926,0.059174547,0,15.77777778,4.66519271,11.47264444,0,0.078172696,4134.051036,0.041135269
"mp-300566658, V(GeO3)2, LiV(GeO3)2, mp-775220, mp-566658",1.141308809,3.581481481,0.078392774,0,15,4.280714052,10.82288519,1,0,4133.790735,0.006047321
"mp-300566770, V2(SO4)3, LiV2(SO4)3, mp-25724, mp-770367",0.865583046,0.996137255,0.079793623,0,11.17647059,2.581195706,7.648447059,0,0,4376.775597,0.046709376
"mp-300566900, Ni(WO4)2, LiNi(WO4)2, mp-510764, mp-25603",1.609309063,3.753333333,0.075995,0.848484848,21.81818182,12.0347012,16.79904848,0,0.018042264,4508.492003,0.009448267
"mp-300567344, Ca9Mn(PO4)7, LiCa9Mn(PO4)7, mp-851044, mp-567344",0.877830793,1.253944444,0.076216006,0,11.86666667,3.314483197,6.002442106,0,1.72E-06,2895.431483,0.004378308
"mp-300570512, WCl6, LiWCl6, mp-571518, mp-570512",0.787727537,5.107857143,0.032279405,1,25.14285714,2.062714286,28.32557143,0,0,7851.492926,0.087117891
"mp-300571612, W6CCl18, LiW6CCl18, mp-30295, mp-571612",1.044006585,6.518133333,0.03557014,1.12,30.24,17.88118494,23.37606267,0,0,4397.588056,0.013439881
"mp-300578763, Ni(SO4)2, LiNi(SO4)2, mp-850515, mp-782632",0.943751134,0.687333333,0.086256654,0,11.27272727,2.860557889,7.600563636,0,0.018042264,4509.177324,0.019508539
"mp-300578869, Na5Mn2O8, Na5LiMn2O8, mp-849237, mp-578869",0.777950017,0.901777778,0.071141066,0,11.26666667,0.508807537,7.840447476,0,1.38E-05,3310.20432,0.005154772
"mp-300585175, Co(PO3)3, LiCo(PO3)3, mp-585227, mp-585175",0.70719226,1.892307692,0.065778275,0,11.07692308,2.689145439,7.585873872,0,0.03970439,4292.959301,0.00497519
"mp-300585189, Mn4(PO4)3, LiMn4(PO4)3, mp-31944, mp-585189",1.040552356,1.928070175,0.084520998,0,12.68421053,2.865177292,8.85379414,0,2.18E-05,3916.488758,0.011499625
"mp-300585261, Mo2P2O11, LiMo4(P2O11)2, mp-540142, mp-585261",0.902607371,2.543555556,0.069056233,0,13.46666667,3.858801895,9.552464978,0,0,4546.702196,0.004605579
"mp-300585354, Cr2P3O10, LiCr2P3O10, mp-31635, mp-585354",0.927251165,2.218222222,0.082833624,0,11.53333333,1.95726134,7.931277467,0,0,4134.017776,0.008605372
"mp-300585378, Co3(P2O7)2, Li2Co3(P2O7)2, mp-540500, mp-585378",0.95953049,1.997460317,0.082058141,0,12.04761905,1.946972509,8.328352905,0,0.073736724,4133.914356,0.007684276
"mp-300585397, Co3P3O11, LiCo3P3O11, mp-31610, mp-585397",0.983526185,2.090980392,0.08049802,0,12.58823529,2.314821534,8.73949551,0,0.091086541,4012.388211,0.004655934
"mp-300585400, FePO4, LiFePO4, mp-704220, mp-585400",0.792888477,1.846111111,0.067143599,0,12.16666667,2.341004086,8.378686778,0,0.117259044,4133.82112,0.008581373
"mp-300585424, CrPO4, LiCrPO4, mp-689963, mp-585424",0.809788726,2.245555556,0.070506434,0,11.83333333,2.274759907,8.164859,0,0,4133.838651,0.009155915
"mp-300585432, MnPO4, LiMnPO4, mp-705467, mp-585432",0.725652644,1.796111111,0.062303387,0,12,2.322020375,8.328300389,0,1.72E-05,4133.845305,0.003355391
"mp-300585433, FePO4, LiFePO4, mp-704299, mp-585433",0.719618075,1.846111111,0.060938895,0,12.16666667,2.341004086,8.378686778,0,0.117259044,4133.82112,0.00292064
"mp-300620862, Tl3(MoO4)2, LiTl3(MoO4)2, mp-25775, mp-620862",1.435257968,2.285794872,0.049165525,1.076923077,30.07692308,16.55576697,23.92474615,0,0,3816.782095,0.042472473
"mp-300630234, Ti3(BiO3)4, Li2Ti3(BiO3)4, mp-23427, mp-630234",1.895224921,1.570421053,0.075102005,0.98245614,26,16.60926291,20.55290175,0,1.19E-06,3917.565066,0.01220608
"mp-300630880, Nd2Tl(MoO4)4, LiNd2Tl(MoO4)4, mp-634591, mp-630880",1.407310097,1.868065217,0.067100441,0.239130435,21.60869565,2.843488413,12.31193152,0,0,3235.153665,0.032763309
"mp-300635084, PWO4, LiPWO4, mp-25654, mp-635084",1.503904479,3.985,0.076833436,0.777777778,20.16666667,10.94611683,15.48952011,0,0,4134.047862,0.004378233
"mp-300645305, Fe(GeO3)2, LiFe(GeO3)2, mvc-9284, mp-645305",1.132812477,3.296666667,0.076117684,0,15.33333333,4.063897623,11.0044963,1,0.078172696,4133.71416,0.009728317
"mp-300652260, Rb5Si2NiO8, Rb5LiSi2NiO8, mp-633655, mp-652260",0.942766086,2.04078125,0.050955165,0,19.0625,9.54583657,10.47185313,1,0.009303042,2332.05869,0.019881696
"mp-300652866, K11Mn4O16, K11LiMn4O16, mp-775539, mp-652866",0.754534539,0.869301075,0.055147205,0,14.09677419,2.961564179,9.74004172,0,1.33E-05,3208.154107,0.015888285
"mp-300672958, Sb(PO3)4, LiSb(PO3)4, mp-672963, mp-672958",0.756608434,1.893921569,0.064019735,0,12.17647059,1.918616024,8.581330353,1,0,4377.439488,0.001628119
"mp-300672979, BiP2O7, LiBiP2O7, mp-672981, mp-672979",1.013935046,1.657533333,0.0618141,0.466666667,16.9,6.103688247,12.76412413,0,0,4341.243062,0.009544119
"mp-300673023, Bi(PO3)4, LiBi(PO3)4, mp-673020, mp-673023",0.954850523,1.723647059,0.069976229,0.274509804,14.05882353,2.162683723,10.29153427,0,0,4377.543254,0.006355503
"mp-300673024, Sn4(PO4)3, LiSn4(PO4)3, mp-26446, mp-673024",0.933365799,1.523859649,0.053581544,0,17.94736842,8.516990199,13.32901905,0,0,3917.524132,0.003031808
"mp-300673059, SbP2O7, LiSbP2O7, mp-684496, mp-673059",0.984680841,1.947,0.074052384,0,13.7,2.619945253,9.856777467,1,0,4341.066661,0.003201549
"mp-300673073, SbP2O7, LiSbP2O7, mp-540379, mp-673073",0.901546534,1.947,0.067800314,0,13.7,2.619945253,9.856777467,1,0,4341.066661,0.00293125
"mp-300673098, Bi(PO3)4, LiBi(PO3)4, mp-504324, mp-673098",0.920524974,1.723647059,0.06746068,0.274509804,14.05882353,2.162683723,10.29153427,0,0,4377.543254,0.012254062
"mp-300673101, Sn4(PO4)3, LiSn4(PO4)3, mp-540395, mp-673101",1.156632436,1.523859649,0.066398568,0,17.94736842,8.516990199,13.32901905,0,0,3917.524132,0.003757035
"mp-300673119, Sn2P3O10, LiSn2P3O10, mp-673117, mp-673119",0.849119537,1.602666667,0.058323247,0,15,3.936120343,10.89633969,0,0,4134.678836,0.004180138
"mp-300673126, Sb(PO3)4, LiSb(PO3)4, mp-504350, mp-673126",0.879710183,1.893921569,0.074435878,0,12.17647059,1.918616024,8.581330353,1,0,4377.439488,0.003786034
"mp-300673145, Cu4(PO4)3, LiCu4(PO4)3, mp-673151, mp-673145",1.043241668,1.976491228,0.079463836,0,13.52631579,3.495086168,9.457861158,0,0,3916.461897,0.004570316
"mp-300673706, Mo3Se4, Li7(Mo3Se4)4, mp-21021, mp-673706",1.655466228,9.942857143,0.045570227,0,37.42857143,1.997142857,43.12285714,0,0,11.09556147,0.081458246
"mp-300675779, Mo3S4, Li(Mo3S4)2, mp-2164, mp-675711",1.34476912,8.523142857,0.051045362,0,27.14285714,11.40142857,29.72428571,0,0,11.08348752,0.072567649
"mp-300684052, Sn6P7O24, LiSn6P7O24, mp-684053, mp-684052",1.018635424,1.603243243,0.065044457,0,16.13513514,5.56209877,11.82938679,0,0,4023.171455,0.001889943
"mp-300684082, Sb(PO3)4, LiSb(PO3)4, mp-684083, mp-684082",0.7112805,1.893921569,0.060184354,0,12.17647059,1.918616024,8.581330353,1,0,4377.439488,0.003061159
"mp-300684090, SbP2O7, LiSbP2O7, mp-25896, mp-684090",1.00435308,1.947,0.075531824,0,13.7,2.619945253,9.856777467,1,0,4341.066661,0.003265511
"mp-300684093, Bi(PO3)4, LiBi(PO3)4, mp-25906, mp-684093",0.861966412,1.723647059,0.063169216,0.274509804,14.05882353,2.162683723,10.29153427,0,0,4377.543254,0.005737264
"mp-300684104, Sb2P5O16, LiSb2P5O16, mp-25946, mp-684104",0.748885453,1.968115942,0.058184528,0,13.26086957,1.957333183,9.483756667,1,0,4314.153741,0.002187413
"mp-300684106, SbP2O7, LiSbP2O7, mp-25950, mp-684106",0.904108391,1.947,0.067992977,0,13.7,2.619945253,9.856777467,1,0,4341.066661,0.002939579
"mp-300684109, BiP2O7, LiBiP2O7, mp-25940, mp-684109",1.09453861,1.657533333,0.066728061,0.466666667,16.9,6.103688247,12.76412413,0,0,4341.243062,0.010302836
"mp-300684427, Sb(PO3)4, LiSb(PO3)4, mp-26150, mp-684427",0.906795512,1.893921569,0.076727679,0,12.17647059,1.918616024,8.581330353,1,0,4377.439488,0.001951301
"mp-300684489, BiP2O7, LiBiP2O7, mp-26594, mp-684489",1.017935401,1.657533333,0.06205798,0.466666667,16.9,6.103688247,12.76412413,0,0,4341.243062,0.009581774
"mp-300684493, Sn2P3O10, LiSn2P3O10, mp-684502, mp-684493",0.905261074,1.602666667,0.062179426,0,15,3.936120343,10.89633969,0,0,4134.678836,0.002228259
"mp-300684497, Bi(PO3)4, LiBi(PO3)4, mp-26574, mp-684497",0.962960696,1.723647059,0.070570583,0.274509804,14.05882353,2.162683723,10.29153427,0,0,4377.543254,0.006409484
"mp-300684503, Sn(PO3)3, LiSn(PO3)3, mp-684482, mp-684503",0.92137419,1.66025641,0.07389704,0,12.84615385,1.603917822,9.118612462,0,0,4293.368812,0.003055581
"mp-300684504, Bi2(PO4)3, LiBi2(PO4)3, mp-26286, mp-585241",1.174528615,1.577882353,0.067009792,0.549019608,18.05882353,8.001523009,13.78186051,0,0,4377.68579,0.00608608
"mp-300684506, Bi(PO3)4, LiBi(PO3)4, mp-684495, mp-684506",0.820386997,1.723647059,0.060122068,0.274509804,14.05882353,2.162683723,10.29153427,0,0,4377.543254,0.005460511
"mp-300684509, Sn(PO3)3, LiSn(PO3)3, mp-26762, mp-684509",0.899738968,1.66025641,0.072161829,0,12.84615385,1.603917822,9.118612462,0,0,4293.368812,0.002983832
"mp-300684539, Sb2(PO4)3, LiSb2(PO4)3, mp-554631, mp-684508",1.028235175,1.918431373,0.074113825,0,14.29411765,3.676153706,10.36145267,1,0,4377.478259,0.001884827
"mp-300690551, Mo3O8, LiMo3O8, mp-715479, mp-25584",1.148571117,5.190909091,0.068511125,0,17.27272727,7.267490909,18.90341818,0,0,6762.912726,0.006230759
"mp-300691164, MnO2, LiMn3O6, mp-25545, mp-763655",1.134971727,2.225,0.08556311,0,13.66666667,3.8232075,14.48947417,0,5.17E-05,6199.434506,0.036864469
"mp-300694615, FePO4, LiFePO4, mp-705201, mp-694615",0.739341031,1.846111111,0.06260908,0,12.16666667,2.341004086,8.378686778,0,0.117259044,4133.82112,0.003000687
"mp-300694722, NiP2O7, LiNiP2O7, mp-690014, mp-540286",0.820320655,1.87,0.07413835,0,11.4,2.439618618,7.754557467,0,0.01984649,4340.42499,0.005025507
"mp-300695780, MnP2O7, LiMnP2O7, mp-31943, mp-31960",0.852575089,1.717666667,0.079135943,0,11.1,2.540680165,7.629378967,0,1.03E-05,4340.46737,0.020457212
"mp-300695805, FeP2O7, LiFeP2O7, mp-540349, mp-540216",0.794481848,1.747666667,0.073085307,0,11.2,2.51550372,7.6596108,0,0.070355427,4340.452859,0.016813369
"mp-300697664, Cr4(PO4)3, LiCr4(PO4)3, mp-31658, mp-697664",0.970178383,2.495789474,0.080134765,0,12.47368421,2.67855248,8.64734186,0,0,3916.480353,0.006572364
"mp-300697692, Cr(PO4)2, LiCr(PO4)2, mp-697815, mp-697692",0.749021468,1.813333333,0.071939773,0,10.72727273,3.066030229,7.331479515,0,0,4509.275713,0.005095662
"mp-300697726, CoP2O7, LiCoP2O7, mp-540399, mp-31548",0.815688855,1.827333333,0.074372128,0,11.3,2.433460307,7.762550633,0,0.051615707,4340.426809,0.014625502
"mp-300697754, V(PO3)4, Li2V(PO3)4, mp-32520, mp-697754",0.782506435,1.92745098,0.07656811,0,10.52941176,3.387960298,7.192732314,0,0,4377.118968,0.003127004
"mp-300697758, FeP2O7, LiFeP2O7, mp-540323, mp-697758",0.793164178,1.747666667,0.072964093,0,11.2,2.51550372,7.6596108,0,0.070355427,4340.452859,0.008392742
"mp-300697764, FeP2O7, LiFeP2O7, mp-540177, mp-697764",0.842345327,1.747666667,0.077488324,0,11.2,2.51550372,7.6596108,0,0.070355427,4340.452859,0.008913144
"mp-300697767, MoP2O7, LiMoP2O7, mp-504290, mp-697767",0.876167328,2.536666667,0.070524693,0,12.8,2.086684062,8.996777467,0,0,4340.576976,0.003527636
"mp-300697796, Cr5(PO4)4, Li2Cr5(PO4)4, mp-775246, mp-697796",0.949662922,2.435733333,0.079418722,0,12.32,2.529272295,8.531545973,0,0,3968.646345,0.004950364
"mp-300697800, Fe4P7O24, LiFe4P7O24, mp-504312, mp-697800",0.850730043,1.812380952,0.076503193,0,11.45714286,2.20867808,7.849351752,0,0.080406202,4251.97467,0.005028474
"mp-300697807, Mn4P7O24, LiMn4P7O24, mp-540414, mp-697807",0.846253175,1.778095238,0.076867361,0,11.34285714,2.232044484,7.814801086,0,1.18E-05,4251.991254,0.005677362
"mp-300697808, Fe2P3O13, LiFe2P3O13, mp-697819, mp-697808",0.751807557,1.594444444,0.069366096,0,11.16666667,2.800382935,7.640805296,0,0.078172696,4477.902968,0.008865422
"mp-300697811, FeP2O7, LiFeP2O7, mp-697733, mp-31871",0.758873248,1.747666667,0.069809631,0,11.2,2.51550372,7.6596108,0,0.070355427,4340.452859,0.008029898
"mp-300699330, Cr3O8, LiCr3O8, mp-782705, mp-699330",0.882118066,2.943636364,0.073509694,0,12.36363636,1.272413636,12.90834091,0,0,6762.448007,0.010413727
"mp-300699599, Ca9Co(PO4)7, LiCa9Co(PO4)7, mp-851050, mp-699599",0.882904912,1.272222222,0.076370525,0,11.91111111,3.28253241,6.024637383,0,0.008602618,2895.424723,0.004355359
"mp-300699738, Co3(SeO3)4, Li2Co3(SeO3)4, mp-775276, mp-699738",1.201066861,1.368421053,0.075117404,0,16.47368421,3.277519788,12.01109447,0,0.081498484,3916.634891,0.049469654
"mp-300704186, Fe4(PO4)3, LiFe4(PO4)3, mp-704185, mp-704186",1.022290175,1.99122807,0.081681899,0,12.89473684,2.926187325,8.917440105,0,0.148116688,3916.458207,0.004945007
"mp-300704251, FePO4, LiFePO4, mp-504149, mp-704251",0.663010121,1.846111111,0.056145205,0,12.16666667,2.341004086,8.378686778,0,0.117259044,4133.82112,0.003587855
"mp-300704600, Ti4Mn(PO4)6, LiTi4Mn(PO4)6, mp-19383, mp-704600",0.835489845,1.328785714,0.076273951,0,11.28571429,3.353372111,5.830244407,0,2.86E-06,3189.034105,0.011267067
"mp-300705001, CrP2O7, LiCrP2O7, mp-704959, mp-705001",0.774995719,1.987333333,0.072588988,0,11,2.625478744,7.531314133,0,0,4340.463378,0.005655812
"mp-300705007, Mo(PO3)4, LiMo(PO3)4, mp-705035, mp-705007",0.815573493,2.240784314,0.072145784,0,11.64705882,2.372465515,8.075448,0,0,4377.151439,0.002122778
"mp-300705089, Fe3P3O11, LiFe3P3O11, mp-540050, mp-705089",0.945368785,1.950392157,0.078475094,0,12.41176471,2.19570436,8.55783698,0,0.124156635,4012.434182,0.005309793
"mp-300705113, Mo4P7O24, LiMo4P7O24, mp-32099, mp-705113",0.912324577,2.714095238,0.070750349,0,13.28571429,2.250572912,9.377542229,0,0,4252.116518,0.002022242
"mp-300705154, Cr4P7O24, LiCr4P7O24, mp-585323, mp-705154",0.862139335,2.086285714,0.079107394,0,11.22857143,2.313325079,7.70272699,0,0,4251.986691,0.003522113
"mp-300705291, CrP2O7, LiCrP2O7, mp-540274, mp-705291",0.834137326,1.987333333,0.078128411,0,11,2.625478744,7.531314133,0,0,4340.463378,0.00608742
"mp-300705332, CoP2O7, LiCoP2O7, mp-31608, mp-705332",0.804657103,1.827333333,0.073366285,0,11.3,2.433460307,7.762550633,0,0.051615707,4340.426809,0.00721385
"mp-300705333, Mo(PO4)2, LiMo(PO4)2, mp-32056, mp-705333",0.795092329,2.312727273,0.066257564,0,12.36363636,2.451625286,8.663718909,0,0,4509.378984,0.003012904
"mp-300705340, VP2O7, LiVP2O7, mp-32415, mp-705340",0.806987654,2.004,0.076278916,0,10.9,2.656980334,7.4961608,0,0,4340.521777,0.005295829
"mp-300705357, MnP2O7, LiMnP2O7, mp-540350, mp-705357",0.866852264,1.717666667,0.080461149,0,11.1,2.540680165,7.629378967,0,1.03E-05,4340.46737,0.010399894
"mp-300705367, V4P7O24, LiV4P7O24, mp-540336, mp-705367",0.824233734,2.105333333,0.076406965,0,11.11428571,2.344385466,7.662551752,0,0,4252.053433,0.003031268
"mp-300705375, Ni4P7O24, LiNi4P7O24, mp-504245, mp-705375",0.852586617,1.952190476,0.075170488,0,11.68571429,2.140893234,7.957862229,0,0.022681703,4251.942819,0.001455849
"mp-300705380, Mo2P3O13, LiMo2P3O13, mp-540536, mp-705380",0.771480639,2.471111111,0.061405283,0,12.94444444,2.826751993,9.126546037,0,0,4478.040876,0.00341276
"mp-300705400, Cr2P3O13, LiCr2P3O13, mp-540528, mp-705400",0.812707789,1.860740741,0.076507643,0,10.94444444,2.879607621,7.498253444,0,0,4477.914656,0.003311743
"mp-300705401, Ni4P4O15, Li2Ni4P4O15, mp-585202, mp-705401",0.896981718,2.135942029,0.072793516,0,12.69565217,2.327860384,8.676226783,0,0.034515635,4044.051871,0.001072684
"mp-300705402, Mn9(P2O7)8, Li5Mn9(P2O7)8, mp-705426, mp-540023",0.785664798,1.749588477,0.071815081,0,11.27160494,2.333489114,7.761271593,0,1.15E-05,4286.931612,0.004583881
"mp-300705404, Fe3P4O15, LiFe3P4O15, mp-705395, mp-705381",0.832384406,1.801363636,0.073129235,0,11.72727273,2.176370905,8.051834061,0,0.095939218,4227.744638,0.003823517
"mp-300705431, Fe5(P2O7)4, LiFe5(P2O7)4, mp-705433, mp-705376",0.823191007,1.817317073,0.073361846,0,11.56097561,2.144011456,7.926815415,0,0.085799301,4234.683906,0.004116338
"mp-300705432, Ni5(P2O7)4, Li6Ni5(P2O7)4, mp-705436, mp-705432",0.857286915,1.966504065,0.074821914,0,11.80487805,2.089271363,8.042604033,0,0.024203037,4234.649919,0.001237035
"mp-300705448, NiPO4, LiNiPO4, mp-705637, mp-705448",0.82581723,2.05,0.068067225,0,12.5,2.413367317,8.536931222,0,0.033077483,4133.774671,0.000961244
"mp-300705470, Mo4P5O24, Li3Mo4P5O24, mp-705562, mp-705470",0.857887187,2.504040404,0.067053119,0,13.18181818,3.271890567,9.320145556,0,0,4509.250567,0.00203272
"mp-300705640, Co21O40, Li20Co21O40, mp-851287, mp-705640",1.334888372,2.860655738,0.094583479,0,14.54098361,4.898533566,15.3899434,0,0.266540125,6097.69508,0.006098402
"mp-300743603, Ti3Fe(PO4)6, Li3Ti3Fe(PO4)6, mp-775436, mp-743603",0.758102072,1.270441176,0.071006666,0,11,3.534818955,5.656427735,0,0.015520076,3282.696346,0.009608926
"mp-300752433, La3Ti4O12, LiLa3Ti4O12, mp-754804, mp-752433",1.426536425,1.365614035,0.078663313,0,18.68421053,5.582086244,14.03819667,0,1.58E-06,3917.359705,0.029711672
"mp-300753239, SnPHO5, LiSnPHO5, mp-775543, mp-753239",1.085658307,0.8390625,0.084419233,0,13.25,5.641522497,7.209021938,0,0,3488.569334,0.011344662
"mp-300753403, CuCO3, LiCu2(CO3)2, mp-760595, mp-753403",0.819376617,8.777333333,0.071542758,0,11.8,4.316748461,8.236993333,0,0,3719.816435,0.007818006
"mp-300754937, TiO2, LiTi6O12, mp-766454, mp-757527",1.086806113,2.431666667,0.088400323,0,12.66666667,2.6447,13.31096667,0,3.76E-06,6200.338442,0.032920421
"mp-300755185, SbPHO5, LiSbPHO5, mp-755529, mp-755185",1.02281148,1.2340625,0.078789061,0,13.375,5.771347019,7.304334438,1,0,3488.670104,0.008515832
"mp-300755288, FeCuS2, LiFeCuS2, mp-753211, mp-755288",1.075440539,2.571,0.050943791,0,21.75,0.943867936,15.29341667,0,0.175888567,6.495033208,0.253481386
"mp-300755367, Ta2CuO6, LiTa2CuO6, mp-754223, mp-755367",1.941794517,3.261481481,0.080743029,1.037037037,24.77777778,14.85033138,19.31252444,0,0,4133.374311,0.019607528
"mp-300755414, TiS2, Li(TiS2)2, mp-9027, mvc-16738",0.885860549,2.932,0.050705723,0,18,2.7105,18.66616667,0,3.76E-06,11.99490146,0.084098942
"mp-300755570, NiS, Li(NiS)2, mp-594, mp-755570",1.609696233,4.80025,0.075385074,0,22,6.6571,22.6896,0,0.148848675,9.526957559,0.375094052
"mp-300755615, TiO2, Li5Ti12O24, mp-754672, mp-765985",0.822078817,2.431666667,0.066867523,0,12.66666667,2.6447,13.31096667,0,3.76E-06,6200.338442,0.018676179
"mp-300755797, Ti8O13, LiTi8O13, mp-752989, mp-755797",1.100697191,2.763333333,0.085053706,0,13.33333333,4.165328571,14.06971905,0,4.29E-06,5758.086993,0.01357463
"mp-300756781, Sr3Nb4O13, Sr3Li2Nb4O13, mp-756435, mp-756781",1.269042871,2.419166667,0.068455295,0,19.1,3.400011325,14.04129533,0,0,4032.275685,0.022882012
"mp-300756861, La4Ti3O12, LiLa4Ti3O12, mp-770474, mp-756861",1.491577032,1.226140351,0.074868443,0,20.52631579,9.678250767,15.63536281,0,1.19E-06,3917.708729,0.028278323
"mp-300757073, Ba4Y2Cu5O14, Ba4LiY2Cu5O14, mp-772817, mp-757073",1.501751191,1.2234,0.069197484,0,22.36,5.726824885,12.688413,0,0,2606.758136,0.023085041
"mp-300757100, CoS2, Li3(CoS2)4, mvc-11233, mp-767412",0.903972503,3.273666667,0.04735748,0,19.66666667,0.866134167,20.5105325,0,0.258078533,10.88815871,0.314182601
"mp-300757419, Ti(SiO3)2, LiTi(SiO3)2, mp-766596, mp-757419",0.882794252,4.292222222,0.083529533,0,10.88888889,2.334055751,7.408681481,1,8.35E-07,4133.735262,0.003888316
"mp-300757434, Si6Bi9O26, LiSi6Bi9O26, mp-766877, mp-757434",1.730808573,3.308406504,0.070369014,1.024390244,25.34146341,18.43038248,20.04326016,1,0,3933.630697,0.010600001
"mp-300757464, Nb(PO3)4, LiNb(PO3)4, mp-757155, mp-757464",0.811236412,2.094117647,0.072126399,0,11.58823529,2.434510941,8.015573098,0,0,4377.200483,0.004881783
"mp-300757532, SnP2O7, LiSnP2O7, mvc-1016, mp-757532",0.939253742,1.525666667,0.071155446,0,13.6,2.532431658,9.7551108,0,0,4340.959173,0.003824884
"mp-300757663, Sn(PO3)4, LiSn(PO3)4, mp-757156, mp-757663",0.877715008,1.646078431,0.074627578,0,12.11764706,1.964169365,8.521526431,0,0,4377.37626,0.004719441
"mp-300757673, TiP2O7, LiTiP2O7, mvc-1011, mp-757673",0.775777814,1.759,0.074007839,0,10.8,2.751887045,7.393677467,0,7.51E-07,4340.648158,0.006201143
"mp-300757777, SiBi3O7, LiSiBi3O7, mp-753860, mp-757777",1.95713673,2.577818182,0.069532411,1.272727273,29,24.0682732,23.24310606,1,0,3947.631725,0.019519689
