,chargedensityvoldens,HeatFusion wmean,numberDensity,NfValenc wmean,atomMean,AtomicWeigh wstd,AtomicWeigh wmean,metalloid,GSmagmom wmean,AtomicVolum wmean,deltashannonmax
"mp-300764301, K2VPO6, K2LiVPO6, mp-565565, mp-764301",0.702449491,1.15075,0.058365678,0,12.4,2.49327443,6.40270655,0,0,2793.673444,0.01303205
"mp-300764302, RbV(PO4)2, RbLiV(PO4)2, mp-565681, mp-764302",0.81700819,1.302708333,0.065592028,0,12.83333333,2.462791621,6.7990005,0,0,3102.093571,0.017061807
"mp-300764310, KMnPCO7, KLiMnPCO7, mp-773432, mp-764256",0.69942034,2.776818182,0.065510316,0,11,3.094036333,4.527574673,0,5.64E-06,2368.554181,0.026595136
"mp-300764313, KMnP3HO10, KLiMnP3HO10, mp-542842, mp-764313",0.726641103,0.9140625,0.070462029,0,10.625,3.373281346,4.349494638,0,3.88E-06,2558.909082,0.019666196
"mp-300764317, Mn2F5, LiMn2F5, mp-766778, mp-764317",0.860217355,1.935357143,0.065305048,0,13.57142857,1.063148143,14.63343614,0,4.43E-05,6645.176303,0.031756396
"mp-300764324, VF4, LiVF4, mp-766158, mp-782719",0.804713965,2.252,0.070262509,0,11.8,2.50521128,12.69351128,0,0,7442.027917,0.095667878
"mp-300764332, Mn5O5F, LiMn5O5F, mp-767352, mp-764332",1.088253177,1.997121212,0.070882251,0,15.81818182,9.912592672,11.32380692,0,4.70E-05,3382.535089,0.043868957
"mp-300764358, FeF3, LiFeF3, mp-556197, mp-764358",0.937009035,1.821875,0.072860479,0,13.25,0.1437762,14.1050262,0,0.26383285,6977.075383,0.06200326
"mp-300764362, NiF3, LiNiF3, mp-614777, mp-764362",1.178436728,2.280625,0.088301421,0,13.75,0.2122738,14.4610762,0,0.074424338,6976.970873,0.075143289
"mp-300764394, Mn5OF11, Li3Mn5OF11, mp-767182, mp-764394",0.949928877,1.325,0.071716015,0,13.64705882,6.458125504,9.797491376,0,3.04E-05,4377.861861,0.028719688
"mp-300764395, Mn3Cr2Sb3O16, Li4Mn3Cr2Sb3O16, mp-775041, mp-764395",1.359074987,1.496041667,0.083183544,0,16.83333333,4.107892318,9.271632656,1,9.69E-06,3100.276593,0.017919622
"mp-300764431, Mn2F5, LiMn2F5, mp-765924, mp-764431",1.111047016,1.935357143,0.084347263,0,13.57142857,1.063148143,14.63343614,0,4.43E-05,6645.176303,0.041016203
"mp-300764438, CrNi5(PO4)6, Li4CrNi5(PO4)6, mp-772386, mp-764438",0.984632547,1.561944444,0.081885301,0,12.38888889,3.440671907,6.356189389,0,0.020673427,3100.339001,0.007089044
"mp-300764639, MnFe(PO4)2, Li2MnFe(PO4)2, mp-764402, mp-764639",0.96339914,1.365833333,0.08214547,0,12.08333333,2.550913076,6.265120187,0,0.043978603,3100.374909,0.017695998
"mp-300764670, MnFe(PO4)2, Li2MnFe(PO4)2, mp-764401, mp-764670",0.9681735,1.365833333,0.082552562,0,12.08333333,2.550913076,6.265120187,0,0.043978603,3100.374909,0.017783694
"mp-300764671, Mn7O7F, LiMn7O7F, mp-767193, mp-764671",1.099087095,2.048111111,0.070774408,0,16,10.34188653,11.4569004,0,4.82E-05,3307.388393,0.032121623
"mp-300764682, VOF3, LiVOF3, mp-764252, mp-764682",0.629568498,1.499,0.055917677,0,11.6,3.613711024,8.262407307,0,0,4960.724518,0.019034068
"mp-300764694, VF5, LiVF5, mp-766154, mp-764694",0.653955572,1.897916667,0.059450389,0,11.33333333,3.670876333,12.16112633,0,0,7751.823978,0.03372764
"mp-300764698, VF3, LiVF3, mp-559931, mp-764698",0.875498635,2.783125,0.07216217,0,12.5,0.7567137,13.4920887,0,0,6977.333825,0.061409009
"mp-300764707, MnFeCo(PO4)3, Li3MnFeCo(PO4)3, mp-764415, mp-764707",0.98829965,1.124222222,0.083691462,0,12.16666667,2.915246031,5.051448067,0,0.04066049,2480.288825,0.00600968
"mp-300764708, MnFeCo(PO4)3, Li3MnFeCo(PO4)3, mp-764392, mp-764708",0.989107856,1.124222222,0.083759902,0,12.16666667,2.915246031,5.051448067,0,0.04066049,2480.288825,0.006014594
"mp-300764752, V2OF7, LiV2OF7, mp-764284, mp-764752",0.654790024,1.500166667,0.057660754,0,11.7,4.947512269,8.36237408,0,0,4961.038231,0.019627402
"mp-300764776, V3O5F3, LiV3O5F3, mp-765773, mp-764776",1.021450993,2.011060606,0.085120748,0,12.36363636,3.713349211,8.782324533,0,0,4509.313522,0.026340575
"mp-300764781, CoO2, Li(CoO2)2, mp-770908, mp-771219",1.284774627,2.773333333,0.092351483,0,14.33333333,4.489065833,15.1553325,0,0.258078533,6199.231699,0.03026866
"mp-300764788, Mn2OF3, LiMn2OF3, mp-763860, mp-764788",1.019032872,1.489166667,0.074111336,0,14.16666667,6.404540452,10.15948331,0,3.45E-05,4134.524904,0.042045148
"mp-300764804, MnFeCo(PO4)3, Li3MnFeCo(PO4)3, mp-764410, mp-764804",0.987339101,1.124222222,0.08361012,0,12.16666667,2.915246031,5.051448067,0,0.04066049,2480.288825,0.006003839
"mp-300764810, MnF4, LiMnF4, mvc-2979, mp-764810",0.781672441,1.393,0.066012942,0,12.2,2.10555678,13.09316578,0,3.10E-05,7441.864697,0.044940881
"mp-300764841, VO2F, LiVO2F, mp-764232, mp-764841",0.776864355,1.849583333,0.066700344,0,12,3.278928553,8.494891933,0,0,4649.987317,0.028380535
"mp-300764851, NaV(OF)2, NaLiV(OF)2, mp-18953, mp-764851",0.817330906,1.04375,0.074302663,0,11.33333333,1.69252857,5.996953153,0,0,3101.703946,0.053838559
"mp-300764857, Ni2(SO4)3, Li2Ni2(SO4)3, mp-779193, mp-764857",0.884032156,0.838490196,0.077419633,0,11.76470588,2.41681013,7.952443137,0,0.023348812,4376.661729,0.011329924
"mp-300764909, Mn3Cr(PO4)4, Li4Mn3Cr(PO4)4, mp-775395, mp-767307",0.973108253,1.431354167,0.083840647,0,11.95833333,3.07155173,6.215580031,0,9.69E-06,3100.382731,0.018061177
"mp-300764914, Ti4VO8, LiTi4VO8, mp-770251, mp-768022",1.176988434,2.047692308,0.090082747,0,13.46153846,4.419918324,9.49755641,0,2.31E-06,3815.947885,0.023224817
"mp-300764920, VF5, LiVF5, mp-766786, mp-764920",0.670852347,1.897916667,0.060986457,0,11.33333333,3.670876333,12.16112633,0,0,7751.823978,0.034599088
"mp-300764931, MnFeCo(PO4)3, Li3MnFeCo(PO4)3, mp-763496, mp-764931",0.995110443,1.124222222,0.084268215,0,12.16666667,2.915246031,5.051448067,0,0.04066049,2480.288825,0.006051095
"mp-300764942, Mn2Co5O12, Li4Mn2Co5O12, mp-771625, mp-774397",1.384089644,1.920350877,0.096421886,0,14.78947368,3.978715166,10.46552395,0,0.135841688,3915.539837,0.026237635
"mp-300765001, Mn3TeO8, Li2Mn3TeO8, mp-771471, mp-765001",1.281609336,1.6075,0.082959794,0,15.91666667,1.454208983,11.67803708,1,2.58E-05,4133.560337,0.122047315
"mp-300765014, Na2Mn(PO3)5, Na2LiMn(PO3)5, mp-567904, mp-765014",0.743002515,1.240326087,0.072755675,0,10.52173913,3.45532719,5.388884713,0,3.37E-06,3033.859972,0.013752427
"mp-300765024, VF5, LiVF5, mp-766781, mp-765024",0.697951649,1.897916667,0.063450025,0,11.33333333,3.670876333,12.16112633,0,0,7751.823978,0.017998365
"mp-300765030, Mn3Cr5O16, Li4Mn3Cr5O16, mp-773259, mp-771517",1.203499986,2.045138889,0.092133789,0,13.45833333,1.831315663,9.455347708,0,1.29E-05,4132.94802,0.019847708
"mp-300765033, Mn5Fe3O16, Li4Mn5Fe3O16, mp-773198, mp-772481",1.215376404,1.520833333,0.090794213,0,13.79166667,1.947234283,9.697439236,0,0.087965819,4132.938198,0.019559133
"mp-300765046, V2OF7, LiV2OF7, mp-765500, mp-764204",0.76911197,1.500166667,0.067727934,0,11.7,4.947512269,8.36237408,0,0,4961.038231,0.046108429
"mp-300765048, V2OF5, LiV2OF5, mp-764357, mp-765048",0.984709318,1.853958333,0.081983596,0,12.375,4.870423741,8.869767333,0,0,4651.163742,0.023255636
"mp-300765055, Mn2F7, LiMn2F7, mp-765941, mp-766857",0.810793053,1.533611111,0.066533169,0,12.55555556,1.284040689,13.49249513,0,3.45E-05,7235.315854,0.025163914
"mp-300765102, Ti(PO3)4, LiTi(PO3)4, mp-766396, mp-765102",0.775271423,1.783333333,0.076286346,0,10.47058824,3.462870234,7.132448,0,4.42E-07,4377.19331,0.007520071
"mp-300765110, VFe(P2O7)2, LiVFe(P2O7)2, mp-767722, mp-765110",0.824536824,1.406875,0.076879739,0,11.05,3.495890655,5.68341435,0,0.026383285,3255.365489,0.017686282
"mp-300765113, V(CO3)2, LiV(CO3)2, mp-762253, mp-763116",0.691923279,9.541481481,0.077301244,0,9.222222222,3.299215608,6.331825926,0,0,4132.765855,0.005963119
"mp-300765133, VCr(P2O7)2, LiVCr(P2O7)2, mp-767779, mp-767608",0.824578198,1.49675,0.07758573,0,10.95,3.53643756,5.6353031,0,0,3255.369433,0.012090273
"mp-300765157, VF3, LiV2F6, mp-765007, mp-559701",0.884633095,2.783125,0.072915069,0,12.5,0.7567137,13.4920887,0,0,6977.333825,0.031024858
"mp-300765263, VF5, LiVF5, mp-765273, mp-765263",0.684437802,1.897916667,0.062221496,0,11.33333333,3.670876333,12.16112633,0,0,7751.823978,0.008824939
"mp-300765266, Mn2F7, LiMn2F7, mp-765269, mp-765266",0.845456928,1.533611111,0.069377664,0,12.55555556,1.284040689,13.49249513,0,3.45E-05,7235.315854,0.013119874
"mp-300765272, V2OF5, LiV2OF5, mp-764744, mp-764220",0.894993404,1.853958333,0.074514149,0,12.375,4.870423741,8.869767333,0,0,4651.163742,0.063410511
"mp-300765286, Sn(PO3)4, LiSn(PO3)4, mp-757495, mp-765286",0.952692844,1.646078431,0.081002556,0,12.11764706,1.964169365,8.521526431,0,0,4377.37626,0.005122594
"mp-300765295, V6F13, LiV6F13, mp-767323, mp-765295",0.844414612,3.481973684,0.06482362,0,13.42105263,1.543941011,14.54284846,0,0,6365.894231,0.011613475
"mp-300765312, VFeP2(HO5)2, LiVFeP2(HO5)2, mp-765969, mp-765318",0.880908556,0.933875,0.090196369,0,10.0625,3.220422378,4.1342988,0,0.026383285,2790.501576,0.025937238
"mp-300765321, VF5, LiVF5, mp-764959, mp-767609",0.693280255,1.897916667,0.063025354,0,11.33333333,3.670876333,12.16112633,0,0,7751.823978,0.017877902
"mp-300765322, MnCr3O8, Li2MnCr3O8, mp-764180, mp-775608",1.185004445,2.1575,0.090999597,0,13.41666667,3.549921272,9.414487361,0,8.61E-06,4132.946357,0.019603377
"mp-300765329, VF5, LiVF5, mp-765218, mp-765329",0.723398905,1.897916667,0.065763407,0,11.33333333,3.670876333,12.16112633,0,0,7751.823978,0.009327292
"mp-300765367, VF4, LiVF4, mp-765216, mp-765367",0.719597979,2.252,0.062830722,0,11.8,2.50521128,12.69351128,0,0,7442.027917,0.010693615
"mp-300765368, VF5, LiVF5, mp-558797, mp-765368",0.705943436,1.897916667,0.06417655,0,11.33333333,3.670876333,12.16112633,0,0,7751.823978,0.009102226
"mp-300765375, V4O7F5, Li3V4O7F5, mp-764254, mp-765375",0.889683153,1.8503125,0.075991,0,12.0625,2.985982724,8.557371167,0,0,4650.183387,0.032333645
"mp-300765380, V5F11, LiV5F11, mp-765348, mp-765380",0.834009753,3.44703125,0.064245315,0,13.375,1.428908275,14.49031048,0,0,6396.46621,0.006833984
"mp-300765418, V2P4H3O16, Li4V2P4H3O16, mp-771427, mp-765418",0.809507237,1.2086,0.087978493,0,9.48,3.606353904,4.84792268,0,0,3534.698568,0.009772957
"mp-300765441, Mn5O3F5, LiMn5O3F5, mp-767195, mp-765441",1.015378637,1.70474359,0.070102542,0,14.92307692,7.514576642,10.7097549,0,3.98E-05,3816.556355,0.036711566
"mp-300765448, CoPO4, LiCoPO4, mp-767020, mp-765448",0.813250876,1.978888889,0.067937286,0,12.33333333,2.420305031,8.550253167,0,0.086026178,4133.777703,0.011133393
"mp-300765461, Mn5Co(PO4)6, Li4Mn5Co(PO4)6, mp-772281, mp-765461",0.956887054,1.369930556,0.081778205,0,12.05555556,3.311678765,6.273969389,0,0.01076404,3100.375529,0.011744587
"mp-300765498, VOF3, LiVOF3, mp-764241, mp-765498",0.673224344,1.499,0.059795148,0,11.6,3.613711024,8.262407307,0,0,4960.724518,0.020353938
"mp-300765519, CoO2, Li(CoO2)2, mp-540000, mp-774082",1.319572504,2.773333333,0.094852805,0,14.33333333,4.489065833,15.1553325,0,0.258078533,6199.231699,0.031088481
"mp-300765522, Ti3Co3(TeO8)2, Li4Ti3Co3(TeO8)2, mp-761356, mp-765522",1.260098225,1.3471875,0.082213011,0,15.79166667,2.046717155,8.662406094,1,0.048390429,3100.301714,0.120948676
"mp-300765528, VOF3, LiVOF3, mp-781081, mp-765230",0.773960557,1.499,0.068742443,0,11.6,3.613711024,8.262407307,0,0,4960.724518,0.046799095
"mp-300765530, VF4, LiVF4, mp-764923, mp-767699",0.770293613,2.252,0.067257142,0,11.8,2.50521128,12.69351128,0,0,7442.027917,0.045787919
"mp-300765532, V3O5F, LiV3O5F, mp-765777, mp-765532",1.083142914,2.439074074,0.085115839,0,13.11111111,6.078374466,9.326663081,0,0,4133.486263,0.064384358
"mp-300765541, VF4, LiVF4, mp-765239, mp-765176",0.827387348,2.252,0.072242204,0,11.8,2.50521128,12.69351128,0,0,7442.027917,0.012295423
"mp-300765552, MnCoO4, LiMnCoO4, mp-766792, mp-768015",1.217741903,1.666111111,0.089617193,0,14,0.617854108,9.881602222,0,0.086043407,4132.888735,0.038611152
"mp-300765660, Mn2V3O12, Li3Mn2V3O12, mp-850239, mp-775642",0.864032304,1.822745098,0.070388962,0,12.64705882,1.972696727,8.915556667,0,1.22E-05,4375.927963,0.005351781
"mp-300765682, V3CrO8, Li2V3CrO8, mp-849352, mp-849964",1.055870974,2.423888889,0.083148911,0,13.08333333,3.574464,9.244883333,0,0,4133.089027,0.021595316
"mp-300765710, Fe5Ni(PO4)6, Li4Fe5Ni(PO4)6, mp-770337, mp-765710",0.96579723,1.410069444,0.081414152,0,12.22222222,3.327337161,6.303795639,0,0.077421588,3100.360034,0.010405239
"mp-300765765, V2F7, LiV2F7, mp-765229, mp-766914",0.751568053,2.488055556,0.063936439,0,12.11111111,1.728101244,13.04843458,0,0,7235.497209,0.024181789
"mp-300765780, V2OF5, LiV2OF5, mp-765708, mp-765780",0.89185727,1.853958333,0.074253045,0,12.375,4.870423741,8.869767333,0,0,4651.163742,0.031594158
"mp-300765781, VF5, LiVF5, mp-765975, mp-765781",0.712119652,1.897916667,0.064738023,0,11.33333333,3.670876333,12.16112633,0,0,7751.823978,0.018363721
"mp-300765791, V3(OF)4, Li2V3(OF)4, mp-764325, mp-765791",0.9563612,2.012121212,0.079114882,0,12.45454545,3.577440245,8.873203418,0,0,4509.598716,0.048964125
"mp-300765796, Mn3CoO8, Li2Mn3CoO8, mp-772359, mp-775027",1.173012139,1.574722222,0.087365464,0,13.83333333,3.657392308,9.770625833,0,0.043038932,4132.922536,0.037641005
"mp-300765803, FeCoO4, Li2Fe3(CoO4)3, mp-771871, mp-763110",1.177250362,1.716111111,0.085618039,0,14.16666667,0.560120228,9.931988611,0,0.203285222,4132.86455,0.065655132
"mp-300765810, Nb4VO12, Li3Nb4VO12, mp-767656, mp-765810",1.214113269,2.82627451,0.07514253,0,16.64705882,7.719656004,12.05019255,0,0,4376.318028,0.012275137
"mp-300765811, Ni3Sn(PO4)4, Li4Ni3Sn(PO4)4, mp-774257, mp-765811",1.100757431,1.429895833,0.084530048,0,13.41666667,2.299282916,7.027871333,0,0.018606084,3100.497935,0.007573036
"mp-300765840, V3Co(PO4)4, Li4V3Co(PO4)4, mp-775494, mp-765840",0.953943299,1.649791667,0.08305764,0,11.83333333,2.960908131,6.162949406,0,0.016129908,3100.422309,0.013611278
"mp-300765841, V2O3F, LiV2O3F, mp-764327, mp-765841",1.087348889,2.439722222,0.085085821,0,13.16666667,5.723682735,9.382200178,0,0,4133.660548,0.024135619
"mp-300765853, V2O2F3, LiV2O2F3, mp-764353, mp-765853",0.923072351,2.105,0.074801085,0,12.71428571,4.130396046,9.08938141,0,0,4429.376659,0.036374108
"mp-300765863, V6O7F5, LiV6O7F5, mp-764335, mp-765863",1.141649642,2.441018519,0.088587321,0,13.27777778,5.308295636,9.49327437,0,0,4134.009118,0.033505149
"mp-300765867, V3(O2F)2, LiV3(O2F)2, mp-765508, mp-765867",1.0628743,2.44037037,0.082821211,0,13.22222222,5.462386492,9.437737274,0,0,4133.834833,0.062648627
"mp-300765874, V2O2F3, LiV2O2F3, mp-764379, mp-765874",0.997795706,2.105,0.080856285,0,12.71428571,4.130396046,9.08938141,0,0,4429.376659,0.039318618
"mp-300765882, Ni(PO3)3, LiNi(PO3)3, mp-767052, mp-765882",0.810980352,1.925128205,0.074911726,0,11.15384615,2.696129925,7.579725282,0,0.015266531,4292.957901,0.0039061
"mp-300765883, CrPHO5, LiCrPHO5, mp-774136, mp-765883",0.911110137,1.271875,0.093871768,0,10,3.612894862,5.124212563,0,0,3488.104526,0.018285181
"mp-300765896, V3F10, LiV3F10, mp-768262, mp-765896",0.853695226,2.578846154,0.07191396,0,12.23076923,1.429212769,13.18494354,0,0,7156.062322,0.018830088
"mp-300765898, TiMn3O8, Li2TiMn3O8, mp-773245, mp-771575",1.192743663,1.517777778,0.091593912,0,13.41666667,4.068547948,9.463231528,0,2.65E-05,4133.106993,0.019731406
"mp-300765901, V4(OF3)3, Li3V4(OF3)3, mp-849543, mp-779405",0.891000435,1.853229167,0.074558265,0,12.3125,4.190767169,8.8072881,0,0,4650.967671,0.031724026
"mp-300765945, Mn4OF8, Li2Mn4OF8, mp-767164, mp-765945",0.901678744,1.382051282,0.067094481,0,13.84615385,6.517057632,9.942020656,0,3.18E-05,4293.690167,0.017568147
"mp-300765960, MnVP2(HO5)2, LiMnVP2(HO5)2, mp-766980, mp-765074",0.908624175,0.922625,0.09361564,0,10,3.222768385,4.122961863,0,3.88E-06,2790.507017,0.030250398
"mp-300765997, TiMn3O8, Li2TiMn3O8, mp-774302, mp-775166",1.102903799,1.517777778,0.084694874,0,13.41666667,4.068547948,9.463231528,0,2.65E-05,4133.106993,0.009122598
"mp-300766055, TiFe3(PO4)6, Li6TiFe3(PO4)6, mp-775272, mp-761955",0.75951933,1.265441176,0.069649581,0,11.23529412,3.54759479,5.773751265,0,0.046558904,3282.610185,0.00942528
"mp-300766114, MnFe3(PO4)4, Li4MnFe3(PO4)4, mp-773269, mp-766114",0.974633061,1.375208333,0.082817766,0,12.125,3.037546746,6.274567635,0,0.065961443,3100.370374,0.017840825
"mp-300766115, CrO2, Li2Cr3O6, mvc-9788, mp-762466",0.999966462,3.573333333,0.077269983,0,13.33333333,3.332883333,13.99915,0,0,6199.414545,0.010034225
"mp-300766608, CoCu(PO4)2, Li2CoCu(PO4)2, mp-761614, mp-769707",0.987747799,1.43,0.081414204,0,12.5,2.404285336,6.508789979,0,0.032259817,3100.350654,0.013341956
"mp-300766631, Co3Cu3(TeO8)2, Li4Co3Cu3(TeO8)2, mp-761933, mp-766631",1.444978512,1.33,0.089325768,0,16.66666667,1.511282968,9.152374844,1,0.048389725,3100.120265,0.131412696
"mp-300766658, V2OF5, LiV2OF5, mp-764448, mp-766658",0.983867247,1.853958333,0.081913488,0,12.375,4.870423741,8.869767333,0,0,4651.163742,0.023235749
"mp-300766728, V(SiO3)2, LiV(SiO3)2, mp-767887, mp-766728",0.909188203,4.564444444,0.085157956,0,11,2.235563093,7.522551852,1,0,4133.594839,0.003284598
"mp-300766730, Cr3(CoO6)2, Li2Cr3(CoO6)2, mp-773919, mp-772468",0.847229908,1.922352941,0.066843833,0,13.05882353,1.780358545,9.13426451,0,0.060724361,4375.777187,0.003866188
"mp-300766739, VOF3, LiVOF3, mp-764398, mp-765521",0.810085656,1.499,0.07195104,0,11.6,3.613711024,8.262407307,0,0,4960.724518,0.024491736
"mp-300766750, MnCu(PO4)2, Li2MnCu(PO4)2, mp-775025, mp-766750",0.995933928,1.361458333,0.083198248,0,12.33333333,2.463195016,6.425557688,0,6.46E-06,3100.376005,0.01792279
"mp-300766766, FePO4, LiFe2(PO4)2, mp-765990, mp-767093",0.785111327,1.846111111,0.066485012,0,12.16666667,2.341004086,8.378686778,0,0.117259044,4133.82112,0.012745802
"mp-300766777, FePO4, LiFePO4, mp-767830, mp-766777",0.719617115,1.846111111,0.060938814,0,12.16666667,2.341004086,8.378686778,0,0.117259044,4133.82112,0.005841272
"mp-300766795, CoBO3, LiCoBO3, mp-766751, mp-766795",0.93739261,4.470666667,0.086231834,0,11.2,4.119443118,7.849493,1,0.103231413,3719.659008,0.016957749
"mp-300766846, CoSn(PO4)2, Li2CoSn(PO4)2, mp-863848, mp-766846",1.095058181,1.295625,0.079174705,0,14.25,2.637075586,7.658039979,0,0.032259817,3100.666005,0.012974953
"mp-300766850, Mn3V2Co3O16, Li4Mn3V2Co3O16, mp-770130, mp-766850",1.288435074,1.394270833,0.096543705,0,13.75,2.283362337,7.286324167,0,0.048399416,3099.713231,0.020797704
"mp-300766859, V3(OF3)2, LiV3(OF3)2, mp-764432, mp-766859",0.963636334,2.014242424,0.078569714,0,12.63636364,4.578622546,9.054961188,0,0,4510.169104,0.02431336
"mp-300766972, Mn2O2F3, LiMn2O2F3, mp-766920, mp-766972",1.102707815,1.286904762,0.085514481,0,13.28571429,4.637929082,9.470004743,0,2.95E-05,4429.221212,0.041583795
"mp-300766992, VCrP2(O4F)2, LiVCrP2(O4F)2, mp-765139, mp-765118",0.887910341,1.169285714,0.080549741,0,11.35714286,2.273790327,4.726816149,0,0,2657.473722,0.039169552
"mp-300767040, MnCu3(PO4)4, Li4MnCu3(PO4)4, mp-775168, mp-767040",1.029885734,1.368645833,0.084887384,0,12.5,3.120940686,6.515223885,0,3.23E-06,3100.372018,0.018286668
"mp-300767053, Co(CO3)2, LiCo2(CO3)4, mp-762909, mp-763593",0.688990732,9.345185185,0.073434604,0,9.666666667,3.265338442,6.62781463,0,0.057350785,4132.660335,0.016045706
"mp-300767057, SrLa3MnO8, SrLiLa3MnO8, mp-767144, mp-767057",1.553570025,0.782692308,0.069826784,0,22.92307692,11.05699972,13.21672413,0,5.96E-06,2863.802021,0.019273347
"mp-300767067, Mn5O7F, LiMn5O7F, mp-766932, mp-767067",1.172069975,1.701153846,0.082624228,0,14.61538462,8.128500337,10.40216483,0,3.98E-05,3815.591083,0.04326897
"mp-300767084, Mn3(OF3)2, LiMn3(OF3)2, mp-767627, mp-767084",1.069196791,1.233333333,0.08356924,0,13.18181818,4.974276246,9.418283461,0,2.82E-05,4510.020723,0.025860461
"mp-300767088, Sb11S18, Li3Sb11S18, mp-753921, mp-767088",1.087641705,4.28737931,0.038277211,0,29.27586207,13.1412069,33.04362069,1,0,14.15695659,0.026269819
"mp-300767131, Mn2O3F, LiMn2O3F, mp-767610, mp-767131",1.059733641,1.485277778,0.078928527,0,13.83333333,6.316892756,9.826260733,0,3.45E-05,4133.479193,0.022389029
"mp-300767132, Mn3Co2Te3O16, Li4Mn3Co2Te3O16, mp-774178, mp-767132",1.33988492,1.320729167,0.080221875,0,17.20833333,4.210495704,9.598655469,1,0.032269508,3100.371402,0.118019393
"mp-300767137, Sb17S27, Li3Sb17S27, mp-767208, mp-767137",1.10915818,4.351102273,0.038708036,0,29.52272727,13.68369318,33.35994318,1,0,14.16762426,0.017509077
"mp-300767166, V(CO3)2, LiV(CO3)2, mp-762249, mp-765387",0.752376415,9.541481481,0.084055031,0,9.222222222,3.299215608,6.331825926,0,0,4132.765855,0.012968229
"mp-300767188, Mn2OF3, LiMn2OF3, mp-765034, mp-767188",1.07593816,1.489166667,0.078249894,0,14.16666667,6.404540452,10.15948331,0,3.45E-05,4134.524904,0.022196526
"mp-300767196, Mn5OF11, Li3Mn5OF11, mp-767187, mp-767196",0.880827402,1.325,0.066499116,0,13.64705882,6.458125504,9.797491376,0,3.04E-05,4377.861861,0.026630508
"mp-300767198, CrNi3(PO4)4, Li4CrNi3(PO4)4, mp-774119, mp-767198",1.051624951,1.574166667,0.08785056,0,12.33333333,3.103014838,6.332934875,0,0.018606084,3100.342999,0.011408211
"mp-300767241, Mn3Sb(PO4)4, Li4Mn3Sb(PO4)4, mp-772129, mp-767241",0.976201515,1.41875,0.076875011,0,13.08333333,2.265779024,6.942287323,1,9.69E-06,3100.571257,0.016560621
"mp-300767246, Mn7F18, Li2Mn7F18, mp-765911, mp-767246",0.836000901,1.8992,0.063897074,0,13.48,0.851901148,14.53075145,0,4.34E-05,6698.288863,0.017400169
"mp-300767249, MnCo3(PO4)4, Li4MnCo3(PO4)4, mp-775179, mp-767249",1.016374163,1.449895833,0.085483373,0,12.25,3.064458874,6.371073729,0,0.048392955,3100.345952,0.018415057
"mp-300767260, MnNi3(PO4)4, Li4MnNi3(PO4)4, mp-775024, mp-767260",1.044271118,1.489895833,0.086942511,0,12.375,3.06205091,6.363580135,0,0.018609315,3100.344247,0.018729389
"mp-300767267, MnVO4, LiMnVO4, mp-771856, mp-772054",1.056909453,1.960555556,0.081670115,0,13.33333333,0.910348014,9.437619167,0,1.72E-05,4133.047015,0.03518719
"mp-300767273, Mn3F10, LiMn3F10, mp-765801, mp-767065",0.785660148,1.587692308,0.063776143,0,12.69230769,0.968072962,13.64608335,0,3.58E-05,7155.873992,0.016699267
"mp-300767296, TiMn3(PO4)4, Li4TiMn3(PO4)4, mp-772362, mp-767296",0.926640989,1.36,0.080397401,0,11.875,3.128624826,6.172568573,0,9.93E-06,3100.440475,0.017319424
"mp-300767303, Mn(SiO3)2, LiMn(SiO3)2, mvc-11572, mp-767360",0.962207136,4.246296296,0.088339275,0,11.22222222,2.11901418,7.670572037,1,1.15E-05,4133.534387,0.025373711
"mp-300767309, Mn2OF3, LiMn2OF3, mp-767172, mp-767309",1.004064197,1.489166667,0.073022707,0,14.16666667,6.404540452,10.15948331,0,3.45E-05,4134.524904,0.020713771
"mp-300767327, Mn3Sn(PO4)4, Li4Mn3Sn(PO4)4, mp-775053, mp-767327",1.000057295,1.287083333,0.079005242,0,13.04166667,2.29249628,6.91051649,0,9.69E-06,3100.537667,0.017019521
"mp-300767349, VF5, LiVF5, mp-764952, mp-767349",0.646590542,1.897916667,0.058780842,0,11.33333333,3.670876333,12.16112633,0,0,7751.823978,0.016673895
"mp-300767356, Co(SiO3)2, LiCo(SiO3)2, mvc-12012, mp-767356",0.978873301,4.368148148,0.088124342,0,11.44444444,2.017540834,7.818540556,1,0.057350785,4133.489319,0.019255463
"mp-300767384, Ba2Ti11O24, Ba2LiTi11O24, mp-768357, mp-767384",1.136665449,1.578108108,0.079360768,0,14.75675676,2.787256152,10.67726667,0,2.23E-06,4022.852883,0.017888935
"mp-300767433, V2OF5, LiV2OF5, mp-764715, mp-767433",0.988239877,1.853958333,0.082277538,0,12.375,4.870423741,8.869767333,0,0,4651.163742,0.023339016
"mp-300767440, MnFe2(PO4)3, Li2MnFe2(PO4)3, mp-849505, mp-767440",0.935731649,1.372083333,0.07960337,0,12.11111111,2.779981281,6.271418486,0,0.058633829,3100.371886,0.011432248
"mp-300767453, MnFe3(PO4)4, Li4MnFe3(PO4)4, mp-767822, mp-767453",0.969414023,1.375208333,0.082374288,0,12.125,3.037546746,6.274567635,0,0.065961443,3100.370374,0.008872645
"mp-300767478, MnFe3(PO4)4, Li4MnFe3(PO4)4, mp-767591, mp-767478",0.974074593,1.375208333,0.082770312,0,12.125,3.037546746,6.274567635,0,0.065961443,3100.370374,0.008915301
