,density,nelements,other,BoilingT wstd,HeatCapacityMass wmean,AtomicVolum wmean,HeatFusion wmean,HeatFusion wstd,MeltingT wstd,BCCenergydiff wmean,GSmagmom wstd,ionicitymean,q4,sq_pyr,numberDensity,ShannonRadii,deltaShannonstd,deltashannonmax,chargedensityvoldens,negativeoxdensity,energysStab,volumeshannonflex,metalloid,BulkModulus wstd,IsAlkali wstd,deltaShannon,lin,bent
"mp-300765710, Fe5Ni(PO4)6, Li4Fe5Ni(PO4)6, mp-770337, mp-765710",3.408875006959154,4.0,4.0,154.22478425940852,0.20371527777777776,3100.360033582881,1.4100694444444444,1.1759176278779104,89.2778096262821,0.4134790948958333,0.12473235606877175,0.52,0.19765882217321654,0.08608591039871916,0.08141415152170972,0.5419086550768984,0.16077958943226328,0.6160697246919979,0.9657972300638428,0.054276101014473145,0.0627162596701396,345.12295504118515,0.0,9.409166137730132,0.0,0.2237699729245679,2.174095808714252,2.174095808714252
"mp-300765765, V2F7, LiV2F7, mp-765229, mp-766914",2.7706770774280547,2.0,2.0,375.88,0.37477777777777777,7235.497209319009,2.4880555555555555,2.2897222222222218,221.75,0.3383775995833333,0.0,0.4147058823529412,0.24387604793010864,0.6548314504444905,0.06393643900386206,0.6955309154341992,0.2608241271074632,1.0596128588854496,0.7515680532432287,0.04972834144744828,0.0020822177777777284,0.0,0.0,17.777777777777782,0.0,0.9201964986225204,2.4705361050808308,2.4705361050808308
"mp-300765780, V2OF5, LiV2OF5, mp-765708, mp-765780",3.2809288524305704,3.0,3.0,418.8810944465293,0.25066666666666665,4651.163741648932,1.8539583333333327,2.4903344578199844,248.01079788601047,0.2769837263541666,0.0,0.7036842105263158,0.2867151642536162,0.4941535210872637,0.07425304546567016,0.5516772009156262,0.3787340701106824,1.1583860967563742,0.8918572704847108,0.05568978409925262,0.004090732499999914,0.0,0.0,18.856180831641268,0.0,0.8702785550072715,2.465892392290036,2.465892392290036
"mp-300765781, VF5, LiVF5, mp-765975, mp-765781",2.614642313383325,2.0,2.0,271.29999999999995,0.3840833333333333,7751.823977905332,1.8979166666666665,1.6854166666666663,159.625,0.362547428125,0.0,0.1807692307692308,0.20559672485004707,0.2569360166968109,0.06473802262522921,0.7034875407494963,0.21331304853877814,0.966728754378976,0.71211965217213,0.05394835218769101,0.08219894958333374,0.0,0.0,13.333333333333332,0.0,0.8713322589748917,2.776584107930219,2.776584107930219
"mp-300765791, V3(OF)4, Li2V3(OF)4, mp-764325, mp-765791",3.4971071517538457,3.0,3.0,458.12185390518965,0.2556060606060606,4509.598716058636,2.0121212121212118,2.7234374379486983,271.37479475561133,0.3838974693939394,0.0,0.7321052631578948,0.2337639275630949,0.7573315759966401,0.07911488249886475,0.6341466230476195,0.4741284045759078,1.3405316569625232,0.9563611995068758,0.05753809636281072,0.10715860886363693,51.97130297619,0.0,20.5703790890632,0.0,0.7313847316012791,3.5130405545573056,3.5130405545573056
"mp-300765796, Mn3CoO8, Li2Mn3CoO8, mp-772359, mp-775027",4.252384065301156,3.0,3.0,215.2645337861601,0.2556111111111111,4132.922536277642,1.5747222222222217,1.2677430246478227,143.01974503241084,0.5257524557227777,0.060811427866453466,0.5863636363636363,0.22199630270854384,0.9432989142729749,0.08736546357729755,0.4483106522797313,0.3352902700078432,1.0221899294764698,1.1730121386720478,0.05824364238486504,0.028560331249999567,144.30157964074922,0.0,12.247448713915892,0.0,0.4948235054965716,5.179637043879003,5.179637043879003
"mp-300765803, FeCoO4, Li2Fe3(CoO4)3, mp-771871, mp-763110",4.2361546395887055,3.0,3.0,220.5530444861253,0.2523333333333333,4132.864549533903,1.7161111111111111,1.1216161729870753,123.40910685326664,0.5160257641666667,0.14874702930578412,0.5077272727272727,0.2456304469582465,0.6862546273118221,0.08561803939863362,0.4670419119129863,0.34660326278615955,1.138418844720212,1.1772503616069248,0.05707869293242241,0.11443455697916605,69.43339877186942,0.0,13.766124103737633,0.0,0.5702773949182597,4.8219779463334005,4.8219779463334005
"mp-300765810, Nb4VO12, Li3Nb4VO12, mp-767656, mp-765810",4.510764078525007,3.0,3.0,494.42057306310653,0.24637254901960784,4376.318028000294,2.826274509803921,3.0269403714481986,268.1558561996146,0.5404800694117647,0.0,0.5505,0.2165006265423871,0.564939580655067,0.07514252987177622,0.5091515027787877,0.08363071820298311,0.4649195827145662,1.2141132687673557,0.05304178579184205,0.05415798117647164,32.0067184333536,0.0,17.075718476139013,0.0,0.2744262402434056,2.751639332899296,2.751639332899296
"mp-300765811, Ni3Sn(PO4)4, Li4Ni3Sn(PO4)4, mp-774257, mp-765811",3.9458808765031854,4.0,4.0,134.83888448798913,0.20128125,3100.4979353092103,1.4298958333333331,1.2504181375296803,78.3994873439783,0.4167730659375,0.03222668346741342,0.4834782608695653,0.21314581842916536,0.7565615951285958,0.08453004837882115,0.5178365415003046,0.04769283512349369,0.3337179050354179,1.1007574314844404,0.05635336558588078,0.08190261161458158,240.18629402480232,0.0,9.1727962460867,0.0,0.1945599030171561,2.881668885642429,2.881668885642429
"mp-300765840, V3Co(PO4)4, Li4V3Co(PO4)4, mp-775494, mp-765840",3.39998685345123,4.0,4.0,160.07604762832432,0.20470833333333333,3100.422309442115,1.6497916666666663,1.261015680661823,95.53004460766807,0.4137795694270833,0.02793782075476196,0.39857142857142863,0.23060062945377025,0.5048611821364489,0.08305763955833526,0.5279648718476982,0.1180611029084236,0.6068706014526826,0.9539432988744394,0.055371759705556835,0.03869505729166356,235.82871772742283,0.0,7.818247885555944,0.0,0.2323009594915529,2.7794798429819387,2.7794798429819387
"mp-300765841, V2O3F, LiV2O3F, mp-764327, mp-765841",3.976785846218096,3.0,3.0,564.4444381036744,0.2531111111111111,4133.660547957708,2.4397222222222217,3.342568064442682,334.55054435525136,0.43117970625,0.0,1.2639999999999998,0.19486969576659274,0.6954647030449824,0.08508582135203115,0.5076947151711036,0.30165513502478125,1.058938061011446,1.0873488891127383,0.056723880901354086,0.035740018333333616,0.0,0.0,25.141574442188357,0.0,0.4234273355641642,3.5517625488168454,3.5517625488168454
"mp-300765853, V2O2F3, LiV2O2F3, mp-764353, mp-765853",3.3869792752761767,3.0,3.0,481.02594930781333,0.2517142857142857,4429.376658638407,2.105,2.8552590813740015,284.94245757167204,0.3430677177380952,0.0,0.8327777777777778,0.26957405195071915,0.5800724748822805,0.07480108500027151,0.5226279304765094,0.43113848087230494,1.2140834180716964,0.9230723511207144,0.05342934642876536,0.09639467214285702,62.45325000349961,0.0,21.54992095044716,0.0,0.7292691413437484,3.0341212960772204,3.0341212960772204
"mp-300765863, V6O7F5, LiV6O7F5, mp-764335, mp-765863",4.189458737919447,3.0,3.0,564.4595244230841,0.24962962962962965,4134.00911835916,2.441018518518518,3.34154325634417,334.50984595957067,0.378330577824074,0.0,0.9265217391304348,0.20692699488134644,0.33234542146143525,0.08858732145362952,0.44852314506413465,0.3890484971731608,1.1812856513359842,1.141649642376217,0.05905821430241968,0.07407839888888823,90.14846338991477,0.0,25.141574442188357,0.0,0.5780822979665905,2.24460139757318,2.24460139757318
"mp-300765867, V3(O2F)2, LiV3(O2F)2, mp-765508, mp-765867",3.893854978313643,3.0,3.0,564.4380254169854,0.2513703703703703,4133.834833158435,2.44037037037037,3.3420383043039528,334.5211775310126,0.404755142037037,0.0,1.1523809523809525,0.1889263595908965,0.8384682899777016,0.0828212107826796,0.5589116135717668,0.4528103859451089,1.4553080409135604,1.0628742995319782,0.0552141405217864,0.06838383444444496,14.65184550271472,0.0,25.141574442188357,0.0,0.6470499016324233,3.1417565825321634,3.1417565825321634
"mp-300765874, V2O2F3, LiV2O2F3, mp-764379, mp-765874",3.6611576241420174,3.0,3.0,481.02594930781333,0.2517142857142857,4429.376658638407,2.105,2.8552590813740015,284.94245757167204,0.3430677177380952,0.0,0.8940000000000001,0.22389715291405604,0.6541264155169966,0.0808562853165107,0.5327164007442223,0.44247161591763423,1.2459974594847076,0.9977957056335208,0.057754489511793364,0.05917205714285601,0.0,0.0,21.54992095044716,0.0,0.7484390972393994,2.9965585389292726,2.9965585389292726
"mp-300765882, Ni(PO3)3, LiNi(PO3)3, mp-767052, mp-765882",2.828613330129245,3.0,3.0,75.58698817299899,0.2823846153846154,4292.957901238365,1.9251282051282053,1.7337882880400666,39.20200000935829,0.5880247875000001,0.021590134864232318,0.3627777777777778,0.24931390343132506,0.3021406403830772,0.0749117261082581,0.5726302326071728,0.040064317175430984,0.1967894586516309,0.8109803524703665,0.051861964228794064,0.07767448177884617,245.6532474805908,0.0,6.018708505236478,0.0,0.17067659247702285,2.811584754274936,2.811584754274936
"mp-300765896, V3F10, LiV3F10, mp-768262, mp-765896",3.1489845627634603,2.0,2.0,391.9692307692308,0.3733461538461538,7156.062321844191,2.578846153846154,2.382692307692308,231.3076923076923,0.3346591644230769,0.0,0.29375,0.2474661379964093,0.5264881022996525,0.07191395966937446,0.7391761629196059,0.2431820420366509,0.9748441542206768,0.8536952261397053,0.055318430514903434,0.09676626730769212,0.0,0.0,18.461538461538463,0.0,0.8416478642170335,3.174580256080383,3.174580256080383
"mp-300765898, TiMn3O8, Li2TiMn3O8, mp-773245, mp-771575",4.3179378683404614,3.0,3.0,214.01852867750483,0.2584722222222222,4133.106993401967,1.5177777777777777,1.2803324100587758,141.81399942212602,0.5261318011394445,3.611361469653147e-05,0.6018181818181818,0.2256822178762301,1.0639207295180528,0.09159391218092712,0.42859233881559256,0.2649921850269213,0.8241960723440592,1.1927436627038497,0.061062608120618075,0.04233251999999865,188.12764213545242,0.0,12.552359475216667,0.0,0.3912540499839439,4.147138411264741,4.147138411264741
"mp-300765901, V4(OF3)3, Li3V4(OF3)3, mp-849543, mp-779405",3.2712091385665443,3.0,3.0,418.6461623748396,0.252625,4650.967670798115,1.8532291666666667,2.490617449974615,247.8860909191569,0.30671136109375,0.0,0.7605263157894737,0.29182652898932776,0.38635028089079865,0.07455826507279732,0.5535113438861327,0.4016163312409108,1.1599711217988846,0.8910004345417671,0.055918698804598,0.000607277812500584,0.0,0.0,18.856180831641268,0.0,0.8130676753346195,2.420641906659652,2.420641906659652
"mp-300765945, Mn4OF8, Li2Mn4OF8, mp-767164, mp-765945",3.3230109747021475,3.0,3.0,325.1222129747908,0.2416923076923077,4293.690167255913,1.3820512820512822,1.8324794138281282,211.89795666031773,0.2527838173425641,4.498224464436909e-05,0.7049999999999998,0.19371924526515635,0.36420409883610017,0.06709448139318339,0.8063336196112816,0.21135696506086568,0.9525615729977602,0.9016787439766863,0.04645002557989618,0.0717927040705133,0.0,0.0,17.40570538305348,0.0,0.8230261274097697,3.0593700963176333,3.0593700963176333
"mp-300765997, TiMn3O8, Li2TiMn3O8, mp-774302, mp-775166",3.9927020597767737,3.0,3.0,214.01852867750483,0.2584722222222222,4133.106993401967,1.5177777777777777,1.2803324100587758,141.81399942212602,0.5261318011394445,3.611361469653147e-05,0.6022727272727273,0.2372208242767753,0.8884409484394785,0.08469487356666275,0.45018686852397705,0.2049053223897472,0.6373099716086555,1.1029037990057189,0.05646324904444184,0.09019680041666513,574.9524346626682,0.0,12.552359475216667,0.0,0.3025373644136319,5.157537278188694,5.157537278188694
"mp-300766055, TiFe3(PO4)6, Li6TiFe3(PO4)6, mp-775272, mp-761955",2.671072201992409,4.0,4.0,82.82170090885593,0.20968382352941176,3282.6101848434773,1.2654411764705882,1.2228258104909169,47.84785040620749,0.4378511995955882,0.08064200450126784,0.4509523809523809,0.2740492909485868,0.1418588187882355,0.06964958074497579,0.586376320836562,0.13519228003650774,0.5960882986894446,0.7595193296333891,0.049164409937629966,0.07531067712622619,320.23666249853125,0.0,5.86222659848982,0.0,0.20178958736265248,2.1745254819689253,2.1745254819689253
"mp-300766114, MnFe3(PO4)4, Li4MnFe3(PO4)4, mp-773269, mp-766114",3.45156748521173,4.0,4.0,134.37068617106684,0.2040625,3100.3703744840745,1.3752083333333334,1.148271818169713,76.57800545939342,0.41429886021187495,0.11424111026214155,0.4047619047619048,0.2259498687080699,0.5751971699165558,0.08281776640271117,0.5309558520824681,0.20778880429428254,0.7969838274273415,0.974633061244115,0.055211844268474114,0.016673737083333858,234.57196864561345,0.0,8.407663295073926,0.0,0.27516815162114633,2.602837967100632,2.602837967100632
"mp-300766115, CrO2, Li2Cr3O6, mvc-9788, mp-762466",3.592456691304613,2.0,2.0,460.63333333333327,0.38083333333333336,6199.41454507545,3.5733333333333333,3.4266666666666667,345.06666666666666,0.7658315916666667,0.0,0.5621052631578948,0.2907240822419577,1.1163430169659012,0.0772699834406435,0.4880336278559735,0.1273090274055693,0.4694545058944564,0.9999664621069441,0.051513322293762334,0.18260293041666745,133.24291634558656,0.0,26.666666666666664,0.0,0.28941235272497223,3.5896308641372365,3.5896308641372365
"mp-300766608, CoCu(PO4)2, Li2CoCu(PO4)2, mp-761614, mp-769707",3.5197311176285027,4.0,4.0,95.93136679635427,0.2018333333333333,3100.35065371174,1.4299999999999995,1.060301319856242,44.81555011847868,0.41561121166666665,0.05587564150952391,0.5316666666666667,0.2170268011037713,0.4043952698059796,0.08141420356711662,0.5357185987008753,0.12521808709928936,0.6028412535687846,0.9877477985452388,0.054276135711411086,0.02326443979166548,232.5981732982364,0.0,6.352356299480968,0.0,0.23058548124809394,2.7487763781391714,2.7487763781391714
"mp-300766631, Co3Cu3(TeO8)2, Li4Co3Cu3(TeO8)2, mp-761933, mp-766631",5.4302473221938765,4.0,4.0,159.50852701649598,0.1823958333333333,3100.120265095005,1.3299999999999998,0.7131278909767089,76.15668503749758,0.3935544087327083,0.0838134622642859,0.5057142857142858,0.21963189123302984,0.9062184760512256,0.08932576837382555,0.3787198332809347,1.4704820495115971,5.5817416118208225,1.4449785123283645,0.06699432628036918,0.0371722543229156,211.0663193621409,1.0,9.030114547999931,0.0,0.7255640923914576,4.109756992241099,4.109756992241099
"mp-300766658, V2OF5, LiV2OF5, mp-764448, mp-766658",3.6194114754456734,3.0,3.0,418.8810944465293,0.25066666666666665,4651.163741648932,1.8539583333333327,2.4903344578199844,248.01079788601047,0.2769837263541666,0.0,0.759,0.18172016336493949,0.8206266223184938,0.0819134875924357,0.5054252144151776,0.34186213783249125,1.0456105714409016,0.9838672474901916,0.061435115694326775,0.04135555583333428,0.0,0.0,18.856180831641268,0.0,0.7855519500466658,3.5248856457546838,3.5248856457546838
"mp-300766728, V(SiO3)2, LiV(SiO3)2, mp-767887, mp-766728",3.1912492981351206,3.0,3.0,263.62997700121764,0.27485185185185185,4133.594838984837,4.564444444444447,4.751205002017216,139.22074762995894,0.5491872962962963,0.0,0.5957894736842105,0.2523207773195457,0.5294158126613671,0.08515795589863381,0.5295998859355874,0.07076532545479101,0.29959170610052155,0.9091882031415788,0.056771970599089214,0.0751275480555531,705.4201628320175,1.0,9.601097330974607,0.0,0.13759948407130235,3.2028700115745963,3.2028700115745963
"mp-300766730, Cr3(CoO6)2, Li2Cr3(CoO6)2, mp-773919, mp-772468",3.0416220258912423,3.0,3.0,190.3871670758268,0.258921568627451,4375.777186895309,1.9223529411764704,1.449568364343874,141.27424762191455,0.5444669719607843,0.0858772145876134,0.7544444444444445,0.2641790083696267,0.18392134720647005,0.06684383317119927,0.5979160541954307,0.1003929359506986,0.3989245800662071,0.8472299079707111,0.0471838822384936,0.008981202941177102,628.7084559210391,0.0,11.997692973159495,0.0,0.1974912691233358,2.369139519782692,2.369139519782692
"mp-300766739, VOF3, LiVOF3, mp-764398, mp-765521",2.9615153548843747,3.0,3.0,330.9753032156125,0.2586,4960.724517779746,1.499,1.981105920102877,195.85611476001685,0.3271587851666667,0.0,0.6722222222222223,0.16657178564339373,0.7164262956471109,0.07195103976365227,0.7979287030036635,0.3713173406324064,1.064120802260388,0.8100856558019127,0.05756083181092182,0.057281601999999765,0.0,0.0,15.084944665313015,0.0,0.7666695195940785,3.7691144118534363,3.7691144118534363
"mp-300766750, MnCu(PO4)2, Li2MnCu(PO4)2, mp-775025, mp-766750",3.550864150960753,4.0,4.0,82.11117156957253,0.20304166666666668,3100.376004623875,1.3614583333333332,1.072053839955759,38.31614944724407,0.41664979323625,1.1190516478349164e-05,0.5729166666666666,0.2428211257992131,0.4679287586161422,0.08319824775947154,0.5205051738320705,0.17501332914861453,0.7982024640593036,0.9959339284022976,0.05546549850631436,0.01623488375000104,239.02260171281844,0.0,5.035119716109594,0.0,0.2481734132112,2.4990480458854707,2.4990480458854707
"mp-300766766, FePO4, LiFe2(PO4)2, mp-765990, mp-767093",2.775044961854888,3.0,3.0,210.73888837628914,0.2716666666666667,4133.821119596877,1.8461111111111108,1.2440393685962208,121.39353588867719,0.5503130012499999,0.16582933096424285,0.4515789473684211,0.2220062496457188,0.3346817594985687,0.06648501246854141,0.623441067779259,0.1851072774040622,0.6591762798494547,0.7851113267228901,0.04432334164569427,0.09045620041666692,201.38695549462287,0.0,12.945994184770004,0.0,0.2523424197860435,2.6149246597748395,2.6149246597748395
"mp-300766777, FePO4, LiFePO4, mp-767830, mp-766777",2.543549916742013,3.0,3.0,210.73888837628914,0.2716666666666667,4133.821119596877,1.8461111111111108,1.2440393685962208,121.39353588867719,0.5503130012499999,0.16582933096424285,0.3813333333333333,0.2554440547033405,0.05721349223232644,0.0609388136961628,0.6548537217003075,0.14271520365794274,0.5082159834259197,0.7196171150987082,0.04062587579744187,0.0062760668750012644,384.30772069147736,0.0,12.945994184770004,0.0,0.19455258775532602,2.9829193374140215,2.9829193374140215
"mp-300766795, CoBO3, LiCoBO3, mp-766751, mp-766795",3.3719377194405333,3.0,3.0,338.3363111855816,0.28006666666666663,3719.6590084944396,4.470666666666667,4.137472765939238,184.70447170186938,0.5801793569446666,0.14599126479894275,0.5686956521739129,0.2330013513552147,0.3783499156546121,0.08623183420018303,0.5661383764357938,0.20259286196419105,0.6530090416975338,0.9373926095791908,0.05173910052010982,0.08770357387499939,162.9240021484307,1.0,26.195843605851326,0.0,0.2713178991671133,2.765755936644692,2.765755936644692
"mp-300766846, CoSn(PO4)2, Li2CoSn(PO4)2, mp-863848, mp-766846",4.02729210943731,4.0,4.0,89.72435295887558,0.19854166666666667,3100.666004614451,1.2956249999999998,1.121667498606675,45.19976272061613,0.4162019222916665,0.05587564150952391,0.402,0.2252833582938988,0.6331741432873056,0.07917470451180296,0.5463134340017137,0.12369418329832232,0.5972622349689414,1.0950581813403968,0.05278313634120197,0.04266771666666624,228.32436537381776,0.0,5.795712016463359,0.0,0.2280036542906089,2.8031383665970147,2.8031383665970147
"mp-300766850, Mn3V2Co3O16, Li4Mn3V2Co3O16, mp-770130, mp-766850",4.6724159925891104,4.0,4.0,125.1736490368258,0.1913125,3099.7132307887346,1.3942708333333331,0.7349200622039522,71.2554993918111,0.3906668324585416,0.0838078685002699,0.5377272727272727,0.23446300925371705,1.05997127114611,0.09654370513151757,0.39877348134788176,0.23030264903904715,0.8387830741700203,1.2884350743698845,0.06436247008767837,0.05669653677083364,201.2017157297414,0.0,8.108958523345235,0.0,0.3653237896591152,4.017902994104257,4.017902994104257
"mp-300766859, V3(OF3)2, LiV3(OF3)2, mp-764432, mp-766859",3.5441498839303,3.0,3.0,458.5075936243618,0.2499090909090909,4510.169103988284,2.014242424242424,2.7222331552787327,271.54380652362653,0.2974170774242424,0.0,0.8733333333333335,0.2121197191172239,0.7132239707342934,0.07856971411042574,0.6155948455882497,0.36582846718615203,1.061531137474181,0.9636363337553496,0.057141610262127815,0.07958227409090934,26.73202573223465,0.0,20.5703790890632,0.0,0.734641738634135,3.0531170640574867,3.0531170640574867
"mp-300766972, Mn2O2F3, LiMn2O2F3, mp-766920, mp-766972",4.0342255526709785,3.0,3.0,299.7490887354496,0.25076190476190474,4429.221211614085,1.286904761904762,1.6983405599573873,195.51735904280937,0.35736814538952383,4.176922716977129e-05,0.9039130434782608,0.22123648149392253,0.5977882572816835,0.08551448119287187,0.4821874233358783,0.4259962577461552,1.2694797671257474,1.1027078149197014,0.06108177228062276,0.08371485702381154,67.38144152494375,0.0,16.16244071283537,0.0,0.8900408602171416,3.113187987744116,3.113187987744116
"mp-300766992, VCrP2(O4F)2, LiVCrP2(O4F)2, mp-765139, mp-765118",3.1611996194100684,5.0,5.0,96.45288968957531,0.1638285714285714,2657.473722084293,1.1692857142857145,0.9802382051193016,63.72197198993227,0.30789149514285713,0.0,0.94,0.280766984199346,0.3437274694308972,0.08054974069640619,0.5144787935193365,0.3603898083969663,1.244420845178806,0.8879103409536618,0.057535529068861564,0.042078053809521336,120.8333406221971,0.0,5.3729481133332575,0.0,0.41054235250572296,2.875460332185846,2.875460332185846
"mp-300767040, MnCu3(PO4)4, Li4MnCu3(PO4)4, mp-775168, mp-767040",3.6735126977963137,4.0,4.0,137.9233626269797,0.2020625,3100.3720175141493,1.3686458333333331,1.1463201759310209,52.326523168869855,0.415479095836875,5.595258239174582e-06,0.4372727272727273,0.21751575995683625,0.622113907036626,0.08488738409544518,0.5139100869027499,0.13501878190114075,0.8035681614881212,1.029885733579861,0.05659158939696345,0.031042449791666368,241.91922560436748,0.0,6.829775496554285,0.0,0.2305133563357656,2.7026629231392985,2.7026629231392985
"mp-300767053, Co(CO3)2, LiCo2(CO3)4, mp-762909, mp-763593",2.424607397554418,3.0,3.0,372.56081287045487,0.27211111111111114,4132.660334779634,9.345185185185183,11.858810734803713,351.68338360594566,0.8354980546296296,0.08110625822163486,0.412,0.2314933907911335,0.3419718248187282,0.0734346042000016,0.6107616397202354,0.16971303393363205,0.6410856705159551,0.6889907324170464,0.04895640280000106,0.1217858158333307,146.69421964958846,0.0,8.261169020196048,0.0,0.2190198587449863,3.720814993281025,3.720814993281025
"mp-300767057, SrLa3MnO8, SrLiLa3MnO8, mp-767144, mp-767057",6.12992158296884,4.0,3.0,324.13901995957696,0.1675769230769231,2863.8020212598803,0.7826923076923077,0.4816270808108845,90.74095322243411,0.36396914491038457,1.0329707518476153e-05,0.6705882352941177,0.10111448965232506,0.6097791632729139,0.06982678440963141,0.4543694173406178,0.3755523516137848,1.0175773564772521,1.5535700249859887,0.04297032886746548,0.08520576649038425,284.9953906301524,0.0,4.043403569523515,0.03330866937632457,0.4796407738581955,4.4258610122725885,4.4258610122725885
"mp-300767067, Mn5O7F, LiMn5O7F, mp-766932, mp-767067",4.281554323287131,3.0,3.0,410.5600393868775,0.2473076923076923,3815.591083463651,1.7011538461538462,2.308512439736495,267.6847899278392,0.4538504703641025,5.622780580546137e-05,1.3990909090909087,0.2638114067034892,0.8411251006168589,0.08262422777160186,0.5501544041621572,0.3958718414666577,1.2864016665685054,1.1720699751151402,0.05084567862867807,0.07686839336538576,58.794528565850676,0.0,21.757131728816844,0.0,0.6093830545589253,4.428597372700117,4.428597372700117
"mp-300767084, Mn3(OF3)2, LiMn3(OF3)2, mp-767627, mp-767084",3.920924884521985,3.0,3.0,285.5578882046268,0.249,4510.020722737793,1.2333333333333332,1.6180661064065214,186.22870878113378,0.3110674856369697,3.987062593478168e-05,0.8370000000000001,0.2399246509937849,0.9227309438133912,0.08356923970024087,0.5001855932105339,0.3228913059124339,1.0835854472040285,1.069196791346759,0.06077762887290247,0.07098214143939252,65.09534674613789,0.0,15.4277843167974,0.0,0.8537847178634789,3.3705520387250725,3.3705520387250725
"mp-300767088, Sb11S18, Li3Sb11S18, mp-753921, mp-767088",4.2005577912340915,2.0,2.0,130.01793103448276,0.25898275862068965,14.156956589409685,4.287379310344827,3.219172413793104,50.88103448275861,0.38278647495689655,0.0,0.17666666666666675,0.1878577975485261,0.6835581643011028,0.03827721052982525,0.649961356418583,0.9867254615174144,2.227092775781853,1.087641704565868,0.023758268604719118,0.05324962978987013,0.0,1.0,5.575862068965516,0.0,1.455733999895131,4.0892350621211655,4.0892350621211655
"mp-300767131, Mn2O3F, LiMn2O3F, mp-767610, mp-767131",3.8636039205237385,3.0,3.0,353.0254371312758,0.252,4133.479193096,1.4852777777777781,1.9928567264353865,230.2515802012772,0.4478635385100001,4.8730765031399845e-05,1.2014999999999998,0.18755954742325795,0.6814982129227481,0.07892852744250382,0.5178988530155675,0.343295939666719,1.0327522738576171,1.0597336405781446,0.05261901829500255,0.06490622479166762,188.97601963550582,0.0,18.856180831641268,0.0,0.5339650867611876,4.750035702889464,4.750035702889464
"mp-300767132, Mn3Co2Te3O16, Li4Mn3Co2Te3O16, mp-774178, mp-767132",5.114606955505558,4.0,4.0,92.32657040797415,0.18305208333333334,3100.371401716261,1.3207291666666667,0.7400429543065388,57.90739092500474,0.3992215166773958,0.05587004849269432,0.5349999999999999,0.21536328960618176,0.7325083216352617,0.08022187542241113,0.1396728285721804,1.6868614890554978,5.385281525078794,1.3398849199350402,0.0635089847094088,0.06965203628472239,558.6952697545453,1.0,6.1773116877408745,0.0,0.9563206615886052,3.969637647821755,3.969637647821755
"mp-300767137, Sb17S27, Li3Sb17S27, mp-767208, mp-767137",4.28850075175931,2.0,2.0,139.10863636363635,0.2572159090909091,14.167624261369738,4.351102272727273,3.2950340909090907,55.43795454545455,0.3797289423437501,0.0,0.2271428571428573,0.1821274314170344,0.6688209776404149,0.03870803572582533,0.6488880023003899,0.8649363087893287,1.9453915885950517,1.1091581799848054,0.023752658286301902,0.04664775804332422,0.0,1.0,5.751136363636364,0.0,1.2590715058764927,4.092526199406739,4.092526199406739
"mp-300767166, V(CO3)2, LiV(CO3)2, mp-762249, mp-765387",2.651325154960126,3.0,3.0,368.543942394926,0.2746296296296296,4132.765854688443,9.541481481481481,11.73653580501214,345.1085642191362,0.8317831444444445,0.0,0.4266666666666667,0.2385800494264745,0.2793577822724214,0.08405503076047627,0.5422892555152378,0.12655260710332716,0.4735101334924719,0.7523764148232766,0.05603668717365085,0.0652596494444424,164.23643744276504,0.0,7.294698076509737,0.0,0.2072066644732207,2.5111679475667845,2.5111679475667845
"mp-300767188, Mn2OF3, LiMn2OF3, mp-765034, mp-767188",3.96027817164001,3.0,3.0,353.38743607100616,0.24155555555555555,4134.524904300355,1.4891666666666667,1.9902618243913608,230.3423443860984,0.2893161532322222,4.8730765031399845e-05,0.93,0.2391914652861364,0.7680321334204884,0.07824989377723585,0.5375245771189673,0.29390728602763594,1.0297838549671785,1.0759381596680724,0.05216659585149057,0.05273368645833365,0.0,0.0,18.856180831641268,0.0,0.8089480708452086,3.5808203911802443,3.5808203911802443
"mp-300767196, Mn5OF11, Li3Mn5OF11, mp-767187, mp-767196",3.2456454680047213,3.0,3.0,310.07327479723773,0.24268627450980398,4377.861861361412,1.3250000000000002,1.7491115062026017,202.09446744437687,0.2474326441019608,4.299773385123515e-05,0.7049999999999998,0.2311326800864076,0.6121611417695892,0.06649911640610391,0.7398023149028893,0.22220308467349395,1.094235729451133,0.8808274021929804,0.04694055275724982,0.06508355850490233,0.0,0.0,16.637806616154062,0.0,0.9649621208065716,2.723657356186218,2.723657356186218
"mp-300767198, CrNi3(PO4)4, Li4CrNi3(PO4)4, mp-774119, mp-767198",3.695375764416245,4.0,4.0,134.58961724235806,0.20359375,3100.3429993947498,1.5741666666666667,1.1398967423996498,70.328710723881,0.4160937670833333,0.03222668346741342,0.4834782608695653,0.2101673920212948,0.7557507704797759,0.08785055986142518,0.4957994157339272,0.07099562874199708,0.4899721738996641,1.0516249506609334,0.058567039907616775,0.0821763471223953,250.24714060558426,0.0,8.857278864803167,0.0,0.2034056804041068,2.9949330317668568,2.9949330317668568
