,density,nelements,other,BoilingT wstd,HeatCapacityMass wmean,AtomicVolum wmean,HeatFusion wmean,HeatFusion wstd,MeltingT wstd,BCCenergydiff wmean,GSmagmom wstd,ionicitymean,q4,sq_pyr,numberDensity,ShannonRadii,deltaShannonstd,deltashannonmax,chargedensityvoldens,negativeoxdensity,energysStab,volumeshannonflex,metalloid,BulkModulus wstd,IsAlkali wstd,deltaShannon,lin,bent
"mp-300504358, Cr6P7O24, LiCr6P7O24, mp-504359, mp-504358",3.3020708927699767,3.0,3.0,187.54783481372502,0.2712522522522523,4022.367463723473,2.351891891891892,1.5626893340365091,144.46666706554896,0.5419525291666667,0.0,1.3191666666666666,0.2386649958740212,0.4012832073377487,0.08060716360481159,0.5350423668611758,0.07948928878575473,0.3271203980037525,0.9324947246385098,0.05228572774366157,0.01588445884009104,698.6291823309915,0.0,11.771220952977009,0.0,0.15651498421791266,2.8564275838790736,2.8564275838790736
"mp-300504371, Ni6P7O24, LiNi6P7O24, mp-504372, mp-504371",3.70356537268924,3.0,3.0,205.9616227629124,0.27098198198198203,4022.305212208221,2.161621621621621,1.453787778291493,110.02276817588556,0.5476972086261261,0.045514338362435694,1.0757692307692308,0.237711130438134,0.3925475744079794,0.08659582302086909,0.5202410171365962,0.027730605754297453,0.14573529814508432,1.056292148492426,0.05617026358110427,0.015830599206080542,717.4118629141382,0.0,13.296570941366756,0.0,0.12960259811332406,2.7917422634908204,2.7917422634908204
"mp-300504376, Co5(P2O7)4, Li6Co5(P2O7)4, mp-704226, mp-504376",3.0151523895974286,3.0,3.0,145.24792211585736,0.27610569105691063,4234.652137720747,1.9144715447154483,1.4161862712095388,78.86177601206839,0.5736457225609757,0.08901906390179436,0.3383333333333334,0.2502928924202117,0.2983235502853072,0.0751650952819441,0.5680968442845754,0.09278089369864027,0.3897392142294072,0.8523220964494185,0.051332260192547184,0.06125807888719504,770.0444459852521,0.0,9.88093570848663,0.0,0.15010567541656233,3.094878184313173,3.094878184313173
"mp-300504383, Mo4P9O32, Li3Mo4P9O32, mp-504259, mp-705341",2.8297326238530727,3.0,3.0,165.72865326169207,0.2763037037037037,4409.379555161198,2.3986666666666667,1.5929214199720465,97.72013156474743,0.5923151483148148,0.0,0.8633333333333331,0.2696083813077529,0.2454288790324601,0.06529111912081652,0.6136654673613879,0.03185038101274363,0.183392897370854,0.7872076129755917,0.04642924026369175,0.03956374505555616,817.7762748937714,0.0,9.16318152977444,0.0,0.11490388467126345,3.194229090257452,3.194229090257452
"mp-300504387, Mn5(P2O7)4, LiMn5(P2O7)4, mp-540042, mp-540517",2.8487382428270327,3.0,3.0,96.10967241026465,0.2784634146341464,4234.701602915157,1.7807317073170734,1.4230260061147588,64.68811568947439,0.5756722231845529,1.7828328670024335e-05,0.99,0.2491832651368184,0.2640771002478081,0.07247832163197761,0.5768261543690186,0.13025182138004301,0.5061472053834297,0.8046981308492704,0.049497390382813984,0.03726871146341537,758.97270145952,0.0,6.452478348090228,0.0,0.16306471534996814,3.0978534403585,3.0978534403585
"mp-300504389, Cr4P9O32, Li3Cr4P9O32, mp-504406, mp-705371",2.6228845082251664,3.0,3.0,84.34366467727982,0.2821703703703704,4409.278579065973,1.9103703703703705,1.4502457783280391,67.94469140199206,0.592342080462963,0.0,1.3633333333333335,0.24634178902410395,0.27030222022128386,0.07116966745234764,0.5765835729376608,0.05736483499306048,0.2939980580168096,0.7475620781217938,0.05060954129944721,0.0971008493194434,867.7440856440942,0.0,6.250737130742309,0.0,0.12761008434589596,3.0506823930040317,3.0506823930040317
"mp-300504397, Mn4(PO4)3, LiMn4(PO4)3, mp-540522, mp-504397",3.198845898140071,3.0,3.0,198.01306946429162,0.26735087719298245,3916.48875756465,1.9280701754385967,1.2679879389639146,130.93652747005194,0.5318863162957895,3.077732528298937e-05,0.9276190476190476,0.2125821528061796,0.4217154602539812,0.0725259764666513,0.5861579362246043,0.16447684509231242,0.5192447118879788,0.8928796090944584,0.045805879873674515,0.031759466973683814,587.3085321247655,0.0,11.521628462924552,0.0,0.20393717419515006,2.8849825472305355,2.8849825472305355
"mp-300504399, V4P9O32, Li3V4P9O32, mp-705008, mp-705002",2.7081920846396774,3.0,3.0,114.59981767067038,0.2833555555555556,4409.330489014033,1.925185185185185,1.449950637256355,68.06903324745254,0.5923151483148148,0.0,0.3706666666666667,0.2500274435869062,0.2695884625201767,0.0737961112782179,0.5569501898573639,0.049856945672246834,0.2651525845914951,0.7687833565655787,0.05247723468673273,0.05574027984722196,896.7550988925317,0.0,6.250737130742309,0.0,0.1262792945062884,2.8715233370113387,2.8715233370113387
"mp-300505393, Mo4O5, Li(Mo4O5)2, mp-637219, mp-505393",6.336926731326556,2.0,2.0,1066.5277777777776,0.31077777777777776,5167.943853066568,8.389999999999999,8.267777777777779,628.3333333333333,0.6380667486111111,0.0,0.6399999999999999,0.1668645319613583,1.1157691275627757,0.07405965043988456,0.5870834591427573,0.04364925610488506,0.2595802799498668,1.6612628835323082,0.04114425024438032,0.4761882399999989,223.73228362220402,0.0,51.11111111111111,0.0,0.21077892804095646,3.7943318464819873,3.7943318464819873
"mp-300510529, Cr(SiO3)2, LiCr(SiO3)2, mp-25502, mp-510529",3.2210892574585466,3.0,3.0,264.6337239400241,0.2733703703703703,4133.52995154976,4.545925925925926,4.759749045268761,139.2012314090243,0.5492209614814815,0.0,1.2466666666666666,0.2399058603999839,0.4945194650634052,0.08551023642738945,0.5065679798900365,0.12775006628358435,0.5344521806361145,0.9221710335931976,0.0570068242849263,0.11129598944444652,183.9207464581821,1.0,9.601097330974607,0.0,0.2251958018858357,2.9622829896880662,2.9622829896880662
"mp-300510708, Fe(SiO3)2, LiFe(SiO3)2, mp-25523, mp-510708",3.1966240779274413,3.0,3.0,263.8361525472704,0.2733703703703703,4133.518263679228,4.279629629629628,4.896473101531265,138.14928447551725,0.5491872962962963,0.11055288730949524,1.0908333333333329,0.2406510029122365,0.5347414679528986,0.08329056183093593,0.5371052034659918,0.15777387752140906,0.6207668218104795,0.9161979855892668,0.05552704122062396,0.14823046331018652,348.04463866788325,1.0,9.785070232313263,0.0,0.19943060849624952,2.9736688064696657,2.9736688064696657
"mp-300540004, WO2, Li(WO2)2, mp-540010, mp-540004",7.593364566153863,2.0,2.0,941.3,0.32799999999999996,6200.042177900466,8.791666666666668,8.645000000000001,597.5666666666666,0.7656800983333333,0.0,0.27,0.2700584787644535,0.5536204240577337,0.06355898145015343,0.5995154643575072,0.003678197543229947,0.2431836991300493,1.8506916362350443,0.04237265430010228,0.2640781575000002,109.65800573169943,0.0,51.66666666666666,0.0,0.2379819422793261,4.46670621344727,4.46670621344727
"mp-300540020, Fe4(PO4)3, LiFe4(PO4)3, mp-31780, mp-540020",3.625391368099534,3.0,3.0,277.2954128866947,0.2652456140350877,3916.458207424577,1.9912280701754383,1.3097856945746988,159.88781064040487,0.5213491590789473,0.209468628586412,1.0962499999999995,0.266690733071205,0.4761830702705655,0.08161018854794139,0.5598823943820848,0.18536240276597896,0.6055513755757543,1.0213926852058737,0.0515432769776472,0.01900743026315688,334.61240852091174,0.0,16.47720568456428,0.0,0.25148440152618146,3.0458432812528247,3.0458432812528247
"mp-300540021, Mn2P3O11, LiMn2P3O11, mp-31921, mp-540021",3.103227253736893,3.0,3.0,99.94083801144836,0.2783958333333333,4262.984095953428,1.747083333333333,1.3606957983162715,67.19802262560756,0.5775035573579167,1.827403688677494e-05,1.4205,0.27129398429793283,0.3799731922750532,0.07893781648936253,0.5355929071891398,0.18494156447223425,0.7126185585712009,0.8762985536237312,0.05426974883643673,0.029813115781250232,319.8935245191268,0.0,6.638547469138111,0.0,0.2318841891495752,2.649988678544786,2.649988678544786
"mp-300540028, VP2O7, LiVP2O7, mp-32442, mp-540028",3.1490129453960383,3.0,3.0,133.93788435938006,0.2817666666666667,4340.521776909335,2.004,1.4545826434639824,79.57096008525276,0.5838075916666666,0.0,1.4052173913043475,0.2504068100032681,0.4512634227249361,0.08432672576243573,0.5158419396005255,0.07115337168578435,0.3632458191717304,0.8921289126289785,0.059028708033705,0.10511747399999916,421.8611127866367,0.0,7.0811173004139825,0.0,0.17510857640560906,2.7268240744279444,2.7268240744279444
"mp-300540032, Mn5(P3O11)2, Li4Mn5(P3O11)2, mp-31954, mp-540032",2.9689261411218246,3.0,3.0,129.8880147114312,0.27479797979797976,4133.926120363582,1.8245454545454545,1.3195724001558748,86.71684700173935,0.5615201615828282,2.2150347741545387e-05,1.2625,0.2509061051888588,0.3459151463600341,0.07261568352768864,0.5808346633441194,0.1527279165397739,0.5444703687754802,0.8350820061711962,0.04841045568512576,0.017975036893938427,592.4242597267672,0.0,8.140637103555878,0.0,0.18829955212637187,2.7006061493302385,2.7006061493302385
"mp-300540038, Mo(PO4)2, LiMo(PO4)2, mp-32119, mp-540038",2.713280446840547,3.0,3.0,171.93687546889268,0.2767575757575758,4509.378983522312,2.3127272727272725,1.5222804409985802,101.37811718821821,0.6003414559090909,0.0,0.9327777777777776,0.2733147436688672,0.14893764420546132,0.06287100451597538,0.6248776729518737,0.0390701572976354,0.2298853090811099,0.7544535409089763,0.045724366920709365,0.0,351.6544078005519,0.0,9.420685287958932,0.0,0.14555182929217364,2.473568848333499,2.473568848333499
"mp-300540068, MnP2O7, LiMnP2O7, mp-540069, mp-540068",2.9916413063477347,3.0,3.0,71.75282867052854,0.2814333333333333,4340.467370450822,1.717666666666667,1.481949691753701,48.6974505378761,0.5888127413446665,1.4619229509419953e-05,1.002,0.2556387186227022,0.4558979418332968,0.07871364416810822,0.5404633939341511,0.1565474713611314,0.6609096515064455,0.8480254316612342,0.055099550917675766,0.12505910449999913,403.66300121206126,0.0,5.216214037871613,0.0,0.2017246759160677,2.9965041820930374,2.9965041820930374
"mp-300540073, Fe(PO3)4, LiFe(PO3)4, mp-540074, mp-540073",2.708540109805042,3.0,3.0,49.38539476864804,0.28511764705882353,4377.078428433509,1.7766666666666666,1.8479288779668543,27.715347175353322,0.5967524492156863,0.05852799916385041,1.235,0.2597850445311675,0.3635355812009495,0.0745940511908441,0.5695323242958777,0.11326357774417815,0.6098726521657378,0.7751085714547966,0.0526546243700076,0.07331244015931483,329.22926930585965,0.0,4.237835112846595,0.0,0.1806926515223607,2.640888339160751,2.640888339160751
"mp-300540078, Ni(PO3)4, LiNi(PO3)4, mp-540079, mp-540078",2.5581147596957665,3.0,3.0,50.59508571948405,0.2850196078431373,4377.0620346976675,1.848627450980392,1.8128464642545987,25.792387910492824,0.5988541262745098,0.016510103131471773,1.0186666666666668,0.2626018449390136,0.284655726596827,0.06991556203762661,0.5939484127501649,0.02857508310509825,0.1395826135460647,0.7344777322882454,0.04935216143832467,0.08728995374999915,632.704438417381,0.0,4.506904438763495,0.0,0.1206976041452799,2.7716102655589916,2.7716102655589916
"mp-300540083, Mo(PO4)2, LiMo(PO4)2, mp-704210, mp-540083",2.9684750942154783,3.0,3.0,171.93687546889268,0.2767575757575758,4509.378983522312,2.3127272727272725,1.5222804409985802,101.37811718821821,0.6003414559090909,0.0,0.31625,0.2415544870368678,0.27816864175546474,0.06878426860419183,0.5895959496471629,0.02791371561583634,0.16424180463530172,0.8254128497991533,0.050024922621230435,0.010016498409090243,1115.0069460976433,0.0,9.420685287958932,0.0,0.10398965991550756,2.801933667657683,2.801933667657683
"mp-300540108, MnPO4, LiMnPO4, mp-704492, mp-540108",2.5919608924579247,3.0,3.0,148.0590975186081,0.2733333333333333,4133.845305124435,1.7961111111111108,1.2276312129714395,98.49463449696822,0.5586549173800001,2.4365382515699923e-05,0.4805882352941177,0.2426486118037908,0.1846693862414565,0.062474350443553074,0.6437375116294561,0.1326904451552296,0.4570414514248034,0.7276438684643001,0.04164956696236872,0.0996991254166666,781.2914095401123,0.0,9.027051252817149,0.0,0.16408777209375605,2.397359165095704,2.397359165095704
"mp-300540110, FePO4, LiFePO4, mp-540111, mp-540110",2.4812703584240627,3.0,3.0,210.73888837628914,0.2716666666666667,4133.821119596877,1.8461111111111108,1.2440393685962208,121.39353588867719,0.5503130012499999,0.16582933096424285,1.2528571428571424,0.2480684346559483,0.036102028375946775,0.05944670914714801,0.6633047285494762,0.1783301798766433,0.6350426963461466,0.7019970810701281,0.03963113943143201,0.0,189.81262594839316,0.0,12.945994184770004,0.0,0.2431037274278717,2.413852369196406,2.413852369196406
"mp-300540112, Fe(PO3)3, LiFe(PO3)3, mp-25664, mp-540112",3.0669187705274963,3.0,3.0,73.82574513212145,0.2825128205128205,4292.979339200617,1.8310256410256407,1.7700248310957658,42.015739669951664,0.5852764405769231,0.07653661429118902,1.1688235294117646,0.2330427739907462,0.3510401447744193,0.08201315393565249,0.5330326080750343,0.11351086770668427,0.5463330288563125,0.8756127513145937,0.05677833734006711,0.016206076410257175,525.8412179722084,0.0,5.661849675578598,0.0,0.16926074956686687,2.717585464625912,2.717585464625912
"mp-300540113, Cr2(PO4)3, LiCr2(PO4)3, mp-540345, mp-31667",2.920827520425749,3.0,3.0,126.02928170156729,0.27884313725490195,4376.7685144758925,1.9658823529411764,1.321399069823384,98.83894188092808,0.582719999754902,0.0,1.09,0.25920869508262384,0.21715310764291929,0.07688839778874347,0.5398980103326112,0.07080550980699257,0.3312157285998227,0.8296779965599157,0.054274163144995405,0.05647812731617562,692.6798660981186,0.0,8.453186555218794,0.0,0.15087333402057065,2.259755985706156,2.259755985706156
"mp-300540123, FePO4, LiFePO4, mp-25001, mp-540123",3.4465696496142355,3.0,3.0,210.73888837628914,0.2716666666666667,4133.821119596877,1.8461111111111108,1.2440393685962208,121.39353588867719,0.5503130012499999,0.16582933096424285,1.0057142857142856,0.2359276110109816,0.5746950850559899,0.0825735183674769,0.5371198636692534,0.19897377438036504,0.7085555696297842,0.9750980281208782,0.0550490122449846,0.0179328979166673,232.0237642610997,0.0,12.945994184770004,0.0,0.27124554153267305,2.6069107079272498,2.6069107079272498
"mp-300540125, MnPO4, LiMnPO4, mp-694547, mp-540125",2.6876523533068997,3.0,3.0,148.0590975186081,0.2733333333333333,4133.845305124435,1.7961111111111108,1.2276312129714395,98.49463449696822,0.5586549173800001,2.4365382515699923e-05,0.510625,0.2512313110935644,0.20744561347355087,0.06478081342952248,0.6305848139722241,0.18624192178474447,0.6414951592713803,0.7545074314731999,0.043187208953014984,0.08406212125000145,298.8151400561556,0.0,9.027051252817149,0.0,0.2303106450533592,2.422471508605121,2.422471508605121
"mp-300540140, Mo2(PO4)3, LiMo2(PO4)3, mp-540082, mp-32104",3.3532519567718126,3.0,3.0,234.81558575965062,0.27107843137254906,4376.902159307811,2.6121568627450977,1.798275306842728,138.47530805867666,0.5826843542647059,0.0,0.945,0.27726621717699423,0.2374888083321729,0.07200044635320517,0.572224461557214,0.03714146785725246,0.2080274933988321,0.9249210513107714,0.05082384448461542,0.003706502205883311,655.5164873957251,0.0,12.32361910523149,0.0,0.13395711535233745,2.683293274833562,2.683293274833562
"mp-300540161, Mn(PO3)4, LiMn(PO3)4, mp-31998, mp-540161",2.7647777870986734,3.0,3.0,33.201258991428574,0.2857058823529412,4377.086964502058,1.7590196078431373,1.857282578788216,21.285707363086235,0.5996966549086274,8.599546770247029e-06,1.549090909090909,0.23455869228615586,0.3961815885611643,0.07632908254997088,0.5574591415812777,0.13120419563143132,0.6905828569767533,0.7887794264545722,0.05387935238821474,0.05718478099264779,335.9919686488776,0.0,2.915706713010369,0.0,0.1865545196599707,2.5463058205674107,2.5463058205674107
"mp-300540168, Co3(PO4)4, Li3Co3(PO4)4, mp-540169, mp-540168",2.9052685646607115,3.0,3.0,159.8867276001229,0.2757536231884058,4313.347807726758,1.830144927536232,1.2697115923824147,86.99719898824353,0.578600635,0.09521169443409312,1.1069999999999998,0.23234767184081165,0.2618955930072826,0.07228622023843666,0.5758351311983497,0.14257070406353115,0.5876912330109136,0.820570385620929,0.0502860662528255,0.13343324274456414,217.20388858611386,0.0,10.645536727470391,0.0,0.2317183632385673,2.274819305638811,2.274819305638811
"mp-300540173, V(PO3)4, LiV(PO3)4, mp-32527, mp-540173",2.7710873728634526,3.0,3.0,62.57990902403392,0.2859019607843137,4377.118968301184,1.927450980392157,1.7803107003910723,36.87072379235229,0.5967524492156863,0.0,1.4690909090909088,0.2336936004179113,0.3687415878686556,0.07733676605202157,0.5464161779426144,0.06286070582189922,0.3725643014011729,0.7903618984281897,0.05459065838966228,0.03173239470588296,342.4255330277103,0.0,3.9698982697549066,0.0,0.1684869300905817,2.52349660245908,2.52349660245908
"mp-300540179, Cr3(P2O7)2, Li2Cr3(P2O7)2, mp-540180, mp-540179",3.2247780393901477,3.0,3.0,160.32481133547483,0.2742063492063492,4133.966597310156,2.226031746031746,1.4862533278,124.33603603294979,0.556050513968254,0.0,0.4461111111111112,0.23201378499502634,0.3722932504814808,0.08093703611395572,0.5296940025708617,0.09177340415848204,0.3956334362518069,0.9127539202161586,0.05395802407597048,0.036487162400794304,411.42593627215143,0.0,10.316630003219597,0.0,0.18479573036835384,2.9258143355534094,2.9258143355534094
"mp-300540182, VP2O7, LiVP2O7, mp-32466, mp-540182",3.069458817202282,3.0,3.0,133.93788435938006,0.2817666666666667,4340.521776909335,2.004,1.4545826434639824,79.57096008525276,0.5838075916666666,0.0,1.4528571428571426,0.2484412962183831,0.4895971930529754,0.08219636324319844,0.5107344104313297,0.07054906668948274,0.3601607754385885,0.8695908859167013,0.05753745427023891,0.030013704999998225,425.8436024672834,0.0,7.0811173004139825,0.0,0.17362138071677405,3.0767367999083737,3.0767367999083737
"mp-300540200, Cr(PO3)4, LiCr(PO3)4, mp-687212, mp-540200",2.7795500608139245,3.0,3.0,45.08166659321714,0.28511764705882353,4377.084616129672,1.9176470588235293,1.7840104892083837,36.794434829852854,0.5967702719607844,0.0,0.33899999999999997,0.23973086248255185,0.3952386668191125,0.07735057095123885,0.5491150627889232,0.07183726564377799,0.41814013480097584,0.7949191987254777,0.05460040302440389,0.07378450569852735,340.83053568222874,0.0,3.9698982697549066,0.0,0.17117658212643727,2.570708759754964,2.570708759754964
"mp-300540203, Co2P3O10, LiCo2P3O10, mp-540204, mp-540203",2.5142481643412866,3.0,3.0,162.20502420252961,0.2739777777777778,4133.96901670467,2.0048888888888894,1.4580394074167704,88.24447527910147,0.5627428139444445,0.09732750986596184,0.9592857142857144,0.2534821634305774,0.3306895051644725,0.06125366488207964,0.6595694480835483,0.1258301018444377,0.5089911834598511,0.7094629636641625,0.04083577658805309,0.016503985666667553,238.5504500782733,0.0,10.832461503380578,0.0,0.19946705397417028,2.678739636027182,2.678739636027182
"mp-300540223, MnP2O7, LiMnP2O7, mp-540416, mp-540415",2.9914376267765155,3.0,3.0,71.75282867052854,0.2814333333333333,4340.467370450822,1.717666666666667,1.481949691753701,48.6974505378761,0.5888127413446665,1.4619229509419953e-05,1.0878947368421052,0.2647209263190039,0.2271101847269849,0.07870828511611919,0.5404946805120856,0.1565439185460015,0.6608946522874294,0.8479676956432374,0.05509579958128343,0.008003775749997999,403.640875547173,0.0,5.216214037871613,0.0,0.20172009781286088,2.7098396978696857,2.7098396978696857
"mp-300540225, NiP2O7, LiNiP2O7, mp-32334, mp-540225",3.002734579774382,3.0,3.0,110.9487408170498,0.28026666666666666,4340.42498978336,1.87,1.4534767513333906,58.366047207830235,0.5873804426666666,0.02806717532350201,1.1000000000000003,0.24511753624056784,0.4225379939982941,0.07773016910314058,0.5448913536364836,0.033403767382309664,0.17257831301395235,0.8600631541421415,0.0544111183721984,0.1610536376249989,400.5555129233362,0.0,8.017203724214294,0.0,0.15232428839484308,3.0761591586531893,3.0761591586531893
"mp-300540231, FeP2O7, LiFeP2O7, mp-540409, mp-31870",2.743641208554545,3.0,3.0,108.53622836024229,0.2804333333333333,4340.452859134287,1.7476666666666667,1.4738978556497355,62.22172468055047,0.5838075916666666,0.09949759857854573,1.0194117647058822,0.27669705595091976,0.22257073653381684,0.07190354461744593,0.5835213105191264,0.13126576422014322,0.570681993684819,0.7816353664758106,0.050332481232212144,0.05259491297916696,375.34717179893636,0.0,7.548951362054645,0.0,0.1886717896224788,2.660819287471016,2.660819287471016
"mp-300540248, NiPO4, LiNiPO4, mp-540249, mp-540248",2.8656657888949213,3.0,3.0,214.81659719886346,0.27138888888888885,4133.774670678664,2.05,1.3477910597495222,114.88286492911374,0.5562677529166666,0.04677862553917002,1.1728571428571428,0.2289735577975568,0.22455169799595107,0.06738348094787952,0.6243748815628882,0.03532938176101818,0.1950999145471087,0.8175217842635247,0.04492232063191968,0.11751169927083273,201.09970203045825,0.0,13.730429394524586,0.0,0.1756353057332576,2.954906007330709,2.954906007330709
"mp-300540255, NiPO4, LiNiPO4, mp-540256, mp-540255",2.8156345241824483,3.0,3.0,214.81659719886346,0.27138888888888885,4133.774670678664,2.05,1.3477910597495222,114.88286492911374,0.5562677529166666,0.04677862553917002,0.9913333333333334,0.2462603437949832,0.2256825471292737,0.0662070420255126,0.6309328688222569,0.03512256987850502,0.19395783453906945,0.8032487839174256,0.0441380280170084,0.1351311846874994,199.10523479887573,0.0,13.730429394524586,0.0,0.1746071680641589,2.706785140998138,2.706785140998138
"mp-300540269, MoP2O7, LiMoP2O7, mp-540270, mp-540269",3.2807057465567118,3.0,3.0,191.58524757634368,0.2738333333333333,4340.576976324896,2.536666666666666,1.6848788944279909,112.98517464202502,0.5838075916666666,0.0,0.8619047619047621,0.2480627768380396,0.4131939418885168,0.07320524011725317,0.5808796619708885,0.05598912911428863,0.31454493916593984,0.9094692458813888,0.05124366808207723,0.10767561600000164,188.4847497444356,0.0,10.362753816754823,0.0,0.19825922292846665,2.7379210802057163,2.7379210802057163
"mp-300540272, NiP2O7, LiNiP2O7, mvc-15036, mp-540272",2.87272427939034,3.0,3.0,110.9487408170498,0.28026666666666666,4340.42498978336,1.87,1.4534767513333906,58.366047207830235,0.5873804426666666,0.02806717532350201,0.4655,0.2602660198639377,0.5280667311737961,0.0743646626404412,0.5645963293008796,0.04146972121223798,0.21425051989067284,0.8228247416056373,0.05205526384830884,0.14573313937499946,193.64389188904545,0.0,8.017203724214294,0.0,0.1891057886162872,2.981575347018896,2.981575347018896
"mp-300540275, Co(PO3)3, LiCo(PO3)3, mp-31564, mp-540275",2.9987846485002563,3.0,3.0,76.06218786891195,0.2817948717948718,4292.959300629172,1.8923076923076925,1.7453600364408297,40.554505818013936,0.5878483014743591,0.05615048646113184,1.1285714285714283,0.24621590002246155,0.4569129285761274,0.07935409577112085,0.5453712838953634,0.11643540146220956,0.5819763257839268,0.8531479778195814,0.05493745091846828,0.05954340923076895,257.28529832148206,0.0,6.018708505236478,0.0,0.2033220612762979,2.946639150540608,2.946639150540608
"mp-300540276, VPO5, LiVPO5, mp-540277, mp-540276",3.0586019549178283,3.0,3.0,214.10193971463485,0.2784761904761905,4428.716421546887,1.9590476190476187,1.2857805979372008,127.12584494710244,0.5810797294047619,0.0,1.4316666666666666,0.25788124885909985,0.2765801839768884,0.07963283958023948,0.5255069461687638,0.08541719943548717,0.4013687900152723,0.8612408949643535,0.05688059970017105,0.058423920357142826,236.87161296691693,0.0,10.42433051407459,0.0,0.20787001391295404,2.7402605645237696,2.7402605645237696
"mp-300540292, CrPO5, LiCrPO5, mvc-3271, mp-540292",3.103876184662804,3.0,3.0,164.5625100923389,0.27657142857142863,4428.632994844645,1.935238095238095,1.2654623705736447,126.92385436653046,0.5811230132142857,0.0,0.4300000000000001,0.25936623432608125,0.26901582393648776,0.0802886334753597,0.5325602882230214,0.1282427916972709,0.5690743305941715,0.8794658820998379,0.057349023910971214,0.052513287678571,146.18957577059703,0.0,10.42433051407459,0.0,0.2714734860693297,2.8605459289528654,2.8605459289528654
"mp-300540304, Mo(PO3)4, LiMo(PO3)4, mp-697769, mp-540304",2.957115949560328,3.0,3.0,94.52011269137951,0.2812352941176471,4377.151438545631,2.24078431372549,1.7177140285986483,55.56659107619701,0.5967524492156863,0.0,0.3125,0.2323981638108582,0.19369993900766794,0.07351102954350733,0.5730668629904364,0.04453423210183559,0.2639185036248525,0.8310069438653737,0.051890138501299296,0.03468771323529385,327.300638924428,0.0,5.863761470035271,0.0,0.15963812418810966,2.4122803162289963,2.4122803162289963
"mp-300540306, Ni3(PO4)4, Li3Ni3(PO4)4, mp-697806, mp-540306",2.8905893301540204,3.0,3.0,159.02908966273498,0.2767536231884058,4313.345434846697,1.8857971014492751,1.2844647505642706,84.54582150306064,0.5788998939130435,0.03660935911761132,0.4359090909090909,0.2425943922723901,0.5125778221997664,0.07201404631235465,0.5758447588195328,0.029507466516228164,0.16058173267107329,0.8265976387297401,0.050096727869464105,0.1834424073369565,434.4008773243663,0.0,10.645536727470391,0.0,0.1438643553005303,3.4918929961039016,3.4918929961039016
"mp-300540313, Fe(PO3)3, LiFe(PO3)3, mp-540314, mp-540313",2.904728468779469,3.0,3.0,73.82574513212145,0.2825128205128205,4292.979339200617,1.8310256410256407,1.7700248310957658,42.015739669951664,0.5852764405769231,0.07653661429118902,0.9866666666666666,0.2446031632502617,0.4827255248141317,0.07767598716359511,0.5589446686954972,0.14044788319700086,0.6759821237711904,0.8293070265869357,0.05377568342095047,0.06474049987179509,251.35868308599635,0.0,5.661849675578598,0.0,0.2094276474604401,3.1183757106529395,3.1183757106529395
"mp-300540331, Mn(PO3)4, LiMn(PO3)4, mp-32018, mp-540331",2.319421501832474,3.0,3.0,33.201258991428574,0.2857058823529412,4377.086964502058,1.7590196078431373,1.857282578788216,21.285707363086235,0.5996966549086274,8.599546770247029e-06,1.4733333333333334,0.25206530764518936,0.25758735998588633,0.06403383161846486,0.6287445641217632,0.12374306593954512,0.6513117937756119,0.6617211590960048,0.04520035173068108,0.054314371875000766,299.64952017604395,0.0,2.915706713010369,0.0,0.1759458081085458,2.7568577267805425,2.7568577267805425
"mp-300540355, CoP2O7, LiCoP2O7, mp-689964, mp-540355",2.865555103513832,3.0,3.0,111.59855226062149,0.2795,4340.426808991407,1.8273333333333333,1.4583025139600572,60.2232874854533,0.5871510108333332,0.07299563239947138,0.4931578947368422,0.2317207644267323,0.3504882121633822,0.07410269520550247,0.5722928069406745,0.10840770060620852,0.4927553211539537,0.8127338086852074,0.051871886643851735,0.11745503268749945,382.3412480957096,0.0,8.017203724214294,0.0,0.18220735858695272,2.883129436322478,2.883129436322478
"mp-300540356, Fe(PO3)4, LiFe(PO3)4, mp-31874, mp-540356",2.2974969394224347,3.0,3.0,49.38539476864804,0.28511764705882353,4377.078428433509,1.7766666666666666,1.8479288779668543,27.715347175353322,0.5967524492156863,0.05852799916385041,1.1933333333333331,0.2700987191205283,0.1943341229139343,0.06327379228746974,0.6348593237108471,0.10721696249750703,0.5773143898314664,0.6574794902209042,0.0446638533793904,0.04583041133578458,296.8948688362907,0.0,4.237835112846595,0.0,0.1710463118656329,3.0458695016521915,3.0458695016521915
"mp-300540375, CoP2O7, LiCoP2O7, mp-31582, mp-540375",2.928327380783708,3.0,3.0,111.59855226062149,0.2795,4340.426808991407,1.8273333333333333,1.4583025139600572,60.2232874854533,0.5871510108333332,0.07299563239947138,1.1849999999999998,0.2512455474412129,0.3309171877499523,0.0757259740334618,0.5591237655338782,0.1091935756378178,0.4963274299748406,0.83053739303186,0.05300818182342326,0.07996600868749937,390.88358975171053,0.0,8.017203724214294,0.0,0.1835282261349981,2.652512188813524,2.652512188813524
"mp-300540417, VP2O7, LiVP2O7, mp-32417, mp-540417",2.7516364445970143,3.0,3.0,133.93788435938006,0.2817666666666667,4340.521776909335,2.004,1.4545826434639824,79.57096008525276,0.5838075916666666,0.0,1.393333333333333,0.29254997970923624,0.22239766630259733,0.07368546775925486,0.561394660257572,0.06802486471814287,0.347274445653918,0.7795504406730439,0.0515798274314784,0.00046956524999863797,389.38340048015283,0.0,7.0811173004139825,0.0,0.16740931510007373,2.5587795373110955,2.5587795373110955
