,BoilingT wstd,AtomicVolum wmean,HeatFusion wmean,HeatFusion wstd,BCCenergydiff wmean,GSmagmom wstd,ionicitymean,q4,sq_pyr,numberDensity,ShannonRadii,deltaShannonstd,chargedensityvoldens,negativeoxdensity
"mp-300025385, CuO2, Li(CuO2)2, mp-504100, mp-25385",503.3,6199.370712485116,2.34,2.1933333333333334,0.7719746883333333,0.0,1.078,0.2779963036432375,0.6302037441643211,0.08556194328781283,0.4320152467005887,0.07976682960349686,1.245683687890425,0.05704129552520856
"mp-300025401, TiPO4F, LiTiPO4F, mp-25436, mp-25420",201.03604423874654,3322.008845437916,1.208035714285714,1.1490032698084944,0.3889181021428571,1.393888507041463e-06,1.5139999999999998,0.2901810391681322,0.31412497343047363,0.07758173469072258,0.5199004224592183,0.3603210697511934,0.8390578933280328,0.05541552477908755
"mp-300025405, CuPO4F, LiCuPO4F, mp-25380, mp-25405",178.94270905510396,3321.8014748940973,1.1883928571428568,1.1355224877355186,0.3861969782142857,0.0,1.19,0.2616956755651341,0.4494067055348771,0.08285354522735165,0.4994946545671143,0.3597654482471173,0.9764901358680468,0.05918110373382261
"mp-300025417, TiO2, Li2Ti3O6, mvc-11600, mp-760539",563.3,6200.338441689601,2.4316666666666658,2.285,0.7846732666666666,3.75555555555e-06,0.6333333333333333,0.33280993832754313,0.15810694340315165,0.05532778889119595,0.6136810727707418,0.25764517590901115,0.6802076861892613,0.03688519259413064
"mp-300025488, CoPO4F, LiCoPO4F, mp-25473, mp-25487",178.942709055104,3321.77168627807,1.28125,1.2063968928218456,0.3884303723214285,0.09578681401632673,1.1688888888888889,0.28085228991896105,0.34774786557708154,0.07707448734448459,0.5464211074850172,0.3691280914700945,0.8870060371528348,0.055053205246060416
"mp-300025507, CrPO4, LiCrPO4, mp-31750, mp-25507",195.8423309201739,4133.838651402674,2.245555555555556,1.4935474383551681,0.5503634990277778,0.0,1.2229166666666669,0.2012476370738571,0.7908578998200678,0.08796971704219908,0.4893517604393217,0.11878068465174195,1.010360064679502,0.05864647802813271
"mp-300025508, CrPO4F, LiCrPO4F, mp-849535, mp-25501",163.26097319591582,3321.8108675920257,1.452678571428571,1.3775849889519391,0.3848806003571428,0.0,0.8861111111111112,0.2784791016130207,0.4302551403697922,0.08220877648355822,0.5080663407575969,0.3644031726459671,0.911897468892885,0.05872055463111301
"mp-300025562, MnPO4F, LiMnPO4F, mp-25550, mp-25552",126.04978349802096,3321.8151449845873,1.1637499999999998,1.1198432123083395,0.3902107978692857,1.9183742534312854e-05,1.505,0.2783382630162719,0.4462149452181961,0.08259568595529318,0.5120311492075786,0.4094171607737038,0.9276416118588852,0.058996918539495125
"mp-300025576, MoO2, Li(MoO2)2, mp-714969, mp-25576",788.6333333333333,6199.982535611101,6.3199999999999985,6.173333333333333,0.7656800983333333,0.0,0.3764705882352941,0.27465788327101537,0.6541705179720737,0.06530493150988424,0.5830626984968857,0.05726992658588705,1.2254302472686092,0.04353662100658949
"mp-300025605, NiPO4F, LiNiPO4F, mp-25589, mp-504104",178.08440890602455,3321.7697371265917,1.3269642857142856,1.247442115032655,0.3886761921428572,0.036830495391329626,1.1810000000000005,0.2628330554212765,0.4286213258107962,0.08021180482956695,0.5241783795993176,0.35929482299200044,0.9342334501808728,0.057294146306833535
"mp-300025613, NiAsO4, LiNiAsO4, mp-635257, mp-25613",204.47708012463482,4133.414106452027,2.3777777777777778,1.6471779083415352,0.5406262130555556,0.04677862553917002,0.4852173913043478,0.20506226116128032,0.7461853017425031,0.08170209411136506,0.5328405907960839,0.01431633191416601,1.229138337947996,0.05446806274091005
"mp-300025614, NiPO4, LiNi2(PO4)2, mp-540008, mp-767051",214.81659719886346,4133.774670678664,2.05,1.3477910597495222,0.5562677529166666,0.04677862553917002,0.9000000000000001,0.2046865399502272,0.7515930586943981,0.0873736975528017,0.4981010781403742,0.03852522009454603,1.060050625409488,0.0582491317018678
"mp-300025630, VPO4F, LiVPO4F, mp-25616, mp-25619",208.40880955345864,3321.873437618708,1.470535714285714,1.3978406611737304,0.3848481375,0.0,1.4329999999999998,0.285469187216781,0.28633022328799385,0.0795842730682889,0.516825230173671,0.3573437842216278,0.8717504568907285,0.05684590933449207
"mp-300025637, VPO4, LiV2(PO4)2, mp-32453, mp-767232",253.56735061181732,4133.93598255529,2.273333333333333,1.5172074737881165,0.5503130012499999,0.0,1.1968181818181818,0.2346602129151131,0.5227581302742823,0.08150485347693212,0.5472349273401247,0.09757408148278107,0.9229244242516264,0.05433656898462143
"mp-300025652, PWO4F, LiPWO4F, mp-25651, mp-25652",340.75102925788224,3321.945360340245,2.570892857142857,3.0181822045981685,0.3848481375,0.0,0.785,0.2955582510673769,0.3393154897547284,0.07029972800751402,0.585492536374702,0.34374055172698864,1.2671698632558863,0.05021409143393859
"mp-300025660, Co2P3O10, LiCo2P3O10, mp-25658, mp-25660",162.20502420252961,4133.96901670467,2.0048888888888894,1.4580394074167704,0.5627428139444445,0.09732750986596184,0.9536842105263158,0.2337310943863028,0.357732237944927,0.08501495824444293,0.5199996864556466,0.14035858156265246,0.9846751920558672,0.056676638829628624
"mp-300025688, FePO4F, LiFePO4F, mp-25518, mp-25515",174.89710374814618,3321.7995971454425,1.1958928571428569,1.1405687328867014,0.3848481375,0.130563400258771,1.2133333333333332,0.28915392377842103,0.3263116214520659,0.07510895634974843,0.5611866162073326,0.3808962451743713,0.8539715814919788,0.05364925453553458
"mp-300025742, Cr(GeO3)2, LiCr(GeO3)2, mvc-8434, mp-25742",257.020590572141,4133.725847747222,3.562962962962963,3.4042961641305314,0.5355000014814815,0.0,0.5155555555555557,0.19427829328638616,0.3265619428193291,0.0756820376410707,0.5506969865308646,0.07708900254382235,1.110005406099298,0.0504546917607138
"mp-300025881, Bi(PO3)4, LiBi(PO3)4, mp-684096, mp-25881",27.70608689543302,4377.543253808267,1.7236470588235295,1.8768906112989128,0.5982879523529412,0.0,0.428,0.2339414005707173,0.19915586620053646,0.06386870692882668,0.6128604000030349,0.12101742656933133,0.8715112183372553,0.04508379312623058
"mp-300025885, CuPO4, LiCuPO4, mp-25886, mp-25885",215.91449224858195,4133.82404053923,1.8344444444444443,1.2398695670149649,0.5524111979166666,0.0,0.4405263157894737,0.20577977229262345,0.4764805580919533,0.08461499392593873,0.5185996763806671,0.08600868855959705,1.0402687399719988,0.05640999595062584
"mp-300025907, Sn(PO3)4, LiSn(PO3)4, mp-25908, mp-25907",43.57123622199754,4377.376260203951,1.6460784313725492,1.9237473243078524,0.5980489521568627,0.0,1.0633333333333337,0.23914129514752205,0.1929224189307457,0.06613010311165761,0.615933383771803,0.03631547301790358,0.7777739218642656,0.04668007278469949
"mp-300025929, Bi2(PO4)3, LiBi2(PO4)3, mp-26074, mp-504151",65.36321663158513,4377.685789833083,1.5778823529411763,1.2866746818929102,0.5857553605392156,0.0,1.0033333333333334,0.2533876302223996,0.38060223280566186,0.0638473961766106,0.5882617315455945,0.2043739136897984,1.1190990403443757,0.04506875024231337
"mp-300025959, Bi(PO3)4, LiBi(PO3)4, mp-25960, mp-25959",27.70608689543302,4377.543253808267,1.7236470588235295,1.8768906112989128,0.5982879523529412,0.0,0.9788235294117648,0.2608947812166215,0.2881088557382205,0.06184062775975002,0.6251535838802885,0.1508411497242485,0.8438373568717956,0.04365220783041178
"mp-300026113, Ti(PO3)4, LiTi(PO3)4, mp-26114, mp-26113",59.60075190017751,4377.1933098489835,1.7833333333333332,1.8444707941772505,0.5989869396078431,6.248420706946393e-07,1.4833333333333332,0.2487875446119326,0.20049000295173136,0.06750298978915258,0.6129026170861759,0.05939248754734184,0.6860092446124771,0.04764916926293122
"mp-300026129, BiP2O7, LiBiP2O7, mp-672945, mp-26129",49.608706449126,4341.2430622713755,1.6575333333333333,1.5015727429006636,0.5864179469999999,0.0,0.4506666666666666,0.21519332165938385,0.3693007987679791,0.07089288194764737,0.568979085754795,0.18776653368973306,1.1628540639242717,0.04962501736335317
"mp-300026173, Bi3(PO5)2, LiBi3(PO5)2, mp-584116, mp-26173",141.75226520714943,4135.21889523942,1.6132888888888888,1.0421006723719282,0.5475617914444444,0.0,0.500625,0.17624657442790365,0.3959606954323773,0.06448933811142195,0.5656602952524481,0.3311163854363004,1.4980523414678804,0.0429928920742813
"mp-300026209, BiP2O7, LiBiP2O7, mp-26210, mp-26209",49.608706449126,4341.2430622713755,1.6575333333333333,1.5015727429006636,0.5864179469999999,0.0,0.9788235294117648,0.2429840400605381,0.4703930988944173,0.062383828344281876,0.6078332154943199,0.2266998944264295,1.0232802831583816,0.043668679840997315
"mp-300026299, SnPO4, LiSnPO4, mp-672986, mp-26299",190.43373997531964,4134.664976279793,1.4761111111111107,1.218327886698065,0.5539864262499999,0.0,0.32384615384615384,0.2480160932828245,0.26267464114736144,0.058545817236463835,0.6691248171458125,0.058863491534733935,0.9186545601620292,0.03903054482430923
"mp-300026303, Cu9(PO4)8, Li6Cu9(PO4)8, mp-26304, mp-26303",242.24386764180562,4049.540760405313,1.8895238095238087,1.2532490866436783,0.5413944220408162,0.0,0.982,0.2267248715053093,0.2650218409904978,0.07973362809992057,0.5522683860016375,0.05406564214168101,1.006052760600026,0.05207094079994813
"mp-300026341, SbP2O7, LiSbP2O7, mp-26342, mp-26341",50.60796138509786,4341.06666108343,1.9469999999999998,1.4510908540359102,0.5913891653333333,0.0,0.9488235294117648,0.2520560348572193,0.3710280270079159,0.0678560322052266,0.5982356967007244,0.0468233908854127,0.902287429801198,0.04749922254365861
"mp-300026389, Nb2(PO4)3, LiNb2(PO4)3, mp-26390, mp-26389",240.62883670703084,4377.000247633007,2.3188235294117647,1.5334579960356058,0.5826843542647059,0.0,1.263076923076923,0.2686418288503648,0.18258156559259134,0.06913405922140006,0.587064906586963,0.04439722165594706,0.8802050940551649,0.04880051239157652
"mp-300026407, SnP2O7, Li2SnP2O7, mp-757076, mp-26407",96.54917100743135,4340.959173144038,1.5256666666666667,1.5600457970485635,0.5860116466666666,0.0,0.3947058823529412,0.2523830186150347,0.32099486830792584,0.07120658117654227,0.5830868355833713,0.048032311302572295,0.9399287237428432,0.049844606823579586
"mp-300026409, Ti(PO3)4, LiTi(PO3)4, mp-540258, mp-26409",59.60075190017751,4377.1933098489835,1.7833333333333332,1.8444707941772505,0.5989869396078431,6.248420706946393e-07,1.5249999999999997,0.2395076739238567,0.3228431169807586,0.07676017265560793,0.5460976000814733,0.07810505788569902,0.7800867520724076,0.05418365128631147
"mp-300026513, CuPO4, LiCuPO4, mp-673047, mp-26513",215.91449224858195,4133.82404053923,1.8344444444444443,1.2398695670149649,0.5524111979166666,0.0,0.4923529411764706,0.2471400919016425,0.410617735817367,0.06764859394962494,0.6192739577721147,0.05534848311241003,0.831681411576406,0.045099062633083296
"mp-300026531, Cu2P3O10, LiCu2P3O10, mp-26532, mp-26531",162.20502420252961,4134.006086982394,1.8893333333333333,1.4549010912035174,0.5599634790555555,0.0,1.0590909090909089,0.2325314043056676,0.37289672825577297,0.08433774668637706,0.5256321222039286,0.06170814926327053,0.998660109593022,0.05622516445758472
"mp-300026541, Sb(PO3)4, LiSb(PO3)4, mp-26542, mp-26541",27.83403109858921,4377.439488403592,1.8939215686274509,1.7933760172947335,0.6012121984313726,0.0,0.8636842105263159,0.2194334580726444,0.2256647881320825,0.06762185092578203,0.6046502157959692,0.031020869959139555,0.7991795396877384,0.047733071241728486
"mp-300026549, Nb(PO3)4, LiNb(PO3)4, mp-26550, mp-26549",97.31214017743679,4377.200482708229,2.094117647058824,1.733247447078105,0.5967524492156863,0.0,1.37125,0.2496975512513655,0.22425582482352024,0.06390363388685588,0.6278521758972072,0.038300208376793286,0.718751457709966,0.04510844744954532
"mp-300026629, TiP2O7, LiTiP2O7, mp-26630, mp-26629",128.3435891140133,4340.648157540596,1.759,1.4711630319807067,0.5876062253333333,1.0622315201808866e-06,1.5052631578947366,0.2528478270417902,0.2139559054036349,0.07389005810602163,0.5541215112379178,0.1104901284487346,0.7745431942170624,0.05172304067421514
"mp-300026649, SnP2O7, Li2SnP2O7, mp-757192, mp-26649",96.54917100743135,4340.959173144038,1.5256666666666667,1.5600457970485635,0.5860116466666666,0.0,0.44222222222222224,0.2584544804887179,0.2836413825228974,0.07150681258626809,0.581328986448953,0.06060185420170745,0.943891786160788,0.05005476881038767
"mp-300026675, Sb(PO3)4, LiSb(PO3)4, mp-673069, mp-26675",27.83403109858921,4377.439488403592,1.8939215686274509,1.7933760172947335,0.6012121984313726,0.0,0.28846153846153844,0.2362799286910476,0.2151252876784865,0.07000831161145749,0.5906978216485701,0.03138158126136135,0.8273835968992787,0.0494176317257347
"mp-300026695, CuPO4, LiCuPO4, mp-753519, mp-25449",215.91449224858195,4133.82404053923,1.8344444444444443,1.2398695670149649,0.5524111979166666,0.0,0.5063157894736843,0.27882122860424,0.31357009041509404,0.07402305781060559,0.5788604083986786,0.06528883086707422,0.9100499746523952,0.0493487052070704
"mp-300026725, SnPO4, LiSnPO4, mp-673078, mp-26725",190.43373997531964,4134.664976279793,1.4761111111111107,1.218327886698065,0.5539864262499999,0.0,0.3793333333333333,0.2480504965483241,0.3674317176788644,0.06326649312532143,0.6424456354100374,0.05276851783262505,0.9927276645621324,0.04217766208354762
"mp-300026741, Cu4(PO4)3, LiCu4(PO4)3, mp-26742, mp-26741",283.83900461653457,3916.4618970359707,1.9764912280701752,1.2996041256277706,0.5239995127631579,0.0,1.0223809523809524,0.28023046782823074,0.331288990324978,0.08238804686434943,0.5435784477911639,0.061536648946552815,1.0816322018178643,0.05203455591432595
"mp-300026767, Nb(PO3)4, LiNb(PO3)4, mp-673088, mp-26767",97.31214017743679,4377.200482708229,2.094117647058824,1.733247447078105,0.5967524492156863,0.0,0.3472222222222222,0.2710397953938734,0.4917973878586239,0.0754467081167916,0.5606301777596149,0.05100147254434089,0.8485813425629954,0.05325649984714702
"mp-300026795, Cu5P3O13, LiCu5P3O13, mp-26796, mp-26795",327.51956491462374,3838.767543483677,2.0076190476190474,1.3450076217797065,0.5111552390873016,0.0,0.9208695652173912,0.24710571754002034,0.33315833377992865,0.08239482003725224,0.5505588508330961,0.06056402700184984,1.1196024079579958,0.05100631716591805
"mp-300026823, Cu3(P2O7)2, Li2Cu3(P2O7)2, mp-673105, mp-26823",177.46052525756642,4133.954073712918,1.8736507936507931,1.3826895113171556,0.5578056844444444,0.0,0.5344444444444445,0.2416329720698524,0.21885542319638904,0.07962275428837054,0.5506807029762313,0.05459239737152057,0.9531330839789244,0.053081836192247024
"mp-300026835, Bi5(PO4)6, Li3Bi5(PO4)6, mp-673116, mp-26835",87.82881758906338,4252.946990686251,1.6385714285714286,1.236489368811424,0.5697653089047621,0.0,0.52,0.19722839193156969,0.224303239880488,0.06294391500679151,0.5956590028863228,0.218352950072156,1.2166183546565152,0.04316154171894275
"mp-300026875, CuPO4, LiCuPO4, mp-673017, mp-26467",215.91449224858195,4133.82404053923,1.8344444444444443,1.2398695670149649,0.5524111979166666,0.0,0.34875,0.2183748231039732,0.4269767335634686,0.07284826268400267,0.5855441736262464,0.06494159500194463,0.8956068766933485,0.04856550845600178
"mp-300026897, Sn(PO3)3, LiSn(PO3)3, mp-673129, mp-26897",65.15716709162281,4293.36881151581,1.6602564102564104,1.8584560550663431,0.5869718675000001,0.0,0.4984615384615385,0.25315426977800715,0.2603840227840332,0.06447822873972997,0.6297586107053076,0.05221136403806729,0.8039371466377979,0.044638773742889985
