,BoilingT wstd,AtomicVolum wmean,HeatFusion wmean,HeatFusion wstd,BCCenergydiff wmean,GSmagmom wstd,ionicitymean,q4,sq_pyr,numberDensity,ShannonRadii,deltaShannonstd,chargedensityvoldens,negativeoxdensity
"mp-300031847, Fe9(PO4)8, Li6Fe9(PO4)8, mp-704206, mp-31847",236.53755679576253,4049.537541407618,1.9023809523809525,1.259606830113141,0.5390821236734693,0.1827506912667166,0.5619047619047619,0.23576722936095096,0.4066207891185307,0.07624110589333832,0.5789067451857159,0.15843661340063686,0.9212103757302303,0.04979010997115972
"mp-300031849, FeP2O7, LiFeP2O7, mp-540342, mp-31849",108.53622836024229,4340.452859134287,1.7476666666666667,1.4738978556497355,0.5838075916666666,0.09949759857854573,1.049583333333333,0.2610131281793213,0.5072121105674515,0.07709978046056698,0.5549941794312669,0.13435456228756568,0.8381216180109987,0.05396984632239688
"mp-300031850, Fe3(PO4)4, Li3Fe3(PO4)4, mp-31818, mp-31850",155.8438850688006,4313.381786173994,1.726231884057971,1.254977956076259,0.5742396534782609,0.12977947640679874,1.1933333333333331,0.2606552558740112,0.2415117325951224,0.07259287753521865,0.5796670993990131,0.1393203762493134,0.8148612975772491,0.05049939306797819
"mp-300031853, FeP2O7, LiFeP2O7, mp-690058, mp-31853",108.53622836024229,4340.452859134287,1.7476666666666667,1.4738978556497355,0.5838075916666666,0.09949759857854573,0.3305,0.26679026167371545,0.4201800643248321,0.07846255081217128,0.5471285184016279,0.135141534383693,0.8529357625551351,0.05492378556851989
"mp-300031854, FeP2O7, LiFeP2O7, mp-540388, mp-31854",108.53622836024229,4340.452859134287,1.7476666666666667,1.4738978556497355,0.5838075916666666,0.09949759857854573,0.9778947368421052,0.2614245349213685,0.3809339130255142,0.07573507429835849,0.5613283787422086,0.13355712340731432,0.8232864300254149,0.05301455200885094
"mp-300031869, Fe(PO3)4, LiFe(PO3)4, mp-540077, mp-31869",49.38539476864804,4377.078428433509,1.7766666666666666,1.8479288779668543,0.5967524492156863,0.05852799916385041,1.024,0.25994437917215296,0.2178401778642307,0.06588377840669013,0.6197976044393414,0.08625250398387793,0.6845999184600138,0.046506196522369495
"mp-300031922, MnPO4, LiMnPO4, mp-777460, mp-31922",148.0590975186081,4133.845305124435,1.7961111111111108,1.2276312129714395,0.5586549173800001,2.4365382515699923e-05,0.5654999999999999,0.17863360019244312,0.5006933637155521,0.08700847549048794,0.4921090915050136,0.2352228917943465,1.013394829167258,0.05800565032699196
"mp-300031923, MnPO4, LiMnPO4, mp-31942, mp-31923",148.0590975186081,4133.845305124435,1.7961111111111108,1.2276312129714395,0.5586549173800001,2.4365382515699923e-05,1.3376,0.21337484559242492,0.4411831797365477,0.08256688984974211,0.5180357722509981,0.29123106980268737,0.9616633179982408,0.05504459323316141
"mp-300031924, MnP2O7, LiMnP2O7, mp-540152, mp-31924",71.75282867052854,4340.467370450822,1.717666666666667,1.481949691753701,0.5888127413446665,1.4619229509419953e-05,1.0073913043478262,0.24617310112602805,0.5319129867467629,0.08513805807682047,0.5029571471484381,0.16069559204168635,0.9172391802518948,0.05959664065377434
"mp-300031926, MnP2O7, LiMnP2O7, mp-697788, mp-31926",71.75282867052854,4340.467370450822,1.717666666666667,1.481949691753701,0.5888127413446665,1.4619229509419953e-05,0.4776190476190476,0.2431873935741442,0.3348921469748762,0.07476468070333253,0.5580833230937576,0.15388450018642272,0.805481073790078,0.05233527649233277
"mp-300031928, MnP2O7, LiMnP2O7, mp-31935, mp-31928",71.75282867052854,4340.467370450822,1.717666666666667,1.481949691753701,0.5888127413446665,1.4619229509419953e-05,1.5775,0.25363927493499394,0.5494151520424049,0.08997909210874082,0.4746947998465291,0.2598343615319623,0.9693943055544187,0.06298536447611858
"mp-300031931, Mn4(PO4)3, LiMn4(PO4)3, mp-705354, mp-31931",198.01306946429162,3916.48875756465,1.9280701754385967,1.2679879389639146,0.5318863162957895,3.077732528298937e-05,0.6652941176470587,0.22064941121070808,0.3654257709526173,0.07134401729547442,0.5971063037701159,0.2060959341227857,0.8783283090756122,0.04505937934451017
"mp-300031937, Mn(PO3)4, LiMn(PO3)4, mp-32028, mp-31937",33.201258991428574,4377.086964502058,1.7590196078431373,1.857282578788216,0.5996966549086274,8.599546770247029e-06,1.515,0.26972340223932856,0.2572289720971695,0.0686139315858144,0.602190054313952,0.1266256858543879,0.7090515933768758,0.048433363472339584
"mp-300031939, MnPO4, LiMnPO4, mp-31927, mp-31939",148.0590975186081,4133.845305124435,1.7961111111111108,1.2276312129714395,0.5586549173800001,2.4365382515699923e-05,1.3259999999999998,0.22224770012124587,0.5648571685641276,0.08805074062310853,0.4860251211548242,0.29754094274400805,1.0255341763982588,0.05870049374873902
"mp-300031940, MnPO4, LiMnPO4, mp-31930, mp-31940",148.0590975186081,4133.845305124435,1.7961111111111108,1.2276312129714395,0.5586549173800001,2.4365382515699923e-05,1.4123809523809523,0.19386684024611486,0.35007459200727703,0.07928968556626774,0.5371656587531402,0.19922058478446708,0.9234934517148026,0.052859790377511824
"mp-300031946, MnPO4, LiMnPO4, mp-540022, mp-31946",148.0590975186081,4133.845305124435,1.7961111111111108,1.2276312129714395,0.5586549173800001,2.4365382515699923e-05,1.4377777777777778,0.22187418464159486,0.3749125719774904,0.0775187027020635,0.5475033424185446,0.2851704771554453,0.902866669473059,0.051679135134709016
"mp-300031950, Mn(PO3)4, LiMn(PO3)4, mp-32003, mp-31950",33.201258991428574,4377.086964502058,1.7590196078431373,1.857282578788216,0.5996966549086274,8.599546770247029e-06,1.515,0.2567548127437653,0.16195757159142468,0.06938072938537775,0.5977443129907782,0.12709564301375095,0.7169756284673046,0.04897463250732546
"mp-300031953, MnP2O7, LiMnP2O7, mp-585266, mp-31971",71.75282867052854,4340.467370450822,1.717666666666667,1.481949691753701,0.5888127413446665,1.4619229509419953e-05,0.4186666666666666,0.2573619593120465,0.2829007819442921,0.07151704280662867,0.5824777333770085,0.15162328446292028,0.7704924824430704,0.05006192996464007
"mp-300031955, Mn(PO3)3, LiMn(PO3)3, mp-704236, mp-31955",47.93744567897682,4292.990501751799,1.807948717948718,1.7803180281606488,0.5891265557138462,1.1245561161092273e-05,0.5080952380952379,0.2585501357308955,0.3187003874137025,0.07429858657408336,0.5701805996945405,0.1266392642282085,0.7877010469994719,0.05143748301282695
"mp-300031962, Mn9(PO4)8, Li6Mn9(PO4)8, mp-704227, mp-31962",167.41500342485213,4049.5641948461516,1.8472789115646249,1.2340161892734465,0.5482752557351019,2.6851646037710118e-05,0.4613333333333333,0.2461805965216831,0.42067386304433946,0.07572583053713464,0.5635495815903256,0.1837219785211331,0.9014846078133004,0.049453603616087916
"mp-300031970, MnPO4, LiMnPO4, mp-540146, mp-31970",148.0590975186081,4133.845305124435,1.7961111111111108,1.2276312129714395,0.5586549173800001,2.4365382515699923e-05,1.0873333333333333,0.21713918691541031,0.32766949378474464,0.069907394833887,0.5919325091889219,0.21867548801306952,0.8142171443167036,0.046604929889258
"mp-300031979, Mn(PO3)4, LiMn(PO3)4, mp-763791, mp-31980",33.201258991428574,4377.086964502058,1.7590196078431373,1.857282578788216,0.5996966549086274,8.599546770247029e-06,0.5216666666666667,0.24278471300655124,0.4147557224408109,0.07635342214528301,0.5573180254425382,0.13121814015313604,0.7890309501384559,0.0538965332790233
"mp-300031985, Mn3(P2O7)2, Li2Mn3(P2O7)2, mp-694554, mp-31985",119.61439590928323,4133.972300500237,1.8407936507936504,1.3818254674795059,0.5631574439844443,2.0884613584885644e-05,0.4957894736842105,0.2345303209596641,0.3470275041519421,0.079122154395537,0.5462101298111454,0.17877250425644875,0.9032576349601046,0.052748102930358
"mp-300031986, Mn2P5O16, LiMn2P5O16, mp-32037, mp-31992",57.57029623522565,4313.632618577461,1.7686956521739132,1.6475460738724277,0.5889901146837679,1.2712373486452133e-05,1.4733333333333334,0.254386803200102,0.2190640414223096,0.07127659207141543,0.5882713921357057,0.13672775667478834,0.7609839384661078,0.04958371622359334
"mp-300031994, MnPO4, LiMn2(PO4)2, mp-697761, mp-850112",148.0590975186081,4133.845305124435,1.7961111111111108,1.2276312129714395,0.5586549173800001,2.4365382515699923e-05,0.5029999999999999,0.21760240413742526,0.6748545803761438,0.08174840184109737,0.5228134978226667,0.2303839156826465,0.9521303212295906,0.054498934560731585
"mp-300032001, Mn2P3O10, LiMn2P3O10, mp-697794, mp-32001",108.43940220518223,4134.023098650559,1.858666666666667,1.4571476958110343,0.5649584546262222,1.9492306012559936e-05,0.502,0.2468068405596021,0.2180164234068396,0.06136669666428325,0.6541857148159758,0.17902115898234847,0.6948889639208715,0.040911131109522166
"mp-300032005, Mn2P3O10, LiMn2P3O10, mp-31981, mp-32005",108.43940220518223,4134.023098650559,1.858666666666667,1.4571476958110343,0.5649584546262222,1.9492306012559936e-05,1.3528571428571428,0.2295060517235308,0.4042603055926783,0.08070452046109731,0.5365151302722324,0.19613694334049328,0.9138618119489372,0.05380301364073154
"mp-300032017, Mn3(PO4)4, Li3Mn3(PO4)4, mp-704991, mp-32017",106.93216202706459,4313.400713978171,1.6871014492753622,1.2538567764282331,0.58076810958,1.9068560229678198e-05,0.376,0.23923377977101304,0.2475032547525879,0.07131168561117174,0.5747925354191906,0.16070205353790692,0.7914518402131012,0.049608129120815116
"mp-300032021, Mn4(PO4)3, LiMn4(PO4)3, mp-32010, mp-32021",198.01306946429162,3916.48875756465,1.9280701754385967,1.2679879389639146,0.5318863162957895,3.077732528298937e-05,1.3632,0.2490194838838025,0.4624675773127821,0.08141332646091842,0.5433575188289246,0.2153684441222992,1.0022932836889078,0.05141894302794847
"mp-300032022, MnP2O7, LiMnP2O7, mp-540338, mp-32022",71.75282867052854,4340.467370450822,1.717666666666667,1.481949691753701,0.5888127413446665,1.4619229509419953e-05,1.078888888888889,0.22651569060865825,0.2656690762510186,0.07416324393432154,0.5670289976712831,0.15347075274451344,0.799001464301179,0.05191427075402509
"mp-300032042, MoP2O7, LiMoP2O7, mp-32085, mp-32042",191.58524757634368,4340.576976324896,2.536666666666666,1.6848788944279909,0.5838075916666666,0.0,0.8388235294117645,0.28768141096773536,0.30872731615322435,0.06794183198693061,0.6022018793500844,0.043346969637398015,0.8440790113109781,0.047559282390851436
"mp-300032043, Mo(PO3)4, LiMo(PO3)4, mp-695772, mp-32043",94.52011269137951,4377.151438545631,2.24078431372549,1.7177140285986483,0.5967524492156863,0.0,0.4790476190476189,0.2691002964352637,0.4973847909353827,0.07556178428078122,0.5611566073640561,0.044944567062899,0.8541897429286188,0.053337730080551454
"mp-300032045, MoP2O7, LiMoP2O7, mp-32065, mp-32045",191.58524757634368,4340.576976324896,2.536666666666666,1.6848788944279909,0.5838075916666666,0.0,0.8633333333333331,0.2584913723323824,0.4256800477968953,0.07327392259058013,0.5709825913321389,0.04445249458170125,0.910322526290303,0.051291745813406085
"mp-300032057, MoP2O7, LiMoP2O7, mp-32059, mp-32057",191.58524757634368,4340.576976324896,2.536666666666666,1.6848788944279909,0.5838075916666666,0.0,0.9390909090909092,0.26777143078236193,0.5875566506223648,0.07947928544901728,0.5346503110440254,0.07250216450496368,0.9874151861906582,0.055635499814312095
"mp-300032060, Mo3(PO4)4, Li3Mo3(PO4)4, mp-32089, mp-32060",264.9195116280638,4313.543678161744,2.75536231884058,1.9615573630115413,0.5742396534782609,0.0,0.8619047619047621,0.21925274575766449,0.3036298599322335,0.07000267763055631,0.5953089966654039,0.03738272422506105,0.927582065232464,0.04869751487343048
"mp-300032062, Mo3(PO4)4, Li3Mo3(PO4)4, mp-32120, mp-32062",264.9195116280638,4313.543678161744,2.75536231884058,1.9615573630115413,0.5742396534782609,0.0,0.8633333333333331,0.2670782277798817,0.322377218286604,0.0723236718288888,0.5821781350538258,0.0432603442915135,0.9583367829768904,0.050312119533140034
"mp-300032070, Mo3(PO4)4, Li3Mo3(PO4)4, mp-32086, mp-32070",264.9195116280638,4313.543678161744,2.75536231884058,1.9615573630115413,0.5742396534782609,0.0,0.8599999999999999,0.2222234434113887,0.354155713998326,0.06984339690320537,0.5968680399123979,0.04276005617137265,0.9254714895940916,0.04858671088918636
"mp-300032071, Mo2P3O11, LiMo2P3O11, mp-32108, mp-32071",250.96251433716262,4263.121103296019,2.770833333333333,1.9169301449337048,0.5712471202604167,0.0,0.8178947368421049,0.2624223258495728,0.361902442503668,0.07059766980753425,0.5953056791483198,0.04888347825360514,0.9293215252287276,0.048535897992679794
"mp-300032076, MoP4O13, LiMoP4O13, mp-32115, mp-32076",87.5658948037684,4478.276306154011,2.1203703703703702,1.6173418046385712,0.6061373186111111,0.0,0.8633333333333331,0.2508789764260976,0.2669593817160833,0.06958749436949946,0.5874309316485041,0.03319576871482267,0.7729684949736311,0.05025763482241628
"mp-300032080, Mo2P3O13, LiMo2P3O13, mp-585184, mp-32080",220.4802606339581,4478.0408757627365,2.4711111111111106,1.6928056434517391,0.5928507844907407,0.0,0.42,0.2701528254828611,0.2456019028763848,0.06123867360725304,0.6373522628340446,0.033562496043252545,0.7693874007310029,0.044227930938571636
"mp-300032087, MoP2O7, LiMoP2O7, mp-504222, mp-32087",191.58524757634368,4340.576976324896,2.536666666666666,1.6848788944279909,0.5838075916666666,0.0,0.8633333333333331,0.2404282851422672,0.5304543804802033,0.07584376165561006,0.5559362329908112,0.044966209425413635,0.9422490604122568,0.053090633158927036
"mp-300032092, MoPO5, LiMoPO5, mp-540534, mp-32092",297.0455942006439,4428.795277854831,2.72,2.1223257682709,0.5810797294047619,0.0,0.9014285714285714,0.2573074525423529,0.21614987935976854,0.0609289104562802,0.6383625309096966,0.03726176249256233,0.8194698600920896,0.04352065032591443
"mp-300032097, Mo(PO3)4, LiMo(PO3)4, mp-32117, mp-32097",94.52011269137951,4377.151438545631,2.24078431372549,1.7177140285986483,0.5967524492156863,0.0,0.8633333333333331,0.2398558358388965,0.21621126816181774,0.06481901329893919,0.62354785591457,0.033894867447268065,0.7327478676385638,0.045754597622780606
"mp-300032098, Mo2(PO4)3, LiMo2(PO4)3, mp-32094, mp-32047",234.81558575965062,4376.902159307811,2.6121568627450977,1.798275306842728,0.5826843542647059,0.0,0.8112499999999998,0.2756513416530364,0.15210582844362378,0.06831655142602815,0.5941115499831544,0.045983212702361526,0.8775975673389068,0.048223448065431634
"mp-300032102, Mo2P2O11, LiMo2P2O11, mp-25668, mp-32102",275.7881135318056,4546.702196364273,2.543555555555556,1.9749369860239667,0.5933864206666667,0.0,0.8874999999999998,0.2659636599309232,0.32883496798373224,0.07154917797166596,0.5636704144474171,0.03711555621172319,0.9351916867191576,0.0524693971792217
"mp-300032105, MoP2O7, LiMoP2O7, mp-32054, mp-32105",191.58524757634368,4340.576976324896,2.536666666666666,1.6848788944279909,0.5838075916666666,0.0,0.8619047619047621,0.2429278073793379,0.4582981340428042,0.0784354179288912,0.5509354409171086,0.04547266375092359,0.9744466417967248,0.05490479255022384
"mp-300032106, MoPO5, LiMoPO5, mp-540236, mp-32106",297.0455942006439,4428.795277854831,2.72,2.1223257682709,0.5810797294047619,0.0,0.8599999999999999,0.28072311060196004,0.20708763609663425,0.07466452680111549,0.5568361505076383,0.05023854198121025,1.0042084927065285,0.05333180485793964
"mp-300032112, Mo2P3O13, LiMo2P3O13, mp-32113, mp-32112",220.4802606339581,4478.0408757627365,2.4711111111111106,1.6928056434517391,0.5928507844907407,0.0,0.8893749999999998,0.2509613171909353,0.2326229660948959,0.06633565135346756,0.6071686004983041,0.043428149529065686,0.8334245561549457,0.0479090815330599
"mp-300032118, Mo2(PO4)3, LiMo2(PO4)3, mp-540025, mp-32118",234.81558575965062,4376.902159307811,2.6121568627450977,1.798275306842728,0.5826843542647059,0.0,0.945,0.2893911396194825,0.22240932091635326,0.0660439276494815,0.6161659794902661,0.036087624742886536,0.8484033375930824,0.04661924304669282
"mp-300032123, Mo2PO8, LiMo2PO8, mp-32124, mp-32123",393.75101530908205,4508.993733791135,2.8866666666666667,2.846392655246647,0.5785998546212121,0.0,0.6474999999999999,0.3134735918830845,0.2278042066479208,0.06866247971533161,0.5687973579450748,0.04062230990214232,0.9875299630971968,0.04993634888387753
"mp-300032125, Mo2P3O13, LiMo2P3O13, mp-504212, mp-32125",220.4802606339581,4478.0408757627365,2.4711111111111106,1.6928056434517391,0.5928507844907407,0.0,0.9123529411764704,0.2620725462845037,0.2448201594314264,0.06971271886988213,0.5849005137188704,0.03504421480180853,0.8758531890024016,0.050348074739359316
"mp-300032315, Ni(PO3)4, LiNi(PO3)4, mp-32365, mp-32352",50.59508571948405,4377.0620346976675,1.848627450980392,1.8128464642545987,0.5988541262745098,0.016510103131471773,1.1550000000000002,0.253595452252632,0.20130054794499508,0.06636939984101628,0.6145436099654007,0.03538307012067598,0.6972245501270128,0.04684898812307031
"mp-300032321, NiP2O7, LiNiP2O7, mp-32381, mp-32321",110.9487408170498,4340.42498978336,1.87,1.4534767513333906,0.5873804426666666,0.02806717532350201,1.1133333333333335,0.2434794353907431,0.3315690427638464,0.07330710133715145,0.5707883304085576,0.03275776494264725,0.8111231137730881,0.05131497093600601
"mp-300032322, Ni(PO3)3, LiNi(PO3)3, mp-32328, mp-32322",75.58698817299899,4292.957901238365,1.9251282051282053,1.7337882880400666,0.5880247875000001,0.021590134864232318,1.0299999999999998,0.25800854469184986,0.21754075784391647,0.062326003846460885,0.6421169330434578,0.04747601261711272,0.674729674422764,0.04314877189370369
"mp-300032324, NiPO4, LiNiPO4, mp-25604, mp-32324",214.81659719886346,4133.774670678664,2.05,1.3477910597495222,0.5562677529166666,0.04677862553917002,1.0020000000000002,0.188565553243124,0.6601894309750819,0.0900443628527023,0.4827600307518512,0.04902832600821165,1.0924521432656846,0.06002957523513487
"mp-300032327, NiPO4, LiNiPO4, mp-32325, mp-32327",214.81659719886346,4133.774670678664,2.05,1.3477910597495222,0.5562677529166666,0.04677862553917002,1.0645000000000002,0.19805175716135592,0.4065192739587036,0.07995490796141493,0.5471500470575376,0.0326740407552564,0.970043074322636,0.05330327197427661
"mp-300032332, Ni4(PO4)3, LiNi4(PO4)3, mp-540302, mp-32332",282.4509450214148,3916.3995351068334,2.2487719298245614,1.5231838001005946,0.5288709506578948,0.059088790154741076,1.0435714285714286,0.21607693534232186,0.5140654969942454,0.09464213320749593,0.4730319890634889,0.033303517305770185,1.2231714044064728,0.05977397886789216
"mp-300032338, NiP2O7, LiNiP2O7, mp-32331, mp-32338",110.9487408170498,4340.42498978336,1.87,1.4534767513333906,0.5873804426666666,0.02806717532350201,1.1550000000000002,0.2580407962853334,0.4893653730946988,0.07931399900147826,0.5356180600180679,0.05338290366921127,0.8775878006687872,0.05551979930103478
"mp-300032350, NiPO4, LiNiPO4, mp-540328, mp-32350",214.81659719886346,4133.774670678664,2.05,1.3477910597495222,0.5562677529166666,0.04677862553917002,1.0075,0.2499118287605196,0.3971274368393961,0.06925873627838464,0.6139213847160032,0.031146744346954545,0.8402730886214885,0.04617249085225643
"mp-300032373, Ni3(P2O7)2, Li2Ni3(P2O7)2, mp-32394, mp-32373",176.5228912815119,4133.911756689576,2.0584126984126985,1.4162194750147077,0.5611113030158731,0.04009596474786002,1.0020000000000002,0.2269089638801132,0.3732641106597051,0.0823685631479457,0.5350915834250406,0.032983522646180034,0.974581222282388,0.054912375431963804
"mp-300032374, NiP2O7, LiNiP2O7, mp-32401, mp-32374",110.9487408170498,4340.42498978336,1.87,1.4534767513333906,0.5873804426666666,0.02806717532350201,1.1352631578947372,0.2418181679871565,0.4450043082467475,0.07583826699127194,0.5559684041449202,0.03313052972681786,0.8391297724650368,0.05308678689389035
"mp-300032375, Ni2P5O16, LiNi2P5O16, mp-32393, mp-32356",90.5759711923969,4313.5957658231455,1.901159420289855,1.6057195084062903,0.5877446375724638,0.02440623941174088,1.1352631578947372,0.2539251657282441,0.2087989772506169,0.07177941529037432,0.584311987106553,0.03199075445613833,0.7845266898241157,0.04993350628895606
"mp-300032379, Ni3(PO4)4, Li3Ni3(PO4)4, mp-32386, mp-32379",159.02908966273498,4313.345434846697,1.8857971014492751,1.2844647505642706,0.5788998939130435,0.03660935911761132,1.1270000000000002,0.24167009044652085,0.3111533740988769,0.07413919835207149,0.5648840317151137,0.02979491474153542,0.8509907362978493,0.051575094505788864
"mp-300032380, Ni(PO3)3, LiNi(PO3)3, mp-504166, mp-32380",75.58698817299899,4292.957901238365,1.9251282051282053,1.7337882880400666,0.5880247875000001,0.021590134864232318,1.1133333333333335,0.2355855877379175,0.3825387335500071,0.08232028585456105,0.5273074711007247,0.03281457385664127,0.8911840362791184,0.056990967130080734
"mp-300032383, NiP2O7, LiNiP2O7, mp-689834, mp-32314",110.9487408170498,4340.42498978336,1.87,1.4534767513333906,0.5873804426666666,0.02806717532350201,0.43222222222222223,0.2625942699836534,0.2896660859427937,0.06967857140071579,0.5928742799622304,0.03220811630430799,0.7709744181245675,0.04877499998050105
"mp-300032384, Ni7(PO4)6, Li4Ni7(PO4)6, mp-32385, mp-32384",249.538849596608,4022.1496010606975,2.152072072072072,1.426126478974193,0.5421991247297298,0.053100061422841655,1.0145833333333334,0.2350604057728909,0.5582960190008261,0.07773066192984393,0.5605294288634056,0.031767039882995125,0.9746628596745526,0.050419888819358216
"mp-300032389, Ni2P3O11, LiNi2P3O11, mp-32367, mp-32389",149.65297447460648,4262.9311201190985,1.9375,1.3686607657365892,0.5757131840104167,0.03508396915437751,1.1000000000000003,0.2396152145090404,0.2468373169978952,0.0754980810258899,0.5610943426275916,0.034827246137454346,0.8655927560182163,0.051904930705299314
"mp-300032396, NiP2O7, LiNiP2O7, mp-32363, mp-32396",110.9487408170498,4340.42498978336,1.87,1.4534767513333906,0.5873804426666666,0.02806717532350201,1.1352631578947372,0.2449830944980141,0.2592872551728136,0.07398023796274689,0.5668471284013169,0.03285772479642254,0.8185711872310274,0.051786166573922834
"mp-300032400, Ni(PO3)3, LiNi(PO3)3, mp-540061, mp-32400",75.58698817299899,4292.957901238365,1.9251282051282053,1.7337882880400666,0.5880247875000001,0.021590134864232318,1.0033333333333334,0.294255199054658,0.16741104650069633,0.0670562534346,0.6149552970392708,0.03064626648823913,0.7259384727985766,0.0464235600701077
"mp-300032405, VP2O7, LiVP2O7, mp-32455, mp-32405",133.93788435938006,4340.521776909335,2.004,1.4545826434639824,0.5838075916666666,0.0,1.4974999999999998,0.25362232179295,0.5114040026734367,0.08622543464612553,0.4867517679203119,0.11379037614483198,0.9122161753145616,0.06035780425228787
"mp-300032411, VP2O7, LiVP2O7, mp-540363, mp-32411",133.93788435938006,4340.521776909335,2.004,1.4545826434639824,0.5838075916666666,0.0,1.4052173913043475,0.2430154905803572,0.40379760825287697,0.07905068003945248,0.5461341161403194,0.08773757106150328,0.8363113424426758,0.055335476027616716
"mp-300032420, VP2O7, LiVP2O7, mp-540378, mp-32408",133.93788435938006,4340.521776909335,2.004,1.4545826434639824,0.5838075916666666,0.0,1.3688235294117648,0.2813448591760902,0.2261646142692311,0.07406443015546403,0.5591389246886264,0.08585263563059177,0.7835596478063771,0.05184510110882482
"mp-300032425, VPO4, LiVPO4, mp-18835, mp-32425",253.56735061181732,4133.93598255529,2.273333333333333,1.5172074737881165,0.5503130012499999,0.0,1.254,0.18795906938799006,0.5874194285509098,0.08839269402558587,0.4778958431445022,0.12630545376579475,1.0009192429835243,0.05892846268372391
"mp-300032427, VPO5, LiVPO5, mp-32486, mp-32427",214.10193971463485,4428.716421546887,1.9590476190476187,1.2857805979372008,0.5810797294047619,0.0,1.3311111111111111,0.2787892281918993,0.25972130700825885,0.07951907435878593,0.5391861087563139,0.0853765037548067,0.860010507329592,0.05679933882770422
"mp-300032431, V2P3O10, LiV2P3O10, mp-540351, mp-32431",192.1673929509901,4134.095640595242,2.2404444444444445,1.5198441765482589,0.5582849217222222,0.0,1.254,0.23041021860021915,0.3430917399886408,0.08246181121699367,0.5450388897049129,0.08603749464228193,0.9124174856413104,0.0549745408113291
"mp-300032435, V3(P2O7)2, Li2V3(P2O7)2, mp-32416, mp-32435",209.63605742678,4134.050024012398,2.2498412698412698,1.4989791100565717,0.5560072301587301,0.0,1.3265217391304345,0.2259011506361953,0.3330179464898285,0.0806322807862424,0.5461616951082018,0.07770594948909731,0.8981369646662394,0.05375485385749493
"mp-300032437, V3(P3O10)2, LiV3(P3O10)2, mp-32504, mp-32437",139.46984818228051,4276.491525923573,2.070574712643678,1.5079576298763981,0.5775361259195403,0.0,1.34125,0.26343160618368394,0.2952756846817372,0.0676180886936712,0.6089242530280842,0.059401118520552985,0.7219239577855239,0.04663316461632496
"mp-300032464, V3(P3O10)2, LiV3(P3O10)2, mp-32524, mp-32464",139.46984818228051,4276.491525923573,2.070574712643678,1.5079576298763981,0.5775361259195403,0.0,1.393333333333333,0.27048874778250004,0.2682782595003926,0.06511449927205523,0.6234040042615894,0.05865876218677012,0.6951944062876844,0.04490655122210704
"mp-300032476, VP2O7, LiVP2O7, mp-32477, mp-32476",133.93788435938006,4340.521776909335,2.004,1.4545826434639824,0.5838075916666666,0.0,1.4152631578947368,0.26162936288533434,0.3752300422232112,0.07950040673044781,0.5267818205674659,0.06976916446366642,0.8410691956640641,0.05565028471131346
"mp-300032483, V(PO3)3, LiV(PO3)3, mp-32443, mp-32483",92.56351736444036,4293.032352873731,2.0282051282051285,1.7051676108806963,0.5852764405769231,0.0,1.3688235294117648,0.22017242077957647,0.28512360735350345,0.08112626717118568,0.5280842672741894,0.06020827193485745,0.8479730608946014,0.056164338810820856
"mp-300032488, VPO5, LiVPO5, mp-540263, mp-32488",214.10193971463485,4428.716421546887,1.9590476190476187,1.2857805979372008,0.5810797294047619,0.0,1.27125,0.295497440735602,0.30796232872745444,0.08326309341528501,0.4787847145573323,0.08669594297590817,0.9005026251540958,0.059473638153775
"mp-300032492, V(PO3)4, LiV(PO3)4, mp-32519, mp-32492",62.57990902403392,4377.118968301184,1.927450980392157,1.7803107003910723,0.5967524492156863,0.0,1.393333333333333,0.2468110827666075,0.2491886912626821,0.06794258172278674,0.601513517160286,0.04778459768484723,0.6943557458610655,0.04795946945137888
"mp-300032494, V(PO3)4, LiV(PO3)4, mp-697797, mp-32494",62.57990902403392,4377.118968301184,1.927450980392157,1.7803107003910723,0.5967524492156863,0.0,0.4900000000000001,0.25907838757951945,0.2267860494228027,0.07392653078800437,0.5664173704430522,0.06192281523030981,0.7555101693612885,0.05218343349741485
"mp-300032495, V3(PO4)4, Li3V3(PO4)4, mp-32485, mp-32495",189.30896139629616,4313.471678924057,2.0605797101449275,1.359686448404637,0.5742396534782609,0.0,1.4423529411764706,0.2604721309852245,0.22399347053978327,0.07528928798676689,0.5607974215689866,0.07046208775649261,0.8165341556200817,0.05237515686035957
"mp-300032502, V(PO3)4, LiV(PO3)4, mp-540427, mp-32502",62.57990902403392,4377.118968301184,1.927450980392157,1.7803107003910723,0.5967524492156863,0.0,1.393333333333333,0.2604868049233775,0.17810504150826126,0.062330866664756325,0.6344264936688488,0.05849943062602215,0.6370054583701259,0.04399825882218093
"mp-300032507, V(PO3)4, LiV(PO3)4, mp-32509, mp-32507",62.57990902403392,4377.118968301184,1.927450980392157,1.7803107003910723,0.5967524492156863,0.0,1.4349999999999998,0.2705106930601376,0.23476901019271146,0.06627028943600044,0.6113215911949227,0.059706764814072825,0.6772653479302525,0.04677902783717678
"mp-300032508, V2P5O16, LiV2P5O16, mp-32410, mp-540015",110.25597531389201,4313.6799285413845,2.01768115942029,1.5863993992624483,0.584637810615942,0.0,1.3688235294117648,0.25896820794428377,0.17053158138669386,0.06833009438777203,0.5984992766485351,0.061119271432987135,0.7179916777615067,0.047533978704537065
