,ShannonRadii,AtomicVolum wmean,density,HeatFusion wmean,metalloid,VegardVolume,BulkModulus wstd,NfValenc wstd,energysStab,SpaceGroupNumber wstd,q6,HeatCapacityMass wstd,n_ws^third wmean
"mp-300585378, Co3(P2O7)2, Li2Co3(P2O7)2, mp-540500, mp-585378",0.5356804531692987,4133.914355558214,3.404482516183122,1.9974603174603167,0.0,0.8730506072332038,11.659397368181855,0.0,0.02917210976190443,11.51720480632208,0.2510151843768013,0.24237532139694545,0.1880952380952381
"mp-300585397, Co3P3O11, LiCo3P3O11, mp-31610, mp-585397",0.5506147076477068,4012.388211350641,3.504627575153308,2.090980392156863,0.0,0.8888537882381062,14.538101711849553,0.0,0.03594408514705893,14.543574902143419,0.24455978369627124,0.2318761899679405,0.20000000000000004
"mp-300585400, FePO4, LiFePO4, mp-704220, mp-585400",0.6197109528905334,4133.821119596877,2.802533983209532,1.8461111111111108,0.0,1.0091047609293518,12.945994184770004,0.0,0.027699314583333745,16.330498620225445,0.2366328944111973,0.24163497876541584,0.19
"mp-300585424, CrPO4, LiCrPO4, mp-689963, mp-585424",0.5822526450045235,4133.838651402674,2.867792682514464,2.245555555555556,0.0,0.8387790463775472,12.161718933087025,0.0,0.17128719666666647,16.330498620225445,0.2504370147251867,0.24163497876541584,0.18777777777777774
"mp-300585432, MnPO4, LiMnPO4, mp-705467, mp-585432",0.6447124371904299,4133.845305124435,2.5848678949923234,1.7961111111111108,0.0,0.9751068978745576,9.027051252817149,0.0,0.10108970697916676,15.406227697001354,0.2500838368395269,0.2402850544819785,0.18111111111111108
"mp-300585433, FePO4, LiFePO4, mp-704299, mp-585433",0.6548532614360497,4133.821119596877,2.54355330865202,1.8461111111111108,0.0,0.9204926794407106,12.945994184770004,0.0,0.007070215208333508,16.330498620225445,0.2403895066261749,0.24163497876541584,0.19
"mp-300620862, Tl3(MoO4)2, LiTl3(MoO4)2, mp-25775, mp-620862",0.6066817819631384,3816.78209546086,5.859488648116387,2.2857948717948715,0.0,0.9509394594049716,14.902752923786574,1.5229992210171794,0.11900605774038645,15.860503004493758,0.3474385452722219,0.2502149477001664,0.17692307692307696
"mp-300630234, Ti3(BiO3)4, Li2Ti3(BiO3)4, mp-23427, mp-630234",0.5154827719240952,3917.565066415404,7.689444952916848,1.5704210526315787,0.0,0.8437592264909708,7.163224709761393,1.3894027981209356,0.0,12.23319130599558,0.2826823274670722,0.24885269270280266,0.1614035087719298
"mp-300630880, Nd2Tl(MoO4)4, LiNd2Tl(MoO4)4, mp-634591, mp-630880",0.5254392304929053,3235.1536649229065,5.486936573668258,1.8680652173913042,0.0,1.1252693905659013,16.679208812658267,0.2563005678815564,0.06572172258152342,12.862420901820025,0.33985983828277044,0.2673898027087563,0.11521739130434785
"mp-300635084, PWO4, LiPWO4, mp-25654, mp-635084",0.561854251674353,4134.047862344346,5.928687114496973,3.985,0.0,0.8424457756468495,23.93548427350922,1.0999438818457403,0.10821491666666637,16.330498620225445,0.2888178174643733,0.25678916028428106,0.1922222222222222
"mp-300645305, Fe(GeO3)2, LiFe(GeO3)2, mvc-9284, mp-645305",0.5643126152682587,4133.714159876691,4.17278540621284,3.2966666666666664,1.0,0.8528104653630298,8.904307614941711,0.0,0.11909081354166685,17.228155091197806,0.2681428880064426,0.2601239179216266,0.16703703703703698
"mp-300652260, Rb5Si2NiO8, Rb5LiSi2NiO8, mp-633655, mp-652260",0.4585277503306785,2332.058689547109,3.544221116700512,2.04078125,1.0,0.8387353788189359,5.765789081337327,0.0,0.044966645117186836,25.29864590002793,0.2830830319311567,0.1684452999991299,0.12109375
"mp-300652866, K11Mn4O16, K11LiMn4O16, mp-775539, mp-652866",0.419037364400687,3208.154107453835,2.675806065426736,0.8693010752688172,0.0,1.6299057220994941,7.054202877736009,0.0,0.0,31.528865697670685,0.2804009210428298,0.16819872529851504,0.14612903225806453
"mp-300672958, Sb(PO3)4, LiSb(PO3)4, mp-672963, mp-672958",0.6257099110479131,4377.439488403592,2.736773213746383,1.8939215686274509,1.0,0.8015153797865715,1.193343063113956,0.0,0.04134151316176471,4.110357693569844,0.3031575365578044,0.2689272993749361,0.1541176470588235
"mp-300672979, BiP2O7, LiBiP2O7, mp-672981, mp-672979",0.6114147283838196,4341.2430622713755,3.9305098093500965,1.6575333333333333,0.0,0.8413013052540451,1.3021349989749742,0.6599663291074445,0.05521591118750013,3.5975300168618767,0.2705189372833524,0.2700576399380119,0.14866666666666667
"mp-300673023, Bi(PO3)4, LiBi(PO3)4, mp-673020, mp-673023",0.5843382599987855,4377.543253808267,3.5875748512113703,1.7236470588235295,0.0,0.8268395456634645,1.0857151529338924,0.3882154877102614,0.029201040404410964,3.717018230924797,0.2586109824012675,0.270594594980677,0.15215686274509801
"mp-300673024, Sn4(PO4)3, LiSn4(PO4)3, mp-26446, mp-673024",0.7079330554298467,3917.524131655631,3.557818011284163,1.5238596491228067,0.0,1.1148769451941951,5.393531458547052,0.0,0.0887391050657893,12.48955242062701,0.22593290229172994,0.23535958749599514,0.17385964912280702
"mp-300673059, SbP2O7, LiSbP2O7, mp-684496, mp-673059",0.5615481287263245,4341.06666108343,3.6361710761158363,1.947,1.0,0.8253739968428332,1.715290710702481,0.0,0.1482358891249982,6.6137903067924855,0.2496433238753705,0.26737419887158564,0.152
"mp-300673073, SbP2O7, LiSbP2O7, mp-540379, mp-673073",0.5985655976473454,4341.06666108343,3.3291776325467115,1.947,1.0,0.8421508528979403,1.715290710702481,0.0,0.051083520624999317,6.6137903067924855,0.2607574044185349,0.26737419887158564,0.152
"mp-300673098, Bi(PO3)4, LiBi(PO3)4, mp-504324, mp-673098",0.5992807216377889,4377.543253808267,3.4586065232841383,1.7236470588235295,0.0,0.8219536264833894,1.0857151529338924,0.3882154877102614,0.0246031968749989,3.717018230924797,0.244847924915318,0.270594594980677,0.15215686274509801
"mp-300673101, Sn4(PO4)3, LiSn4(PO4)3, mp-540395, mp-673101",0.6302923452078959,3917.524131655631,4.4088691896917895,1.5238596491228067,0.0,0.9399735309017372,5.393531458547052,0.0,0.08893712006578891,12.48955242062701,0.2778476485102921,0.23535958749599514,0.17385964912280702
"mp-300673119, Sn2P3O10, LiSn2P3O10, mp-673117, mp-673119",0.6737148672655077,4134.678835574846,3.1658668373870937,1.602666666666667,0.0,0.9441364439319464,3.2534122637662586,0.0,0.16224252137500006,7.549540089009103,0.26929557812667965,0.2502490749356985,0.16511111111111113
"mp-300673126, Sb(PO3)4, LiSb(PO3)4, mp-504350, mp-673126",0.5648121433224642,4377.439488403592,3.182051847638533,1.8939215686274509,1.0,0.8248921602710979,1.193343063113956,0.0,0.043466539191178384,4.110357693569844,0.2398203594726439,0.2689272993749361,0.1541176470588235
"mp-300673145, Cu4(PO4)3, LiCu4(PO4)3, mp-673151, mp-673145",0.5646015467551877,3916.4618970359707,3.7439735525435287,1.9764912280701752,0.0,0.9525464743355792,13.503279813161207,0.0,0.025822751973683108,20.682536426158922,0.2295621605902017,0.2261930484514145,0.19
"mp-300673706, Mo3Se4, Li7(Mo3Se4)4, mp-21021, mp-673706",0.8326313888114182,11.095561469051237,6.52566258304488,9.94285714285714,0.0,0.8395184837861045,46.914285714285704,0.0,0.0645735321428571,45.07142857142857,0.29779941476378785,0.037928571428571416,0.3792857142857143
"mp-300675779, Mo3S4, Li(Mo3S4)2, mp-2164, mp-675711",0.4765778722909414,11.083487517292264,5.038301448211096,8.523142857142856,0.0,0.8434630892637337,47.08571428571428,0.0,0.06656829857142732,29.07142857142857,0.2858222822696629,0.1485,0.3792857142857143
"mp-300684052, Sn6P7O24, LiSn6P7O24, mp-684053, mp-684052",0.6382012714680453,4023.171455495807,3.833035450477832,1.6032432432432433,0.0,0.8663237735053562,4.033722792683808,0.0,0.08539156907094636,9.35664416515219,0.269174487568336,0.2418388792211923,0.17108108108108108
"mp-300684082, Sb(PO3)4, LiSb(PO3)4, mp-684083, mp-684082",0.6481333940504659,4377.439488403592,2.5728148577768235,1.8939215686274509,1.0,0.8787381969073591,1.193343063113956,0.0,0.07226330360294053,4.110357693569844,0.2711177524310292,0.2689272993749361,0.1541176470588235
"mp-300684090, SbP2O7, LiSbP2O7, mp-25896, mp-684090",0.5495746248327915,4341.06666108343,3.7088155558355402,1.947,1.0,0.893448028821228,1.715290710702481,0.0,0.12829714262499792,6.6137903067924855,0.2708883803936419,0.26737419887158564,0.152
"mp-300684093, Bi(PO3)4, LiBi(PO3)4, mp-25906, mp-684093",0.6247722026493693,4377.543253808267,3.2385896504369778,1.7236470588235295,0.0,0.8095378341113908,1.0857151529338924,0.3882154877102614,0.02612667378676381,3.717018230924797,0.2522006650335419,0.270594594980677,0.15215686274509801
"mp-300684104, Sb2P5O16, LiSb2P5O16, mp-25946, mp-684104",0.6597106634167322,4314.153740866684,2.748895491290308,1.968115942028985,1.0,0.8631381481655565,1.5146140995697277,0.0,0.005514205923912385,5.731659608277028,0.2545499063771289,0.2645034685143517,0.15608695652173912
"mp-300684106, SbP2O7, LiSbP2O7, mp-25950, mp-684106",0.5974248716394924,4341.06666108343,3.3386379067233927,1.947,1.0,0.8697251924886047,1.715290710702481,0.0,0.03854365237499824,6.6137903067924855,0.2851309027533773,0.26737419887158564,0.152
"mp-300684109, BiP2O7, LiBiP2O7, mp-25940, mp-684109",0.5805238365773083,4341.2430622713755,4.242968778162978,1.6575333333333333,0.0,0.8756112969862556,1.3021349989749742,0.6599663291074445,0.0515700254375,3.5975300168618767,0.2961513994089929,0.2700576399380119,0.14866666666666667
"mp-300684427, Sb(PO3)4, LiSb(PO3)4, mp-26150, mp-684427",0.5543853925730894,4377.439488403592,3.280023798486668,1.8939215686274509,1.0,0.807312557453778,1.193343063113956,0.0,0.053013829926471516,4.110357693569844,0.2723595249643118,0.2689272993749361,0.1541176470588235
"mp-300684489, BiP2O7, LiBiP2O7, mp-26594, mp-684489",0.6098816135263407,4341.2430622713755,3.9460171469316734,1.6575333333333333,0.0,0.8676690760069309,1.3021349989749742,0.6599663291074445,0.0414697969374993,3.5975300168618767,0.2891607696345172,0.2700576399380119,0.14866666666666667
"mp-300684493, Sn2P3O10, LiSn2P3O10, mp-684502, mp-684493",0.6498356576860054,4134.678835574846,3.3751855768932715,1.602666666666667,0.0,0.8257701169146607,3.2534122637662586,0.0,0.12802016337500088,7.549540089009103,0.2515660452154505,0.2502490749356985,0.16511111111111113
"mp-300684497, Bi(PO3)4, LiBi(PO3)4, mp-26574, mp-684497",0.5808077714981036,4377.543253808267,3.6180464836437904,1.7236470588235295,0.0,0.8051895466087544,1.0857151529338924,0.3882154877102614,0.03049365996323505,3.717018230924797,0.2673972806286152,0.270594594980677,0.15215686274509801
"mp-300684503, Sn(PO3)3, LiSn(PO3)3, mp-684482, mp-684503",0.5756747135310736,4293.36881151581,3.3568050323200502,1.6602564102564104,0.0,0.8161609121316641,1.8271817180840888,0.0,0.12765025644230746,4.420233199556505,0.2580795874752453,0.26192737549342393,0.15871794871794873
"mp-300684504, Bi2(PO4)3, LiBi2(PO4)3, mp-26286, mp-585241",0.5678681144845429,4377.685789833083,4.600620745458758,1.5778823529411763,0.0,0.8023771580550185,1.489938058157872,0.7764309754205228,0.07562513665441273,3.60315125437966,0.2679770013976144,0.27460686939365764,0.14254901960784316
"mp-300684506, Bi(PO3)4, LiBi(PO3)4, mp-684495, mp-684506",0.6355706190158881,4377.543253808267,3.0823670168409207,1.7236470588235295,0.0,0.8001337985848832,1.0857151529338924,0.3882154877102614,0.05349921319853124,3.717018230924797,0.29597465812609514,0.270594594980677,0.15215686274509801
"mp-300684509, Sn(PO3)3, LiSn(PO3)3, mp-26762, mp-684509",0.5856384955887184,4293.36881151581,3.2779823111233686,1.6602564102564104,0.0,0.8104672001114381,1.8271817180840888,0.0,0.060700428365382926,4.420233199556505,0.30562377895632586,0.26192737549342393,0.15871794871794873
"mp-300684539, Sb2(PO4)3, LiSb2(PO4)3, mp-554631, mp-684508",0.5539263449771757,4377.478259023732,3.825517448728572,1.91843137254902,1.0,0.8049974387122838,2.0326061815495287,0.0,0.02411705492647176,7.859394914847318,0.2900359679111736,0.2715757300692199,0.14647058823529413
"mp-300690551, Mo3O8, LiMo3O8, mp-715479, mp-25584",0.537745909663268,6762.912726089937,4.300488906084297,5.1909090909090905,0.0,1.0300963474254494,31.36363636363636,0.0,0.2875624192207802,26.863636363636363,0.3754386772179989,0.29959090909090913,0.2413636363636364
"mp-300691164, MnO2, LiMn3O6, mp-25545, mp-763655",0.4585450696009236,6199.434506240733,4.117354324094925,2.225,0.0,1.2114745860840908,20.0,0.0,0.03193812083333292,32.166666666666664,0.3709784726961559,0.2261666666666667,0.2683333333333333
"mp-300694615, FePO4, LiFePO4, mp-705201, mp-694615",0.6453936406200129,4133.821119596877,2.6132658312890134,1.8461111111111108,0.0,0.9581011184395156,12.945994184770004,0.0,0.011255225104166657,16.330498620225445,0.2473534678331317,0.24163497876541584,0.19
"mp-300694722, NiP2O7, LiNiP2O7, mp-690014, mp-540286",0.5659213846903342,4340.42498978336,2.863981774342757,1.87,0.0,0.9103525143936272,8.017203724214294,0.0,0.14528781337499908,9.136130958392007,0.28058838985020385,0.2600720071228137,0.16833333333333333
"mp-300695780, MnP2O7, LiMnP2O7, mp-31943, mp-31960",0.537997979804953,4340.467370450822,3.0076914635034515,1.717666666666667,0.0,0.9095819941176504,5.216214037871613,0.0,0.006510658499998989,8.78496189835537,0.2649521582671324,0.25901701788792864,0.16366666666666668
"mp-300695805, FeP2O7, LiFeP2O7, mp-540349, mp-540216",0.5766763211408905,4340.452859134287,2.7887340197945494,1.7476666666666667,0.0,0.903256676792794,7.548951362054645,0.0,0.051567415229168745,9.312476696465996,0.2576302882034657,0.2599209153227616,0.16899999999999998
"mp-300697664, Cr4(PO4)3, LiCr4(PO4)3, mp-31658, mp-697664",0.5385608353781095,3916.480352863479,3.4520248431521297,2.4957894736842103,0.0,0.92080892649387,15.485753339082878,0.0,0.030492991447365725,21.07548467225639,0.2610719781897067,0.2226869423648018,0.20824561403508768
"mp-300697692, Cr(PO4)2, LiCr(PO4)2, mp-697815, mp-697692",0.5551963196523193,4509.27571251583,2.6274290900266424,1.8133333333333328,0.0,0.8262670400914661,6.437379364012713,0.0,0.14557377426136495,8.39661919809154,0.27036322011195346,0.27513513167082554,0.15242424242424246
"mp-300697726, CoP2O7, LiCoP2O7, mp-540399, mp-31548",0.5670058519504406,4340.426808991407,2.875974072378971,1.8273333333333333,0.0,0.9040681787618104,8.017203724214294,0.0,0.06675498593750008,7.788880963698618,0.2531482686013739,0.26076864586576864,0.16833333333333333
"mp-300697754, V(PO3)4, Li2V(PO3)4, mp-32520, mp-697754",0.5509243800393518,4377.118968301184,2.743545336977073,1.927450980392157,0.0,0.8050010065560047,3.9698982697549066,0.0,0.07231783058823549,5.354126134736337,0.2577352562694276,0.26347126605262106,0.16156862745098036
"mp-300697758, FeP2O7, LiFeP2O7, mp-540323, mp-697758",0.5773784149406014,4340.452859134287,2.7841088288068474,1.7476666666666667,0.0,0.8645115695150155,7.548951362054645,0.0,0.046627651729167496,9.312476696465996,0.2760833603042529,0.2599209153227616,0.16899999999999998
"mp-300697764, FeP2O7, LiFeP2O7, mp-540177, mp-697764",0.5511732286590829,4340.452859134287,2.956741020502996,1.7476666666666667,0.0,0.8781465964692907,7.548951362054645,0.0,0.07030671272916766,9.312476696465996,0.2673125553485713,0.2599209153227616,0.16899999999999998
"mp-300697767, MoP2O7, LiMoP2O7, mp-504290, mp-697767",0.5870792758393626,4340.576976324896,3.16057656939655,2.536666666666666,0.0,0.8684439406996362,10.362753816754823,0.0,0.0019881437500011145,9.312476696465996,0.28137509441304875,0.2659981996597387,0.16899999999999998
"mp-300697796, Cr5(PO4)4, Li2Cr5(PO4)4, mp-775246, mp-697796",0.5395073142261382,3968.6463445128857,3.3753665719308152,2.4357333333333333,0.0,0.9022376697475104,14.687694017631072,0.0,0.00764842090000073,19.932481587153724,0.2507398463307313,0.22719833880456866,0.20333333333333334
"mp-300697800, Fe4P7O24, LiFe4P7O24, mp-504312, mp-697800",0.56545727558087,4251.974669603241,2.9914632270362462,1.8123809523809529,0.0,1.0235067319789808,8.686727175694152,0.0,0.015742324589287367,10.787849047647539,0.257646290544752,0.2518955738715042,0.1774285714285714
"mp-300697807, Mn4P7O24, LiMn4P7O24, mp-540414, mp-697807",0.5527785250209177,4251.991253964995,2.992472803182458,1.7780952380952382,0.0,1.021151905864591,6.0138766214597865,0.0,0.01422208921428769,10.17217760751903,0.252124515912555,0.2508692816240861,0.17133333333333334
"mp-300697808, Fe2P3O13, LiFe2P3O13, mp-697819, mp-697808",0.5863562133688021,4477.9029677731705,2.640320835422916,1.5944444444444443,0.0,0.8687401064764213,8.505182798195875,0.0,0.12085749346064745,10.442999637394028,0.2560972024953649,0.2724537350136865,0.1572222222222222
"mp-300697811, FeP2O7, LiFeP2O7, mp-697733, mp-31871",0.5963606182131435,4340.452859134287,2.663743227635432,1.7476666666666667,0.0,0.944971216125124,7.548951362054645,0.0,0.0884380404791667,9.312476696465996,0.2767112779862536,0.2599209153227616,0.16899999999999998
"mp-300699330, Cr3O8, LiCr3O8, mp-782705, mp-699330",0.5452841736928128,6762.448006560768,3.1513315428905235,2.9436363636363634,0.0,0.8410279138435409,21.818181818181817,0.0,0.04804226250000099,26.863636363636363,0.2790692411874805,0.2725909090909091,0.2359090909090909
"mp-300699599, Ca9Co(PO4)7, LiCa9Co(PO4)7, mp-851050, mp-699599",0.5154557504692258,2895.42472256014,3.0560871977885355,1.272222222222222,0.0,1.7490542339114064,1.5600332380124802,0.0,0.0,17.92099517050419,0.25771268265519826,0.21526784486045333,0.1193888888888889
"mp-300699738, Co3(SeO3)4, Li2Co3(SeO3)4, mp-775276, mp-699738",0.5873224856180453,3916.634891200447,4.494625032180696,1.368421052631579,0.0,0.9147268040133656,13.005532833070841,0.0,0.059978445421053024,12.107347900830767,0.245013628265154,0.2417192918789933,0.09210526315789473
"mp-300704186, Fe4(PO4)3, LiFe4(PO4)3, mp-704185, mp-704186",0.559495666524322,3916.458207424577,3.628576970809901,1.9912280701754383,0.0,0.8085590608758609,16.47720568456428,0.0,0.10044456802631352,21.07548467225639,0.2837709310489995,0.2226869423648018,0.21105263157894733
"mp-300704251, FePO4, LiFePO4, mp-504149, mp-704251",0.6820038447923329,4133.821119596877,2.3434675236463733,1.8461111111111108,0.0,0.7981968600254985,12.945994184770004,0.0,0.0013274312500008991,16.330498620225445,0.2276869269650673,0.24163497876541584,0.19
"mp-300704600, Ti4Mn(PO4)6, LiTi4Mn(PO4)6, mp-19383, mp-704600",0.5525381050889907,3189.034104998188,2.9537385941658147,1.3287857142857145,0.0,1.1521445861517707,4.831592461527123,0.0,0.0,8.01007974685773,0.2404841188408105,0.2465492320542301,0.12564285714285714
"mp-300705001, CrP2O7, LiCrP2O7, mp-704959, mp-705001",0.5723561849029147,4340.463378217765,2.723402404506944,1.9873333333333327,0.0,0.828689160676384,7.081117300413983,0.0,0.07770933981250039,9.312476696465996,0.2366456195457133,0.2599209153227616,0.16766666666666666
"mp-300705007, Mo(PO3)4, LiMo(PO3)4, mp-705035, mp-705007",0.5809958598578404,4377.151438545631,2.9021964292231472,2.24078431372549,0.0,0.8050738767861118,5.863761470035271,0.0,0.03442913882352894,5.354126134736337,0.2661963570582125,0.268068295968294,0.1641176470588235
"mp-300705089, Fe3P3O11, LiFe3P3O11, mp-540050, mp-705089",0.570144117495849,4012.4341821910193,3.3455395561378465,1.9503921568627447,0.0,0.8931610968310567,13.707523254462359,0.0,0.03778679301470689,17.402024302562896,0.24727341086243265,0.23050792418957505,0.2011764705882353
"mp-300705113, Mo4P7O24, LiMo4P7O24, mp-32099, mp-705113",0.5966530838283711,4252.1165178210795,3.3048567770073656,2.714095238095238,0.0,1.0201841637011229,11.906582717897715,0.0,0.0,10.787849047647539,0.2651369762548355,0.2588202128602672,0.1774285714285714
"mp-300705154, Cr4P7O24, LiCr4P7O24, mp-585323, mp-705154",0.5366042258855863,4251.98669141293,3.0355115859635724,2.0862857142857147,0.0,1.0222978889303922,8.15105685731344,0.0,0.0189896484464267,10.787849047647539,0.2598545957885969,0.2518955738715042,0.1759047619047619
"mp-300705291, CrP2O7, LiCrP2O7, mp-540274, mp-705291",0.5397217564888981,4340.463378217765,2.9312311574897643,1.9873333333333327,0.0,0.8755478050981225,7.081117300413983,0.0,0.021448631812498675,9.312476696465996,0.27350906963385313,0.2599209153227616,0.16766666666666666
"mp-300705332, CoP2O7, LiCoP2O7, mp-31608, mp-705332",0.5728618645463119,4340.426808991407,2.8370780723542266,1.8273333333333333,0.0,0.8657655528992213,8.017203724214294,0.0,0.057543450937499685,7.788880963698618,0.2775945671722489,0.26076864586576864,0.16833333333333333
"mp-300705333, Mo(PO4)2, LiMo(PO4)2, mp-32056, mp-705333",0.6046716350459547,4509.378983522312,2.8594318316159333,2.3127272727272725,0.0,0.8186828263961725,9.420685287958932,0.0,0.003504094318181217,8.39661919809154,0.24344217520328434,0.28048995241682945,0.15363636363636365
"mp-300705340, VP2O7, LiVP2O7, mp-32415, mp-705340",0.5459574187217413,4340.521776909335,2.8484835929673085,2.004,0.0,0.8730391653511059,7.081117300413983,0.0,0.003507875999998689,9.312476696465996,0.2743077208195753,0.2587167348450596,0.16466666666666666
"mp-300705357, MnP2O7, LiMnP2O7, mp-540350, mp-705357",0.5302613192920533,4340.467370450822,3.0580580999325506,1.717666666666667,0.0,0.9006484919354398,5.216214037871613,0.0,0.010907948249998968,8.78496189835537,0.2748970874118977,0.25901701788792864,0.16366666666666668
"mp-300705367, V4P7O24, LiV4P7O24, mp-540336, mp-705367",0.559445080564183,4252.053432774725,2.9165987430069173,2.1053333333333333,0.0,1.018373386698873,8.15105685731344,0.0,0.0036200958571424025,10.787849047647539,0.2535620533242733,0.2505285670387597,0.17247619047619048
"mp-300705375, Ni4P7O24, LiNi4P7O24, mp-504245, mp-705375",0.5658825903258478,4251.942818916466,2.9799851457514386,1.9521904761904765,0.0,1.0313435911330309,9.222756042796712,0.0,0.0908023723750011,10.582216717568977,0.267229933671588,0.2520672238738585,0.17666666666666667
"mp-300705380, Mo2P3O13, LiMo2P3O13, mp-540536, mp-705380",0.6363656230139637,4478.0408757627365,2.7915618200792056,2.4711111111111106,0.0,1.0482751602928375,11.638973599385295,0.0,0.009109572083334072,10.442999637394028,0.24949272426302466,0.2787807682306184,0.1572222222222222
"mp-300705400, Cr2P3O13, LiCr2P3O13, mp-540528, mp-705400",0.5376942898913939,4477.914655643702,2.8578225071508365,1.8607407407407408,0.0,0.8262869189303486,7.983565079928862,0.0,0.08130246628472104,10.442999637394028,0.24952566049267802,0.2724537350136865,0.15574074074074076
"mp-300705401, Ni4P4O15, Li2Ni4P4O15, mp-585202, mp-705401",0.5943825084948194,4044.051871338759,3.146254911628201,2.1359420289855082,0.0,0.8581746908046675,14.327404585590868,0.0,0.05636592211956515,16.799395874356055,0.23685959173705626,0.2336471343861236,0.1971014492753623
"mp-300705402, Mn9(P2O7)8, Li5Mn9(P2O7)8, mp-705426, mp-540023",0.5807179208271986,4286.931611574745,2.7766353771081858,1.749588477366255,0.0,0.976712216848768,5.841000977414845,0.0,0.05960151623456689,9.860070281737963,0.27376169738186074,0.2540510998209995,0.16827160493827162
"mp-300705404, Fe3P4O15, LiFe3P4O15, mp-705395, mp-705381",0.5845387051443514,4227.744637568427,2.9332978341548404,1.8013636363636365,0.0,0.8031504459837847,10.488438691681637,0.0,0.08361094874053078,13.10123400352271,0.24227733035906976,0.2497390768777343,0.18045454545454545
"mp-300705431, Fe5(P2O7)4, LiFe5(P2O7)4, mp-705433, mp-705376",0.5840989238846135,4234.683906187675,2.8969387497071435,1.817317073170732,0.0,0.9248183466854564,9.308456691947107,0.0,0.04965001324695351,11.587924407253153,0.2699038850217169,0.2503048619074493,0.17926829268292685
"mp-300705432, Ni5(P2O7)4, Li6Ni5(P2O7)4, mp-705436, mp-705432",0.5699952188746652,4234.649919174349,2.997752767525734,1.966504065040651,0.0,0.9212215037020642,9.88093570848663,0.0,0.11861411679877865,11.367010885875347,0.2664924586472263,0.2504856257640139,0.17845528455284554
"mp-300705448, NiPO4, LiNiPO4, mp-705637, mp-705448",0.6205633894415722,4133.774670678664,2.8947438830919885,2.05,0.0,0.9636502799951314,13.730429394524586,0.0,0.1244748446874988,16.022168284698857,0.24843802241933885,0.24186146682719525,0.18888888888888888
"mp-300705470, Mo4P5O24, Li3Mo4P5O24, mp-705562, mp-705470",0.5971493572708061,4509.250566945253,3.1129657230158383,2.504040404040404,0.0,0.9375921754501884,12.767492966328213,0.0,0.005831442651516028,11.483671305927624,0.2494586561543372,0.282289355586644,0.15484848484848487
"mp-300705640, Co21O40, Li20Co21O40, mp-851287, mp-705640",0.4162748280157649,6097.695079786242,4.834275136979407,2.860655737704918,0.0,0.969665486709242,30.98360655737705,0.0,0.05365822303278645,29.459016393442624,0.3625919354089008,0.2285163934426229,0.3012295081967213
"mp-300743603, Ti3Fe(PO4)6, Li3Ti3Fe(PO4)6, mp-775436, mp-743603",0.5682022077581566,3282.6963459050844,2.6677824659190916,1.2704411764705883,0.0,1.1911599704720028,3.6637131598484975,0.0,0.03646201041360442,5.985723174388808,0.2228475147288128,0.2563727479449421,0.11933823529411765
"mp-300752433, La3Ti4O12, LiLa3Ti4O12, mp-754804, mp-752433",0.4452132608189523,3917.3597053484987,5.5011548625532924,1.3656140350877193,0.0,0.8496911239679267,10.038277005162747,0.0,0.02695727710526441,13.91288908207184,0.3279299428045763,0.2422420678828083,0.16877192982456138
"mp-300753239, SnPHO5, LiSnPHO5, mp-775543, mp-753239",0.5560404969154121,3488.569333760407,4.042283796672752,0.8390624999999999,0.0,0.9789049666077398,2.9939718080670032,0.0,0.0,9.210801658243435,0.2971173653225948,0.7054818305819435,0.1371875
"mp-300753403, CuCO3, LiCu2(CO3)2, mp-760595, mp-753403",0.6491983543160668,3719.816435407693,2.9356529254467416,8.777333333333335,0.0,0.8569095697761112,11.951382997609755,0.0,0.10976024699999964,16.55240835111985,0.27107872965554697,0.20975289165004504,0.21600000000000005
"mp-300754937, TiO2, LiTi6O12, mp-766454, mp-757527",0.3827565018334228,6200.338441689601,3.907891550643922,2.4316666666666658,0.0,0.920270200699884,18.33333333333333,0.0,0.058752857500000026,28.33333333333333,0.3110298611154516,0.21866666666666665,0.2533333333333333
"mp-300755185, SbPHO5, LiSbPHO5, mp-755529, mp-755185",0.5791638471335836,3488.670103703585,3.822571564834482,1.2340624999999998,1.0,0.9833543546298964,2.1494457861272056,0.0,0.029327853593750675,9.737772781801805,0.2832939878113332,0.7060079812093133,0.1378125
"mp-300755288, FeCuS2, LiFeCuS2, mp-753211, mp-755288",0.8810745085058865,6.495033207565384,3.8812006751861583,2.571,0.0,1.0402800903513945,16.734511910685914,0.0,0.16131266874999994,10.261172772479114,0.18859031973936924,0.11791434037752435,0.27
"mp-300755367, Ta2CuO6, LiTa2CuO6, mp-754223, mp-755367",0.4826275611428513,4133.374311110617,7.768092686047852,3.2614814814814816,0.0,1.347526808575108,18.414522806897853,1.4665918424609872,0.10474137277777727,17.634219757255718,0.30712739521657395,0.2711256270147525,0.1751851851851852
"mp-300755414, TiS2, Li(TiS2)2, mp-9027, mvc-16738",0.23353495242502845,11.99490145802475,3.1433386446648663,2.932,0.0,1.1812663624994115,15.766666666666666,0.0,0.022005891666666774,8.999999999999996,0.3569600352912371,0.14866666666666667,0.2533333333333333
"mp-300755615, TiO2, Li5Ti12O24, mp-754672, mp-765985",0.6188278821759132,6200.338441689601,2.9559963142453225,2.4316666666666658,0.0,0.8697549364941017,18.33333333333333,0.0,0.032580068333333045,28.33333333333333,0.2373464289686451,0.21866666666666665,0.2533333333333333
