,dVraw,VnormLiFormFrac,dVnormNumDens,dVperAtom,dVnormLiPerFormulaUnit,dVnormLiPerFormulaUnit2,dVoriginal,dVweight,dVdensity,VnormLiFrac,dVnormNumDensnorPerFormulaUnit,gravCap2,energy_grav3,energy_grav2,gravCap3,energy_vol2,volumetricCap3,energy_vol3,volumetricCap2,avgVolt2,avgVolt3
"mp-300018793, Li3Cr5O10, Li3Cr4O8, mp-762282, mp-771288",-0.0057781927299665895,-0.005811774281870365,-49.03879760021822,-1.3664119506230408,0.03874516187913605,-0.03852128486644393,0.005811774281870408,-1349.7281144800702,-0.1858477959280974,-0.04772059821028158,-36.78672166877321,-0.0008547098512599798,-3.2151084052108194e-05,-0.000214340560347388,-0.00012820647768899699,-5.322165307528232e-05,-3.183420191917433e-05,-7.983247961292349e-06,-0.0002122280127944956,-0.0014490309965545527,-0.0014490309965545527
"mp-300018809, LiVGeO5, Li2VGeO5, mp-853190, mp-18809",-0.0066939440517222865,0.4966304725458802,-0.6669916980260807,-1.204058917044318,0.006739054908239561,-0.0066939440517222865,0.006739054908239561,-449.51897724474264,0.03993206448748541,0.4337092816141153,-0.2233205359873768,-5.4312981702150565e-05,-1.6538389695477944e-05,-1.6538389695477944e-05,-5.4312981702150565e-05,-4.594090916445686e-06,-1.5087247336489844e-05,-4.594090916445686e-06,-1.5087247336489844e-05,-0.0020383166575943337,-0.0020383166575943337
"mp-300018860, LiVSiO5, Li2VSiO5, mp-774113, mp-18860",0.001504803809811694,0.5007512713888577,0.14132142907584966,-1.1290989365960071,0.0015048038098117722,0.001504803809811694,0.0015048038098117722,-360.63466391745203,0.040256688690243896,0.4383451803124648,0.04705986130318217,9.708030479159818e-06,2.8822013191646136e-06,2.8822013191646136e-06,9.708030479159818e-06,9.413243811658951e-07,3.170634099141786e-06,9.413243811658951e-07,3.170634099141786e-06,0.0004467587462805906,0.0004467587462805906
"mp-300018925, Li4CoO4, Li5CoO4, mp-776004, mp-775093",-0.015881227473877785,0.1870899912350112,-1.466178275060683,-2.0572758850768205,0.016137510956236056,-0.015881227473877785,0.016137510956236056,-386.16444998618147,0.06294078948717134,0.09676665692779036,-0.16850014356935264,-9.340714389373156e-05,-2.967320801329509e-05,-2.967320801329509e-05,-9.340714389373156e-05,-1.1130405338663723e-05,-3.5036972497153005e-05,-1.1130405338663723e-05,-3.5036972497153005e-05,-0.005045084847845962,-0.005045084847845962
"mp-300018925, Li5CoO4, Li6CoO4, mp-775093, mp-18925",0.0367627009976515,0.1962159397406592,4.585088810429504,-1.2647459800469696,0.036762700997651436,0.0367627009976515,0.036762700997651436,-421.76876519490537,0.0070114177524404344,0.11583753371472495,0.3712243460375149,0.00022574451020108721,0.00011013264767010927,0.00011013264767010927,0.00022574451020108721,4.1023070630401576e-05,8.408708209889002e-05,4.1023070630401576e-05,8.408708209889002e-05,0.017935202910446806,0.017935202910446806
"mp-300018968, LiFeSiO4, Li2FeSiO4, mp-767283, mp-18968",-0.013980615961859936,0.4929105775260706,-1.1864059416752493,-1.280841697021856,0.014178844947858815,-0.013980615961859936,0.014178844947858815,-338.5390375515068,0.05963281454400854,0.4204692314583665,-0.3991374798994071,-8.440596073449142e-05,-2.735987339785021e-05,-2.735987339785021e-05,-8.440596073449142e-05,-8.761854913393985e-06,-2.703056300835637e-05,-8.761854913393985e-06,-2.703056300835637e-05,-0.004531763863735571,-0.004531763863735571
"mp-300019131, Li2Mn3(BO3)3, LiMnBO3, mp-849566, mp-19131",0.003457900752251463,-1.6574773736572064,-142.75384650224382,-1.0667111121732908,0.010373702256754493,0.010373702256754387,0.003457900752251497,-436.008523330145,-0.7459920093779886,-1.8137995721076303,-85.29590937284544,0.00014013970233170588,1.1954940883440792e-05,3.586482265032237e-05,4.671323411056863e-05,1.1288777156080184e-05,1.4703412735522696e-05,3.7629257186933946e-06,4.411023820656808e-05,0.0008849526234069703,0.0008849526234069703
"mp-300019279, LiMnO2, Li2MnO2, mp-25542, mp-19279",0.14707030519396874,0.5641069272423974,8.289602116884122,-0.5489583722988326,0.1470703051939688,0.14707030519396874,0.1470703051939688,-108.39132959181765,-0.06375703151425223,0.4551336590529969,2.4783112659557216,0.0005532327693628377,0.0003397073626121622,0.0003397073626121622,0.0005532327693628377,9.755198464255162e-05,0.00015886895769832117,9.755198464255162e-05,0.00015886895769832117,0.09030713338537268,0.09030713338537268
"mp-300019308, Li2(NiO2)5, LiNiO2, mp-762387, mp-25587",0.039660902057815264,-0.923704157808928,-50.918344247822866,-0.8786222067842525,0.06610150342969227,0.06610150342969211,0.03966090205781536,-106.15119417059746,-0.7990583010977049,-1.2631813621281505,-35.67812358745656,0.0004013273855777772,6.847537813846207e-05,0.00011412563023077011,0.0002407964313466664,2.643395909715617e-05,5.57736505295792e-05,1.5860375458293698e-05,9.295608421596532e-05,0.011278386687598256,0.011278386687598256
"mp-300019340, Li2V3O6, LiVO2, mp-762271, mp-19340",0.008731687452646431,-0.9826877899023941,-77.05394059466852,-1.1048295353588655,0.02619506235793921,0.02619506235793929,0.008731687452646408,-116.01767754208322,-0.6608211099866922,-1.1629321344389754,-45.74453281585247,0.00026354284000897884,3.0561240559829666e-05,9.1683721679489e-05,8.78476133363263e-05,2.3355418226114692e-05,2.2378211879404e-05,7.785139408704897e-06,6.7134635638212e-05,0.003037660223185904,0.003037660223185904
"mp-300019511, Li15(FeO4)4, Li35(FeO4)8, mp-767924, mp-853186",0.007486630503530953,0.14922656917594393,1.2598828875056391,-1.566577552663489,0.01197860880564967,0.011978608805649523,0.0074866305035310434,-2340.1870101518616,0.022087399520435817,0.08845703840279721,0.15123251893261958,0.00010741498646607716,1.7294610298652565e-05,2.7671376477844098e-05,6.713436654129823e-05,1.1144177480439354e-05,2.7037227308592012e-05,6.965110925274597e-06,4.325956369374721e-05,0.0019286449501079786,0.0019286449501079786
"mp-300019511, Li35(FeO4)8, Li5FeO4, mp-853186, mp-19511",-0.002418695003457413,0.12287851063625076,-0.38134811798750456,-1.9430257969722395,0.003879294836569969,-0.003869912005531861,0.0024245592728562304,-2479.385994603848,0.03137508347377998,0.06440374467866744,-0.04104155937900096,-3.570462886244405e-05,-6.094241868881015e-06,-9.750786990209623e-06,-2.2315393039027528e-05,-3.8075033209129204e-06,-8.713751329906528e-06,-2.3796895755705748e-06,-1.3942002127850445e-05,-0.0006605356370978725,-0.0006605356370978725
