,chargedensityvoldens,HeatFusion wmean,numberDensity,NfValenc wmean,atomMean,AtomicWeigh wstd,AtomicWeigh wmean,metalloid,GSmagmom wmean,AtomicVolum wmean,deltashannonmax
"mp-300031824, Fe(PO3)4, LiFe(PO3)4, mp-540072, mp-31824",0.756375068,1.776666667,0.072791197,0.0,10.70588235,3.2695357489999997,7.288879372999999,0.0,0.041385545,4377.078428,0.009850417
"mp-300031828, Fe3(PO4)4, Li3Fe3(PO4)4, mp-31829, mp-31828",0.7405022090000001,1.7262318840000002,0.065968511,0.0,11.56521739,2.3892386869999998,7.933629681,0.0,0.091767948,4313.381786,0.006598321999999999
"mp-300031830, FeP2O7, LiFeP2O7, mp-540321, mp-31830",0.8140964270000001,1.7476666669999998,0.074889675,0.0,11.2,2.51550372,7.659610799999999,0.0,0.070355427,4340.452859,0.017228466
"mp-300031833, Fe3(P2O7)2, Li2Fe3(P2O7)2, mp-540486, mp-31833",0.94831114,1.883650794,0.082071857,0.0,11.9047619,1.95122645,8.181296000000001,0.0,0.10050775199999999,4133.95157,0.008990827
"mp-300031837, FeP2O7, LiFeP2O7, mp-540440, mp-31837",0.8020966209999999,1.7476666669999998,0.073785799,0.0,11.2,2.51550372,7.659610799999999,0.0,0.070355427,4340.452859,0.016974518
"mp-300031842, Fe3(PO4)4, Li3Fe3(PO4)4, mp-31896, mp-31842",0.826111541,1.7262318840000002,0.073595119,0.0,11.56521739,2.3892386869999998,7.933629681,0.0,0.091767948,4313.381786,0.0073611530000000005
"mp-300031847, Fe9(PO4)8, Li6Fe9(PO4)8, mp-704206, mp-31847",0.9212103759999999,1.902380952,0.076241106,0.0,12.44897959,2.497768628,8.587591129,0.0,0.129224253,4049.5375409999997,0.0071589240000000005
"mp-300031849, FeP2O7, LiFeP2O7, mp-540342, mp-31849",0.838121618,1.7476666669999998,0.07709978,0.0,11.2,2.51550372,7.659610799999999,0.0,0.070355427,4340.452859,0.008868451999999999
"mp-300031850, Fe3(PO4)4, Li3Fe3(PO4)4, mp-31818, mp-31850",0.814861298,1.7262318840000002,0.072592878,0.0,11.56521739,2.3892386869999998,7.933629681,0.0,0.091767948,4313.381786,0.007260906
"mp-300031853, FeP2O7, LiFeP2O7, mp-690058, mp-31853",0.852935763,1.7476666669999998,0.07846255099999999,0.0,11.2,2.51550372,7.659610799999999,0.0,0.070355427,4340.452859,0.009025205
"mp-300031854, FeP2O7, LiFeP2O7, mp-540388, mp-31854",0.82328643,1.7476666669999998,0.075735074,0.0,11.2,2.51550372,7.659610799999999,0.0,0.070355427,4340.452859,0.008711475
"mp-300031869, Fe(PO3)4, LiFe(PO3)4, mp-540077, mp-31869",0.684599918,1.776666667,0.065883778,0.0,10.70588235,3.2695357489999997,7.288879372999999,0.0,0.041385545,4377.078428,0.0044578379999999996
"mp-300031922, MnPO4, LiMnPO4, mp-777460, mp-31922",1.013394829,1.7961111109999999,0.087008475,0.0,12.0,2.322020375,8.328300388999999,0.0,1.7199999999999998e-05,4133.845305,0.018743599
"mp-300031923, MnPO4, LiMnPO4, mp-31942, mp-31923",0.9616633179999999,1.7961111109999999,0.08256689,0.0,12.0,2.322020375,8.328300388999999,0.0,1.7199999999999998e-05,4133.845305,0.035573562
"mp-300031924, MnP2O7, LiMnP2O7, mp-540152, mp-31924",0.91723918,1.7176666669999998,0.085138058,0.0,11.1,2.540680165,7.629378967,0.0,1.0300000000000001e-05,4340.46737,0.011004401
"mp-300031926, MnP2O7, LiMnP2O7, mp-697788, mp-31926",0.805481074,1.7176666669999998,0.074764681,0.0,11.1,2.540680165,7.629378967,0.0,1.0300000000000001e-05,4340.46737,0.009663605
"mp-300031928, MnP2O7, LiMnP2O7, mp-31935, mp-31928",0.969394306,1.7176666669999998,0.089979092,0.0,11.1,2.540680165,7.629378967,0.0,1.0300000000000001e-05,4340.46737,0.04652049
"mp-300031931, Mn4(PO4)3, LiMn4(PO4)3, mp-705354, mp-31931",0.878328309,1.928070175,0.071344017,0.0,12.68421053,2.865177292,8.85379414,0.0,2.18e-05,3916.488758,0.009706811999999999
"mp-300031937, Mn(PO3)4, LiMn(PO3)4, mp-32028, mp-31937",0.709051593,1.759019608,0.068613932,0.0,10.64705882,3.29133741,7.2710959410000005,0.0,6.08e-06,4377.0869649999995,0.010433645
"mp-300031939, MnPO4, LiMnPO4, mp-31927, mp-31939",1.0255341759999999,1.7961111109999999,0.088050741,0.0,12.0,2.322020375,8.328300388999999,0.0,1.7199999999999998e-05,4133.845305,0.037936252999999996
"mp-300031940, MnPO4, LiMnPO4, mp-31930, mp-31940",0.923493452,1.7961111109999999,0.079289686,0.0,12.0,2.322020375,8.328300388999999,0.0,1.7199999999999998e-05,4133.845305,0.011387198000000001
"mp-300031946, MnPO4, LiMnPO4, mp-540022, mp-31946",0.902866669,1.7961111109999999,0.077518703,0.0,12.0,2.322020375,8.328300388999999,0.0,1.7199999999999998e-05,4133.845305,0.033398574
"mp-300031950, Mn(PO3)4, LiMn(PO3)4, mp-32003, mp-31950",0.7169756279999999,1.759019608,0.069380729,0.0,10.64705882,3.29133741,7.2710959410000005,0.0,6.08e-06,4377.0869649999995,0.010550246999999999
"mp-300031953, MnP2O7, LiMnP2O7, mp-585266, mp-31971",0.770492482,1.7176666669999998,0.071517043,0.0,11.1,2.540680165,7.629378967,0.0,1.0300000000000001e-05,4340.46737,0.009243836
"mp-300031955, Mn(PO3)3, LiMn(PO3)3, mp-704236, mp-31955",0.787701047,1.807948718,0.074298587,0.0,10.92307692,2.806759005,7.483434128,0.0,7.95e-06,4292.990502000001,0.0073872
"mp-300031962, Mn9(PO4)8, Li6Mn9(PO4)8, mp-704227, mp-31962",0.901484608,1.847278912,0.075725831,0.0,12.26530612,2.461623491,8.532063272,0.0,1.9e-05,4049.5641950000004,0.007990071
"mp-300031970, MnPO4, LiMnPO4, mp-540146, mp-31970",0.8142171440000001,1.7961111109999999,0.069907395,0.0,12.0,2.322020375,8.328300388999999,0.0,1.7199999999999998e-05,4133.845305,0.015059638
"mp-300031979, Mn(PO3)4, LiMn(PO3)4, mp-763791, mp-31980",0.78903095,1.759019608,0.076353422,0.0,10.64705882,3.29133741,7.2710959410000005,0.0,6.08e-06,4377.0869649999995,0.011610536000000001
"mp-300031985, Mn3(P2O7)2, Li2Mn3(P2O7)2, mp-694554, mp-31985",0.903257635,1.840793651,0.079122154,0.0,11.76190476,1.9566776680000002,8.138107667,0.0,1.4800000000000002e-05,4133.972301,0.009739832
"mp-300031986, Mn2P5O16, LiMn2P5O16, mp-32037, mp-31992",0.760983938,1.768695652,0.071276592,0.0,11.0,2.656538438,7.546888406,0.0,8.99e-06,4313.632619,0.008011093
"mp-300031994, MnPO4, LiMn2(PO4)2, mp-697761, mp-850112",0.952130321,1.7961111109999999,0.081748402,0.0,12.0,2.322020375,8.328300388999999,0.0,1.7199999999999998e-05,4133.845305,0.01761046
"mp-300032001, Mn2P3O10, LiMn2P3O10, mp-697794, mp-32001",0.6948889640000001,1.8586666669999998,0.061366697000000005,0.0,11.66666667,1.8984098930000002,8.062030578,0.0,1.3800000000000002e-05,4134.023099,0.010575823
"mp-300032005, Mn2P3O10, LiMn2P3O10, mp-31981, mp-32005",0.913861812,1.8586666669999998,0.08070452,0.0,11.66666667,1.8984098930000002,8.062030578,0.0,1.3800000000000002e-05,4134.023099,0.013908466999999999
"mp-300032017, Mn3(PO4)4, Li3Mn3(PO4)4, mp-704991, mp-32017",0.79145184,1.687101449,0.071311686,0.0,11.43478261,2.400582134,7.894196855,0.0,1.3500000000000001e-05,4313.400714,0.008015037
"mp-300032021, Mn4(PO4)3, LiMn4(PO4)3, mp-32010, mp-32021",1.002293284,1.928070175,0.081413326,0.0,12.68421053,2.865177292,8.85379414,0.0,2.18e-05,3916.488758,0.011076807
"mp-300032022, MnP2O7, LiMnP2O7, mp-540338, mp-32022",0.799001464,1.7176666669999998,0.074163244,0.0,11.1,2.540680165,7.629378967,0.0,1.0300000000000001e-05,4340.46737,0.009585867
"mp-300032042, MoP2O7, LiMoP2O7, mp-32085, mp-32042",0.8440790109999999,2.536666667,0.06794183200000001,0.0,12.8,2.086684062,8.996777467000001,0.0,0.0,4340.576975999999,0.003398442
"mp-300032043, Mo(PO3)4, LiMo(PO3)4, mp-695772, mp-32043",0.854189743,2.240784314,0.075561784,0.0,11.64705882,2.372465515,8.075448,0.0,0.0,4377.151439,0.004446577
"mp-300032045, MoP2O7, LiMoP2O7, mp-32065, mp-32045",0.910322526,2.536666667,0.073273923,0.0,12.8,2.086684062,8.996777467000001,0.0,0.0,4340.576975999999,0.003665152
"mp-300032057, MoP2O7, LiMoP2O7, mp-32059, mp-32057",0.9874151859999999,2.536666667,0.079479285,0.0,12.8,2.086684062,8.996777467000001,0.0,0.0,4340.576975999999,0.015902175
"mp-300032060, Mo3(PO4)4, Li3Mo3(PO4)4, mp-32089, mp-32060",0.927582065,2.7553623189999996,0.070002678,0.0,13.65217391,3.086554818,9.677760116,0.0,0.0,4313.543678,0.00202987
"mp-300032062, Mo3(PO4)4, Li3Mo3(PO4)4, mp-32120, mp-32062",0.958336783,2.7553623189999996,0.072323672,0.0,13.65217391,3.086554818,9.677760116,0.0,0.0,4313.543678,0.0031457570000000003
"mp-300032070, Mo3(PO4)4, Li3Mo3(PO4)4, mp-32086, mp-32070",0.92547149,2.7553623189999996,0.069843397,0.0,13.65217391,3.086554818,9.677760116,0.0,0.0,4313.543678,0.0030378759999999997
"mp-300032071, Mo2P3O11, LiMo2P3O11, mp-32108, mp-32071",0.929321525,2.770833333,0.07059767,0.0,13.5625,2.712767051,9.600722625,0.0,0.0,4263.121103,0.004414108
"mp-300032076, MoP4O13, LiMoP4O13, mp-32115, mp-32076",0.772968495,2.12037037,0.069587494,0.0,11.44444444,2.645227068,7.923097185,0.0,0.0,4478.276306000001,0.001933754
"mp-300032080, Mo2P3O13, LiMo2P3O13, mp-585184, mp-32080",0.7693874009999999,2.471111111,0.06123867400000001,0.0,12.94444444,2.8267519930000002,9.126546037,0.0,0.0,4478.040876,0.00170175
"mp-300032087, MoP2O7, LiMoP2O7, mp-504222, mp-32087",0.94224906,2.536666667,0.075843762,0.0,12.8,2.086684062,8.996777467000001,0.0,0.0,4340.576975999999,0.003793695
"mp-300032092, MoPO5, LiMoPO5, mp-540534, mp-32092",0.81946986,2.72,0.06092891,0.0,13.85714286,3.9501733260000003,9.85384581,0.0,0.0,4428.7952780000005,0.002176897
"mp-300032097, Mo(PO3)4, LiMo(PO3)4, mp-32117, mp-32097",0.732747868,2.240784314,0.064819013,0.0,11.64705882,2.372465515,8.075448,0.0,0.0,4377.151439,0.001907199
"mp-300032098, Mo2(PO4)3, LiMo2(PO4)3, mp-32094, mp-32047",0.877597567,2.612156863,0.068316551,0.0,13.23529412,2.7462123480000002,9.349687961,0.0,0.0,4376.902159,0.004020218
"mp-300032102, Mo2P2O11, LiMo2P2O11, mp-25668, mp-32102",0.935191687,2.543555556,0.071549178,0.0,13.46666667,3.858801895,9.552464978,0.0,0.0,4546.702196,0.00238592
"mp-300032105, MoP2O7, LiMoP2O7, mp-32054, mp-32105",0.9744466420000001,2.536666667,0.07843541799999999,0.0,12.8,2.086684062,8.996777467000001,0.0,0.0,4340.576975999999,0.00392333
"mp-300032106, MoPO5, LiMoPO5, mp-540236, mp-32106",1.004208493,2.72,0.07466452700000001,0.0,13.85714286,3.9501733260000003,9.85384581,0.0,0.0,4428.7952780000005,0.0053353
"mp-300032112, Mo2P3O13, LiMo2P3O13, mp-32113, mp-32112",0.833424556,2.471111111,0.066335651,0.0,12.94444444,2.8267519930000002,9.126546037,0.0,0.0,4478.040876,0.0036867790000000003
"mp-300032118, Mo2(PO4)3, LiMo2(PO4)3, mp-540025, mp-32118",0.848403338,2.612156863,0.066043928,0.0,13.23529412,2.7462123480000002,9.349687961,0.0,0.0,4376.902159,0.00194324
"mp-300032125, Mo2P3O13, LiMo2P3O13, mp-504212, mp-32125",0.8758531890000001,2.471111111,0.069712719,0.0,12.94444444,2.8267519930000002,9.126546037,0.0,0.0,4478.040876,0.001937234
"mp-300032315, Ni(PO3)4, LiNi(PO3)4, mp-32365, mp-32352",0.69722455,1.848627451,0.0663694,0.0,10.82352941,3.20138431,7.344730352999999,0.0,0.011674406000000002,4377.062035,0.002646403
"mp-300032321, NiP2O7, LiNiP2O7, mp-32381, mp-32321",0.811123114,1.87,0.073307101,0.0,11.4,2.439618618,7.754557467000001,0.0,0.01984649,4340.4249899999995,0.00248458
"mp-300032322, Ni(PO3)3, LiNi(PO3)3, mp-32328, mp-32322",0.6747296740000001,1.925128205,0.062326004000000004,0.0,11.15384615,2.696129925,7.579725282,0.0,0.015266531000000002,4292.957901,0.006499693000000001
"mp-300032324, NiPO4, LiNiPO4, mp-25604, mp-32324",1.092452143,2.05,0.090044363,0.0,12.5,2.413367317,8.536931222,0.0,0.033077483,4133.774671,0.01017284
"mp-300032327, NiPO4, LiNiPO4, mp-32325, mp-32327",0.970043074,2.05,0.07995490799999999,0.0,12.5,2.413367317,8.536931222,0.0,0.033077483,4133.774671,0.003010992
"mp-300032332, Ni4(PO4)3, LiNi4(PO4)3, mp-540302, mp-32332",1.2231714040000001,2.24877193,0.094642133,0.0,13.31578947,3.126916315,9.117327825,0.0,0.041782084,3916.399535,0.003376509
"mp-300032338, NiP2O7, LiNiP2O7, mp-32331, mp-32338",0.8775878009999999,1.87,0.07931399900000001,0.0,11.4,2.439618618,7.754557467000001,0.0,0.01984649,4340.4249899999995,0.010752681000000002
"mp-300032350, NiPO4, LiNiPO4, mp-540328, mp-32350",0.8402730890000001,2.05,0.069258736,0.0,12.5,2.413367317,8.536931222,0.0,0.033077483,4133.774671,0.002608189
"mp-300032373, Ni3(P2O7)2, Li2Ni3(P2O7)2, mp-32394, mp-32373",0.9745812220000001,2.058412698,0.08236856299999999,0.0,12.19047619,1.946507623,8.316934095,0.0,0.028352129,4133.911757,0.00265876
"mp-300032374, NiP2O7, LiNiP2O7, mp-32401, mp-32374",0.839129772,1.87,0.075838267,0.0,11.4,2.439618618,7.754557467000001,0.0,0.01984649,4340.4249899999995,0.002570368
"mp-300032375, Ni2P5O16, LiNi2P5O16, mp-32393, mp-32356",0.78452669,1.90115942,0.071779415,0.0,11.26086957,2.545178216,7.655739275,0.0,0.017257816999999998,4313.5957659999995,0.00211548
"mp-300032379, Ni3(PO4)4, Li3Ni3(PO4)4, mp-32386, mp-32379",0.850990736,1.8857971009999999,0.074139198,0.0,11.82608696,2.361834758,8.057473159,0.0,0.025886726000000002,4313.345435,0.002185028
"mp-300032380, Ni(PO3)3, LiNi(PO3)3, mp-504166, mp-32380",0.891184036,1.925128205,0.08232028599999999,0.0,11.15384615,2.696129925,7.579725282,0.0,0.015266531000000002,4292.957901,0.002146201
"mp-300032383, NiP2O7, LiNiP2O7, mp-689834, mp-32314",0.770974418,1.87,0.069678571,0.0,11.4,2.439618618,7.754557467000001,0.0,0.01984649,4340.4249899999995,0.002361599
"mp-300032384, Ni7(PO4)6, Li4Ni7(PO4)6, mp-32385, mp-32384",0.97466286,2.1520720719999997,0.077730662,0.0,12.91891892,2.711885488,8.834972721,0.0,0.037547414,4022.1496009999996,0.002848115
"mp-300032389, Ni2P3O11, LiNi2P3O11, mp-32367, mp-32389",0.865592756,1.9375,0.075498081,0.0,11.8125,2.178480519,8.047947625,0.0,0.024808113,4262.93112,0.003198548
"mp-300032396, NiP2O7, LiNiP2O7, mp-32363, mp-32396",0.818571187,1.87,0.073980238,0.0,11.4,2.439618618,7.754557467000001,0.0,0.01984649,4340.4249899999995,0.002507394
"mp-300032400, Ni(PO3)3, LiNi(PO3)3, mp-540061, mp-32400",0.7259384729999999,1.925128205,0.067056253,0.0,11.15384615,2.696129925,7.579725282,0.0,0.015266531000000002,4292.957901,0.001748247
"mp-300032405, VP2O7, LiVP2O7, mp-32455, mp-32405",0.912216175,2.004,0.086225435,0.0,10.9,2.656980334,7.496160799999999,0.0,0.0,4340.521777,0.023945552000000002
"mp-300032411, VP2O7, LiVP2O7, mp-540363, mp-32411",0.836311342,2.004,0.07905068,0.0,10.9,2.656980334,7.496160799999999,0.0,0.0,4340.521777,0.01097653
"mp-300032420, VP2O7, LiVP2O7, mp-540378, mp-32408",0.783559648,2.004,0.07406443,0.0,10.9,2.656980334,7.496160799999999,0.0,0.0,4340.521777,0.010284168
"mp-300032425, VPO4, LiVPO4, mp-18835, mp-32425",1.000919243,2.273333333,0.08839269400000001,0.0,11.66666667,2.263332368,8.106270111,0.0,0.0,4133.935982999999,0.020456182
"mp-300032427, VPO5, LiVPO5, mp-32486, mp-32427",0.860010507,1.9590476190000001,0.07951907400000001,0.0,11.14285714,2.875421888,7.710107713999999,0.0,0.0,4428.7164219999995,0.007886835
"mp-300032431, V2P3O10, LiV2P3O10, mp-540351, mp-32431",0.9124174859999999,2.240444444,0.082461811,0.0,11.4,1.9821362219999998,7.884406356,0.0,0.0,4134.095641,0.0076334540000000005
"mp-300032435, V3(P2O7)2, Li2V3(P2O7)2, mp-32416, mp-32435",0.898136965,2.24984127,0.080632281,0.0,11.47619048,2.002831772,7.947796,0.0,0.0,4134.050024,0.005331496
"mp-300032437, V3(P3O10)2, LiV3(P3O10)2, mp-32504, mp-32437",0.721923958,2.070574713,0.067618089,0.0,11.0,2.4926586530000003,7.570747954,0.0,0.0,4276.491526,0.0032376090000000002
"mp-300032464, V3(P3O10)2, LiV3(P3O10)2, mp-32524, mp-32464",0.6951944059999999,2.070574713,0.065114499,0.0,11.0,2.4926586530000003,7.570747954,0.0,0.0,4276.491526,0.003117735
"mp-300032476, VP2O7, LiVP2O7, mp-32477, mp-32476",0.841069196,2.004,0.079500407,0.0,10.9,2.656980334,7.496160799999999,0.0,0.0,4340.521777,0.005519488
"mp-300032483, V(PO3)3, LiV(PO3)3, mp-32443, mp-32483",0.8479730609999999,2.028205128,0.081126267,0.0,10.76923077,2.92686049,7.380958615,0.0,0.0,4293.0323530000005,0.00433259
"mp-300032488, VPO5, LiVPO5, mp-540263, mp-32488",0.900502625,1.9590476190000001,0.083263093,0.0,11.14285714,2.875421888,7.710107713999999,0.0,0.0,4428.7164219999995,0.008258173
"mp-300032492, V(PO3)4, LiV(PO3)4, mp-32519, mp-32492",0.6943557459999999,1.92745098,0.067942582,0.0,10.52941176,3.3879602980000003,7.192732314,0.0,0.0,4377.118968,0.002774742
"mp-300032494, V(PO3)4, LiV(PO3)4, mp-697797, mp-32494",0.755510169,1.92745098,0.07392653099999999,0.0,10.52941176,3.3879602980000003,7.192732314,0.0,0.0,4377.118968,0.006038246999999999
"mp-300032495, V3(PO4)4, Li3V3(PO4)4, mp-32485, mp-32495",0.8165341559999999,2.06057971,0.075289288,0.0,11.17391304,2.4650166540000003,7.720434029,0.0,0.0,4313.471679,0.004545324
"mp-300032502, V(PO3)4, LiV(PO3)4, mp-540427, mp-32502",0.637005458,1.92745098,0.062330867000000005,0.0,10.52941176,3.3879602980000003,7.192732314,0.0,0.0,4377.118968,0.005091124
"mp-300032507, V(PO3)4, LiV(PO3)4, mp-32509, mp-32507",0.6772653479999999,1.92745098,0.06627028900000001,0.0,10.52941176,3.3879602980000003,7.192732314,0.0,0.0,4377.118968,0.005412893
"mp-300032508, V2P5O16, LiV2P5O16, mp-32410, mp-540015",0.717991678,2.017681159,0.06833009400000001,0.0,10.82608696,2.7795183160000003,7.431046522000001,0.0,0.0,4313.679929,0.004125187
"mp-300032511, V3(PO4)4, Li3V3(PO4)4, mp-694629, mp-32511",0.8206861809999999,2.06057971,0.075672129,0.0,11.17391304,2.4650166540000003,7.720434029,0.0,0.0,4313.471679,0.0030456240000000002
"mp-300032515, V(PO3)3, LiV(PO3)3, mp-705305, mp-32515",0.7708647940000001,2.028205128,0.073749257,0.0,10.76923077,2.92686049,7.380958615,0.0,0.0,4293.0323530000005,0.003938617
"mp-300032516, V2P3O11, LiV2P3O11, mp-32487, mp-32516",0.841349421,2.105,0.077483187,0.0,11.1875,2.326780217,7.724951792000001,0.0,0.0,4263.052104,0.006724298
"mp-300032523, V(PO3)4, LiV(PO3)4, mp-32457, mp-32523",0.6879929159999999,1.92745098,0.06731998,0.0,10.52941176,3.3879602980000003,7.192732314,0.0,0.0,4377.118968,0.00549863
"mp-300032528, V3(PO4)4, Li3V3(PO4)4, mp-32529, mp-32528",0.815657972,2.06057971,0.075208499,0.0,11.17391304,2.4650166540000003,7.720434029,0.0,0.0,4313.471679,0.004540446
"mp-300504106, TiPO4, LiTiPO4, mp-25435, mp-504106",0.8937302309999999,1.865,0.080070535,0.0,11.5,2.2471872840000002,7.935464556,0.0,1.25e-06,4134.146617,0.011181898000000001
"mp-300504134, Ni3P3O11, LiNi3P3O11, mp-585435, mp-504134",1.033769352,2.16627451,0.08344051200000001,0.0,12.76470588,2.304767357,8.725389922,0.0,0.035023217999999995,4012.3850009999996,0.001663547
"mp-300504167, Mn6P7O24, LiMn6P7O24, mp-504168, mp-504167",0.940325465,1.914594595,0.080193011,0.0,12.08108108,1.881714706,8.38225409,0.0,1.6800000000000002e-05,4022.373938,0.00560283
"mp-300504207, Sb(PO3)4, LiSb(PO3)4, mp-672950, mp-504207",0.87766109,1.893921569,0.074262496,0.0,12.17647059,1.918616024,8.581330353,1.0,0.0,4377.439488,0.003777215
"mp-300504211, Sn(PO3)3, LiSn(PO3)3, mp-26172, mp-504211",0.8953417290000001,1.66025641,0.071809157,0.0,12.84615385,1.6039178219999999,9.118612462,0.0,0.0,4293.368812,0.005938498
"mp-300504233, Ni5(P3O11)2, Li4Ni5(P3O11)2, mp-32359, mp-504233",0.9316630109999999,2.055353535,0.078020887,0.0,12.303030300000001,2.085106108,8.396933051,0.0,0.030070438999999997,4133.861907,0.001602632
"mp-300504250, Mn4(PO4)3, LiMn4(PO4)3, mp-504251, mp-504250",0.97293598,1.928070175,0.079028719,0.0,12.68421053,2.865177292,8.85379414,0.0,2.18e-05,3916.488758,0.0053761830000000005
"mp-300504264, CuPO4, LiCuPO4, mp-504265, mp-504264",1.032136916,1.834444444,0.083953555,0.0,12.66666667,2.577040428,8.806520111000001,0.0,0.0,4133.824041,0.007645188000000001
"mp-300504315, V6P7O24, LiV6P7O24, mp-32423, mp-504315",0.93676784,2.378918919,0.08209346,0.0,11.75675676,1.845713318,8.166224631,0.0,0.0,4022.462164,0.00308082
"mp-300504340, Sb(PO3)4, LiSb(PO3)4, mp-504341, mp-504340",0.727960388,1.893921569,0.061595707,0.0,12.17647059,1.918616024,8.581330353,1.0,0.0,4377.439488,0.0031329440000000004
"mp-300504353, Sb(PO3)4, LiSb(PO3)4, mp-26952, mp-504353",0.9225081079999999,1.893921569,0.078057186,0.0,12.17647059,1.918616024,8.581330353,1.0,0.0,4377.439488,0.003970225
"mp-300504354, Bi(PO3)4, LiBi(PO3)4, mp-504355, mp-504354",1.004722725,1.7236470590000001,0.073631113,0.27450980399999997,14.05882353,2.1626837230000002,10.29153427,0.0,0.0,4377.543254,0.013374906
"mp-300504356, Cr4(PO4)3, LiCr4(PO4)3, mp-504357, mp-504356",0.9520214029999999,2.495789474,0.07863503599999999,0.0,12.47368421,2.67855248,8.64734186,0.0,0.0,3916.480353,0.0032246809999999996
"mp-300504358, Cr6P7O24, LiCr6P7O24, mp-504359, mp-504358",0.932494725,2.351891892,0.08060716400000001,0.0,11.91891892,1.850388514,8.223230036,0.0,0.0,4022.367464,0.0033948940000000003
"mp-300504371, Ni6P7O24, LiNi6P7O24, mp-504372, mp-504371",1.056292148,2.1616216219999997,0.086595823,0.0,12.56756757,1.958841635,8.585246252000001,0.0,0.032183497,4022.3052119999998,0.001586471
"mp-300504376, Co5(P2O7)4, Li6Co5(P2O7)4, mp-704226, mp-504376",0.852322096,1.914471545,0.075165095,0.0,11.68292683,2.08518436,8.052351797,0.0,0.06294598400000001,4234.652138,0.00360523
"mp-300504383, Mo4P9O32, Li3Mo4P9O32, mp-504259, mp-705341",0.787207613,2.398666667,0.06529111900000001,0.0,12.42222222,2.1192332680000003,8.700627096,0.0,0.0,4409.3795549999995,0.00145149
"mp-300504387, Mn5(P2O7)4, LiMn5(P2O7)4, mp-540042, mp-540517",0.804698131,1.780731707,0.072478322,0.0,11.43902439,2.163752842,7.889947325,0.0,1.26e-05,4234.701603,0.0045697970000000004
"mp-300504389, Cr4P9O32, Li3Cr4P9O32, mp-504406, mp-705371",0.747562078,1.91037037,0.071169667,0.0,10.82222222,2.886168567,7.3979930220000005,0.0,0.0,4409.278579,0.002464545
"mp-300504397, Mn4(PO4)3, LiMn4(PO4)3, mp-540522, mp-504397",0.8928796090000001,1.928070175,0.07252597599999999,0.0,12.68421053,2.865177292,8.85379414,0.0,2.18e-05,3916.488758,0.004933813
"mp-300504399, V4P9O32, Li3V4P9O32, mp-705008, mp-705002",0.768783357,1.925185185,0.073796111,0.0,10.73333333,2.91640442,7.366745615,0.0,0.0,4409.330489,0.002277091
"mp-300505393, Mo4O5, Li(Mo4O5)2, mp-637219, mp-505393",1.661262884,8.39,0.07405965,0.0,23.11111111,16.88016667,25.76872222,0.0,0.0,5167.943853,0.00411606
"mp-300510529, Cr(SiO3)2, LiCr(SiO3)2, mp-25502, mp-510529",0.9221710340000001,4.545925926000001,0.08551023599999999,0.0,11.11111111,2.203476078,7.561611111,1.0,0.0,4133.529952000001,0.014805731
"mp-300510708, Fe(SiO3)2, LiFe(SiO3)2, mp-25523, mp-510708",0.9161979859999999,4.27962963,0.083290562,0.0,11.33333333,2.094575816,7.704162963,1.0,0.078172696,4133.518264,0.010645056000000002
"mp-300540004, WO2, Li(WO2)2, mp-540010, mp-540004",1.8506916359999999,8.791666667000001,0.063558981,2.333333333,30.0,25.30686667,35.97313333,0.0,0.0,6200.042178,0.007243617
"mp-300540020, Fe4(PO4)3, LiFe4(PO4)3, mp-31780, mp-540020",1.021392685,1.99122807,0.081610189,0.0,12.89473684,2.926187325,8.917440105,0.0,0.148116688,3916.458207,0.009881331
"mp-300540021, Mn2P3O11, LiMn2P3O11, mp-31921, mp-540021",0.876298554,1.7470833330000002,0.078937816,0.0,11.4375,2.239940881,7.891474499999999,0.0,1.29e-05,4262.984096,0.012753747
"mp-300540028, VP2O7, LiVP2O7, mp-32442, mp-540028",0.892128913,2.004,0.08432672599999999,0.0,10.9,2.656980334,7.496160799999999,0.0,0.0,4340.521777,0.005854565999999999
"mp-300540032, Mn5(P3O11)2, Li4Mn5(P3O11)2, mp-31954, mp-540032",0.8350820059999999,1.824545455,0.072615684,0.0,11.84848485,2.057052056,8.207268657,0.0,1.57e-05,4133.92612,0.005688387
"mp-300540038, Mo(PO4)2, LiMo(PO4)2, mp-32119, mp-540038",0.754453541,2.312727273,0.062871005,0.0,12.36363636,2.451625286,8.663718909,0.0,0.0,4509.378984,0.002858909
"mp-300540068, MnP2O7, LiMnP2O7, mp-540069, mp-540068",0.848025432,1.7176666669999998,0.078713644,0.0,11.1,2.540680165,7.629378967,0.0,1.0300000000000001e-05,4340.46737,0.010174023
"mp-300540073, Fe(PO3)4, LiFe(PO3)4, mp-540074, mp-540073",0.775108571,1.776666667,0.074594051,0.0,10.70588235,3.2695357489999997,7.288879372999999,0.0,0.041385545,4377.078428,0.010094387
"mp-300540078, Ni(PO3)4, LiNi(PO3)4, mp-540079, mp-540078",0.734477732,1.848627451,0.069915562,0.0,10.82352941,3.20138431,7.344730352999999,0.0,0.011674406000000002,4377.062035,0.0013939010000000001
"mp-300540108, MnPO4, LiMnPO4, mp-704492, mp-540108",0.7276438679999999,1.7961111109999999,0.06247435,0.0,12.0,2.322020375,8.328300388999999,0.0,1.7199999999999998e-05,4133.845305,0.003364598
