,ShannonRadii,AtomicVolum wmean,density,HeatFusion wmean,metalloid,VegardVolume,BulkModulus wstd,NfValenc wstd,energysStab,SpaceGroupNumber wstd,strainlatticemean,oxidation flexibility Std,Density wstd,avgIonicRadVol
"mp-300761467, FePO4, LiFePO4, mp-19109, mp-761467",0.6230532589043162,4133.821119596877,2.777902913087716,1.8461111111111108,0.0,0.9758149591890546,12.945994184770004,0.0,0.003841773194444898,16.330498620225445,-0.12284511763963835,0.10475656017578484,560.6076268109606,0.5917083847883904
"mp-300761511, VFe3(PO4)6, Li6VFe3(PO4)6, mp-775598, mp-761511",0.5764892566317396,3282.5823067630517,2.756817685826422,1.319485294117647,0.0,1.1896812000624863,5.782834639740987,0.0,0.06593274553921713,7.171798141422753,-0.35364367556073856,0.051816536788484205,255.03666708429142,0.5471283277475911
"mp-300761533, Cr3Ni(PO4)6, Li6Cr3Ni(PO4)6, mp-774406, mp-761533",0.5616954011411365,3282.5679178199184,2.8114303532962195,1.448529411764706,0.0,1.191490898193334,5.411025365097647,0.0,0.08577610448529427,7.181019532245497,-0.3482604142320156,0.05162120673991589,223.6944397555131,0.5307855413125728
"mp-300761576, MnV2(PO4)3, Li2MnV2(PO4)3, mp-775212, mp-761576",0.5570320846682706,3100.4293175587536,3.2184345225602566,1.5856944444444443,0.0,1.1510303627725331,6.914198019962928,0.0,0.005245353333332758,9.106229637444716,-0.3076486993242433,0.05283099619945583,243.08324925471825,0.5199524777284188
"mp-300761586, Mn3Fe3(TeO8)2, Li4Mn3Fe3(TeO8)2, mp-775968, mp-761586",0.23619584587074435,3100.1566484331347,4.839348870177737,1.23375,1.0,0.9638453609635383,8.244316223920574,0.0,0.06664191881510373,8.940413278105959,-0.11178909181638552,0.09616237794532102,394.9416111951445,0.4179681897101036
"mp-300761674, Co3SbO8, Li2Co3SbO8, mp-761540, mp-761674",0.3965217599631317,4133.354342705787,5.572425732757976,1.9486111111111108,1.0,0.9749771930412784,20.438253893672574,0.0,0.0572026103124994,17.876289558939842,-0.1055326481274772,0.05334128991575423,944.8922510152893,0.4089516802514117
"mp-300761763, FeCo3O8, Li2FeCo3O8, mp-761579, mp-761763",0.38453984309012507,4132.842841081502,4.9279364852403225,1.7825,0.0,0.9752530663054362,18.786487132123238,0.0,0.04620953765624946,17.089407230977113,-0.10226774020409776,0.05334128991575423,933.1505746353696,0.38013056426161335
"mp-300761797, Mn15O32, Li6Mn15O32, mp-777108, mp-761797",0.4593445306419265,6331.207445687711,3.978051448209877,2.135,0.0,0.9675046869367432,19.148936170212764,0.0,0.0954162305319155,30.54255319148937,-1.4246456533666132,0.05950810946185599,1191.5348085106382,0.4430942010098229
"mp-300761800, V3Cr(PO4)6, Li6V3Cr(PO4)6, mp-775008, mp-761800",0.5486584061139755,3282.61503204987,2.8280831940962523,1.4854411764705884,0.0,1.1928370203131655,5.418214666567796,0.0,0.022493674705881258,7.171798141422753,-0.34421361716647186,0.0478523068717624,194.3176809019109,0.5280427043851468
"mp-300761806, NbCo3O8, Li2NbCo3O8, mp-761589, mp-761806",0.4166420817325969,4133.015751304024,5.100027934144904,2.2322222222222217,0.0,0.9741966912730528,18.786487132123238,0.0,0.07425313958333213,17.089407230977113,-0.10724098086338724,0.03928371006591929,927.2227415372224,0.420471903531468
"mp-300762055, Cr3Co3(SbO8)2, Li4Cr3Co3(SbO8)2, mp-761807, mp-762055",0.4142129664045725,3100.050040679052,5.182526208060359,1.6114583333333332,1.0,0.9739972968350612,9.867877177995275,0.0,0.10197749848958272,8.177415067580952,-0.10994796001502928,0.06795272844021155,418.9571165985315,0.4187967431382643
"mp-300762388, NiO2, Li2(NiO2)3, mvc-6929, mp-762388",0.4535010327382115,6199.2226029034155,4.296969928940259,2.9866666666666664,0.0,1.0792558566608574,30.0,0.0,0.09112705027777768,33.5,-0.05890356532034127,0.07856742013183861,1484.1903333333332,0.4734082456639023
"mp-300762448, Fe3Sb(PO4)6, Li6Fe3Sb(PO4)6, mp-775128, mp-762448",0.5858955945534435,3282.702501801455,2.9423683408625347,1.3069117647058823,1.0,1.191841337869368,6.0765552923883845,0.0,0.06232726484477257,7.356774735953993,-0.35992459069543753,0.053605305829860436,253.1150786751076,0.5556112704953251
