,dVraw2,dVnormNumDens,dVnormLiPerFormulaUnit2,dVoriginal,dVraw,dVdensity,dVnormLiPerFormulaUnit,dVweight,VnormLiFrac,dVnormNumDensnorPerFormulaUnit,dVperAtom,avgVolt2,volumetricCap2,energy_grav3,avgVolt3,gravCap3,energy_vol2,energy_vol3,gravCap2,energy_grav2,volumetricCap3,deltax2,deltay,deltax,max Anisotropy,anisotropyMean,deltaz2,deltay2,deltaz
"mp-300019511, Li15(FeO4)4, Li35(FeO4)8, mp-767924, mp-853186",0.007486630503530953,1.2598828875056391,0.011978608805649523,0.0074866305035310434,0.007486630503530953,3.7169640831309785,0.01197860880564967,-2340.1870101518616,0.08845703840279721,0.15123251893261958,-1.566577552663489,0.0019286449501079786,4.325956369374721e-05,1.7294610298652565e-05,0.0019286449501079786,6.713436654129823e-05,1.1144177480439354e-05,6.965110925274597e-06,0.00010741498646607716,2.7671376477844098e-05,2.7037227308592012e-05,-0.02883247775389445,0.002364574718144701,-0.007722985112650299,0.0033714658604204373,-0.0006623148446950533,0.012586805878902964,0.008827745614406884,0.0033714658604204373
"mp-300019615, V2(PO4)3, LiV2(PO4)3, mp-32518, mp-540147",0.012717049746428136,2.7973503278759577,0.012717049746428136,0.012717049746428177,0.012717049746428136,1.1355022079335266,0.012717049746428177,-1574.8126772357728,1.0,2.7973503278759577,-0.7838101543107212,0.003078129808410783,6.285487754811498e-05,4.5220518902702644e-05,0.003078129808410783,0.00018682499577295892,1.5213864539548901e-05,1.5213864539548901e-05,0.00018682499577295892,4.5220518902702644e-05,6.285487754811498e-05,-0.002020475396893811,-0.021354712499999984,-0.0005348317227071854,-0.0005348317227071854,-0.009726630889980234,-0.02754131635621556,-0.08067335833333326,-0.00729034844723353
"mp-300019615, LiV2(PO4)3, Li2V2(PO4)3, mp-540147, mp-32521",0.04281503891388869,10.260493533541425,0.04281503891388869,0.0428150389138886,0.04281503891388869,-5.788068108064564,0.0428150389138886,-1631.3336598256271,0.49389128648598296,3.3211281109789064,-0.24281925834706225,0.011487988305613824,0.00022067657925740365,0.00017174410706774252,0.011487988305613824,0.000640079919279093,5.921120302916623e-05,5.921120302916623e-05,0.000640079919279093,0.00017174410706774252,0.00022067657925740365,-0.10804271082060916,-0.010424732499999978,-0.015094202246996868,-0.010424732499999978,-0.017666955687727137,-0.19671277868426845,-0.07461913789473669,-0.02748193231618456
"mp-300019615, Li2V2(PO4)3, Li3V2(PO4)3, mp-32521, mp-19615",0.02449896456659647,6.054043890705272,0.02449896456659647,0.024498964566596504,0.02449896456659647,-1.730856767823604,0.024498964566596504,-1688.8535290346094,0.3150267494298717,1.1745009001855156,-0.5974043406740392,0.007768841599208188,0.0001293657031979201,0.00011815525124504072,0.007768841599208188,0.00037260140738415714,4.1023025841881305e-05,4.1023025841881305e-05,0.00037260140738415714,0.00011815525124504072,0.0001293657031979201,-0.11389756137755508,-0.0020554219873118265,-0.011166427586034807,-0.0020554219873118265,-0.006445647770140599,-0.062373956118166624,-0.020965304270580642,-0.006115093737075157
"mp-300019667, Ni2P3O10, LiNi2P3O10, mp-25610, mp-19667",-0.004956902796192175,-0.8668456930252619,-0.004956902796192175,0.00498159608374915,-0.004956902796192175,4.165405117055999,0.00498159608374915,-754.2543897851358,1.0,-0.8668456930252619,-1.0743535419428836,-0.0009626332060361758,-1.9477531771855266e-05,-1.3549501351845344e-05,-0.0009626332060361758,-6.97706672872116e-05,-3.7825472126699327e-06,-3.7825472126699327e-06,-6.97706672872116e-05,-1.3549501351845344e-05,-1.9477531771855266e-05,0.05457199492162917,-0.03169100499999988,0.029105063958202226,0.029105063958202226,0.00025992632586069314,0.006310725036337006,-0.059420634374999774,0.0033657200193797365
"mp-300019682, Fe(WO4)2, LiFe(WO4)2, mp-25537, mp-19682",-0.038135807822569485,-5.217474267031832,-0.038135807822569485,0.03964780904904997,-0.038135807822569485,7.214423062561955,0.03964780904904997,-1116.7999089480031,1.0,-5.217474267031832,-1.4194938860482633,-0.007197373283447394,-0.00011723369178923545,-0.0001499713212967095,-0.007197373283447394,-0.0007946339952967841,-2.2125521639124364e-05,-2.2125521639124364e-05,-0.0007946339952967841,-0.0001499713212967095,-0.00011723369178923545,2.356085041460622,0.06419961846001065,1.2851372953421576,1.2851372953421576,0.05118820044810871,-2.192249239506044,0.11769930051001952,-1.195772312457842
"mp-300024979, Fe(GeO3)2, LiFe(GeO3)2, mvc-8638, mp-24979",-0.04922164898182282,-5.533751739545656,-0.04922164898182282,0.05176984617825165,-0.04922164898182282,8.582542733517059,0.05176984617825165,-607.9399281455078,1.0,-5.533751739545656,-1.442994840836406,-0.009761657363510551,-0.00012434026746836334,-0.00011074585081447776,-0.009761657363510551,-0.0005584188413905958,-2.4659212208872875e-05,-2.4659212208872875e-05,-0.0005584188413905958,-0.00011074585081447776,-0.00012434026746836334,0.2509828630483791,0.04239260699427083,0.13943492391576615,0.13943492391576615,0.0747401483770956,0.07630724559824964,0.07630669258968749,0.0423929142212498
"mp-300025417, Li2Ti3O6, LiTiO2, mp-760539, mp-25417",-0.6718721685133059,-72.15695406368239,-0.046849516619752896,0.015864249682978615,-0.015616505539917634,-70.0341457869164,0.04759274904893584,-112.06354147535534,-1.216431090217408,-44.09548588596549,-1.4321774633700044,-0.009673400039879005,-0.00011658578138590196,-9.399296183916362e-05,-0.009673400039879005,-0.0001517399883415682,-7.221723832037635e-05,-2.407241277345878e-05,-0.0004552199650247046,-0.0002819788855174908,-3.8861927128634e-05,-0.028146629854368,-0.1919265526332108,-0.012509613268608,-0.012509613268608,-0.12971662887384947,-0.4156058716193916,-0.4318347434247243,-0.1847137207197296
"mp-300025456, LiCuPCO7, Li2CuPCO7, mp-25466, mp-25456",-0.016883569867280856,-2.210058857750981,-0.016883569867280856,0.017173520195366443,-0.016883569867280856,6.34696843565528,0.017173520195366443,-479.29401449329566,0.4451780798934364,-0.7449318108704771,-1.3042911953940977,-0.003694314691433976,-5.049718816222881e-05,-3.2035140650385504e-05,-0.003694314691433976,-0.0001464053770603421,-1.1049351859250636e-05,-1.1049351859250636e-05,-0.0001464053770603421,-3.2035140650385504e-05,-5.049718816222881e-05,-0.012423573472458337,0.031669179999999963,-0.0037270720417375,0.031669179999999963,0.009774922409144718,0.004608864230572311,0.10556393333333322,0.0013826592691716932
"mp-300025462, LiTiPCO7, Li2TiPCO7, mp-25418, mp-25400",-0.09357362308292867,-12.016813657486892,-0.09357362308292867,0.10323356145172036,-0.09357362308292867,17.944883700229664,0.10323356145172036,-447.9665552260318,0.3982362392081525,-4.247925554858561,-2.2322408393034374,-0.06412359829357339,-0.0002952769042504955,-0.000518533264448813,-0.06412359829357339,-0.0007566798734742352,-0.00020234567145859523,-0.00020234567145859523,-0.0007566798734742352,-0.000518533264448813,-0.0002952769042504955,0.4792874913324171,-0.015311257500000062,0.14378624739972512,0.14378624739972512,0.04347994312351015,0.006549464902684636,-0.051037525000000215,0.0019648394708053907
