,Crystal System,symmetry ops,ShannonForce,meanbv,stdbv,meanValenceOcc
"mp-300697807, Mn4P7O24, LiMn4P7O24, mp-540414, mp-697807",2.0,2.0,-1.3914210957339739,0.17018894266707438,0.5124562990978107,31333.914285714287
"mp-300697808, Fe2P3O13, LiFe2P3O13, mp-697819, mp-697808",2.0,2.0,0.0,-1.4704723791922327,0.9516604029040959,466.66666666666674
"mp-300697811, FeP2O7, LiFeP2O7, mp-697733, mp-31871",2.0,1.0,0.0,-1.5043959531230804,0.9955534558237608,478.8
"mp-300697811, LiFeP2O7, Li2FeP2O7, mp-31871, mp-697811",2.0,1.0,-1.6367790407817924,0.15439522316386733,0.507725861574338,29254.818181818184
"mp-300699330, Cr3O8, LiCr3O8, mp-782705, mp-699330",1.0,2.0,0.0,-0.6530873545238793,0.665415276259269,334.54545454545456
"mp-300699599, Ca9Co(PO4)7, LiCa9Co(PO4)7, mp-851050, mp-699599",5.0,6.0,-0.6678393813875984,0.11141031320047036,0.5202743661852606,28600.111111111113
"mp-300704186, Fe4(PO4)3, LiFe4(PO4)3, mp-704185, mp-704186",3.0,8.0,-1.172249675614444,0.10380674890938377,0.5901112337339196,28702.473684210527
"mp-300704203, LiVP4O13, Li2VP4O13, mp-32468, mp-704203",2.0,1.0,-1.8109395885292825,0.20210213453555856,0.4927076354143229,31393.631578947367
"mp-300704204, MoP4O13, LiMoP4O13, mp-697734, mp-32088",2.0,2.0,-2.0688502556268062,0.24517916222057826,0.4998073566604726,33042.72222222222
"mp-300704204, LiMoP4O13, Li2MoP4O13, mp-32088, mp-704204",2.0,1.0,-1.9007204600778047,0.2370824176261416,0.4951628193892786,31370.368421052633
"mp-300704600, Ti4Mn(PO4)6, LiTi4Mn(PO4)6, mp-19383, mp-704600",5.0,6.0,-1.4149231567385625,0.1311719911949492,0.5106108996709509,31315.11428571428
"mp-300705113, Mo4P7O24, LiMo4P7O24, mp-32099, mp-705113",2.0,2.0,-1.3688496088244688,0.2753299352883564,0.5425742213324528,31316.628571428573
"mp-300705154, Cr4P7O24, LiCr4P7O24, mp-585323, mp-705154",2.0,2.0,-1.3061307540144311,0.17085700479233132,0.5009130415715154,31337.085714285717
"mp-300705333, Mo(PO4)2, LiMo(PO4)2, mp-32056, mp-705333",3.0,4.0,-2.316887909172676,0.19987560207355884,0.4907175060842748,33168.545454545456
"mp-300705336, Co3(P2O7)2, Li2Co3(P2O7)2, mp-697827, mp-705336",2.0,2.0,-1.0534691237944258,0.1771020655713005,0.5697254851269656,30451.476190476187
"mp-300705367, V4P7O24, LiV4P7O24, mp-540336, mp-705367",2.0,2.0,-1.351708190752693,0.2011168790352543,0.4934892848845299,31327.714285714286
"mp-300705375, Ni4P7O24, LiNi4P7O24, mp-504245, mp-705375",2.0,2.0,-1.3087087128125188,0.0918372250114738,0.5082293198277985,31314.057142857142
"mp-300705402, Mn9(P2O7)8, Li5Mn9(P2O7)8, mp-705426, mp-540023",2.0,1.0,0.0,-1.4154762905786165,0.9587008406701945,453.3827160493828
"mp-300705402, Li5Mn9(P2O7)8, Li14Mn9(P2O7)8, mp-540023, mp-705402",2.0,1.0,-1.3745246112932792,0.1542556171019507,0.5034832585560433,29849.03488372093
"mp-300705404, Fe3P4O15, LiFe3P4O15, mp-705395, mp-705381",3.0,4.0,-1.1943714691621243,0.11998265715320205,0.5120950231718217,31129.863636363636
"mp-300705431, Fe5(P2O7)4, LiFe5(P2O7)4, mp-705433, mp-705376",2.0,2.0,-1.4371455693670143,0.1545923408652439,0.517859587166034,31222.780487804877
"mp-300705431, LiFe5(P2O7)4, Li6Fe5(P2O7)4, mp-705376, mp-705431",2.0,2.0,-1.3832584577690636,0.16383545699643798,0.5218726131526397,30534.33333333333
"mp-300705432, Ni5(P2O7)4, Li6Ni5(P2O7)4, mp-705436, mp-705432",2.0,2.0,-1.3852669666302264,0.0814993708236125,0.5064257294852146,31175.26829268293
"mp-300705640, Co21O40, Li20Co21O40, mp-851287, mp-705640",2.0,1.0,-1.1758106357037887,-0.3426748429900661,0.5606919898954689,29377.016393442624
"mp-300743603, Ti3Fe(PO4)6, Li3Ti3Fe(PO4)6, mp-775436, mp-743603",5.0,3.0,0.0,-1.3787087969333087,0.9354846128371728,447.55882352941177
"mp-300752433, La3Ti4O12, LiLa3Ti4O12, mp-754804, mp-752433",3.0,4.0,-2.3074250326879224,-0.10739904134672157,0.499687962373894,28513.05263157895
"mp-300752701, LiCu2F6, LiCuF3, mp-758265, mp-752701",1.0,2.0,0.0,-0.4042184129817338,0.2525482062315855,100.22222222222223
"mp-300753139, Li5CuF8, Li6CuF8, mp-753202, mp-753139",5.0,12.0,-0.18095660204551808,-0.1638457421580383,0.34659620610179503,4905.857142857143
"mp-300753239, SnPHO5, LiSnPHO5, mp-775543, mp-753239",2.0,2.0,-1.7307162318421665,0.16765478619043195,0.5208768261541343,28636.25
"mp-300753363, LiSb(TeO4)3, Li4Sb(TeO4)3, mp-774910, mp-753363",2.0,1.0,-0.4486781930147575,0.3088963976363477,0.6616282095955038,31773.411764705877
"mp-300753943, LiFeS2, Li2FeS2, mp-756094, mp-753943",1.0,4.0,-0.7373518687217647,0.02071055805966482,0.5008040778957511,3436.0
"mp-300754210, Li5FeS4, Li6FeS4, mp-756173, mp-754210",3.0,8.0,-0.30928486825581586,0.00779850898370953,0.4427720780026013,3225.8
"mp-300754496, LiSbS, Li5SbS, mp-756006, mp-754496",2.0,1.0,0.0,-0.8377391261915322,1.2337127731581914,545.3333333333334
"mp-300754586, Li7BiO6, Li8BiO6, mp-38487, mp-754586",2.0,1.0,-0.5733703259666578,-0.006464245783422751,0.4530104673045115,20082.5
"mp-300755185, SbPHO5, LiSbPHO5, mp-755529, mp-755185",2.0,2.0,-1.841189820912408,0.10897521588399428,0.6113741119585763,28286.75
"mp-300755288, FeCuS2, LiFeCuS2, mp-753211, mp-755288",2.0,1.0,-1.8722997708099527,0.0167763949731351,0.4705728910174422,3214.5
"mp-300755414, TiS2, Li(TiS2)2, mp-9027, mvc-16738",7.0,48.0,-0.6398672542844632,0.06379878744202228,0.5183832422762371,4029.0
"mp-300755414, Li(TiS2)2, LiTiS2, mvc-16738, mp-755414",4.0,16.0,0.0,0.3027069004656264,1.2701814189302232,601.1428571428571
"mp-300755570, NiS, Li(NiS)2, mp-594, mp-755570",6.0,24.0,0.026026302677088053,-0.002871906072034025,0.5441829857871416,3059.0
"mp-300755615, TiO2, Li5Ti12O24, mp-754672, mp-765985",3.0,4.0,-2.660679898311361,-0.1358972374237706,0.5127593465339803,30077.0
"mp-300755615, LiTi2O4, Li3Ti4O8, mp-760378, mp-755615",3.0,4.0,-0.7729637495412407,-0.0994365633005357,0.4792712779396685,25955.571428571428
"mp-300755797, Ti8O13, LiTi8O13, mp-752989, mp-755797",5.0,6.0,-1.1969053933937326,-0.07807861828756403,0.4935634449159024,27820.142857142862
"mp-300755915, Li3Nb3TeO12, Li4Nb3TeO12, mp-754751, mp-755915",2.0,1.0,-1.7683327268248157,0.02208130921311403,0.5274458469617977,28662.84210526316
"mp-300756177, Li3ZrNb(TeO6)2, Li4ZrNb(TeO6)2, mp-754249, mp-756177",2.0,1.0,-0.3627609821387775,0.10812834557579336,0.5556209119927736,28631.84210526316
"mp-300756376, Li2Nb4ZnO12, Li3Nb4ZnO12, mp-756793, mp-756376",2.0,1.0,-0.3281778434181077,-0.08741389219546207,0.4862335688853867,28662.473684210527
"mp-300756554, Li3Cu3TeO8, Li4Cu3TeO8, mp-772822, mp-756554",2.0,2.0,-0.17768779055832098,-0.4067197813716536,0.40100715220390426,24284.266666666666
"mp-300756781, Sr3Nb4O13, Sr3Li2Nb4O13, mp-756435, mp-756781",4.0,16.0,-0.5164915324112338,-0.12160115097146935,0.5044786914808955,29438.8
"mp-300756861, La4Ti3O12, LiLa4Ti3O12, mp-770474, mp-756861",2.0,2.0,-1.8495327283202376,-0.14496246786168568,0.4967349841344668,28565.421052631584
"mp-300756908, LiSbO3, Li3SbO3, mp-752636, mp-756908",7.0,12.0,-1.2145982630882448,0.09978303755850867,0.6085174760005513,27308.0
"mp-300757100, CoS2, Li3(CoS2)4, mvc-11233, mp-767412",5.0,12.0,-0.11085434509271318,-0.19407679474438175,0.5249284042512753,3813.333333333334
"mp-300757100, Li3(CoS2)4, LiCoS2, mp-767412, mp-757100",1.0,2.0,-0.502602426792901,0.009767414006895427,0.614625729839604,3420.266666666667
"mp-300757419, Ti(SiO3)2, LiTi(SiO3)2, mp-766596, mp-757419",3.0,8.0,-1.4834541001056456,0.05129630622175746,0.5373186952089317,30455.44444444444
"mp-300757434, Si6Bi9O26, LiSi6Bi9O26, mp-766877, mp-757434",2.0,1.0,0.0,-1.2192472711197984,1.0164343112547245,422.02439024390236
"mp-300757777, SiBi3O7, LiSiBi3O7, mp-753860, mp-757777",2.0,1.0,0.0,-1.055616199917312,0.9572290907423018,367.1818181818182
"mp-300757800, CuCO3, LiCu3(CO3)3, mp-758727, mp-758505",2.0,1.0,-2.0112460571761788,-0.34839972408840264,0.544895839204815,27208.4
"mp-300757800, LiCu3(CO3)3, Li2Cu3(CO3)3, mp-758505, mp-762515",2.0,1.0,-1.7334968043026937,-0.2725377944911489,0.5395508171109694,25621.9375
"mp-300757800, Li2Cu3(CO3)3, LiCuCO3, mp-762515, mp-757800",2.0,1.0,-1.263996232372301,-0.2056007977876896,0.5348346211458113,24222.11764705882
"mp-300758997, CuCO3, LiCu3(CO3)3, mp-760536, mp-758450",1.0,2.0,-3.7768913488547495,-0.3483997240884026,0.5448958392048151,27208.4
"mp-300759185, Sb(PO3)4, LiSb(PO3)4, mvc-1868, mp-759185",2.0,2.0,-1.9006939166319157,0.22467506295325265,0.5590322750989062,32175.70588235294
"mp-300759234, Li2CuF6, Li3CuF6, mp-759169, mp-759234",3.0,8.0,0.0,-0.44435864066644826,0.25438625134596715,100.44444444444444
"mp-300759433, Li2CuF5, Li3CuF5, mp-762326, mp-759433",2.0,1.0,-0.27557095140555976,-0.25350406519221313,0.3384559935622685,5118.0
"mp-300759534, Bi2(SO4)3, LiBi2(SO4)3, mp-768482, mp-759534",5.0,12.0,-2.2102574382220506,0.05592397603651382,0.5192044835924847,31785.823529411766
"mp-300759713, Li4Ti15O32, Li8Ti15O32, mp-759678, mp-759713",5.0,6.0,-0.4141103110474884,-0.13175139021703164,0.4996432034361833,28433.78431372549
"mp-300759715, KLiSb(PO4)2, KLi2Sb(PO4)2, mp-761143, mp-759715",2.0,1.0,-0.9903811672236522,0.09895575462225373,0.5453120309288954,28210.769230769234
"mp-300759998, LiNb(TeO4)3, Li4Nb(TeO4)3, mp-754519, mp-759998",2.0,1.0,-0.43391240193623903,0.2567138771330094,0.6255238610574442,31782.0
"mp-300760419, BiF5, LiBiF5, mp-27743, mp-752483",4.0,8.0,-2.2127715788536326,0.21305384926180929,0.4489577378043468,6235.166666666668
"mp-300760419, LiBiF5, Li2BiF5, mp-752483, mp-760419",2.0,1.0,0.0,-0.4646668450407964,0.3668519306294634,86.0
"mp-300760512, LiCu2(CO3)2, LiCuCO3, mp-760546, mp-760512",2.0,1.0,-1.3619928913002748,-0.23805509921966994,0.5371212616137667,24900.818181818184
"mp-300761021, Cu(TeO3)4, Li3Cu(TeO3)4, mp-756573, mp-761021",2.0,1.0,-0.472728501081417,0.3268663670574007,0.684263743899727,31696.823529411766
"mp-300761135, Sb2(PO4)3, Li3Sb2(PO4)3, mp-772303, mp-761135",5.0,6.0,-1.3277508164794083,0.33783328255788364,0.6022867772539164,32166.058823529413
"mp-300761144, Na3SbP2O9, Na3LiSbP2O9, mp-560642, mp-761144",3.0,4.0,-1.6142597539600618,0.1684381157727687,0.5135080715751348,27909.66666666667
"mp-300761298, VPO4, LiVPO4, mp-767632, mp-761298",3.0,8.0,-2.0178685915696373,0.16825903267742826,0.4814624762455461,30380.5
"mp-300761344, VP2O7, LiVP2O7, mp-705024, mp-705056",2.0,1.0,-2.060554679168172,0.17958348808789318,0.5007160545577232,31970.6
"mp-300761344, LiVP2O7, Li2VP2O7, mp-705056, mp-761344",2.0,1.0,-1.650133166094013,0.1787149582177694,0.4809093617507344,29218.636363636364
"mp-300761367, Li2Mn2CoO6, Li3Mn2CoO6, mp-779065, mp-761367",2.0,2.0,-0.6041246212669871,-0.15697084102469405,0.4660114687785698,24802.818181818184
"mp-300761379, LiV(PO4)2, Li2V(PO4)2, mp-32471, mp-32424",2.0,1.0,-1.9735483316343356,0.13544560491786273,0.4802337683258875,30547.0
"mp-300761379, Li2V(PO4)2, Li3V(PO4)2, mp-32424, mp-761379",2.0,1.0,-1.5704218852237115,0.1149124824907276,0.4777674566296424,28310.384615384613
"mp-300761381, Mn5(Si2O7)2, Li2Mn5(Si2O7)2, mp-767346, mp-761381",2.0,2.0,-1.6776464889034473,-0.015154742064116884,0.5181732782820572,27768.565217391304
"mp-300761392, CrPO4, LiCrPO4, mp-764345, mp-761392",3.0,8.0,-2.1677291738064213,0.13372709471520258,0.4905496606693249,30409.16666666667
"mp-300761394, Li3Fe4(Si3O10)2, Li2Fe2Si3O10, mp-779820, mp-767726",2.0,1.0,-1.2782796372965637,8.752030033802804e-06,0.5197497718380844,27783.272727272728
"mp-300761394, Li2Fe2Si3O10, Li4Fe2Si3O10, mp-767726, mp-761394",2.0,1.0,-1.2790390949517525,0.015973295157838487,0.5246514455664782,27034.0
"mp-300761461, FePO4, LiFePO4, mp-765982, mp-761461",3.0,4.0,-2.7972256330555814,0.12367285174527437,0.5306260592554858,30446.83333333333
"mp-300761467, FePO4, LiFePO4, mp-19109, mp-761467",5.0,6.0,-2.222260240467038,0.1236728517452744,0.5306260592554859,30446.83333333333
"mp-300761481, Li3Fe2(PO5)2, Li2FePO5, mp-767823, mp-761481",3.0,8.0,0.0,-1.021775850164516,0.8591599773617641,405.7647058823529
"mp-300761486, FePO4, LiFePO4, mp-764338, mp-761486",4.0,4.0,-4.6963329014430455,0.12367285174527448,0.530626059255486,30446.83333333333
"mp-300761511, VFe3(PO4)6, Li6VFe3(PO4)6, mp-775598, mp-761511",5.0,3.0,0.0,-1.4078601754790203,0.960051970649214,461.0882352941177
"mp-300761517, Li3MnSi2O7, Li4MnSi2O7, mp-767274, mp-761517",2.0,1.0,-1.4043354844962768,0.0004424291828005658,0.4908609714899416,24907.07692307692
"mp-300761533, Cr3Ni(PO4)6, Li6Cr3Ni(PO4)6, mp-774406, mp-761533",5.0,3.0,-1.5116750476497192,0.10380562737093968,0.542934941168277,32146.823529411766
"mp-300761576, MnV2(PO4)3, Li2MnV2(PO4)3, mp-775212, mp-761576",5.0,12.0,-1.3731215655369613,0.15087539247601414,0.4919304148669951,30386.33333333333
"mp-300761583, Li2V(Si2O5)3, Li3V(Si2O5)3, mp-775339, mp-761583",1.0,2.0,-0.5452380709385579,0.07863934916748277,0.5210461556274666,28738.5
"mp-300761586, Mn3Fe3(TeO8)2, Li4Mn3Fe3(TeO8)2, mp-775968, mp-761586",2.0,1.0,-1.4689358113125832,0.022364578651274614,0.5798101490747366,29960.79166666667
"mp-300761603, V(SiO3)2, LiV(SiO3)2, mp-767338, mp-761603",2.0,2.0,-1.8120568885814183,0.05006667244275547,0.5229012122104656,30406.55555555556
"mp-300761610, LiMn2(PO5)2, LiMnPO5, mp-767559, mp-761610",2.0,1.0,0.0,-1.1731654955815598,0.8591230767704786,409.06666666666666
"mp-300761611, LiV(Si2O5)3, Li2V(Si2O5)3, mp-775301, mp-775292",3.0,8.0,-1.6072287424375322,0.0877751898545427,0.5242146095123694,29924.043478260868
"mp-300761611, Li2V(Si2O5)3, Li3V(Si2O5)3, mp-775292, mp-761611",3.0,8.0,-1.3934143724754042,0.0786393491674829,0.5210461556274667,28738.5
"mp-300761619, Mn(SiO3)2, LiMn(SiO3)2, mvc-7256, mp-761619",2.0,1.0,-1.4425411941030284,0.03409320555276323,0.5338541913111977,30395.66666666667
"mp-300761650, Fe(CoO3)2, Li2Fe(CoO3)2, mp-765838, mp-761650",3.0,8.0,-1.0754677984961325,-0.3801873309327955,0.4906405552007632,29860.888888888887
"mp-300761651, Cr(CoO3)2, Li2Cr(CoO3)2, mp-775117, mp-761651",3.0,8.0,-0.8912226062332907,-0.3576573387917361,0.5134011008984811,29863.44444444444
"mp-300761658, LiCoP2O7, Li2CoP2O7, mp-767244, mp-761658",2.0,2.0,-1.92659459166676,0.16894718975843112,0.5572698555164961,29213.363636363636
"mp-300761718, MnCo3O8, Li2MnCo3O8, mp-761588, mp-761718",1.0,2.0,-1.4187331205088374,-0.3422062495653193,0.5150698400919583,29870.41666666667
"mp-300761729, VCo3O8, Li2VCo3O8, mp-765821, mp-761729",1.0,2.0,-1.434526762833974,-0.3302261493978251,0.5068551057664094,29878.58333333333
"mp-300761732, CoPO4, LiCoPO4, mp-769840, mp-761732",2.0,2.0,-2.1360486393335347,0.15035145716864098,0.6214567148161094,30370.83333333333
"mp-300761737, MnCo3O8, Li2MnCo3O8, mp-765876, mp-761737",5.0,12.0,-0.736650032691054,-0.34220624956531925,0.5150698400919583,29870.41666666667
"mp-300761738, Co3NiO8, Li2Co3NiO8, mp-765866, mp-761738",5.0,12.0,-0.7023524387598855,-0.4283627567093391,0.5281834099890479,29861.0
"mp-300761748, CrCo3O8, Li2CrCo3O8, mp-770909, mp-761748",5.0,12.0,-0.6977789984583029,-0.3666862089963458,0.5148769528011156,29862.91666666667
"mp-300761752, VCoO4, LiVCoO4, mp-771484, mp-761752",3.0,8.0,-2.5814627805879047,-0.10724127324432564,0.5819462556768367,29958.66666666667
"mp-300761763, FeCo3O8, Li2FeCo3O8, mp-761579, mp-761763",1.0,2.0,-1.435170601562876,-0.3835837031021403,0.4978065435278271,29861.0
"mp-300761767, Fe(SiO3)2, LiFe(SiO3)2, mvc-12198, mp-761767",2.0,1.0,-1.465150806636042,-0.021076732496331317,0.5108364625590226,30383.111111111113
"mp-300761783, Li3Co2Cu3O10, Li5Co2Cu3O10, mp-764235, mp-761783",2.0,2.0,-0.3383896883623542,-0.3920043421048637,0.5638604844202709,15389.666666666664
"mp-300761800, V3Cr(PO4)6, Li6V3Cr(PO4)6, mp-775008, mp-761800",5.0,3.0,-1.4058675633676865,0.14776666498537813,0.4890196797457346,32196.941176470587
"mp-300761801, V2CoO6, LiV2CoO6, mp-778411, mp-761801",2.0,1.0,-0.8189175506679587,-0.13068743044244285,0.44806990002241,30009.44444444444
"mp-300761812, LiCo2(PO4)2, LiCoPO4, mp-767947, mp-761812",3.0,4.0,-1.3651326570063818,0.11990397547346905,0.5413910128917645,28189.46153846154
"mp-300761829, CoPO4, LiCoPO4, mp-851068, mp-761829",6.0,6.0,-0.9077613433453506,0.1503514571686409,0.6214567148161093,30370.83333333333
"mp-300761910, LiCuF4, Li3Cu2F8, mp-753273, mp-761910",1.0,2.0,-0.4020900031537173,-0.3232383164410158,0.33212471714263675,5283.0
"mp-300761972, Li3Mn7O16, Li7Mn14O32, mp-770710, mp-761972",5.0,6.0,0.0,-0.5232211783120121,0.7086389269313973,326.0
"mp-300762019, V(CO3)2, LiV(CO3)2, mp-763352, mp-762019",5.0,6.0,-2.762532454069436,-0.17072831517109566,0.6233829744311883,30071.0
"mp-300762042, LiNi2(PO4)2, LiNiPO4, mp-767470, mp-762042",3.0,4.0,-1.314643434711547,0.059861063327281465,0.4966605357435811,28192.769230769234
"mp-300762048, Li2V(CO3)3, Li3V(CO3)3, mp-763499, mp-762048",3.0,4.0,-2.3811757741109663,-0.1598283770112065,0.5943484132747525,27292.8
"mp-300762055, Cr3Co3(SbO8)2, Li4Cr3Co3(SbO8)2, mp-761807, mp-762055",2.0,1.0,-1.422635104696566,-0.1545958201854342,0.5561599115867165,29920.875
"mp-300762111, LiCuPO4, Li2CuPO4, mp-759334, mp-762111",6.0,12.0,-1.0947594547714048,-0.03239858085462165,0.4321063255966291,26391.42857142857
"mp-300762217, P4WO13, LiP4WO13, mp-761353, mp-761393",2.0,1.0,-2.30494538019908,0.25186182969191295,0.5186610692310137,33032.77777777778
"mp-300762217, LiP4WO13, Li2P4WO13, mp-761393, mp-762217",2.0,1.0,-2.002233746311731,0.24434350677628194,0.49375775535544203,31367.526315789477
"mp-300762264, LiCoSiO4, Li2CoSiO4, mp-762904, mp-762264",6.0,12.0,-0.8818027354684624,0.011215003473577876,0.5971605237655995,26195.142857142862
"mp-300762374, LiLaNb4O12, Li4La3Nb12O36, mp-775122, mp-762374",3.0,8.0,-0.3934764110738902,-0.08236637046928595,0.5064062154693357,30125.722222222223
"mp-300762388, NiO2, Li2(NiO2)3, mvc-6929, mp-762388",1.0,2.0,-0.6070865978707766,-0.5321325680068326,0.5548201144291368,29860.0
"mp-300762393, Cr(Si2O5)2, Li2Cr(Si2O5)2, mp-780779, mp-762393",2.0,2.0,-1.9354570053741176,0.05882918700464535,0.5399975527726071,30489.266666666666
"mp-300762448, Fe3Sb(PO4)6, Li6Fe3Sb(PO4)6, mp-775128, mp-762448",5.0,3.0,0.0,-1.560995671831861,0.978297342912402,473.9411764705882
"mp-300762454, Li2Cr3O6, LiCrO2, mp-762482, mp-762454",2.0,2.0,-0.6731435258547125,-0.1607381727766252,0.4542323020646139,24811.545454545456
"mp-300762458, Cr3P6WO24, Li6Cr3P6WO24, mp-775219, mp-762458",5.0,3.0,-1.5214636694411456,0.12291967168299893,0.5132025785357763,32156.29411764706
"mp-300762459, LiMn3O6, LiMn2O4, mp-762514, mp-762459",2.0,1.0,-0.7493401865652569,-0.16866735169757718,0.4893981030527348,27098.1
"mp-300762462, Ti3Cr(PO4)6, Li6Ti3Cr(PO4)6, mp-774416, mp-762462",5.0,3.0,-1.5224345783149764,0.12936933843813084,0.5140674937988132,32203.029411764703
"mp-300762507, LiCrNiO4, Li2CrNiO4, mp-770245, mp-762507",2.0,2.0,-0.7869578799279785,-0.2931882983656639,0.4871923680180968,25891.714285714286
"mp-300762540, LiFeSiO4, Li2FeSiO4, mp-767743, mp-762540",1.0,2.0,-1.6742838160925693,-0.011652372603593577,0.5193056761422078,26260.285714285717
"mp-300762542, Ti3Cr3(SbO8)2, Li4Ti3Cr3(SbO8)2, mp-770891, mp-762542",2.0,1.0,-1.4199797073633391,-0.05789247686553273,0.5537054758460771,30001.75
"mp-300762545, LiFeSiO4, Li2FeSiO4, mp-763641, mp-762545",3.0,4.0,-0.9995656270437812,-0.011652372603593341,0.5193056761422079,26260.285714285717
"mp-300762557, LiFeSiO4, Li2FeSiO4, mp-762581, mp-762557",3.0,4.0,-1.7377926108115709,-0.011652372603593577,0.5193056761422078,26260.285714285717
"mp-300762657, Fe(PO3)3, LiFe(PO3)3, mp-763780, mp-762657",2.0,2.0,-2.9347923270760283,0.22743310827945445,0.5217227852687999,31738.153846153848
"mp-300762664, V3P6WO24, Li6V3P6WO24, mp-775437, mp-762664",5.0,3.0,-1.5117757165002803,0.16152444066966792,0.5047088581460875,32172.88235294117
"mp-300762677, Li4(NiO2)11, Li6(NiO2)11, mp-762385, mp-762450",2.0,1.0,-1.3870512119490337,-0.4243035250269964,0.5071159550807718,26828.756756756757
"mp-300762677, Li6(NiO2)11, Li8(NiO2)11, mp-762450, mp-762677",2.0,1.0,-1.225344787899604,-0.378683545304758,0.4869334261256942,25546.30769230769
"mp-300762678, LiFe2(SiO4)2, LiFeSiO4, mp-762762, mp-762678",2.0,1.0,-1.4434656297360804,-0.0543028026789001,0.5064517528759565,28102.769230769234
"mp-300762716, Fe3(SiO4)2, LiFe3(SiO4)2, mp-850744, mp-780681",2.0,1.0,-1.0905212819734005,0.03531723692354603,0.5889468141578361,28033.69230769231
"mp-300762716, LiFe3(SiO4)2, Li2Fe3(SiO4)2, mp-780681, mp-762716",2.0,1.0,-0.8445526965240631,0.07097728584444878,0.6045447042123454,26143.0
"mp-300762735, LiNbCo3(PO4)6, Li6NbCo3(PO4)6, mp-764445, mp-762735",2.0,1.0,-1.534724088028408,0.07747533869222868,0.5113849597234674,31290.942857142858
"mp-300762765, LiFe2(SiO4)2, LiFeSiO4, mp-850962, mp-762644",6.0,12.0,-1.1053726019701662,-0.054302802678900135,0.5064517528759566,28102.769230769234
"mp-300762765, LiFeSiO4, Li2FeSiO4, mp-762644, mp-762765",6.0,12.0,-1.3540991932914561,-0.01165237260359351,0.5193056761422077,26260.285714285717
"mp-300762785, VF5, LiVF5, mp-765932, mp-762785",3.0,8.0,-1.00377282509914,-0.02105688785109061,0.35453573722274073,6315.333333333332
"mp-300762797, Li2VF5, Li3VF5, mp-767605, mp-762797",3.0,4.0,-0.5504806204195262,-0.010974581778113168,0.35727857166149923,5132.75
"mp-300762800, Li2VF7, Li3VF7, mp-766916, mp-765182",3.0,4.0,-0.4809119583719287,-0.030354657288976395,0.35570137146210995,5638.4
"mp-300762800, Li3VF7, Li4VF7, mp-765182, mp-762800",5.0,6.0,-0.37238961141170746,-0.03954832359315074,0.364107766445073,5259.545454545455
"mp-300762865, V(SO4)2, Li2V(SO4)2, mp-850087, mp-762865",3.0,8.0,-1.9571335729931458,0.04350106923661064,0.5096393892183589,32673.363636363636
"mp-300762876, Li2Cr(Si2O5)3, Li3Cr(Si2O5)3, mp-775302, mp-762876",3.0,8.0,-1.3782992897137643,0.06040931936822255,0.5250570791448197,28730.66666666667
"mp-300763014, LiMnF5, Li2MnF5, mp-767597, mp-766942",3.0,4.0,-0.7689969123124725,-0.05736964510733841,0.3819947073596765,5609.285714285716
"mp-300763014, Li2MnF5, Li3MnF5, mp-766942, mp-763014",3.0,8.0,-0.5156083740169423,-0.05008777223129501,0.3808314335597596,5145.875
"mp-300763044, LiNiSnO4, Li2NiSnO4, mp-771613, mp-763044",1.0,4.0,-0.7908180681245999,-0.18162651230422444,0.4800439525810106,25907.714285714286
"mp-300763051, Li3V2(O2F)2, Li2VO2F, mp-764396, mp-763051",2.0,2.0,-0.8409159636165853,-0.07679021989375873,0.4117893736542726,18161.18181818182
"mp-300763060, CoPO4, LiCoPO4, mp-767355, mp-763060",3.0,4.0,-2.742602950640228,0.15035145716864098,0.6214567148161094,30370.83333333333
"mp-300763102, Mn3Co3(SbO8)2, Li4Mn3Co3(SbO8)2, mp-863857, mp-763102",2.0,1.0,-1.482806985224474,-0.08247708919834648,0.6174752138884702,29914.54166666667
"mp-300763122, Mn2Co(PO4)3, Li2Mn2Co(PO4)3, mp-761760, mp-763122",5.0,12.0,-1.3502421578860435,0.12752256043833754,0.5490630996786319,30388.94444444444
"mp-300763132, LiV2(CO3)4, LiV(CO3)2, mp-763648, mp-763132",2.0,2.0,-1.9581416549439965,-0.15279368492437834,0.6054597880759072,28577.736842105263
"mp-300763157, LiCo2(CO3)3, Li2Co2(CO3)3, mp-763537, mp-763157",2.0,1.0,-1.6807047474529082,-0.15550241642616414,0.6494888287019248,27188.0
"mp-300763186, Mn3SbO8, Li2Mn3SbO8, mp-775510, mp-763186",1.0,2.0,-1.4741259340762618,0.0069846259019225405,0.5767940635618883,29887.83333333333
"mp-300763301, LiCoSiO4, Li2CoSiO4, mp-763240, mp-763301",1.0,2.0,-1.4299534709643145,0.011215003473577907,0.5971605237655995,26195.142857142862
"mp-300763309, LiCoSiO4, Li2CoSiO4, mp-762722, mp-763309",3.0,4.0,-1.5233569535846063,0.011215003473577814,0.5971605237655994,26195.142857142862
"mp-300763332, Li2MnF5, Li3MnF5, mp-767572, mp-763332",3.0,4.0,-0.4359193491882988,-0.05008777223129501,0.3808314335597596,5145.875
"mp-300763334, Mn5Cr(PO4)6, Li4Mn5Cr(PO4)6, mp-772327, mp-763334",5.0,3.0,-1.427819105758079,0.1071230050469274,0.5176899758500384,30410.0
"mp-300763349, LiMnF4, Li2MnF4, mp-764408, mp-763349",3.0,8.0,-0.2172617458318117,-0.052016592493124986,0.38862530380595817,5320.166666666667
