,VnormLiFrac,dVnormLiPerFormulaUnit,dVraw3,dvnormweight2,dVnormLiPerFormulaUnit2,dVperAtom,dVraw2,dVdensity,dvnormweight,dVoriginal,dVraw,dVweight,gravCap4,gravCap3,avgVolt4,energy_vol4,volumetricCap2,energy_grav4,energy_vol2,volumetricCap4,avgVolt2,avgVolt3,gravCap2,energy_grav3,energy_grav2,energy_vol3,volumetricCap3,max Anisotropy,deltaz2,deltay,deltax,deltax2,anisotropyMean,deltaz,deltay2
"mp-300009158, CuO2, LiCuO2, mp-704672, mp-9158",1.0,0.5569235865246616,-0.4012078997927231,-0.057802607663553246,-0.3577077201122098,-2.0731231603366296,-0.6788538600561048,26.180308663926414,0.0045281116587857755,0.5569235865246616,-0.3577077201122098,-41.118112576577055,0.0007555393609389819,-0.0013678333676957904,0.0431314049798405,3.786753887656543e-05,-0.0003140521623194938,0.00016492955452155044,-6.855563840315514e-05,0.00017347052325539342,-0.0780853757952537,-0.0780853757952537,-0.0013678333676957904,-0.00029858953703405827,-0.00029858953703405827,-6.855563840315514e-05,-0.0003140521623194938,6.604213637780801,4.9531602283356015,0.7935385564194428,0.018710781188349124,0.014033085891261843,2.472154325129531,6.604213637780801,0.5951539173145821
"mp-300009615, TiS2, LiTiS2, mp-2156, mp-9615",1.0,0.016046689065359443,-0.07322973052113366,-0.010550314150862074,-0.015793259540189484,-1.0473797786205683,-0.015793259540189484,5.04764198747683,-0.010550314150862071,0.016046689065359443,-0.015793259540189484,-8.709797688722595,-0.00032497447622562296,-7.008637353222568e-05,-0.03893488486388135,-5.5886153861499225e-05,-2.266924727588966e-05,-0.0001727828810170651,-1.2052816886754757e-05,-0.00010511211222141583,-0.008396982174408171,-0.008396982174408171,-7.008637353222568e-05,-3.7263620452852425e-05,-3.7263620452852425e-05,-1.2052816886754757e-05,-2.266924727588966e-05,0.19080261999999948,0.1431019649999996,-0.024443606247123828,-0.02444360000000012,-0.01833270000000009,0.047305137917625174,0.19080261999999948,-0.01833270468534287
"mp-300010179, MgSbPd, LiMgSbPd, mp-10183, mp-10179",1.0,0.10142925304583539,0.07196026980826073,0.010367421093251799,0.10142925304583547,-0.6957122408624936,0.10142925304583547,-4.740315731220964,0.010367421093251837,0.10142925304583539,0.10142925304583547,18.668364955277845,0.0006965422550727422,0.0009817884345783784,0.1643547866799138,0.00026077602321495914,0.0001609342677586239,0.0015908786063623796,0.00036756834455226533,0.00011417685708552049,0.23166093306584012,0.23166093306584012,0.0009817884345783784,0.0022423710911574743,0.0022423710911574743,0.00036756834455226533,0.0001609342677586239,-0.1470246571875462,-0.11026849499999969,-0.1470246571875462,-0.14702465952994714,-0.11026849464746036,-0.14702465890583097,-0.14702465999999959,-0.11026849289065965
"mp-300010189, TiTe2, LiTiTe2, mp-1907, mp-10189",1.0,0.12700301770811984,0.10176970777446641,0.014662110326244981,0.12700301770811973,-0.6189909468756409,0.12700301770811973,-8.778742323198758,0.014662110326245035,0.12700301770811984,0.12700301770811973,31.549423567746782,0.0011771521871769832,0.0014690214145500343,0.08374809161231962,0.00017884287673894243,0.00027121316562759423,0.0009686993445221897,0.00022318610850080204,0.0002173277856589354,0.10451302843113061,0.10451302843113061,0.0014690214145500343,0.0012088836913911505,0.0012088836913911505,0.00022318610850080204,0.00027121316562759423,-0.07778156999999997,-0.058336177499999975,-0.21013366194838223,-0.21013366000000033,-0.15760024500000025,-0.16601629731612752,-0.07778156999999997,-0.15760024646128667
"mp-300011206, Ti(SiO3)2, LiTi(SiO3)2, mp-25301, mp-11206",1.0,0.001370573441570322,-0.03485818407119695,-0.0025110347263504504,-0.0013686975410710195,-1.0123182778696393,-0.0013686975410710195,3.916016421967998,-0.0025110347263504495,0.001370573441570322,-0.0013686975410710195,-7.2147865914096165,-0.00026919356538657527,-1.0569815405880227e-05,-0.02201469909566055,-5.363345286935746e-05,-3.334498225138487e-06,-0.00017000929619194547,-2.1059035924391255e-06,-8.49234760997687e-05,-0.000864401440364944,-0.000864401440364944,-1.0569815405880227e-05,-6.675370844960379e-06,-6.675370844960379e-06,-2.1059035924391255e-06,-3.334498225138487e-06,0.6308545268243853,-1.123264178093977,-0.015976385152104644,0.6308545268243853,1.1355381482838933,-0.00305250427479109,-0.6240356544966539,-0.02875749327378836
"mp-300011977, SnAu, LiSnAu, mp-1775, mp-11977",1.0,0.25339399799213136,0.22642768066778426,0.01631088320615072,0.25339399799213136,-0.4932120040157374,0.25339399799213136,-11.082970470316889,0.016310883206150643,0.25339399799213136,0.25339399799213136,73.04954789134887,0.002725578642916943,0.0030501803804809974,0.24389398762124812,0.00032897418693519546,0.00034178818951934514,0.0029358258753339026,0.00036815324088412257,0.0003054149176607948,0.2729404480376521,0.2729404480376521,0.0030501803804809974,0.0032854669259766434,0.0032854669259766434,0.00036815324088412257,0.00034178818951934514,-0.16733184493461906,-0.31388925999999984,-0.16733184493461906,-0.16733185000000006,-0.2231091333333334,-0.19002687997820633,-0.23541694499999988,-0.22310912657949208
"mp-300016730, CrS2, Li(CrS2)2, mvc-14769, mvc-16730",1.0,0.2954633269941902,0.11442634596995255,0.00824278533136094,0.29546332699419026,-0.11361001901743006,0.14773166349709513,-12.811027351740876,0.008242785331360936,0.1477316634970951,0.14773166349709513,27.370003856860052,0.0010212123157800784,0.0013184498107938173,0.04613324190328343,0.00012933480118955176,0.0008283330864913125,0.0004117219194508389,0.0003339588477782182,0.0003207948996495165,0.059560938620513246,0.059560938620513246,0.0026368996215876345,0.0005315590875781478,0.0010631181751562955,0.0001669794238891091,0.00041416654324565624,-0.11822132992027123,-0.3056571622745677,-0.11822132992027123,-0.1396051760183319,-0.23932315888856895,-0.14537550575514477,-0.17830001132683115,-0.20266513700617925
"mp-300016742, MnS2, Li(MnS2)2, mvc-34, mvc-16742",1.0,0.13614778733267974,0.037824224486988675,0.0027246956120867798,0.13614778733267968,-0.5915566380019612,0.06807389366633984,-4.351608154495761,0.0027246956120867785,0.06807389366633987,0.06807389366633984,9.269850868777928,0.0003458708271342822,0.000622478695279725,0.01984181902772077,5.323253680837431e-05,0.00036526349174136725,0.00018143680279095358,0.00019160980030294306,0.00010147655411224291,0.03571018036614231,0.03571018036614231,0.00124495739055945,0.0003265396657266763,0.0006530793314533526,9.580490015147153e-05,0.00018263174587068362,-0.03395355163781888,-0.16022609812923452,-0.03540678417215748,-0.03395355163781888,-0.058206088521975216,-0.054275186572898836,-0.09346522390872014,-0.060697344295127104
"mp-300018162, CuO, Li(CuO)2, mp-510752, mp-18162",1.0,0.21133374459511867,-0.1333784347980026,-0.004804006439922295,-0.1911369055997582,-1.3822738111995163,-0.0955684527998791,8.005568775034774,-0.0048040064399222935,0.10566687229755933,-0.0955684527998791,-22.14506161069501,-0.0008262625671819978,-0.000592034501466666,-0.04462563038401196,-5.215699453264937e-05,-0.00022339463789234785,-0.00027645014712498984,-7.47431663555809e-05,-0.00015588840392101447,-0.03197520241917823,-0.03197520241917823,-0.001184069002933332,-0.00019808234274938332,-0.00039616468549876665,-3.737158317779045e-05,-0.00011169731894617393,0.93047865,-0.21724092799999967,-0.7258433200000001,0.93047865,2.97753168,0.04558251333333333,-0.06788778999999989,-2.322698624
"mp-300018274, Ba4Nb3O12, Ba4LiNb3O12, mp-774719, mp-18274",1.0,0.014752056076291042,-0.021198117279802964,-0.0015270218469819166,-0.014537596635509503,-1.2762143360746807,-0.014537596635509503,6.305953021991869,-0.0015270218469819097,0.014752056076291042,-0.014537596635509503,-21.769638447896693,-0.0008122550149915126,-0.0005570417229631484,-0.004586835336711457,-3.000913738985744e-05,-9.51114881455745e-05,-0.0001757552312786711,-2.0580164219064504e-05,-0.00013868760641231093,-0.00314563605241231,-0.00314563605241231,-0.0005570417229631484,-0.00012053233903675018,-0.00012053233903675018,-2.0580164219064504e-05,-9.51114881455745e-05,0.02894055549054464,0.05498705543203482,0.01725389553589185,0.017229960497644914,0.03273692494552534,0.021141470508027133,0.02894055549054464,0.03278240151819452
"mp-300018713, Ba2(CuO2)3, Ba2Li(CuO2)3, mp-25225, mp-18713",1.0,0.017240363262875702,-0.028956283472626947,-0.0020858870099860934,-0.016948170644326268,-1.1864298770875892,-0.016948170644326268,5.1154205930005,-0.002085887009986118,0.017240363262875702,-0.016948170644326268,-16.453811583880725,-0.0006139142368725838,-0.000359325230992911,-0.010073869351611711,-3.8829853333896136e-05,-6.532693222706376e-05,-0.00021358030360474817,-2.2727190836460266e-05,-0.00011161235083487938,-0.005896255884535811,-0.005896255884535811,-0.000359325230992911,-0.00012500897897280781,-0.00012500897897280781,-2.2727190836460266e-05,-6.532693222706376e-05,1.0890433519176472,-1.1106625682142426,0.6753761647552774,1.0890433519176472,1.9965794785156863,0.3862011901247489,-0.6058159462986779,1.238189635384675
"mp-300018722, Cs2MnO4, Cs2LiMnO4, mp-775233, mp-18722",1.0,0.001461556933908259,-0.016285100288089674,-0.001173109082847549,0.0014615569339082673,-0.989769101462642,0.0014615569339082673,2.5915311058275745,-0.0011731090828475533,0.001461556933908259,0.0014615569339082673,-6.378671013804018,-0.0002379969484722375,2.135977575422174e-05,-0.005057668938682627,-1.779007430091267e-05,5.140946701824799e-06,-7.391479036021868e-05,1.5966255036365058e-06,-5.728195096106692e-05,0.0004539162164171841,0.0004539162164171841,2.135977575422174e-05,6.633712562910235e-06,6.633712562910235e-06,1.5966255036365058e-06,5.140946701824799e-06,0.28975903691806426,0.0632341937500005,-0.1209083408757583,0.28975903691806426,0.5070783146066125,0.06832817368076875,0.036133825000000286,-0.21158959653257703
"mp-300018767, MnO2, LiMnO2, mp-33009, mp-18767",1.0,0.322210384206048,0.22445076608982273,0.016168474721929314,0.32221038420604803,-0.033368847381856206,0.32221038420604803,-7.107267126064983,0.016168474721929307,0.322210384206048,0.32221038420604803,21.07095422911164,0.0007861861502300758,0.0011286098325087993,0.0684309383127297,5.9616639879383197e-05,0.00028070783353611176,0.00023969379515143563,8.558269047262861e-05,0.0001955402164950216,0.09823606000302613,0.09823606000302613,0.0011286098325087993,0.0003440925204801596,0.0003440925204801596,8.558269047262861e-05,0.00028070783353611176,0.38925095294712087,-1.0859120325,0.38925095294712087,0.038189695000000023,0.057284542500000035,-0.09883356901762637,-0.723941355,0.5838764294206813
"mp-300018782, FeO2, Li(FeO2)3, mp-25517, mp-762931",1.0,0.10069138103062536,0.007039955045239839,0.0005071282988935197,0.10069138103062548,-0.6979258569081228,2.100691381030625,-0.7605151179876718,1.9273966523424703e-05,0.03356379367687512,0.03356379367687516,1.9041135369781275,-0.00670411533494193,0.00033871558708504904,-0.1635915480895781,-0.0003998873404533804,0.0002461325724778074,-0.0016509160968740742,6.0611162780981104e-05,-0.0016238807389780637,0.008265222849689152,0.008265222849689152,0.0010161467612551474,8.341011260148665e-05,0.00025023033780445996,2.0203720926993697e-05,8.204419082593578e-05,0.05159932712735671,0.09270612254644721,0.05159932712735671,-1.6672988832788986,-3.001137989902017,-0.5213987182456163,0.051503401414692895,0.09287878882924207
