,dVnormNumDens,VnormLiFormFrac,dVoriginal,dVraw,dVnormLiPerFormulaUnit2,dVperAtom,dVnormNumDensnorPerFormulaUnit,dVnormLiPerFormulaUnit,VoverLi,VnormLiFrac,energy_vol2,volumetricCap2,avgVolt3,gravCap3,energy_vol3,avgVolt2,volumetricCap3,energy_grav3,gravCap2,energy_grav2
"mp-300018915, CoPO4, LiCoPO4, mp-510669, mp-18915",2.5385591607580613,1.0,0.034622404556399644,0.03462240455639967,0.03462240455639967,-0.7922655726616016,2.5385591607580613,0.034622404556399644,2.4536093067175377,1.0,1.3598279183863229e-05,5.7039986593044566e-05,0.008253948699770397,0.0002077817888150629,1.3598279183863229e-05,0.008253948699770397,5.7039986593044566e-05,4.9534983130137565e-05,0.0002077817888150629,4.9534983130137565e-05
"mp-300018932, Pr(WO4)2, LiPr(WO4)2, mp-25655, mp-18932",-4.4932544218485235,1.0,0.02806513494639273,-0.027298985241685187,-0.027298985241685187,-1.3002888376585378,-4.4932544218485235,0.02806513494639273,-4.619358213546178,1.0,-2.039723872170929e-05,-0.00010096088204020564,-0.005515244197384563,-0.0006554692704861143,-2.039723872170929e-05,-0.005515244197384563,-0.00010096088204020564,-0.0001324251820573999,-0.0006554692704861143,-0.0001324251820573999
"mp-300018934, V2O5, LiV2O5, mp-25620, mp-18934",-0.8558419060075572,1.0,0.008806956512457331,-0.008730071155440788,-0.008730071155440788,-1.0611104980880852,-0.8558419060075572,0.008806956512457331,-0.8633792684553043,1.0,-6.562138483176247e-06,-1.9230282909719167e-05,-0.00297904800251436,-6.1504835595366e-05,-6.562138483176247e-06,-0.00297904800251436,-1.9230282909719167e-05,-2.0987899681797954e-05,-6.1504835595366e-05,-2.0987899681797954e-05
"mp-300018939, Co(CO)4, LiCo(CO)4, mp-543072, mp-18939",-12.090211491012585,1.0,0.07258350195129126,-0.06767165616406011,-0.06767165616406011,-1.60904490547654,-12.090211491012585,0.07258350195129126,-12.96776138036202,1.0,-8.035662148838807e-05,-0.000271660204739328,-0.02001715954342903,-0.0004492204999049923,-8.035662148838807e-05,-0.02001715954342903,-0.000271660204739328,-0.00013287865151367202,-0.0004492204999049923,-0.00013287865151367202
"mp-300018951, FePO4, LiFePO4, mp-25527, mp-18951",6.529798901903155,1.0,0.0889416875380662,0.08894168753806607,0.08894168753806607,-0.4663498747716034,6.529798901903155,0.0889416875380662,5.996463333740167,1.0,4.428324659205048e-05,0.0001467208830810189,0.026844349617132442,0.0005235235057025232,4.428324659205048e-05,0.026844349617132442,0.0001467208830810189,0.0001580096848719061,0.0005235235057025232,0.0001580096848719061
"mp-300018987, MoP2O7, LiMoP2O7, mp-25577, mp-18987",1.871776926977672,1.0,0.012854474555923144,0.012854474555923052,0.012854474555923052,-0.8714552544407697,1.871776926977672,0.012854474555923144,1.8480215805911653,1.0,1.2680659602254178e-05,4.205776744162786e-05,0.003875698262769903,0.00013276994096315372,1.2680659602254178e-05,0.003875698262769903,4.205776744162786e-05,4.0030903425908784e-05,0.00013276994096315372,4.0030903425908784e-05
"mp-300018988, Li13Mn8O24, Li2MnO3, mp-763602, mp-18988",-108.0260505476841,-2.2215572636576906,0.008828878090472392,0.008828878090472359,0.02354367490792629,-1.2200158527791003,-29.160285343368315,0.023543674907926374,-77.23792994297386,-2.436327747901536,1.5910304530889887e-05,7.349740034459972e-05,0.001911225953937268,0.00010261860697443032,5.966364199083708e-06,0.001911225953937268,2.756152512922489e-05,2.221429982344745e-05,0.00027364961859848087,5.9238132862526514e-05
"mp-300018997, MnPO4, LiMnPO4, mp-540007, mp-18997",4.390124413497431,1.0,0.055949939872671495,0.05594993987267144,0.05594993987267144,-0.6643003607639718,4.390124413497431,0.055949939872671495,4.157511874120473,1.0,2.583153393718485e-05,9.864360916170777e-05,0.01465145875020762,0.0003274360248470837,2.583153393718485e-05,0.01465145875020762,9.864360916170777e-05,8.574478225171933e-05,0.0003274360248470837,8.574478225171933e-05
"mp-300019013, V2O5, LiV2O5, mp-510748, mp-19013",-56.105724757515574,1.0,0.07277766692878407,-0.06784040083266883,-0.06784040083266883,-1.4748828058286814,-56.105724757515574,0.07277766692878407,-120.37793701343212,1.0,-4.986754319903593e-05,-0.0001601811308969987,-0.02112005390534057,-0.0004779471582355453,-4.986754319903593e-05,-0.02112005390534057,-0.0001601811308969987,-0.00014879437063965747,-0.0004779471582355453,-0.00014879437063965747
"mp-300019043, V(SiO3)2, LiV(SiO3)2, mp-25633, mp-19043",2.0204276299786352,1.0,0.01857962073392994,0.01857962073392992,0.01857962073392992,-0.8327834133946299,2.0204276299786352,0.01857962073392994,1.9835735850701888,1.0,1.371760976200984e-05,4.539786454761361e-05,0.005614096374222406,0.00014561312043314466,1.371760976200984e-05,0.005614096374222406,4.539786454761361e-05,4.399907313339517e-05,0.00014561312043314466,4.399907313339517e-05
"mp-300019107, MnVO4, LiMnVO4, mp-25559, mp-19107",7.832742601895108,1.0,0.09410124001642273,0.0941012400164228,0.0941012400164228,-0.4353925599014628,7.832742601895108,0.09410124001642273,7.159065647140237,1.0,4.927391054384237e-05,0.0001759972900790893,0.026345497027540656,0.000620816658000188,4.927391054384237e-05,0.026345497027540656,0.0001759972900790893,0.00017380986068979786,0.000620816658000188,0.00017380986068979786
"mp-300019183, NiO2, Li2NiO2, mp-714876, mp-19183",-10.751297658742363,1.0,0.11286074895042232,0.11286074895042225,0.056430374475211126,-0.8307088765743664,-5.3756488293711815,0.05643037447521115,-19.32191007524039,1.0,8.15638059799424e-06,3.0732942590946745e-05,0.029952719961332062,0.00022018040604653355,1.631276119598848e-05,0.029952719961332062,6.146588518189349e-05,5.843485981278816e-05,0.00011009020302326678,2.921742990639408e-05
"mp-300019206, La4CoO8, LiLa4CoO8, mp-25479, mp-19206",3.5435208752696314,1.0,0.01915768103795834,0.01915768103795828,0.01915768103795828,-0.7509501465065425,3.5435208752696314,0.01915768103795834,3.4769113172563664,1.0,2.1727160786880186e-05,7.96209071437184e-05,0.0052277979634689975,0.0005357358447469179,2.1727160786880186e-05,0.0052277979634689975,7.96209071437184e-05,0.00014619299447443798,0.0005357358447469179,0.00014619299447443798
"mp-300019340, VO2, Li2V3O6, mp-714944, mp-762271",29.83194744779201,1.0,0.018438394289716387,0.0184383942897163,0.02765759143457445,-0.9170272256962764,44.74792117168802,0.02765759143457458,19.527901811935344,1.0,1.1985632805506266e-05,3.513467148107473e-05,0.006289964134109591,9.036477139619045e-05,7.990421870337512e-06,0.006289964134109591,2.3423114320716487e-05,3.082650051507254e-05,0.00013554715709428565,4.6239750772608804e-05
"mp-300019377, La2MoO6, LiLa2MoO6, mp-25581, mp-19377",-8.612641770276296,1.0,0.07027235553201394,-0.06565838608162751,-0.06565838608162751,-1.5909254747346468,-8.612641770276296,0.07027235553201394,-9.217872394827024,1.0,-7.497723602649224e-05,-0.00019352118268559657,-0.025438477804048367,-0.0011677931339670858,-7.497723602649224e-05,-0.025438477804048367,-0.00019352118268559657,-0.0004524460848186208,-0.0011677931339670858,-0.0004524460848186208
"mp-300019408, V2O5, LiV2O5, mp-25643, mp-19408",-1.0105841512541938,1.0,0.010359003691308377,-0.010252794950569251,-0.010252794950569251,-1.071769564653985,-1.0105841512541938,0.010359003691308377,-1.0210527962074138,1.0,-6.551791716118475e-06,-2.270725351993335e-05,-0.002958269566384712,-7.223268362878781e-05,-6.551791716118475e-06,-0.002958269566384712,-2.270725351993335e-05,-2.084151206647063e-05,-7.223268362878781e-05,-2.084151206647063e-05
"mp-300019445, La4NiO8, LiLa4NiO8, mp-543085, mp-19445",3.300413410412256,1.0,0.017910736713254938,0.017910736713254844,0.017910736713254844,-0.7671604227276883,3.300413410412256,0.017910736713254938,3.242340699803407,1.0,1.752479480352329e-05,7.415842009575345e-05,0.0042325872810456,0.0005007053645432606,1.752479480352329e-05,0.0042325872810456,7.415842009575345e-05,0.00011832451068016272,0.0005007053645432606,0.00011832451068016272
"mp-300019492, Mn(PO3)3, LiMn(PO3)3, mp-25697, mp-19492",7.263826185019847,1.0,0.0434559154515739,0.04345591545157396,0.04345591545157396,-0.4350730991295385,7.263826185019847,0.0434559154515739,6.9613158327597375,1.0,3.7517883003567176e-05,0.00016321406040582952,0.009989175856976763,0.0004844660115955459,3.7517883003567176e-05,0.009989175856976763,0.00016321406040582952,0.00011136380711963045,0.0004844660115955459,0.00011136380711963045
"mp-300019615, V2(PO4)3, LiV2(PO4)3, mp-32518, mp-540147",2.7973503278759577,1.0,0.012717049746428177,0.012717049746428136,0.012717049746428136,-0.7838101543107212,2.7973503278759577,0.012717049746428177,2.762223000567019,1.0,1.5213864539548901e-05,6.285487754811498e-05,0.003078129808410783,0.00018682499577295892,1.5213864539548901e-05,0.003078129808410783,6.285487754811498e-05,4.5220518902702644e-05,0.00018682499577295892,4.5220518902702644e-05
"mp-300019615, LiV2(PO4)3, Li2V2(PO4)3, mp-540147, mp-32521",10.260493533541425,0.520528587197247,0.0428150389138886,0.04281503891388869,0.04281503891388869,-0.24281925834706225,3.3211281109789064,0.0428150389138886,4.708979894390524,0.49389128648598296,5.921120302916623e-05,0.00022067657925740365,0.011487988305613824,0.000640079919279093,5.921120302916623e-05,0.011487988305613824,0.00022067657925740365,0.00017174410706774252,0.000640079919279093,0.00017174410706774252
"mp-300019615, Li2V2(PO4)3, Li3V2(PO4)3, mp-32521, mp-19615",6.054043890705272,0.3492754119583781,0.024498964566596504,0.02449896456659647,0.02449896456659647,-0.5974043406740392,1.1745009001855156,0.024498964566596504,1.8732435646774472,0.3150267494298717,4.1023025841881305e-05,0.0001293657031979201,0.007768841599208188,0.00037260140738415714,4.1023025841881305e-05,0.007768841599208188,0.0001293657031979201,0.00011815525124504072,0.00037260140738415714,0.00011815525124504072
"mp-300019616, Na2Fe(Si2O5)3, Na2LiFe(Si2O5)3, mp-851041, mp-19616",-0.1285315317330718,1.0,0.0004013381649536907,-0.00040117715724965667,-0.00040117715724965667,-1.0096282517739932,-0.1285315317330718,0.0004013381649536907,-0.12858311634215625,1.0,-5.243324115706653e-07,-2.888030722375836e-06,-7.28351622778902e-05,-7.742733043729204e-06,-5.243324115706653e-07,-7.28351622778902e-05,-2.888030722375836e-06,-1.4057211571581372e-06,-7.742733043729204e-06,-1.4057211571581372e-06
"mp-300019623, VAsO5, LiVAsO5, mp-543108, mp-19623",-0.9651275736234908,1.0,0.010222136969159079,-0.010118702209226295,-0.010118702209226295,-1.070830915464584,-0.9651275736234908,0.010222136969159079,-0.9749932398737826,1.0,-5.668214534375285e-06,-2.1685869965552566e-05,-0.0026448085791558585,-8.034148755601986e-05,-5.668214534375285e-06,-0.0026448085791558585,-2.1685869965552566e-05,-2.0999516653089885e-05,-8.034148755601986e-05,-2.0999516653089885e-05
"mp-300019667, Ni2P3O10, LiNi2P3O10, mp-25610, mp-19667",-0.8668456930252619,1.0,0.00498159608374915,-0.004956902796192175,-0.004956902796192175,-1.0743535419428836,-0.8668456930252619,0.00498159608374915,-0.8711639681348515,1.0,-3.7825472126699327e-06,-1.9477531771855266e-05,-0.0009626332060361758,-6.97706672872116e-05,-3.7825472126699327e-06,-0.0009626332060361758,-1.9477531771855266e-05,-1.3549501351845344e-05,-6.97706672872116e-05,-1.3549501351845344e-05
"mp-300019682, Fe(WO4)2, LiFe(WO4)2, mp-25537, mp-19682",-5.217474267031832,1.0,0.03964780904904997,-0.038135807822569485,-0.038135807822569485,-1.4194938860482633,-5.217474267031832,0.03964780904904997,-5.424335690489444,1.0,-2.2125521639124364e-05,-0.00011723369178923545,-0.007197373283447394,-0.0007946339952967841,-2.2125521639124364e-05,-0.007197373283447394,-0.00011723369178923545,-0.0001499713212967095,-0.0007946339952967841,-0.0001499713212967095
"mp-300021496, La4CuO8, LiLa4CuO8, mp-772213, mp-21496",3.796146615519695,1.0,0.02041597682094088,0.020415976820940904,0.020415976820940904,-0.734592301327768,3.796146615519695,0.02041597682094088,3.7201951966162032,1.0,2.1339333347990155e-05,8.529726444894605e-05,0.0051075885940944895,0.0005744373097305862,2.1339333347990155e-05,0.0051075885940944895,8.529726444894605e-05,0.00014371046151428032,0.0005744373097305862,0.00014371046151428032
"mp-300024850, CoO2, Li(CoO2)4, mp-715480, mp-780888",144.02666825191574,1.0,0.027550596048453224,0.02755059604845313,0.11020238419381252,-0.6693928474185625,576.1066730076631,0.1102023841938129,70.08251895613924,1.0,8.257942212248987e-05,0.00033801184281990516,0.006730865646099882,0.0003810293476441911,2.0644855530622468e-05,0.006730865646099882,8.450296070497629e-05,9.30889967572274e-05,0.0015241173905767645,0.0003723559870289096
"mp-300024850, Li(CoO2)4, Li3(CoO2)4, mp-780888, mp-853206",-1.785531397827356,0.6573252286227195,0.0280243141318417,-0.027260361206055687,-0.054520722412111366,-1.2752917101593078,-1.8037222482517767,0.0560486282636834,-1.2403925580032176,0.6046060330262147,-2.1768474729749075e-05,-8.133344089585569e-05,-0.0072960946629284,-0.00019556751526076608,-1.0884237364874536e-05,-0.0072960946629284,-4.066672044792784e-05,-5.2342633817312485e-05,-0.00039113503052153216,-0.00010468526763462496
"mp-300024850, Li3(CoO2)4, LiCoO2, mp-853206, mp-24850",-93.9534554970178,-2.049258930567885,0.016419643522628258,-0.01615439412969472,-0.06461757651877888,-1.5528948899317772,-55.14422316465974,0.06567857409051303,-100.12418448493848,-2.2525428592724115,-5.4750214480383475e-05,-0.0001896772113530667,-0.004662956277626304,-0.00023596887892146138,-1.3687553620095867e-05,-0.004662956277626304,-4.741930283826667e-05,-6.811227684910167e-05,-0.0009438755156858453,-0.0002724491073964067
"mp-300024979, Fe(GeO3)2, LiFe(GeO3)2, mvc-8638, mp-24979",-5.533751739545656,1.0,0.05176984617825165,-0.04922164898182282,-0.04922164898182282,-1.442994840836406,-5.533751739545656,0.05176984617825165,-5.820233215890568,1.0,-2.4659212208872875e-05,-0.00012434026746836334,-0.009761657363510551,-0.0005584188413905958,-2.4659212208872875e-05,-0.009761657363510551,-0.00012434026746836334,-0.00011074585081447776,-0.0005584188413905958,-0.00011074585081447776
"mp-300025044, MnAsO4, LiMnAsO4, mp-543097, mp-25044",5.277808749664036,1.0,0.061932175017131774,0.06193217501713169,0.06193217501713169,-0.6284069498972099,5.277808749664036,0.061932175017131774,4.970005499248472,1.0,3.1304382381080023e-05,0.00011858937344268622,0.01634841665948468,0.00046399941205223965,3.1304382381080023e-05,0.01634841665948468,0.00011858937344268622,0.00012248327651802294,0.00046399941205223965,0.00012248327651802294
"mp-300025083, Mo3P3O16, LiMo3P3O16, mp-25669, mp-25083",-5.79241742400864,1.0,0.018975330921920497,-0.018621972825144426,-0.018621972825144426,-1.4096834021531788,-5.79241742400864,0.018975330921920497,-5.902330461467103,1.0,-3.4614087880128736e-05,-0.00013015233889924672,-0.004952524167621001,-0.00044723105649539953,-3.4614087880128736e-05,-0.004952524167621001,-0.00013015233889924672,-0.00011894135152068462,-0.00044723105649539953,-0.00011894135152068462
"mp-300025372, CuO2, LiCuO2, mp-25378, mp-25372",1.4827948071962105,1.0,0.04155936988197007,0.04155936988197016,0.04155936988197016,-0.8753218903540894,1.4827948071962105,0.04155936988197007,1.4236296557576371,1.0,8.515743099875122e-06,3.331755951571015e-05,0.010622294143142976,0.0001589182722898406,8.515743099875122e-06,0.010622294143142976,3.331755951571015e-05,4.0618436655246754e-05,0.0001589182722898406,4.0618436655246754e-05
"mp-300025385, CuO2, Li(CuO2)2, mp-504100, mp-25385",1.3938706991326275,1.0,0.019496917814040948,0.019496917814040855,0.03899383562808171,-0.8830184931157545,2.7877413982652555,0.038993835628081897,1.3672142355479622,1.0,1.3863272743738253e-05,6.263897034191685e-05,0.004315062777100339,0.0001440586861003402,6.931636371869127e-06,0.004315062777100339,3.1319485170958424e-05,3.1883104808591527e-05,0.0002881173722006804,6.376620961718307e-05
"mp-300025401, TiPO4F, LiTiPO4F, mp-25436, mp-25420",3.8251183887963123,1.0,0.040734859770902083,0.040734859770902035,0.040734859770902035,-0.7148559816036859,3.8251183887963123,0.040734859770902083,3.6754014270631217,1.0,4.252778039829145e-05,8.594824378589459e-05,0.02015588794586197,0.0002565208337403383,4.252778039829145e-05,0.02015588794586197,8.594824378589459e-05,0.0001269282675754465,0.0002565208337403383,0.0001269282675754465
"mp-300025401, LiTiPO4F, Li2TiPO4F, mp-25420, mp-25401",2.901960674342217,0.5141636027598496,0.029153029374306968,0.029153029374307075,0.029153029374307075,-0.8763151600063349,0.9483355276851126,0.029153029374306968,1.3687759007389315,0.4534340531048308,0.0002568581185530021,6.330447747134614e-05,0.11828850934903208,0.0001911362310717664,0.0002568581185530021,0.11828850934903208,6.330447747134614e-05,0.0007755358650993973,0.0001911362310717664,0.0007755358650993973
"mp-300025405, CuPO4F, LiCuPO4F, mp-25380, mp-25405",4.546085062756824,1.0,0.05118823131155348,0.05118823131155351,0.05118823131155351,-0.641682380819125,4.546085062756824,0.05118823131155348,4.32471076762792,1.0,1.9966719693300545e-05,0.00010214795662002813,0.01000569272271888,0.00035229452762267527,1.9966719693300545e-05,0.01000569272271888,0.00010214795662002813,6.886252368896137e-05,0.00035229452762267527,6.886252368896137e-05
"mp-300025456, LiCuPCO7, Li2CuPCO7, mp-25466, mp-25456",-2.210058857750981,0.4914132399023168,0.017173520195366443,-0.016883569867280856,-0.016883569867280856,-1.3042911953940977,-0.7449318108704771,0.017173520195366443,-1.1429839193020257,0.4451780798934364,-1.1049351859250636e-05,-5.049718816222881e-05,-0.003694314691433976,-0.0001464053770603421,-1.1049351859250636e-05,-0.003694314691433976,-5.049718816222881e-05,-3.2035140650385504e-05,-0.0001464053770603421,-3.2035140650385504e-05
"mp-300025462, LiTiPCO7, Li2TiPCO7, mp-25418, mp-25400",-12.016813657486892,0.4483832192741399,0.10323356145172036,-0.09357362308292867,-0.09357362308292867,-2.2322408393034374,-4.247925554858561,0.10323356145172036,-7.24894529990749,0.3982362392081525,-0.00020234567145859523,-0.0002952769042504955,-0.06412359829357339,-0.0007566798734742352,-0.00020234567145859523,-0.06412359829357339,-0.0002952769042504955,-0.000518533264448813,-0.0007566798734742352,-0.000518533264448813
