,x,y,z,x2,y2,z2,avg,max
mp-300504360,-0.0006274449265307366,-0.0013659701926601227,-0.016179575693921883,0.002182417135759084,0.004751200670122168,0.05627678502233701,-0.006057663604370915,-0.0006274449265307366
mp-300504366,0.007185784387689981,-0.00468138359697375,0.009761546005136642,-0.040106703559199916,0.0261286526342721,-0.05448304747053012,0.004088648931950959,0.009761546005136642
mp-300504366,0.004690043292887579,0.0135213934106162,-0.060913334381282214,-0.017054702883227562,-0.049168703311331635,0.2215030341137535,-0.014233965892592813,0.0135213934106162
mp-300504366,0.007080018413397227,0.006985618806234496,-0.002020641739669612,-0.03693922650468117,-0.03644670681513648,0.010542478641754493,0.004014998493320703,0.007080018413397227
mp-300504366,-0.0006519571651695255,-0.000516015980891571,-0.005132085637838625,0.008692762202260345,0.006880213078554282,0.06842780850451502,-0.0021000195946332396,-0.000516015980891571
mp-300504371,inf,-inf,inf,-0.03852393206628514,0.012838939999998187,-0.015644813602883726,,inf
mp-300504376,inf,-inf,-inf,-0.06579136218837345,0.032134290679474674,0.03242965838986578,,inf
mp-300504383,-inf,-inf,inf,0.1915322899999996,0.1915322899999996,-0.001562529999999877,,inf
mp-300504383,0.01803507333333313,0.01803507333333313,0.021701083333333315,-0.025361821874999718,-0.025361821874999718,-0.030517148437499975,0.019257076666666532,0.021701083333333315
mp-300504387,-inf,-inf,inf,0.3781232990737262,0.2417696091256208,-0.10961213943108383,,inf
mp-300504387,0.3550470928453517,-0.033977926102845224,-0.16853990573837496,-0.13863743625389924,0.013267571144920515,0.0658108203359369,0.05084308700137719,0.3550470928453517
mp-300504389,-inf,-inf,inf,0.15104477000000038,0.15104477000000038,-0.002229780000000107,,inf
mp-300504389,0.006009058333333428,0.006009058333333428,0.016345534999999984,-0.008450238281250133,-0.008450238281250133,-0.022985908593749986,0.009454550555555613,0.016345534999999984
mp-300504397,inf,inf,-inf,-0.05108742999999994,-0.5513874799999989,0.03951494000000011,,inf
mp-300504399,-inf,-inf,-inf,0.027997693333333608,0.027997693333333608,0.0005449099999997505,-inf,-inf
mp-300504399,0.022398008333333348,0.022398008333333348,0.012150256666666543,-0.03149719921875002,-0.03149719921875002,-0.017086298437499828,0.01898209111111108,0.022398008333333348
mp-300505131,-0.2436229133063468,-0.3150141964079205,-0.6725994198846573,2.139128019275239,2.765978309923204,5.905751003865283,-0.4104121765329749,-0.2436229133063468
mp-300505393,-inf,-inf,inf,14.19797521875941,14.1979753082428,-0.1919145153915736,,inf
mp-300510529,-inf,inf,inf,1.1775778815950249,-2.2274873238356427,-3.969818671581247,,inf
mp-300510708,-inf,-inf,inf,4.390685539691476,2.1589512939855857,-1.2460458471166531,,inf
mp-300531949,0.14084930500000015,0.14084930500000015,24.67718397,-1.2519938222222242,-1.2519938222222242,-219.3527464000001,8.319627526666666,24.67718397
mp-300540004,-inf,-inf,-inf,0.1981141506108397,0.19811211097222525,0.041418089578922235,-inf,-inf
mp-300540011,0.02757626315210704,-0.10177868999999973,-0.11889176369276824,-0.052645593290386164,0.1943047718181813,0.2269751852316484,-0.0643647301802203,0.02757626315210704
mp-300540020,inf,inf,-inf,-0.055561649975508935,-0.05556202563348478,0.035538904267813365,,inf
mp-300540021,inf,inf,-inf,-0.07755508723161597,-0.07758179739692128,0.3483755686736921,,inf
mp-300540026,-0.06815479423561821,-0.06815507601578896,0.1266636628543223,0.247835615402248,0.2478366400574144,-0.460595137652081,-0.003215402465694961,0.1266636628543223
mp-300540028,-inf,inf,inf,0.012215829115493015,-0.13399418000000018,-0.04542539024586922,,inf
mp-300540032,inf,-inf,inf,-0.06624804532929485,0.08630581250000002,-0.0574650295940291,,inf
mp-300540038,-inf,inf,-inf,0.04870729414928565,-0.06220637000000018,0.3533927848369913,,inf
mp-300540045,0.02955775458013532,0.02966010484765214,-1.1642027920146316,-0.11166262841384454,-0.11204928498001918,4.398099436499719,-0.3683283108622814,0.02966010484765214
mp-300540068,inf,inf,-inf,-0.123333624607314,-0.029504730000001086,0.2347320339654928,,inf
mp-300540073,-inf,inf,-inf,0.12640039805692815,-2.8362764413977057,0.12640094666752955,,inf
mp-300540075,-0.020970939108019948,-0.012527157607908457,-0.0055897383734306106,0.10066050771849576,0.06013035651796059,0.026830744192466945,-0.013029278363119672,-0.0055897383734306106
mp-300540078,-inf,-inf,inf,0.1991015100000002,0.029575040000001,-0.16895986000000107,,inf
mp-300540083,-inf,inf,inf,0.13893626063531886,-0.2488365699999999,-0.1459721954498594,,inf
mp-300540098,0.2701714793517089,1.5923437888219714,0.5640535399346547,-0.4912208715485616,-2.8951705251308573,-1.0255518907902812,0.808856269369445,1.5923437888219714
mp-300540108,-inf,inf,-inf,0.2988467299999993,-0.030906028727780917,0.37896062747538295,,inf
mp-300540110,-inf,-inf,-inf,0.28565611999999874,0.3938972499999993,0.16068336000000016,-inf,-inf
mp-300540112,inf,inf,inf,-0.022158290000000136,-0.04434590999999877,-0.18975103000000004,inf,inf
mp-300540113,-inf,-inf,inf,0.2067628261816754,3.3934991800000014,-3.2917579761496114,,inf
mp-300540113,0.02213793224740224,0.02581552640852136,0.030996873760955168,-0.041816094245093104,-0.04876266099387367,-0.05854965043735975,0.026316777472292927,0.030996873760955168
mp-300540123,-inf,inf,inf,4.898688867672144,-4.31926088,-2.000965137993978,,inf
mp-300540125,-inf,-inf,-inf,0.1211810251577834,0.12118086867119435,0.12118225906894685,-inf,-inf
mp-300540132,0.09677900003733607,0.017777444643533258,-0.010773554716994926,-0.17596181824970195,-0.032322626624605916,0.019588281303627136,0.0345942966546248,0.09677900003733607
mp-300540135,0.03198465500000003,0.031369247499999815,0.036342702499999824,-0.12083091888888901,-0.1185060461111104,-0.13729465388888826,0.03323220166666655,0.036342702499999824
mp-300540140,-inf,inf,inf,0.04004730853425187,-0.07671293031034487,-0.09436474999999866,,inf
mp-300540140,0.07084738044058447,0.05998800037556196,-0.0016822899999997536,-0.133822829721104,-0.11331066737606145,0.003177658888888422,0.043051030272048894,0.07084738044058447
mp-300540149,inf,inf,-inf,-0.08445522999999966,-0.014393909999999009,0.0368279600000001,,inf
mp-300540149,0.0037969549999998797,-0.04663380749999968,0.06772463250000005,-0.014344052222221768,0.17617216166666547,-0.25584861166666684,0.00829592666666675,0.06772463250000005
mp-300540231,-inf,-inf,inf,4.213256308139867,0.09256024000000007,-3.4931101758116565,,inf
mp-300540231,1.140052702702397,0.018227782500000133,-0.9287728761606444,-4.14564619164508,-0.0662828454545459,3.3773559133114337,0.0765025363472509,1.140052702702397
mp-300540234,-0.0561878057354388,0.004422467499999971,-0.007400446629528767,0.2043192935834138,-0.01608169999999989,0.02691071501646824,-0.01972192828832253,0.004422467499999971
mp-300540255,-inf,-inf,-inf,0.1195908047897083,0.16490923999145934,0.16305845790879034,-inf,-inf
mp-300540269,inf,inf,-inf,-0.0766516961528243,-0.08050882475230825,0.17072785906947366,,inf
mp-300540272,-inf,-inf,-inf,0.19726748956344053,0.03424918157613899,0.07493005655519891,-inf,-inf
mp-300540275,-inf,inf,-inf,0.11883972866330784,-0.02140224313432082,0.011533586639679072,,inf
mp-300540276,-inf,inf,-inf,0.044220598978931484,-0.011040130033208584,0.07605928296138309,,inf
mp-300540292,inf,-inf,inf,-1.6847998691502006,0.6468140017461916,-0.2785278351788616,,inf
mp-300540296,-0.007565823925660632,0.061610755002844186,0.12013904904653795,0.013870677197044488,-0.11295305083854765,-0.2202549232519862,0.05806132670790716,0.12013904904653795
mp-300540304,inf,inf,inf,-0.042616407322463516,-0.24079707259565986,-0.06200278899274814,inf,inf
mp-300540306,inf,-inf,-inf,-0.04148167814104357,0.03582154413261899,0.09006838546530045,,inf
mp-300540310,-inf,-inf,-inf,2.655923569281637,0.03180520155042465,0.1078121266341352,-inf,-inf
mp-300540311,1.355821655772094,-0.28437097999999983,-0.8446639411800967,-2.485673035582172,0.5213467966666663,1.5485505588301771,0.07559557819733254,1.355821655772094
mp-300540311,-0.6733300338921178,0.27214016,0.3527262572660872,2.2789631916348605,-0.9210897723076924,-1.193842716900603,-0.01615453887534353,0.3527262572660872
mp-300540313,-inf,inf,inf,0.21268143843204693,-0.05019627285488948,-0.018316855162319186,,inf
mp-300540330,inf,-inf,inf,-0.012976063636831459,0.1517524950000002,-0.02337825652004533,,inf
mp-300540331,inf,-inf,-inf,-0.1949502668528238,0.09392880587755847,0.0939428987354507,,inf
mp-300540344,0.0062348123661100105,0.11997369000000012,-0.0943674027808612,-0.0228609786757367,-0.4399035300000004,0.346013810196491,0.010613699861749648,0.11997369000000012
mp-300540344,0.0055396643175164035,0.07471161250008684,-0.02621269907852697,-0.0374992661493418,-0.5057401461544341,0.17743980914695182,0.01801285924635876,0.07471161250008684
mp-300540355,inf,-inf,-inf,-0.014174055568133781,0.30811272000000045,0.07296150924578981,,inf
mp-300540356,inf,inf,inf,-0.08246235811524727,-0.044071010959497066,-0.04384013745761274,inf,inf
mp-300540367,0.02088681532000569,0.013221254999999932,-0.03995620539182322,-0.07069383646771159,-0.04474886307692285,0.13523638748001704,-0.001949378357272528,0.02088681532000569
mp-300540375,-inf,-inf,-inf,0.2113851946386492,0.21820465000000056,0.23271196988746826,-inf,-inf
mp-300540385,0.002499429676461329,0.0025137349976795953,0.002532048600162096,-0.018884579777707813,-0.01899266442691249,-0.019131033867891386,0.00251507109143434,0.002532048600162096
mp-300540385,0.002782579522155141,0.002772967821951985,0.0027608538724364826,-0.005113929932609449,-0.005096265186290134,-0.005074001711504887,0.0027721337388478696,0.002782579522155141
mp-300540392,0.006309024806353314,0.033605469581402765,-0.04908460262812975,-0.011647430411729196,-0.062040866919512785,0.09061772792885492,-0.003056702746791225,0.033605469581402765
mp-300540396,-0.6676771404007421,0.19789578500000005,0.3417404526364876,2.259830321356358,-0.6698011184615387,-1.1566599935388808,-0.04268030092141813,0.3417404526364876
mp-300540417,-inf,-inf,inf,0.27215588631441,0.15032858000000004,-0.12397682976511425,,inf
mp-300540418,-inf,inf,-inf,0.06037855552234106,-0.0565877299999995,0.4160130709906849,,inf
mp-300540421,0.13460341158363498,0.14082541033178675,0.0942593730473078,-0.24473347560660905,-0.2560462006032486,-0.17138067826783235,0.12322939832090984,0.14082541033178675
mp-300540423,inf,inf,-inf,-0.03185765866972723,-0.053729127010608835,0.06862758497864885,,inf
mp-300540431,inf,-inf,inf,-0.003150624755595466,0.17662531501773682,-0.01958516667543053,,inf
mp-300540434,-inf,inf,-inf,0.01836660519495048,-0.2436643399999987,0.3124328224932977,,inf
mp-300540435,-0.02664388500000037,0.018049146676190286,-0.044703136137338895,0.048847122500000666,-0.03309010223968219,0.08195574958512129,-0.017765958153716326,0.018049146676190286
mp-300540438,inf,inf,-inf,-0.08178429116164754,-0.1240364683485824,0.14152421319128372,,inf
mp-300540443,inf,inf,inf,-0.25278655525718285,-0.2559040290810932,-0.032463569688355065,inf,inf
mp-300540453,-0.01919266767642262,0.005985723834293151,-0.004500863260955335,0.09212480484682856,-0.028731474404607125,0.02160414365258561,-0.005902602367694934,0.005985723834293151
mp-300540455,-0.10016440472362476,0.034314473824816005,0.03101573913537958,0.3783988622892489,-0.1296324566715271,-0.11717057006698953,-0.011611397254476387,0.034314473824816005
mp-300540455,0.04407479363066654,-0.04553346162115565,-0.002636893702617845,-0.04050116171466655,0.041841559327548426,0.0024230915105136947,-0.00136518723103565,0.04407479363066654
mp-300540456,inf,-inf,inf,-0.02000435897432684,0.011525770012872805,-0.15978638656792654,,inf
mp-300540457,-0.015158894549596624,0.007062325051488737,-0.008756570214222936,0.0727626938380638,-0.03389916024714594,0.042031537028270095,-0.005617713237443607,0.007062325051488737
mp-300540459,-inf,-inf,inf,0.04503151789555648,0.08566415106081847,-0.1146282847883473,,inf
mp-300540461,inf,inf,inf,-0.03837643601845375,-2.847977688261695,-0.03837599605971942,inf,inf
mp-300540462,inf,inf,-inf,-0.2145632419808159,-0.7492306402855053,0.3592330796225225,,inf
mp-300540465,-inf,-inf,inf,0.015782572527553995,0.11843742225974685,-0.02960565161034978,,inf
mp-300540471,-inf,-inf,inf,0.18122478143622267,0.1344036835197473,-0.07900481639526191,,inf
mp-300540475,-inf,inf,inf,0.3882713305198582,-0.07304423308829744,-0.0031197158769264988,,inf
mp-300540477,0.18517965235564213,-0.14706404661162864,0.18194571121009773,-0.1748918938914398,0.1388938217998715,-0.17183761614287008,0.07335377231803708,0.18517965235564213
mp-300540479,0.03693718909669785,-0.02783195499999991,0.12782408806298218,-0.06771818001061272,0.05102525083333316,-0.23434416144880066,0.045643107386560036,0.12782408806298218
mp-300540481,1.72059869010142,0.04212256251747615,-1.6361494800166616,-3.128361254729853,-0.07658647730450208,2.9748172363939305,0.04219059086741147,1.72059869010142
mp-300540489,-inf,inf,-inf,0.25085601999999874,-0.07649799000000003,0.07061977000000041,,inf
mp-300540495,-inf,inf,-inf,0.18585290999999948,-0.01135951999999918,0.001665279999999214,,inf
mp-300540520,-0.014698280000000175,-0.014698280000000175,0.003687745000000131,0.020669456250000245,0.020669456250000245,-0.005185891406250184,-0.008569605000000072,0.003687745000000131
mp-300540530,0.13277623792408733,-0.2220373877166973,0.07352187812814838,-0.12539978026163806,0.20970197728799184,-0.06943732934325124,-0.0052464238881538465,0.13277623792408733
mp-300540990,-0.22370267875000005,0.007098024849475081,0.21822666760682247,1.3919277788888889,-0.04416548795228939,-1.3578548206646732,0.0005406712354325177,0.21822666760682247
mp-300545467,-1.2077061043401276,-0.006139304214049624,-0.3024148637108821,3.6231183130203823,0.01841791264214887,0.9072445911326462,-0.5054200907550198,-0.006139304214049624
mp-300553966,inf,inf,-inf,-0.019540980000000367,-0.019540980000000367,0.1858818599999985,,inf
mp-300554014,-inf,-inf,inf,1.0520901048348599,0.08850232596563458,-1.0787176628719792,,inf
mp-300556288,inf,inf,inf,-0.06090939943988349,-0.060909396039589225,-0.06090958268462465,inf,inf
mp-300556288,0.1744601291820076,0.17446027529979125,0.17446012041750691,-0.2791362066912121,-0.279136440479666,-0.27913619266801104,0.17446017496643526,0.17446027529979125
mp-300556321,-inf,inf,inf,0.10814414645106664,-0.04293534589784809,-0.0688973900827019,,inf
mp-300556321,0.04843223131022967,0.10352717188269801,0.06638330900448253,-0.044396212034377186,-0.09489990755913982,-0.06085136658744233,0.0727809040658034,0.10352717188269801
mp-300558256,inf,inf,inf,-2.6250194968911384,-0.4458375922554225,-1.5339443466666662,inf,inf
mp-300558431,-inf,-inf,-inf,0.08715241135170437,0.036004880734985534,0.11195027820435932,-inf,-inf
mp-300558578,-0.012038217234195807,-0.0027366596179964433,0.0012533931725264107,0.11235669418582757,0.025542156434633475,-0.011698336276913166,-0.004507161226555282,0.0012533931725264107
mp-300559117,-inf,-inf,-inf,3.195030701742416,0.8194471870683984,0.8051936106889759,-inf,-inf
mp-300559893,-inf,inf,inf,2.45310794,-0.13775943000000002,-2.3986522699999995,,inf
mp-300560846,-inf,inf,inf,0.32908983666666664,-0.15495503666666666,-0.4114839666666669,,inf
mp-300565580,inf,inf,inf,-0.037430526836033096,-0.037430735885074284,-0.4082531777360217,inf,inf
mp-300565580,0.002807643692044337,0.005288924067725187,-0.08000711386801118,-0.005053758645679807,-0.009520063321905336,0.1440128049624201,-0.02397018203608055,0.005288924067725187
mp-300566061,-1.7182482913039607,-1.092613982249394,-0.7385742626450084,4.536175489042456,2.8845009131384,1.9498360533828216,-1.1831455120661207,-0.7385742626450084
mp-300566471,-inf,inf,inf,0.5157686460558155,-0.2253962999999999,-0.4046715796507128,,inf
mp-300566507,-inf,-inf,-inf,0.05253562966393055,0.05253578105694602,0.05253469995205151,-inf,-inf
mp-300566629,-0.3579922541666667,0.3534500107827791,-0.0015277552624864596,3.5378058058823534,-3.492917753618052,0.015097816711630891,-0.002023332882124683,0.3534500107827791
mp-300566658,-inf,inf,inf,4.225048414194896,-0.10322026999999956,-4.586716508361159,,inf
mp-300566680,-0.5317641004783376,0.006690901603551976,0.4832718049919898,1.27623384114801,-0.016058163848524744,-1.1598523319807754,-0.013933797960931934,0.4832718049919898
mp-300566770,inf,inf,inf,-1.0692183161175537,-1.069218320332137,-0.116477669264329,inf,inf
mp-300566770,-0.3861344813903589,-0.3861341857686007,0.03397918097889363,0.7293651315151223,0.729364573118468,-0.06418289740457686,-0.2460964953933553,0.03397918097889363
mp-300566811,-inf,-inf,-inf,0.2482752954017257,0.2485082672962369,0.29367252748979045,-inf,-inf
mp-300566900,-inf,inf,-inf,0.15960501673059024,-0.05401203029407231,0.06226895645097219,,inf
mp-300566900,-0.02164458133536229,-0.0616064323004144,0.06599176540673124,0.019840866224082092,0.05647256294204653,-0.060492451622836965,-0.005753082743015153,0.06599176540673124
mp-300567303,0.010724827925133962,0.015566723615623612,0.014027296726645927,-0.0817129746676873,-0.1186036084999894,-0.10687464172682612,0.013439616089134502,0.015566723615623612
mp-300567303,0.022960342928378747,-0.005855671230135566,-0.03338389576259804,-0.1281507512281605,0.03268281616819852,0.18632872053543093,-0.005426408021451619,0.022960342928378747
mp-300567303,-0.0009864197114473061,0.014197933251043128,0.038162219515818,0.014347923075597178,-0.20651539274244546,-0.5550868293209891,0.017124577685137938,0.038162219515818
mp-300567303,0.009960075984783177,0.013514208630749666,-0.004316537137936856,-0.10393122766730266,-0.14101782919043124,0.0450421266567324,0.006385915825865329,0.013514208630749666
mp-300567344,-inf,-inf,-inf,0.003446440908488668,0.003446508781827617,0.003447188394877898,-inf,-inf
mp-300568287,-0.00031103732894438574,-0.02657248412196378,0.02203035646436602,0.003805633201201896,0.3251221586687331,-0.26954789085812525,-0.0016177216621807153,0.02203035646436602
mp-300570512,inf,inf,inf,-2.6009987765788867,-2.600998417220814,-2.6009981717273662,inf,inf
mp-300571584,inf,inf,inf,-0.12920076015358986,-0.12920058827313508,-0.12920143000000014,inf,inf
mp-300571612,-inf,-inf,-inf,0.18654041000000104,0.18654025726377726,0.8615826699999971,-inf,-inf
mp-300578763,inf,inf,inf,-0.3531724718527105,-0.3627722799999997,-0.5499831284997061,inf,inf
mp-300578763,-0.010124615231588807,0.022322298750000025,-0.0008694985624631003,0.07424717836498458,-0.16369685750000015,0.006376322791396067,0.0037760616519827055,0.022322298750000025
mp-300578869,-inf,-inf,inf,0.06939721999999904,4.519748140000001,-4.7276802,,inf
mp-300579738,-0.007077074048080926,-0.0048248061678570755,-0.05236486789196911,0.013166649391778466,0.008976383568106188,0.09742301003157043,-0.021422249369302367,-0.0048248061678570755
mp-300579738,-0.008919437313348913,-0.010202744049612187,-0.008293125369272403,0.03102412978556145,0.03548780538995545,0.0288456534583388,-0.00913843557741117,-0.008293125369272403
mp-300585175,inf,inf,inf,-0.042632010000000164,-0.14932034000000094,-0.2634029999999985,inf,inf
mp-300585189,inf,inf,-inf,-0.06072935037748639,-0.060728967335597524,0.0011526903855809678,,inf
mp-300585261,-inf,inf,-inf,0.11541458924664205,-0.0713298371218567,0.11202955985122287,,inf
mp-300585269,-0.038020711825793065,0.040524861930404235,-0.002722258500976368,0.10184119239051716,-0.1085487373135828,0.007291763841900984,-7.27027987883967e-05,0.040524861930404235
mp-300585297,0.2139140053066395,0.03700389264618753,2.1259921450409185,-0.3889345551029809,-0.06727980481125005,-3.86544026371076,0.7923033476645817,2.1259921450409185
mp-300585305,0.045166256803074255,0.04260522163955086,-0.014033505683502886,-0.08403024521502186,-0.07926552863172254,0.026108847783261186,0.024579324253040744,0.045166256803074255
mp-300585305,-0.003274662057303276,-0.001876662004716737,-0.009976825601497966,0.011390128894967915,0.006527520016406043,0.03470200209216685,-0.005042716554505993,-0.001876662004716737
mp-300585354,inf,inf,inf,-0.02446158556542599,-0.08371423999999905,-0.42904429273453815,inf,inf
mp-300585361,-0.006828652564258242,-0.004832564326934463,-0.016097010169044523,0.023751835006115628,0.016808919398032918,0.05598960058798096,-0.00925274235341241,-0.004832564326934463
mp-300585378,inf,inf,inf,-0.015301860136939903,-0.012199829999999693,-0.06396876512400508,inf,inf
mp-300585397,inf,inf,inf,-0.14787824443289746,-0.051537590000000584,-0.08809719023854612,inf,inf
mp-300585400,-inf,-inf,-inf,0.08789083621639547,0.08789071742243415,0.08789107730430068,-inf,-inf
mp-300585408,0.062330915332646335,0.8060798679300012,-0.17564934224213946,-0.058868086703054864,-0.7612976530450011,0.16589104545090946,0.2309204803401693,0.8060798679300012
mp-300585424,inf,inf,-inf,-0.2467682325410232,-0.14239440999999964,0.09647415360071764,,inf
mp-300585432,-inf,inf,-inf,0.3008684387599381,-0.004311599208149275,0.3832446910477998,,inf
mp-300585433,-inf,-inf,-inf,0.32753946000000056,0.22140350460514213,0.5313549744400383,-inf,-inf
mp-300620862,-inf,-inf,inf,0.002495580118930363,0.0025424677502892123,-0.024644438597022145,,inf
mp-300627993,-inf,-inf,inf,7.86600252,0.3020987599999998,-7.77402777,,inf
mp-300630234,inf,inf,-inf,-0.12429187499999995,-0.08752486900843959,0.12606433837329512,,inf
mp-300630880,-inf,inf,inf,1.5320480024994962,-0.17349740783908096,-0.20046577556281875,,inf
mp-300631316,inf,inf,inf,-0.18461678508988832,-0.18461678332913056,-0.18461678169621987,inf,inf
mp-300635084,-inf,inf,inf,0.4180065699999993,-0.13100903999999947,-1.0124247499999992,,inf
mp-300645305,inf,inf,-inf,-0.04458006056744068,-0.11406910000000005,0.4914144602491781,,inf
mp-300652260,inf,inf,inf,-0.010739536558173944,-0.010739383802889968,-0.01115334988491945,inf,inf
mp-300652866,-inf,-inf,inf,2.49708552070435,2.500123950383712,-0.0587675677026116,,inf
mp-300672958,inf,-inf,inf,-0.3337079000000003,0.012191899999999478,-0.25236209999999915,,inf
mp-300672959,0.12221531090314475,-0.04593657143784037,-0.07271442789310179,-0.1154255714085256,0.04338453969129367,0.06867473745459612,0.0011881038574008687,0.12221531090314475
mp-300672979,-inf,-inf,inf,0.1984186098961782,0.24279882,-0.2449414656867273,,inf
mp-300673023,inf,inf,-inf,-0.04465613828391213,-0.19048734999999967,0.12517830650955908,,inf
mp-300673024,-inf,-inf,-inf,0.041714344117695035,0.2013584828742534,0.04170455751308921,-inf,-inf
mp-300673059,inf,-inf,inf,-0.050001465832067986,0.4389715699999997,-0.5543190043742285,,inf
mp-300673071,0.12561101720187962,0.17764080604992438,-0.3662804862513669,-0.2283836676397811,-0.3229832837271352,0.6659645204570307,-0.02100955433318763,0.17764080604992438
mp-300673073,inf,-inf,inf,-0.04864768745477477,0.14368341999999945,-0.381867345437124,,inf
mp-300673092,-0.19209238412342344,-0.04851073250803449,-0.0342105920020086,0.17786331863279947,0.044917344914846766,0.03167647407593389,-0.09160456954448884,-0.0342105920020086
mp-300673098,-inf,-inf,-inf,0.09636018668426516,0.03286824999999993,0.04621607733187805,-inf,-inf
mp-300673101,-inf,-inf,inf,0.05368345816612141,0.05348056093204612,-0.15178563795177613,,inf
mp-300673119,inf,inf,inf,-0.093899751008089,-0.09389980315832958,-0.2430018381291745,inf,inf
mp-300673126,-inf,inf,inf,0.08134775818966755,-0.13599780999999922,-0.3149765831747056,,inf
mp-300673145,inf,-inf,inf,-5.340398598630003e-05,0.10174927063109697,-0.005209950948879438,,inf
mp-300673156,-1.325386998636364,0.0037239770739030398,-0.25277982556464584,5.0225191527272735,-0.014111913122158887,0.9579024968765526,-0.5248142823757023,0.0037239770739030398
mp-300673706,inf,inf,inf,-0.15540980508167276,-0.1521224038909667,-4.170471822332549,inf,inf
mp-300675779,inf,inf,inf,-0.06623030600176882,-13.12312750730645,-5.106017056630434,inf,inf
mp-300675779,0.07335159946197667,-3.1833087430518168,2.172103160827945,-0.054769194264942575,2.3768705281453566,-1.6218370267515323,-0.312617994253965,2.172103160827945
mp-300675779,0.0044458332415723435,0.0016715039919690255,-0.9550560434333784,-0.024896666152805124,-0.009360422355026543,5.3483138432269195,-0.31631290206661233,0.0044458332415723435
mp-300684028,-0.008975126147282353,-0.008729508198157395,-0.05142452957037058,0.04556602505543346,0.04431904162141447,0.2610783808957275,-0.023043054638603445,-0.008729508198157395
mp-300684042,0.19365344658461225,0.02505370899461301,0.1936537206960134,-0.18289492177435604,-0.02366183627269006,-0.18289518065734595,0.13745362542507955,0.1936537206960134
mp-300684052,inf,-inf,inf,-0.17452037482133065,0.006374359999998802,-0.13087912503649154,,inf
mp-300684066,0.054264235734450494,-0.0011490000000007328,0.04126969034977535,-0.10359535912940547,0.002193545454546853,-0.07878759066775293,0.03146164202807503,0.054264235734450494
mp-300684082,inf,inf,inf,-0.08657944960027564,-0.10743950212643227,-0.10743946283569804,inf,inf
mp-300684090,-inf,inf,inf,0.1014017744534339,-0.5515102600000006,-0.06973209437142103,,inf
mp-300684093,inf,inf,inf,-0.06673876313232974,-0.0667384947162466,-0.0028767599999994786,inf,inf
mp-300684104,-inf,inf,-inf,0.17233960404867776,-0.14983540000000062,0.09652551125441633,,inf
mp-300684106,-inf,inf,inf,0.2805981093054264,-0.1519369399999988,-0.0430454901817825,,inf
mp-300684109,-inf,-inf,inf,0.028322128906554944,0.0278338868348893,-0.07069834813678533,,inf
mp-300684427,inf,inf,inf,-0.13246016174743944,-0.1731735099999998,-0.3272631168167113,inf,inf
mp-300684470,-0.16981187064792458,0.16671249500000007,0.02914862957440878,0.16273637603759442,-0.15976614104166678,-0.027934103342141758,0.008683084642161424,0.16671249500000007
mp-300684477,-inf,inf,-inf,2.486132981329858,-0.017269405000000404,0.19343584895634613,,inf
mp-300684489,-inf,-inf,-inf,0.327352460454593,0.026799079999999968,0.21108948878497813,-inf,-inf
mp-300684493,-inf,-inf,inf,0.31721795729916025,0.1893264100000005,-0.5333600160255454,,inf
mp-300684497,inf,-inf,-inf,-0.02283223931921796,0.15101214000000066,0.0806323426099862,,inf
mp-300684503,inf,-inf,inf,-0.2873905400000005,0.05064606000000005,-0.04600926999999988,,inf
mp-300684504,inf,inf,-inf,-0.1786067713054127,-3.5378046223471404,3.1663797837255494,,inf
mp-300684504,0.060766050933058764,0.1442716473501653,-0.021591637499999816,-0.11478031842911095,-0.2725131116614233,0.04078420416666631,0.06114868692774141,0.1442716473501653
mp-300684506,inf,-inf,-inf,-0.04912515000000006,0.014308650000000256,0.07757263999999964,,inf
mp-300684509,-inf,inf,inf,0.06507702000000037,-0.2878109000000002,-0.29614997999999915,,inf
mp-300684539,inf,inf,-inf,-0.2324047484830221,-3.86757077837456,3.0367066736555643,,inf
mp-300684539,0.08787204990794484,0.1432888828188239,0.02554440250000001,-0.16598053871500687,-0.27065677865777843,-0.04825053805555556,0.08556844507558957,0.1432888828188239
mp-300686041,0.006327653941690177,0.011105972580348105,0.444218869153433,-0.031971304126434584,-0.05611438777439042,-2.244474286248925,0.1538841652251571,0.444218869153433
mp-300690551,inf,inf,inf,-4.279943628208265,-4.279943452206687,-0.10328309409108273,inf,inf
mp-300690551,-0.017129112977087857,-0.017129181956423878,2.115018650553667,0.01046779126377591,0.010467833417814593,-1.292511397560574,0.6935867852067185,2.115018650553667
mp-300690866,-0.02088991502560056,0.01016913905030803,-0.08194903230423113,0.03856599697033949,-0.01877379516979944,0.1512905211770421,-0.03088993609317455,0.01016913905030803
mp-300691115,0.0033150038406120075,2.916518601163693,0.596478881257227,-0.005932112135832013,-5.219033286292924,-1.067383261197143,1.1721041620871773,2.916518601163693
mp-300691164,inf,inf,inf,-0.3599860898671787,-0.30488805995956003,-21.948732017111567,inf,inf
mp-300691164,-0.0291066494168708,0.023447239951494225,10.215589164404346,0.4191357516029397,-0.3376402553015169,-147.10448396742262,3.4033099183129902,10.215589164404346
mp-300691164,0.18831772833372748,0.4735681978832683,-2.7228777441119902,-2.4802822756149463,-6.237239679438165,35.86229223952376,-0.6869972726316648,0.4735681978832683
