,x,y,z,x2,y2,z2,avg,max
mp-300018997,-inf,-inf,inf,1.2770268800000002,3.7396414100000013,-5.667084419999999,,inf
mp-300019013,-inf,-inf,inf,7.85921085,5.478661639796426,-7.814354459999999,,inf
mp-300019017,0.3320243119020425,0.1197009756749292,-0.11272557767392401,-0.1062477798086536,-0.03830431221597735,0.03607218485565568,0.1129999033010159,0.3320243119020425
mp-300019043,-inf,inf,inf,1.11915388717932,-0.056612006215440935,-1.2070313237905532,,inf
mp-300019107,inf,inf,-inf,-0.27340745767308405,-0.2734074528310373,0.027816440000000497,,inf
mp-300019131,-inf,inf,inf,0.19184684167502564,-6.354482000400216,-8.664145500442705,,inf
mp-300019131,-0.0006260162363551648,-0.5459558837268026,-0.7068060312868921,0.004418938138977633,3.8538062380715483,4.9892190443780615,-0.4177959770833499,-0.0006260162363551648
mp-300019183,-inf,-inf,inf,0.8642617670388382,0.6174306916996706,-0.294514617094741,,inf
mp-300019206,-inf,-inf,inf,0.005991217276673844,1.5861623411944017,-0.09575112509274053,,inf
mp-300019279,inf,inf,inf,-0.2365423221752141,-0.2363314222014088,-0.15648129944945222,inf,inf
mp-300019279,0.061773050912628864,0.06191166195015496,0.16626359625400244,-0.046329788184471636,-0.04643374646261622,-0.12469769719050185,0.09664943637226207,0.16626359625400244
mp-300019308,inf,inf,inf,-12.296240252506491,-5.397477289719461,-3.1542415615912067,inf,inf
mp-300019308,-2.364637701408812,-1.068942922567174,-0.40998683242819256,1.3909633537698896,0.6287899544512789,0.2411687249577604,-1.2811891521347265,-0.40998683242819256
mp-300019308,0.13946381120342766,0.3079494442435795,5.112751533217835,-0.10459785840257074,-0.23096208318268466,-3.8345636499133753,1.85338826288828,5.112751533217835
mp-300019338,inf,inf,-inf,-2.148764901837419,-0.2644236485029232,0.419741659194254,,inf
mp-300019340,inf,-inf,-inf,-3.4034240079589644,0.016349325810749438,0.107670113502925,,inf
mp-300019340,-0.006040239298694239,0.04190106151776218,0.01415290799735036,0.00988402794331784,-0.06856537339270173,-0.023159303995664217,0.01667124340547277,0.04190106151776218
mp-300019377,-inf,-inf,-inf,0.023284864161203345,0.3945959800000001,0.010638438464786404,-inf,-inf
mp-300019408,-inf,inf,inf,6.52354295,-6.20442428,-0.2361405799999989,,inf
mp-300019431,inf,inf,inf,-0.0757022115408974,-0.011560547459521509,-0.17169039956266552,inf,inf
mp-300019433,inf,inf,inf,-0.1048065897049586,-0.1213656217750554,-0.17392558586431672,inf,inf
mp-300019445,inf,-inf,inf,-0.015044161415525004,1.5490079177584877,-0.06416521588366919,,inf
mp-300019492,inf,inf,-inf,-0.14736274999681598,-0.3349258500000012,0.12251173000000115,,inf
mp-300019511,0.009010149298092015,-0.0027586705045021514,-0.0039333768371571775,-0.061783880901202376,0.01891659774515761,0.02697172688336349,0.000772700652144229,0.009010149298092015
mp-300019511,-0.005138067290912472,0.003224589861001803,0.0012192376636164682,0.019182117886073227,-0.012038468814406731,-0.004551820610834814,-0.0002314132554314001,0.003224589861001803
mp-300019615,inf,inf,inf,-0.002139326890828741,-0.08541884999999994,-0.02916139378893412,inf,inf
mp-300019615,0.030188404493993737,0.02084946499999996,0.05496386463236913,-0.11404508364397635,-0.07876464555555539,-0.20764126638895009,0.035333911375454274,0.05496386463236913
mp-300019615,0.016749641379052216,0.00308313298096774,0.009172640605612736,-0.1198921698711106,-0.022068741337453297,-0.06565679591385959,0.009668471655210896,0.016749641379052216
mp-300019616,-inf,-inf,inf,1.0969819565626937,0.007542320773007205,-1.0901230617088815,,inf
mp-300019623,-inf,inf,inf,1.39243514,-1.1947901300000003,-0.0856496800000004,,inf
mp-300019667,-inf,inf,-inf,0.05821012791640445,-0.06338200999999978,0.006731440038759473,,inf
mp-300019682,-inf,-inf,inf,2.570274590684315,0.1283992369200213,-2.391544624915684,,inf
mp-300021471,-0.7919345000189691,-0.24172656177468616,-0.3618598545907822,10.201190169735886,3.1137658804874886,4.661245584559236,-0.4651736387948125,-0.24172656177468616
mp-300021496,inf,-inf,inf,-0.03562775373734084,1.740923707474531,-1.8248165278783441,,inf
mp-300022902,-inf,-inf,-inf,1.2807956239552911,1.2807953341674323,0.3426389265112313,-inf,-inf
mp-300024850,inf,inf,inf,-11.1783354753447,-2.4048060567658847,-4.051985827279913,inf,inf
mp-300024850,0.03425664182294419,0.03425694421815262,-0.15020833991634494,-0.015810757764435773,-0.015810897331455052,0.06932692611523612,-0.027231584625082718,0.03425694421815262
mp-300024850,-0.2299151626528856,-0.2299152640549605,-0.27229570553797,0.5517963903669255,0.5517966337319052,0.653509693291128,-0.2440420440819387,-0.2299151626528856
mp-300024979,-inf,-inf,-inf,0.27886984783153235,0.08478521398854166,0.0847858284424996,-inf,-inf
mp-300025044,-inf,-inf,inf,1.1481004499999994,4.04205586,-5.84062289,,inf
mp-300025083,-inf,-inf,-inf,0.08206659242394299,0.009518859919419144,0.05168773248136205,-inf,-inf
mp-300025372,inf,inf,inf,-0.2026290321985033,-0.2026290228213856,-0.2026290352902942,inf,inf
mp-300025385,inf,inf,inf,-0.07531451342354956,-0.0753145107522144,-0.07531449999999927,inf,inf
mp-300025401,-inf,inf,inf,0.01651317210072012,-0.1852103605982789,-0.1412415587967839,,inf
mp-300025401,0.1258588507528131,0.010142509711839942,-0.2298473704861248,-0.22025298881742286,-0.0177493919957199,0.4022328983507184,-0.03128200334049058,0.1258588507528131
mp-300025405,inf,inf,inf,-0.11703903191216725,-0.0541907029130364,-0.09744212242799756,inf,inf
mp-300025417,-inf,-inf,-inf,2.876814274032033,3.145940059351707,3.1351205843811574,-inf,-inf
mp-300025417,0.006254806634304,0.0959632763166054,0.0923568603598648,-0.010235138128861086,-0.15703081579080874,-0.15112940786159687,0.06485831443692472,0.0959632763166054
mp-300025456,0.0074541440834750014,-0.06333835999999993,-0.0027653185383433865,-0.01355298924268182,0.1151606545454544,0.005027851887897066,-0.01954984481828944,0.0074541440834750014
mp-300025462,-0.28757249479945024,0.030622515000000124,-0.003929678941610781,0.5228590814535459,-0.05567730000000023,0.007144870802928693,-0.0869598862470203,0.030622515000000124
mp-300025462,-0.030244061803640362,0.05078576499999987,0.005918242160135367,0.10081353934546793,-0.16928588333333294,-0.019727473867117897,0.00881998178549829,0.05078576499999987
mp-300025488,-inf,inf,-inf,0.1258823196106844,-0.08523341321436106,0.16661325460818244,,inf
mp-300025488,0.08659267214403199,0.014405186680537696,0.0778094790926036,-0.15153717625205598,-0.025209076690940968,-0.1361665884120563,0.0596024459723911,0.08659267214403199
mp-300025490,0.025865619756526133,0.08801333999999983,-0.03395940314869428,-0.047028399557320216,-0.1600242545454542,0.061744369361262326,0.02663985220261056,0.08801333999999983
mp-300025490,-0.021182228231769296,0.044890060000000176,-0.011002476200210332,0.07060742743923101,-0.14963353333333396,0.03667492066736778,0.004235118522673516,0.044890060000000176
mp-300025507,inf,inf,-inf,-0.3258800099999988,-0.6160383099999995,0.007394689999999927,,inf
mp-300025508,inf,inf,inf,-0.0515639762525888,-0.19079753581164205,-0.0557823522381895,inf,inf
mp-300025508,0.05272305363144403,0.10742884892957294,0.11631347789755295,-0.09226534385502703,-0.18800048562675264,-0.2035485863207177,0.09215512681952333,0.11631347789755295
mp-300025510,0.0009959286900027564,-0.010497112483341434,0.005633101167023054,-0.0025980748434854518,0.027383771695673298,-0.014695046522668832,-0.0012893608754385411,0.005633101167023054
mp-300025510,-0.7993192779255547,0.3591221480134046,0.559950689016923,2.664397593085184,-1.1970738267113492,-1.866502296723077,0.03991785303492431,0.559950689016923
mp-300025536,1.5450265177170217,-0.6811548218788555,-1.0692894868105405,-2.809139123121857,1.23846331250701,1.9441627032918911,-0.06847259699079132,1.5450265177170217
mp-300025536,-0.8158953522959618,0.34337821343942765,0.5132178700488754,2.719651174319873,-1.1445940447980925,-1.710726233496252,0.0135669103974471,0.5132178700488754
mp-300025562,inf,inf,inf,-0.04349733269687395,-0.14960160479888795,-0.16767917870092752,inf,inf
mp-300025562,0.12335677920899002,0.055205456406174136,0.08165170885201345,-0.21587436361573253,-0.09660954871080474,-0.14289049049102354,0.0867379814890592,0.12335677920899002
mp-300025576,-inf,-inf,inf,0.33579861202185946,0.02444817520322573,-0.2095254011145116,,inf
mp-300025605,inf,inf,-inf,-0.00359254409526244,-0.0321323317994997,0.11399758488392475,,inf
mp-300025605,0.05074520367743096,0.0013837397142681947,0.0814712212603439,-0.08880410643550417,-0.002421544499969341,-0.14257463720560182,0.04453338821734768,0.0814712212603439
mp-300025612,-0.03808027137182668,-0.00496757499999978,-0.1006383423737418,0.06923685703968488,0.009031954545454144,0.1829788043158941,-0.04789539624852277,-0.00496757499999978
mp-300025612,-0.009469990278541118,0.01914528999999998,-0.008845089018193253,0.031566634261803735,-0.06381763333333329,0.02948363006064418,0.0002767369010885368,0.01914528999999998
mp-300025613,-inf,inf,inf,5.294829149999999,-0.17090426000000036,-5.505121169999999,,inf
mp-300025614,inf,-inf,inf,-0.26405308000000005,1.9668735167188824,-2.0051348819244095,,inf
mp-300025614,-2.67181783,0.5748536841797209,2.1748861095188983,4.932586763076923,-1.0612683400241003,-4.015174356034889,0.025973987899539683,2.1748861095188983
mp-300025630,inf,inf,inf,-0.01593306394855265,-0.17889074227324642,-0.12176467970603165,inf,inf
mp-300025630,0.09451687242410277,0.022225759793010003,-0.004832499075233532,-0.16540452674217987,-0.03889507963776751,0.00845687338165868,0.03730337771395975,0.09451687242410277
mp-300025637,inf,-inf,-inf,-10.76413318,2.148735229897218,8.281591212577819,,inf
mp-300025637,-2.7862100300000003,0.6413489474743042,2.3057944881444543,5.143772363076924,-1.1840288261064078,-4.256851362728224,0.053644468539586036,2.3057944881444543
mp-300025638,1.5068489814902617,-0.5815920854134173,-1.144702252433778,-2.7397254208913844,1.0574401552971224,2.0812768226068687,-0.07314845211897787,1.5068489814902617
mp-300025638,-0.8485539222639307,0.3821147352067087,0.5200328972786361,2.828513074213104,-1.2737157840223623,-1.7334429909287874,0.01786457007380471,0.5200328972786361
mp-300025647,inf,inf,inf,-0.19405671858328244,-0.194056966453231,-0.19405701958857333,inf,inf
mp-300025652,-inf,inf,inf,0.09944667007174512,-0.2540975433143906,-0.07129459661992854,,inf
mp-300025656,-0.04664732274385042,0.08561891999999993,-0.33276464853038323,0.08481331407972803,-0.1556707636363635,0.6050266336916058,-0.09793101709141123,0.08561891999999993
mp-300025656,0.02854867885918555,-0.004631797499999868,0.11608907094665265,-0.09516226286395184,0.015439324999999563,-0.3869635698221756,0.046668650768612784,0.11608907094665265
mp-300025660,-inf,inf,inf,0.046865396695346284,-0.0952234900000004,-0.13187143877787474,,inf
mp-300025666,0.03950356801871235,0.06916759299118612,-0.04999112770426528,-0.07182466912493153,-0.12575925998397475,0.0908929594623005,0.01956001110187773,0.06916759299118612
mp-300025666,-0.06427581689220974,0.05424444074287549,0.029790502823667363,0.2142527229740325,-0.18081480247625167,-0.0993016760788912,0.006586375558111035,0.05424444074287549
mp-300025688,-inf,inf,inf,0.151861217201958,-0.006313225856957594,-0.007604995371362833,,inf
mp-300025688,0.07747549917414709,0.04112307211458655,0.04634586747515712,-0.1355821235547574,-0.07196537620052645,-0.08110526808152496,0.05498147958796359,0.07747549917414709
mp-300025742,inf,-inf,-inf,-0.02857598263097305,0.09891557999999988,0.5092739388860306,,inf
mp-300025839,0.07429258852365406,0.8860465934869568,-0.8232576141887407,-0.1403304449891243,-1.6736435654753623,1.5550421601342876,0.0456938559406234,0.8860465934869568
mp-300025871,-0.5105137673987326,0.14977374499999965,0.0690460159011903,0.4892423604237855,-0.14353317229166634,-0.06616909857197406,-0.09723133549918088,0.14977374499999965
mp-300025881,-inf,inf,-inf,0.0027116673208871234,-0.02290833999999897,0.02330175195533002,,inf
mp-300025885,inf,inf,inf,-0.09240125261275801,-0.06127968904405723,-0.09235499105258782,inf,inf
mp-300025907,-inf,inf,inf,0.006088939999999711,-0.08143162999999909,-0.5466701100000009,,inf
mp-300025929,inf,inf,inf,-0.038827674437788666,-0.19193578759505847,-0.023294040902442248,inf,inf
mp-300025929,0.07075512631775638,0.036981007964269175,0.07837574013962989,-0.0668242859667699,-0.03492650752180977,-0.07402153235409488,0.06203729147388515,0.07837574013962989
mp-300025943,-0.041298227489253936,-0.007343560000000249,0.02483702578301417,0.1501753726881961,0.026703854545455447,-0.09031645739277876,-0.007934920568746673,0.02483702578301417
mp-300025959,inf,-inf,-inf,-0.03576376386517488,0.3321976035266729,0.33219761462078523,,inf
mp-300026113,-inf,inf,inf,0.12182493999999976,-0.05261357000000011,-0.20142944999999912,,inf
mp-300026129,inf,-inf,-inf,-0.007779901758366847,0.2646840199999989,0.033719166347399465,,inf
mp-300026157,inf,inf,inf,-0.3220454376325001,-0.56865144,-0.0021607177105238407,inf,inf
mp-300026173,-inf,inf,inf,0.0482077618320087,-0.2906695111817097,-0.0854270181955945,,inf
mp-300026209,-inf,inf,inf,0.1729369661140403,-0.27056331,-0.037673639333003266,,inf
mp-300026223,-0.017045162924191743,0.008739885000000077,-0.004759928338316695,0.16071153614237935,-0.08240463000000074,0.04487932433270028,-0.004355068754169454,0.008739885000000077
mp-300026261,0.11581464296412315,0.11581464723344136,-0.14424449038321807,-0.21876099226556592,-0.2187610003298337,0.2724618151683008,0.029128266604782144,0.11581464723344136
mp-300026267,0.019384637499999968,-0.016280375000000014,0.048251754999999896,-0.07323085277777766,0.06150363888888893,-0.18228440777777727,0.01711867249999995,0.048251754999999896
mp-300026299,inf,-inf,inf,-0.03723697222967548,0.3919459399999994,-0.8255022396588121,,inf
mp-300026303,-inf,-inf,-inf,0.016143875793505742,0.007120713673815911,0.010481602296324331,-inf,-inf
mp-300026311,-0.06799105557013768,0.07038352442194107,0.0024618950000000104,0.3205292619735062,-0.3318080437034365,-0.01160607642857148,0.0016181212839344705,0.07038352442194107
mp-300026311,-0.02128963473259049,0.022790755127551462,0.009762227499999998,0.12489919043119754,-0.13370576341496862,-0.05727173466666668,0.003754449298320325,0.022790755127551462
mp-300026341,-inf,inf,inf,0.09509300751957106,-0.4870835699999994,-0.3354031322917841,,inf
mp-300026377,0.06306926604319685,0.04645415928880947,0.0071389389924694235,-0.06064352504153544,-0.04466746085462449,-0.006864364415835984,0.03888745477482525,0.06306926604319685
mp-300026377,-0.06381957731138439,0.00794148716008151,-0.009679674068061287,0.17094529636977965,-0.02127184060736119,0.025927698396592737,-0.02185258807312139,0.00794148716008151
mp-300026389,-inf,inf,inf,0.01462089471485051,-0.06206315000000018,-0.013743961732782141,,inf
mp-300026407,inf,-inf,inf,-0.4584956601773556,0.03663419500004839,-0.17361977207882262,,inf
mp-300026409,inf,inf,-inf,-0.05765101473711631,-0.05648907394181624,0.02464555596018592,,inf
mp-300026513,-inf,-inf,-inf,0.21171573076980368,0.2099125028396056,0.20850886777104805,-inf,-inf
mp-300026531,-inf,inf,inf,0.0338761844175437,-0.01307083999999925,-0.2493962777702645,,inf
mp-300026541,inf,inf,inf,-0.26212334849132723,-0.2621233595380623,-0.12050230999999913,inf,inf
mp-300026549,-inf,-inf,inf,0.05246604000000055,0.058968289999999264,-0.2005409699999987,,inf
mp-300026585,0.03176265143319057,0.4178205132523479,-0.015040709903981762,-0.03054101099345247,-0.4017504935118731,0.014462221061520925,0.1448474849271856,0.4178205132523479
mp-300026585,-0.046664391548739324,0.014841763450094213,0.04449690328786327,0.1249939059341232,-0.03975472352703807,-0.11918813380677662,0.004224758396406052,0.04449690328786327
mp-300026629,inf,inf,inf,-0.049992026243960375,-0.1893410099999997,-0.022152929649870142,inf,inf
mp-300026649,inf,inf,inf,-0.01858639508126414,-0.3605662097441429,-0.1019893885039771,inf,inf
mp-300026675,-inf,inf,inf,0.10423919746424826,-0.2105575599999998,-0.8849490424389916,,inf
mp-300026695,-inf,inf,inf,5.22961718,-0.0394892699999998,-4.65722831,,inf
mp-300026695,0.37045727500000014,1.1368637875,-1.2098030725,-1.270139228571429,-3.8978187000000006,4.147896248571429,0.0991726633333334,1.1368637875
mp-300026701,0.04615995429072006,1.0736609211142882,-0.8326904244327841,-0.08719102477136009,-2.0280261843269884,1.5728596905952583,0.09571015032407476,1.0736609211142882
mp-300026721,-0.027677561150446728,0.1451041850000001,0.008171698283520712,0.05074219544248566,-0.26602433916666685,-0.014981446853121303,0.041866107377691364,0.1451041850000001
mp-300026725,-inf,-inf,inf,0.17372164852394525,0.4704275766321659,-0.5644132723890767,,inf
mp-300026741,inf,inf,inf,-0.04400274848414476,-0.04400274648616076,-0.19696838317085066,inf,inf
mp-300026767,inf,inf,inf,-0.10006512603276453,-0.10028863715635873,-0.04831764045259845,inf,inf
mp-300026795,inf,inf,-inf,-0.029927366806338007,-0.0972064335473064,0.15694391643356198,,inf
mp-300026823,inf,-inf,-inf,-0.1265001514009989,0.13437136000000027,0.1213151115557176,,inf
mp-300026835,-inf,-inf,-inf,0.06814805461984186,0.02980707707634108,0.07200277238408741,-inf,-inf
mp-300026851,0.08822088636003089,-0.011360186286028863,-0.01962913458352511,-0.30247161037724873,0.038949210123527526,0.06729989000065753,0.01907718849682564,0.08822088636003089
mp-300026855,0.07694242732075507,0.0769385262585156,-1.193717180378454,-0.29067139210063025,-0.2906566547543923,4.509598236985272,-0.3466120755997278,0.07694242732075507
mp-300026875,inf,inf,-inf,-0.13003693016901074,-0.011701430000000457,0.0004868534313349216,,inf
mp-300026875,0.2815513085406929,0.287768705,-0.4398714698906117,-0.9653187721395184,-0.9866355599999996,1.5081307539106683,0.043149514550027065,0.287768705
mp-300026897,-inf,-inf,-inf,0.10222725956492427,0.1020383647215244,0.2784674769429021,-inf,-inf
mp-300026949,-inf,inf,inf,0.2327697524570347,-0.5035753800000009,-0.06835346114557339,,inf
mp-300027017,inf,inf,inf,-0.017929199999999312,-0.26993209999999834,-0.09775970000000013,inf,inf
mp-300027033,0.05258805377980536,-0.010310378875832305,0.16953174413870584,-0.19122928647201945,0.03749228682120838,-0.616479069595294,0.07060313968089298,0.16953174413870584
mp-300027047,-0.4048531040855901,0.1932746500000002,0.07183220673128332,0.6940338927181543,-0.3313279714285718,-0.12314092582505712,-0.046582082451435504,0.1932746500000002
mp-300027683,inf,inf,-inf,-0.07267409000000002,-0.07267408045322332,0.4696372200000001,,inf
mp-300030404,0.1212242884333774,0.12122429438996375,0.12122429000000068,-0.08081619228891827,-0.08081619625997583,-0.08081619333333379,0.12122429094111395,0.12122429438996375
mp-300031519,-inf,inf,inf,0.058004359365852125,-0.02019568413709205,-0.018795118005659358,,inf
mp-300031537,inf,inf,inf,-0.02635006640756199,-0.02554600033815113,-0.1351461813539423,inf,inf
mp-300031539,-0.018198002747289,-0.01974907939107795,-0.015012458282185781,0.12318648013549476,0.13368607587806616,0.1016227945255653,-0.017653180140184244,-0.015012458282185781
mp-300031539,-0.004989683824129602,-0.00011210749999997678,0.005795354972129464,0.0470455903417934,0.0010570135714283526,-0.05464191830864923,0.000231187882666628,0.005795354972129464
mp-300031540,inf,inf,-inf,-0.2409851172654731,-0.2409851197489629,0.15553943000000015,,inf
mp-300031541,-inf,-inf,-inf,0.06880457035392773,0.06874019736195791,0.06873732932335662,-inf,-inf
mp-300031549,0.043185135607091814,-0.05717154635651276,0.00630078440893822,-0.15703685675306112,0.207896532205501,-0.02291194330522989,-0.0025618754468275853,0.043185135607091814
mp-300031553,-inf,-inf,inf,0.19795111493854373,7.470070241450045,-6.711148241296844,,inf
mp-300031555,-inf,inf,-inf,0.19927826360970968,-0.03585137654520398,0.0674679163837375,,inf
mp-300031557,inf,inf,inf,-0.12750926893641254,-0.2905323399999986,-0.01519844468881004,inf,inf
mp-300031560,0.10923583413434156,0.06070330500000054,-0.00014419405373766736,-0.2063343533648674,-0.11466179833333436,0.00027236654594892725,0.05659831502686815,0.10923583413434156
mp-300031568,-inf,-inf,-inf,0.02545791181840862,0.025457909662124568,0.09547454000000144,-inf,-inf
mp-300031571,inf,-inf,-inf,-0.1051015658282486,0.2431424600000005,0.5320230282144554,,inf
mp-300031580,-0.06646425636687026,-0.01275846749999987,-0.0011006544071732183,0.2416882049704373,0.0463944272727268,0.0040023796624480655,-0.026774459424681117,-0.0011006544071732183
mp-300031581,-inf,-inf,-inf,0.13831470407658486,0.13772370511997425,0.20021976404484576,-inf,-inf
mp-300031583,-inf,inf,inf,0.02105873999999908,-0.16520022999999995,-0.09647071000000018,,inf
mp-300031585,inf,-inf,-inf,-9.842545100410867,7.4019215800000016,4.135921080662516,,inf
mp-300031585,-2.5926325752335497,1.784191255,0.8462222998209232,4.786398600431169,-3.2938915476923083,-1.5622565535155506,0.012593659862457862,1.784191255
mp-300031592,-inf,-inf,-inf,0.09700055723336654,0.023650789999999883,0.03829099372313571,-inf,-inf
mp-300031600,inf,inf,inf,-0.0751673789683176,-0.03153168546356433,-0.031531685582981694,inf,inf
mp-300031604,-inf,-inf,-inf,0.5293342184416829,0.16175219999999954,0.2750405971805634,-inf,-inf
mp-300031604,1.1614429023059918,0.014889925000000082,-0.9116230447429804,-4.223428735658152,-0.05414518181818211,3.3149928899744743,0.08823659418767045,1.1614429023059918
mp-300031606,-inf,inf,-inf,0.07576760236794478,-2.6907887838919886,0.07576717385198606,,inf
mp-300031609,inf,inf,inf,-0.1332968028804841,-0.18671676000000006,-0.0691551559923435,inf,inf
