,density,energy_per_atom,nsites,nelements,bandgap,volume,Unit Cell Mass,energy,formationenergy_pa,total_magnetization,energysStab,atomMean,atomStd,halogen,transition,actinoid,chalcogen,metalloid,rare,other,alkaline
"mp-300675779, Li(Mo3S4)2, Li7(Mo3S4)4, mp-675711, mp-677108",5.00232234282785,-7.426652483,30.0,3.0,0.0,557.0851990966835,1678.202,-222.79957449,-1.1067823305000009,0.0012523,0.040981167333333346,25.533333333333335,13.812393790441332,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300675779, Li7(Mo3S4)4, Li2Mo3S4, mp-677108, mp-675779",4.79823841320833,-6.889441529142857,35.0,3.0,0.0,592.7902068649979,1712.907,-241.13045352,-1.1997163155714297,0.0048372,0.004190167571428205,22.314285714285713,15.023355966287822,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300684028, Li2Bi(PO4)2, Li3Bi(PO4)2, mp-25802, mp-684028",4.082659822319328,-6.466511952820513,39.0,4.0,0.16720000000000002,503.7002873294615,1238.415372,-252.19396616,-2.437539491758243,1.0,0.06374383193910127,14.076923076923077,20.177906952756093,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300684042, LiBi2(PO4)3, Li3Bi2(PO4)3, mp-540013, mp-684042",4.2054204429912305,-6.536584259444444,36.0,4.0,0.0,560.5512796759651,1419.631772,-235.31703334,-2.276107362738096,1e-07,0.10009489942129601,17.22222222222222,23.441548004334223,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300684052, Sn6P7O24, LiSn6P7O24, mp-684053, mp-684052",3.8330354504778317,-6.74927419445946,74.0,3.0,0.0,1137.6834236264222,2626.1238679999997,-499.44629039,-2.330588447072072,7.82e-05,0.08539156907094636,16.135135135135137,15.137499815273795,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300684066, LiTi(PO3)5, Li2Ti(PO3)5, mp-684059, mp-684066",2.368668781032086,-7.235737678409091,44.0,4.0,0.1854,630.4730370115162,899.33562,-318.37245785,-2.675216313676948,-1.78e-05,0.07974249151515256,10.0,4.145095678246545,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300684082, Sb(PO3)4, LiSb(PO3)4, mp-684083, mp-684082",2.5728148577768235,-6.858267795588236,34.0,3.0,0.0,564.9308834634625,875.295696,-233.18110505,-2.3556848348459387,0.0011921,0.07226330360294053,12.176470588235293,10.141558611607211,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
"mp-300684090, SbP2O7, LiSbP2O7, mp-25896, mp-684090",3.7088155558355402,-6.735412238,40.0,3.0,0.11960000000000015,529.5781051160443,1182.813296,-269.41648952,-2.2786764504940487,0.0,0.12829714262499792,13.7,12.73616896872839,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
"mp-300684093, Bi(PO3)4, LiBi(PO3)4, mp-25906, mp-684093",3.2385896504369778,-6.885774530441176,68.0,3.0,0.0,1076.473710194784,2099.472992,-468.23266807,-2.3974071555812326,0.0,0.02612667378676381,14.058823529411764,17.48434791879093,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300684104, Sb2P5O16, LiSb2P5O16, mp-25946, mp-684104",2.7488954912903076,-6.886833908695652,46.0,3.0,0.0757000000000001,790.5881840478276,1308.7584200000001,-316.7943598,-2.408295951325051,2.0,0.005514205923912385,13.26086956521739,11.989913845664821,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
"mp-300684106, SbP2O7, LiSbP2O7, mp-25950, mp-684106",3.3386379067233927,-6.825165728250001,40.0,3.0,0.0,588.2960564034058,1182.813296,-273.00662913,-2.3684299407440483,0.0,0.03854365237499824,13.7,12.73616896872839,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
"mp-300684109, BiP2O7, LiBiP2O7, mp-25940, mp-684109",4.242968778162979,-6.748436377999999,40.0,3.0,0.0,599.4479627083765,1531.694896,-269.93745512,-2.3158670864940474,0.1128116,0.0515700254375,16.9,22.205629916757594,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300684427, Sb(PO3)4, LiSb(PO3)4, mp-26150, mp-684427",3.280023798486668,-6.877517269264707,68.0,3.0,0.0,886.251234678468,1750.591392,-467.67117431,-2.374934308522409,3.99525,0.05301382992647152,12.176470588235293,10.141558611607213,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
"mp-300684470, LiSn2P5O16, Li3Sn2P5O16, mp-673029, mp-684470",3.0578929571981353,-6.8263132154166675,48.0,4.0,0.0,711.6133074374944,1310.44042,-327.66303434,-2.4644090362698416,3.7589918,0.08670690501736011,12.75,11.648497757221744,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300684477, Sb(PO3)5, Li2Sb(PO3)5, mp-684537, mp-684477",2.7160831622286015,-6.819910281904762,84.0,3.0,3.1104000000000003,1263.388859066785,2066.4792399999997,-572.87246368,-2.3128243047250563,0.7680431,0.08461766880952393,11.714285714285714,9.269216112861905,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
"mp-300684489, BiP2O7, LiBiP2O7, mp-26594, mp-684489",3.9460171469316747,-6.7585366065,40.0,3.0,0.0,644.5585245068594,1531.694896,-270.34146426,-2.325967314994048,0.0,0.041469796937499304,16.9,22.205629916757594,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300684493, Sn2P3O10, LiSn2P3O10, mp-684502, mp-684493",3.3751855768932715,-6.7685932939999995,60.0,3.0,0.3405999999999998,964.9494028617237,1961.341144,-406.11559764,-2.3307896711190477,3.8502667,0.12802016337500088,15.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300684497, Bi(PO3)4, LiBi(PO3)4, mp-26574, mp-684497",3.6180464836437904,-6.881407544264706,68.0,3.0,0.0,963.5743024764179,2099.472992,-467.93571301,-2.393040169404762,3.9999996,0.030493659963235054,14.058823529411764,17.48434791879093,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300684503, Sn(PO3)3, LiSn(PO3)3, mp-684482, mp-684503",3.3568050323200502,-6.861016148461538,52.0,3.0,0.0,703.6817680292436,1422.503544,-356.77283972,-2.3745353027335168,0.1006384,0.12765025644230743,12.846153846153847,11.113720929527082,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300684504, Bi2(PO4)3, LiBi2(PO4)3, mp-26286, mp-585241",4.600620745458758,-6.573861152058823,68.0,3.0,0.0040999999999999925,1014.7770654197265,2811.4995440000002,-447.02255834,-2.175053589663866,0.0,0.07562513665441273,18.058823529411764,23.85857988041272,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300684504, LiBi2(PO4)3, Li3Bi2(PO4)3, mp-585241, mp-684504",4.411074198938163,-6.578220294305556,72.0,4.0,0.5196000000000001,1068.8343494478793,2839.263544,-473.63186119,-2.317743397599207,0.0,0.05845886456018512,17.22222222222222,23.441548004334226,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300684506, Bi(PO3)4, LiBi(PO3)4, mp-684495, mp-684506",3.0823670168409207,-6.858401991029412,68.0,3.0,4.8941,1131.0322871211297,2099.472992,-466.37133539,-2.3700346161694683,0.2680741,0.05349921319853124,14.058823529411764,17.48434791879093,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300684509, Sn(PO3)3, LiSn(PO3)3, mp-26762, mp-684509",3.2779823111233686,-6.927965976538461,52.0,3.0,0.0,720.602576791494,1422.503544,-360.25423078,-2.44148513081044,3.9999999,0.06070042836538292,12.846153846153847,11.113720929527082,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300684539, Sb2(PO4)3, LiSb2(PO4)3, mp-554631, mp-684508",3.825517448728572,-6.756371828088235,68.0,3.0,0.05740000000000034,917.5076352378917,2113.736344,-459.43328431,-2.3291330939285717,3.9999998,0.02411705492647176,14.294117647058824,13.658717129848542,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
"mp-300684539, LiSb2(PO4)3, Li3Sb2(PO4)3, mp-684508, mp-684539",3.506666895939519,-6.685568424444444,72.0,4.0,2.0471,1014.081113511108,2141.500344,-481.36092656,-2.398239865515873,2.57e-05,0.03372336365740747,13.666666666666666,13.523641850067197,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0
"mp-300686041, Li3Nb4O12, Li7Nb8O24, mp-706276, mp-686041",4.2864076629434775,-7.89699170631579,19.0,3.0,0.0,226.41046657568293,584.44132,-150.04284242,-2.792280693421053,0.7919169,0.0702668189144724,14.157894736842104,13.97465057615974,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300690551, Mo3O8, LiMo3O8, mp-715479, mp-25584",4.300488906084297,-6.851333000909091,22.0,2.0,0.9940999999999998,321.11573294213935,831.6304,-150.72932602,-1.7731668590909093,0.0,0.2875624192207802,17.272727272727273,15.142300228114188,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
"mp-300690551, LiMo3O8, Li4Mo3O8, mp-25584, mp-690551",4.294764599783384,-6.761719527083333,24.0,3.0,0.0,326.9111067132608,845.5124,-162.28126865,-1.94766259875,5.9999998,0.21499705874008157,16.083333333333332,15.024748102898615,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300690866, LiMn2(PO4)2, LiMnPO4, mp-767083, mp-690866",3.0429526313798205,-7.235071106923077,26.0,4.0,0.10029999999999983,334.7975944763492,613.519628,-188.11184878,-2.501061738528392,18.0000001,0.060245567499999986,11.307692307692308,6.556084846973082,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300691115, Li2Mn5O12, Li4Mn5O12, mp-763571, mp-691115",3.7942050190696,-6.613070678157895,38.0,3.0,0.05459999999999998,420.6398568728473,961.13005,-251.29668577,-1.7704882479840292,26.0017259,0.08267542921052584,11.947368421052632,7.94370776620038,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300691164, MnO2, LiMn3O6, mp-25545, mp-763655",4.117354324094925,-7.093589183333333,12.0,2.0,1.5739,140.24735636341217,347.74738,-85.1230702,-1.77859723827977,12.0000017,0.03193812083333292,13.666666666666666,8.013876853447538,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
"mp-300691164, LiMn3O6, Li5Mn12O24, mp-763655, mp-705961",4.039473028779897,-6.9595354044999995,40.0,3.0,0.33610000000000007,440.2671753045832,1071.00614,-278.38141618,-1.9851570959517915,40.0032658,0.015401343250001531,12.6,8.248636250920512,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300691164, Li5Mn12O24, LiMn2O4, mp-705961, mp-641353",4.004919493026834,-6.929704114715447,123.0,3.0,0.009399999999999853,1340.8308335789875,3233.8414199999997,-852.35360611,-2.030094653205001,122.9844395,0.01217616943089439,12.365853658536585,8.280909863880062,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300691164, LiMn2O4, LiMnO2, mp-641353, mp-705804",4.047100690589616,-6.891385181349206,126.0,3.0,0.0129999999999999,1335.3996743324215,3254.66442,-868.31453285,-2.06298414558901,126.0174476,0.009408125359977149,12.142857142857142,8.305395344999217,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300691164, LiMnO2, Li5Mn4O8, mp-705804, mp-772059",4.006126346693003,-6.619331687000001,80.0,3.0,1.3233999999999995,778.2471242864731,1877.5569,-529.54653496,-2.155873833209829,79.9999744,0.0022600729999995295,11.0,8.336666000266533,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300691164, Li5Mn4O8, Li3Mn2O4, mp-772059, mp-691164",3.866010435222976,-6.374284690588235,17.0,3.0,0.0,164.27194728522588,382.45238,-108.36283974,-2.06109755878572,17.0000005,0.06380279637254915,10.529411764705882,8.303915781186491,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300694615, FePO4, LiFePO4, mp-705201, mp-694615",2.6132658312890134,-7.095776971979166,96.0,3.0,2.7254,1533.3239261072536,2413.061792,-681.19458931,-2.4180832624950406,79.9999374,0.011255225104166655,12.166666666666666,6.693695209341067,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300694722, NiP2O7, LiNiP2O7, mp-690014, mp-540286",2.863981774342757,-6.3578605125,20.0,3.0,0.0,269.76591689001623,465.27344800000003,-127.15721025,-1.9522440639940477,3.8472603,0.14528781337499908,11.4,6.183849933496123,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300694722, LiNiP2O7, Li2NiP2O7, mp-540286, mp-694722",2.9878475909353903,-6.4150772459090915,22.0,4.0,0.012499999999999956,266.2974754894039,479.15544800000004,-141.13169941,-2.2364390581764066,3.6876308,0.07131684429924068,10.636363636363637,6.371423806521902,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300695780, MnP2O7, LiMnP2O7, mp-31943, mp-31960",3.007691463503451,-7.1833481745,20.0,3.0,1.6085000000000003,252.72966069036207,457.762738,-143.66696349,-2.391195345227979,5.9999997,0.006510658499998989,11.1,5.3935146240647205,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300695780, LiMnP2O7, Li2MnP2O7, mp-31960, mp-695780",2.8353063394173943,-7.094308586363636,22.0,4.0,1.4455,276.22568801323195,471.64473799999996,-156.0747889,-2.5642736888436164,7.9689375,0.028158604545458488,10.363636363636363,5.6451544350036444,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300695791, Mo(PO3)5, LiMo(PO3)5, mp-696012, mp-695791",2.4815469908931154,-7.055610300833334,84.0,3.0,1.4689,1313.6840687124557,1963.19924,-592.67126527,-2.395811062225057,11.4249888,0.06889012444444464,11.285714285714286,7.477858473315657,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300695805, FeP2O7, LiFeP2O7, mp-540349, mp-540216",2.7887340197945494,-6.943100588999999,20.0,3.0,0.0628,273.6528137032369,459.576648,-138.86201178,-2.3259948444940464,7.8645842,0.051567415229168745,11.2,5.65331761004103,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300695805, LiFeP2O7, Li2FeP2O7, mp-540216, mp-695805",2.9486688078617793,-6.924196308636363,22.0,4.0,2.5637,266.6276084963735,473.458648,-152.33231879,-2.553295124540042,9.9532955,0.034659896818181046,10.454545454545455,5.883159886313977,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300697664, Cr4(PO4)3, LiCr4(PO4)3, mp-31658, mp-697664",3.4520248431521297,-7.614565724473685,38.0,3.0,0.0,474.20117600173575,985.796972,-289.35349753,-2.4821120212781964,29.9999985,0.030492991447365725,12.473684210526315,6.451180398334554,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300697692, Cr(PO4)2, LiCr(PO4)2, mp-697815, mp-697692",2.6274290900266424,-6.874074118636363,44.0,3.0,0.3393,611.6227231828282,967.755296,-302.45926122,-2.1193630755627706,-0.0474855,0.14557377426136497,10.727272727272727,4.9743141892016185,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300697726, CoP2O7, LiCoP2O7, mp-540399, mp-31548",2.875974072378971,-6.6950741955,20.0,3.0,0.0,268.91794839208825,465.75303800000006,-133.90148391,-2.1271643094940473,10.1046025,0.06675498593750007,11.3,5.916924876994806,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300697726, LiCoP2O7, Li2CoP2O7, mp-31548, mp-697726",3.0400960130659826,-6.698545412727273,22.0,4.0,0.9057000000000001,261.9827285228007,479.635038,-147.36799908,-2.372367736358225,8.0000005,0.037820120454546746,10.545454545454545,6.125411101062915,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300697754, V(PO3)4, Li2V(PO3)4, mp-32520, mp-697754",2.743545336977073,-7.1896110235294115,68.0,3.0,0.0,888.0981866918481,1467.317392,-488.8935496,-2.494591471022409,3.9999996,0.07231783058823549,10.529411764705882,4.2856483764910545,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300697758, FeP2O7, LiFeP2O7, mp-540323, mp-697758",2.7841088288068474,-6.9480403525,40.0,3.0,0.0,548.2148566108809,919.153296,-277.9216141,-2.3309346079940467,15.7507586,0.046627651729167496,11.2,5.653317610041028,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300697764, FeP2O7, LiFeP2O7, mp-540177, mp-697764",2.956741020502995,-6.9243612915,40.0,3.0,0.017199999999999993,516.2068005921548,919.153296,-276.97445166,-2.307255546994047,19.8276454,0.07030671272916766,11.2,5.653317610041028,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300697767, MoP2O7, LiMoP2O7, mp-504290, mp-697767",3.16057656939655,-7.33517435725,40.0,3.0,1.9726000000000001,567.1772270543905,1079.533296,-293.40697429,-2.5577407207440475,8.0,0.0019881437500011145,12.8,10.11731189595339,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300697796, Cr5(PO4)4, Li2Cr5(PO4)4, mp-775246, mp-697796",3.3753665719308152,-7.6255187754,50.0,3.0,1.4295999999999998,629.574470347833,1279.731896,-381.27593877,-2.526306426295237,-4.0000005,0.00764842090000073,12.32,6.354337101539388,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300697800, Fe4P7O24, LiFe4P7O24, mp-504312, mp-697800",2.991463227036246,-7.0770861151428575,70.0,3.0,2.3282,914.9944863256518,1648.363868,-495.39602806,-2.438626210190476,41.8098182,0.01574232458928737,11.457142857142857,5.905652774577723,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300697807, Mn4P7O24, LiMn4P7O24, mp-540414, mp-697807",2.992472803182458,-7.295843521999999,70.0,3.0,0.39369999999999994,910.659600070285,1641.1082279999998,-510.70904654,-2.4573298058863964,29.9900731,0.014222089214287692,11.342857142857143,5.626177881210336,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300697808, Fe2P3O13, LiFe2P3O13, mp-697819, mp-697808",2.640320835422916,-6.604439676666667,36.0,3.0,0.018500000000000072,518.985524979607,825.2069720000001,-237.75982836,-2.009789924474207,24.0,0.12085749346064745,11.166666666666666,5.842849380986034,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300697811, FeP2O7, LiFeP2O7, mp-697733, mp-31871",2.663743227635432,-6.90622996375,40.0,3.0,0.0,572.9868429279121,919.1532960000001,-276.24919855,-2.289124219244047,16.1978432,0.0884380404791667,11.2,5.653317610041028,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300697811, LiFeP2O7, Li2FeP2O7, mp-31871, mp-697811",2.8517948768038566,-6.921939563409091,44.0,4.0,2.2832999999999997,551.3696085808017,946.917296,-304.56534079,-2.5510383793127698,19.9999998,0.03691664204545386,10.454545454545455,5.883159886313977,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300699330, Cr3O8, LiCr3O8, mp-782705, mp-699330",3.151331542890524,-6.822850062272727,22.0,2.0,0.3294,299.2802555070198,567.967,-150.10270137,-1.6644346868181814,4.0000451,0.04804226250000099,12.363636363636363,7.1257883426419735,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
"mp-300699599, Ca9Co(PO4)7, LiCa9Co(PO4)7, mp-851050, mp-699599",3.056087197788535,-7.187704994888889,90.0,4.0,1.3512999999999997,1178.4651145370815,2168.869458,-646.89344954,-3.1967871437037036,7.994824,0.0,11.911111111111111,5.398856760554742,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0
"mp-300699738, Co3(SeO3)4, Li2Co3(SeO3)4, mp-775276, mp-699738",4.4946250321806955,-5.473630141578948,38.0,3.0,0.0036000000000000476,505.874778754559,1369.2647699999998,-207.99794538,-1.238626753914474,14.0,0.05997844542105302,16.473684210526315,11.29214175318222,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0
"mp-300704186, Fe4(PO4)3, LiFe4(PO4)3, mp-704185, mp-704186",3.628576970809901,-7.045943951184211,76.0,3.0,1.8847,930.4387035546114,2033.176344,-535.49174029,-2.312969429041354,67.9999934,0.10044456802631352,12.894736842105264,7.210334227176298,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300704197, LiMo(PO4)2, Li2Mo(PO4)2, mp-540065, mp-704197",3.1614955760295245,-6.9879497875,48.0,4.0,1.3646999999999998,615.2090730486867,1171.2948959999999,-335.4215898,-2.4949139655158734,3.930975,0.053892858819445166,11.583333333333334,9.682099749308284,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300704203, LiVP4O13, Li2VP4O13, mp-32468, mp-704203",2.3019124339486527,-7.066833950789474,38.0,4.0,0.9416,562.3392334452277,779.5394960000001,-268.53969013,-2.5427589038753133,0.0,0.01682389501096271,10.0,4.412899750790438,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300704204, MoP4O13, LiMoP4O13, mp-697734, mp-32088",2.5816913443950993,-6.999296212777778,36.0,3.0,1.1881,550.3553306716254,855.6544959999999,-251.97466366,-2.3335113938128313,-1.9e-06,0.07555175597222252,11.444444444444445,7.952792816378842,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300704204, LiMoP4O13, Li2MoP4O13, mp-32088, mp-704204",2.447536508686503,-7.03768300868421,38.0,4.0,0.9624999999999999,589.9397985335241,869.536496,-267.43195433,-2.5169997286121553,1.8898352,0.01724494298245638,11.0,7.967037354658651,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300704251, FePO4, LiFePO4, mp-504149, mp-704251",2.343467523646373,-7.105704765833334,72.0,3.0,2.8074000000000003,1282.3891255038327,1809.7963439999999,-511.61074314,-2.4280110563492068,59.6304846,0.001327431250000899,12.166666666666666,6.693695209341066,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300704600, Ti4Mn(PO4)6, LiTi4Mn(PO4)6, mp-19383, mp-704600",2.9537385941658147,-7.9573559291428575,35.0,4.0,2.4649,458.87225384724485,816.234217,-278.50745752,-3.011645853359355,5.0000007,0.0,11.285714285714286,5.31612871268143,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300704942, Cr(PO3)5, LiCr(PO3)5, mp-705019, mp-705030",2.371931540930063,-7.035879528333334,42.0,3.0,0.015399999999999997,625.6686736775862,893.71182,-295.50694019,-2.3620685187726758,9.8907118,0.08672277553571384,10.428571428571429,4.2378277069118075,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300704942, LiCr(PO3)5, Li2Cr(PO3)5, mp-705030, mp-704942",2.3829334824643316,-7.048655102727273,44.0,4.0,0.0912,632.4536012690091,907.5938199999999,-310.14082452,-2.5005238854193723,7.9070544,0.06398667057764929,10.090909090909092,4.42008937496117,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
"mp-300705001, CrP2O7, LiCrP2O7, mp-704959, mp-705001",2.7234024045069436,-7.2205795505,40.0,3.0,0.6234,551.0477727704668,903.7576959999999,-288.82318202,-2.4137211949940474,8.0003176,0.07770933981250039,11.0,5.138093031466052,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300705007, Mo(PO3)4, LiMo(PO3)4, mp-705035, mp-705007",2.902196429223147,-7.174603795882353,68.0,3.0,1.8496,942.5360233645176,1647.311392,-487.87305812,-2.4833750416106453,8.0000002,0.03442913882352894,11.647058823529411,8.138081696715886,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300705089, Fe3P3O11, LiFe3P3O11, mp-540050, mp-705089",3.3455395561378465,-7.124287661176471,68.0,3.0,1.5595,866.5169590735724,1745.7987440000002,-484.45156096,-2.420449493413866,52.0000368,0.03778679301470689,12.411764705882353,6.80880764831079,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300705113, Mo4P7O24, LiMo4P7O24, mp-32099, mp-705113",3.3048567770073656,-7.3481951175714295,70.0,3.0,0.8672000000000002,989.3944106240399,1969.123868,-514.37365823,-2.5265033360476212,22.0000002,0.0,13.285714285714286,10.67593135066359,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300705154, Cr4P7O24, LiCr4P7O24, mp-585323, mp-705154",3.0355115859635724,-7.41782444,70.0,3.0,0.04509999999999992,884.8730425475121,1617.572668,-519.2477108,-2.5625044081904775,22.0000008,0.0189896484464267,11.228571428571428,5.351025078221471,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300705291, CrP2O7, LiCrP2O7, mp-540274, mp-705291",2.9312311574897643,-7.2768402585,40.0,3.0,0.6454,511.9776465007524,903.7576959999999,-291.07361034,-2.4699819029940477,7.9145269,0.021448631812498675,11.0,5.138093031466052,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300705315, Cr(PO3)5, LiCr(PO3)5, mp-705300, mp-705315",2.425264612318094,-7.034450711428572,42.0,3.0,0.21760000000000002,611.909831912849,893.71182,-295.44692988,-2.360639701867914,5.9999999,0.08815159244047432,10.428571428571429,4.2378277069118075,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300705332, CoP2O7, LiCoP2O7, mp-31608, mp-705332",2.8370780723542266,-6.7042857305,40.0,3.0,0.0,545.2095624081423,931.5060760000001,-268.17142922,-2.1363758444940473,19.9999992,0.057543450937499685,11.3,5.916924876994806,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300705333, Mo(PO4)2, LiMo(PO4)2, mp-32056, mp-705333",2.859431831615933,-7.102434865454546,44.0,3.0,1.3828,664.075128205068,1143.530896,-312.50713408,-2.3744735669264077,0.0,0.0035040943181812167,12.363636363636363,9.744674324262993,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300705336, Co3(P2O7)2, Li2Co3(P2O7)2, mp-697827, mp-705336",3.390070047605808,-6.796121572857143,42.0,3.0,0.41179999999999994,514.0082057152132,1049.372466,-285.43710606,-2.1963945116609978,21.978416,0.06403534142857126,12.047619047619047,6.672446474128765,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300705340, VP2O7, LiVP2O7, mp-32415, mp-705340",2.8484835929673085,-7.423577688,40.0,3.0,1.4092000000000002,524.3912991687303,899.5392959999999,-296.94310752,-2.639699694494047,3.9999982,0.0035078759999986886,10.9,4.887739763939974,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300705355, Mn(PO3)5, Li2Mn(PO3)5, mp-850470, mp-705355",2.4398235138440416,-6.985963217380952,42.0,3.0,0.0,612.26301047737,899.5957099999999,-293.41045513,-2.319154839360261,8.0000004,0.07317355577380891,10.476190476190476,4.392841011713833,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300705356, Fe(PO3)5, LiFe(PO3)5, mp-540145, mp-687200",2.3561293138479456,-6.910120508809523,42.0,3.0,0.5812,635.2901553307607,901.40962,-290.22506137,-2.3266678854393414,9.7393041,0.06288433795635129,10.523809523809524,4.552540343892236,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
"mp-300705356, LiFe(PO3)5, Li2Fe(PO3)5, mp-687200, mp-705356",2.406512765093082,-6.924698249204545,88.0,4.0,2.5098000000000003,1263.1367521679063,1830.58324,-609.37344593,-2.4628182187148266,21.657382,0.05151040906249982,10.181818181818182,4.7158953997610675,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
