,deltaz,deltaz2,deltay,anisotropyMean,deltax2,deltay2,deltax, max Anisotropy
mp-300007936,-0.8796319685356837,-0.8796319685356837,-0.8796319685356837,-0.8796319685356837,-0.8796319685356837,-0.8796319685356837,-0.8796319685356837,-0.8796319685356837
mp-300007955,inf,inf,inf,inf,inf,inf,inf,inf
mp-300009158,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300009615,inf,inf,inf,inf,inf,inf,inf,inf
mp-300010179,inf,inf,inf,inf,inf,inf,inf,inf
mp-300010189,inf,inf,inf,inf,inf,inf,inf,inf
mp-300011206,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300011977,inf,inf,inf,inf,inf,inf,inf,inf
mp-300016730,inf,inf,inf,inf,inf,inf,inf,inf
mp-300016742,inf,inf,inf,inf,inf,inf,inf,inf
mp-300018162,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300018274,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300018713,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300018722,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300018767,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300018782,inf,inf,inf,inf,inf,inf,inf,inf
mp-300018782,-2.363957037825256,-2.363957037825256,-2.363957037825256,-2.363957037825256,-2.363957037825256,-2.363957037825256,-2.363957037825256,-2.363957037825256
mp-300018793,inf,inf,inf,inf,inf,inf,inf,inf
mp-300018793,0.2609170178539513,0.2609170178539513,0.2609170178539513,0.2609170178539513,0.2609170178539513,0.2609170178539513,0.2609170178539513,0.2609170178539513
mp-300018793,-0.25588536655504185,-0.25588536655504185,-0.25588536655504185,-0.25588536655504185,-0.25588536655504185,-0.25588536655504185,-0.25588536655504185,-0.25588536655504185
mp-300018809,-0.98259171316451,-0.98259171316451,-0.98259171316451,-0.98259171316451,-0.98259171316451,-0.98259171316451,-0.98259171316451,-0.98259171316451
mp-300018860,-0.9235637739485516,-0.9235637739485516,-0.9235637739485516,-0.9235637739485516,-0.9235637739485516,-0.9235637739485516,-0.9235637739485516,-0.9235637739485516
mp-300018878,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300018915,inf,inf,inf,inf,inf,inf,inf,inf
mp-300018925,0.005490607219017063,0.005490607219017063,0.005490607219017063,0.005490607219017063,0.005490607219017063,0.005490607219017063,0.005490607219017063,0.005490607219017063
mp-300018925,-0.1763922379880447,-0.1763922379880447,-0.1763922379880447,-0.1763922379880447,-0.1763922379880447,-0.1763922379880447,-0.1763922379880447,-0.1763922379880447
mp-300018932,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300018934,inf,inf,inf,inf,inf,inf,inf,inf
mp-300018939,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300018951,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300018968,-0.018806076822221574,-0.018806076822221574,-0.018806076822221574,-0.018806076822221574,-0.018806076822221574,-0.018806076822221574,-0.018806076822221574,-0.018806076822221574
mp-300018987,inf,inf,inf,inf,inf,inf,inf,inf
mp-300018988,0.0018312485587420688,0.0018312485587420688,0.0018312485587420688,0.0018312485587420688,0.0018312485587420688,0.0018312485587420688,0.0018312485587420688,0.0018312485587420688
mp-300018997,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300019013,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300019017,0.3320243119020425,0.3320243119020425,0.3320243119020425,0.3320243119020425,0.3320243119020425,0.3320243119020425,0.3320243119020425,0.3320243119020425
mp-300019043,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300019107,inf,inf,inf,inf,inf,inf,inf,inf
mp-300019131,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300019131,-0.0006260162363551648,-0.0006260162363551648,-0.0006260162363551648,-0.0006260162363551648,-0.0006260162363551648,-0.0006260162363551648,-0.0006260162363551648,-0.0006260162363551648
mp-300019183,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300019206,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300019279,inf,inf,inf,inf,inf,inf,inf,inf
mp-300019279,0.061773050912628864,0.061773050912628864,0.061773050912628864,0.061773050912628864,0.061773050912628864,0.061773050912628864,0.061773050912628864,0.061773050912628864
mp-300019308,inf,inf,inf,inf,inf,inf,inf,inf
mp-300019308,-2.364637701408812,-2.364637701408812,-2.364637701408812,-2.364637701408812,-2.364637701408812,-2.364637701408812,-2.364637701408812,-2.364637701408812
mp-300019308,0.13946381120342766,0.13946381120342766,0.13946381120342766,0.13946381120342766,0.13946381120342766,0.13946381120342766,0.13946381120342766,0.13946381120342766
mp-300019338,inf,inf,inf,inf,inf,inf,inf,inf
mp-300019340,inf,inf,inf,inf,inf,inf,inf,inf
mp-300019340,-0.006040239298694239,-0.006040239298694239,-0.006040239298694239,-0.006040239298694239,-0.006040239298694239,-0.006040239298694239,-0.006040239298694239,-0.006040239298694239
mp-300019377,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300019408,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300019431,inf,inf,inf,inf,inf,inf,inf,inf
mp-300019433,inf,inf,inf,inf,inf,inf,inf,inf
mp-300019445,inf,inf,inf,inf,inf,inf,inf,inf
mp-300019492,inf,inf,inf,inf,inf,inf,inf,inf
mp-300019511,0.009010149298092015,0.009010149298092015,0.009010149298092015,0.009010149298092015,0.009010149298092015,0.009010149298092015,0.009010149298092015,0.009010149298092015
mp-300019511,-0.005138067290912472,-0.005138067290912472,-0.005138067290912472,-0.005138067290912472,-0.005138067290912472,-0.005138067290912472,-0.005138067290912472,-0.005138067290912472
mp-300019615,inf,inf,inf,inf,inf,inf,inf,inf
mp-300019615,0.030188404493993737,0.030188404493993737,0.030188404493993737,0.030188404493993737,0.030188404493993737,0.030188404493993737,0.030188404493993737,0.030188404493993737
mp-300019615,0.016749641379052216,0.016749641379052216,0.016749641379052216,0.016749641379052216,0.016749641379052216,0.016749641379052216,0.016749641379052216,0.016749641379052216
mp-300019616,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300019623,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300019667,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300019682,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300021471,-0.7919345000189691,-0.7919345000189691,-0.7919345000189691,-0.7919345000189691,-0.7919345000189691,-0.7919345000189691,-0.7919345000189691,-0.7919345000189691
mp-300021496,inf,inf,inf,inf,inf,inf,inf,inf
mp-300022902,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300024850,inf,inf,inf,inf,inf,inf,inf,inf
mp-300024850,0.03425664182294419,0.03425664182294419,0.03425664182294419,0.03425664182294419,0.03425664182294419,0.03425664182294419,0.03425664182294419,0.03425664182294419
mp-300024850,-0.2299151626528856,-0.2299151626528856,-0.2299151626528856,-0.2299151626528856,-0.2299151626528856,-0.2299151626528856,-0.2299151626528856,-0.2299151626528856
mp-300024979,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300025044,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300025083,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300025372,inf,inf,inf,inf,inf,inf,inf,inf
mp-300025385,inf,inf,inf,inf,inf,inf,inf,inf
mp-300025401,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300025401,0.1258588507528131,0.1258588507528131,0.1258588507528131,0.1258588507528131,0.1258588507528131,0.1258588507528131,0.1258588507528131,0.1258588507528131
mp-300025405,inf,inf,inf,inf,inf,inf,inf,inf
mp-300025417,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300025417,0.006254806634304,0.006254806634304,0.006254806634304,0.006254806634304,0.006254806634304,0.006254806634304,0.006254806634304,0.006254806634304
mp-300025456,0.0074541440834750014,0.0074541440834750014,0.0074541440834750014,0.0074541440834750014,0.0074541440834750014,0.0074541440834750014,0.0074541440834750014,0.0074541440834750014
mp-300025462,-0.28757249479945024,-0.28757249479945024,-0.28757249479945024,-0.28757249479945024,-0.28757249479945024,-0.28757249479945024,-0.28757249479945024,-0.28757249479945024
mp-300025462,-0.030244061803640362,-0.030244061803640362,-0.030244061803640362,-0.030244061803640362,-0.030244061803640362,-0.030244061803640362,-0.030244061803640362,-0.030244061803640362
mp-300025488,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300025488,0.08659267214403199,0.08659267214403199,0.08659267214403199,0.08659267214403199,0.08659267214403199,0.08659267214403199,0.08659267214403199,0.08659267214403199
mp-300025490,0.025865619756526133,0.025865619756526133,0.025865619756526133,0.025865619756526133,0.025865619756526133,0.025865619756526133,0.025865619756526133,0.025865619756526133
mp-300025490,-0.021182228231769296,-0.021182228231769296,-0.021182228231769296,-0.021182228231769296,-0.021182228231769296,-0.021182228231769296,-0.021182228231769296,-0.021182228231769296
mp-300025507,inf,inf,inf,inf,inf,inf,inf,inf
mp-300025508,inf,inf,inf,inf,inf,inf,inf,inf
mp-300025508,0.05272305363144403,0.05272305363144403,0.05272305363144403,0.05272305363144403,0.05272305363144403,0.05272305363144403,0.05272305363144403,0.05272305363144403
mp-300025510,0.0009959286900027564,0.0009959286900027564,0.0009959286900027564,0.0009959286900027564,0.0009959286900027564,0.0009959286900027564,0.0009959286900027564,0.0009959286900027564
mp-300025510,-0.7993192779255547,-0.7993192779255547,-0.7993192779255547,-0.7993192779255547,-0.7993192779255547,-0.7993192779255547,-0.7993192779255547,-0.7993192779255547
mp-300025536,1.5450265177170217,1.5450265177170217,1.5450265177170217,1.5450265177170217,1.5450265177170217,1.5450265177170217,1.5450265177170217,1.5450265177170217
mp-300025536,-0.8158953522959618,-0.8158953522959618,-0.8158953522959618,-0.8158953522959618,-0.8158953522959618,-0.8158953522959618,-0.8158953522959618,-0.8158953522959618
mp-300025562,inf,inf,inf,inf,inf,inf,inf,inf
mp-300025562,0.12335677920899002,0.12335677920899002,0.12335677920899002,0.12335677920899002,0.12335677920899002,0.12335677920899002,0.12335677920899002,0.12335677920899002
mp-300025576,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300025605,inf,inf,inf,inf,inf,inf,inf,inf
mp-300025605,0.05074520367743096,0.05074520367743096,0.05074520367743096,0.05074520367743096,0.05074520367743096,0.05074520367743096,0.05074520367743096,0.05074520367743096
mp-300025612,-0.03808027137182668,-0.03808027137182668,-0.03808027137182668,-0.03808027137182668,-0.03808027137182668,-0.03808027137182668,-0.03808027137182668,-0.03808027137182668
mp-300025612,-0.009469990278541118,-0.009469990278541118,-0.009469990278541118,-0.009469990278541118,-0.009469990278541118,-0.009469990278541118,-0.009469990278541118,-0.009469990278541118
mp-300025613,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300025614,inf,inf,inf,inf,inf,inf,inf,inf
mp-300025614,-2.67181783,-2.67181783,-2.67181783,-2.67181783,-2.67181783,-2.67181783,-2.67181783,-2.67181783
mp-300025630,inf,inf,inf,inf,inf,inf,inf,inf
mp-300025630,0.09451687242410277,0.09451687242410277,0.09451687242410277,0.09451687242410277,0.09451687242410277,0.09451687242410277,0.09451687242410277,0.09451687242410277
mp-300025637,inf,inf,inf,inf,inf,inf,inf,inf
mp-300025637,-2.7862100300000003,-2.7862100300000003,-2.7862100300000003,-2.7862100300000003,-2.7862100300000003,-2.7862100300000003,-2.7862100300000003,-2.7862100300000003
mp-300025638,1.5068489814902617,1.5068489814902617,1.5068489814902617,1.5068489814902617,1.5068489814902617,1.5068489814902617,1.5068489814902617,1.5068489814902617
mp-300025638,-0.8485539222639307,-0.8485539222639307,-0.8485539222639307,-0.8485539222639307,-0.8485539222639307,-0.8485539222639307,-0.8485539222639307,-0.8485539222639307
mp-300025647,inf,inf,inf,inf,inf,inf,inf,inf
mp-300025652,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300025656,-0.04664732274385042,-0.04664732274385042,-0.04664732274385042,-0.04664732274385042,-0.04664732274385042,-0.04664732274385042,-0.04664732274385042,-0.04664732274385042
mp-300025656,0.02854867885918555,0.02854867885918555,0.02854867885918555,0.02854867885918555,0.02854867885918555,0.02854867885918555,0.02854867885918555,0.02854867885918555
mp-300025660,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300025666,0.03950356801871235,0.03950356801871235,0.03950356801871235,0.03950356801871235,0.03950356801871235,0.03950356801871235,0.03950356801871235,0.03950356801871235
mp-300025666,-0.06427581689220974,-0.06427581689220974,-0.06427581689220974,-0.06427581689220974,-0.06427581689220974,-0.06427581689220974,-0.06427581689220974,-0.06427581689220974
mp-300025688,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300025688,0.07747549917414709,0.07747549917414709,0.07747549917414709,0.07747549917414709,0.07747549917414709,0.07747549917414709,0.07747549917414709,0.07747549917414709
mp-300025742,inf,inf,inf,inf,inf,inf,inf,inf
mp-300025839,0.07429258852365406,0.07429258852365406,0.07429258852365406,0.07429258852365406,0.07429258852365406,0.07429258852365406,0.07429258852365406,0.07429258852365406
mp-300025871,-0.5105137673987326,-0.5105137673987326,-0.5105137673987326,-0.5105137673987326,-0.5105137673987326,-0.5105137673987326,-0.5105137673987326,-0.5105137673987326
mp-300025881,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300025885,inf,inf,inf,inf,inf,inf,inf,inf
mp-300025907,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300025929,inf,inf,inf,inf,inf,inf,inf,inf
mp-300025929,0.07075512631775638,0.07075512631775638,0.07075512631775638,0.07075512631775638,0.07075512631775638,0.07075512631775638,0.07075512631775638,0.07075512631775638
mp-300025943,-0.041298227489253936,-0.041298227489253936,-0.041298227489253936,-0.041298227489253936,-0.041298227489253936,-0.041298227489253936,-0.041298227489253936,-0.041298227489253936
mp-300025959,inf,inf,inf,inf,inf,inf,inf,inf
mp-300026113,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300026129,inf,inf,inf,inf,inf,inf,inf,inf
mp-300026157,inf,inf,inf,inf,inf,inf,inf,inf
mp-300026173,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300026209,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300026223,-0.017045162924191743,-0.017045162924191743,-0.017045162924191743,-0.017045162924191743,-0.017045162924191743,-0.017045162924191743,-0.017045162924191743,-0.017045162924191743
mp-300026261,0.11581464296412315,0.11581464296412315,0.11581464296412315,0.11581464296412315,0.11581464296412315,0.11581464296412315,0.11581464296412315,0.11581464296412315
mp-300026267,0.019384637499999968,0.019384637499999968,0.019384637499999968,0.019384637499999968,0.019384637499999968,0.019384637499999968,0.019384637499999968,0.019384637499999968
mp-300026299,inf,inf,inf,inf,inf,inf,inf,inf
mp-300026303,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300026311,-0.06799105557013768,-0.06799105557013768,-0.06799105557013768,-0.06799105557013768,-0.06799105557013768,-0.06799105557013768,-0.06799105557013768,-0.06799105557013768
mp-300026311,-0.02128963473259049,-0.02128963473259049,-0.02128963473259049,-0.02128963473259049,-0.02128963473259049,-0.02128963473259049,-0.02128963473259049,-0.02128963473259049
mp-300026341,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300026377,0.06306926604319685,0.06306926604319685,0.06306926604319685,0.06306926604319685,0.06306926604319685,0.06306926604319685,0.06306926604319685,0.06306926604319685
mp-300026377,-0.06381957731138439,-0.06381957731138439,-0.06381957731138439,-0.06381957731138439,-0.06381957731138439,-0.06381957731138439,-0.06381957731138439,-0.06381957731138439
mp-300026389,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300026407,inf,inf,inf,inf,inf,inf,inf,inf
mp-300026409,inf,inf,inf,inf,inf,inf,inf,inf
mp-300026513,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300026531,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300026541,inf,inf,inf,inf,inf,inf,inf,inf
mp-300026549,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300026585,0.03176265143319057,0.03176265143319057,0.03176265143319057,0.03176265143319057,0.03176265143319057,0.03176265143319057,0.03176265143319057,0.03176265143319057
mp-300026585,-0.046664391548739324,-0.046664391548739324,-0.046664391548739324,-0.046664391548739324,-0.046664391548739324,-0.046664391548739324,-0.046664391548739324,-0.046664391548739324
mp-300026629,inf,inf,inf,inf,inf,inf,inf,inf
mp-300026649,inf,inf,inf,inf,inf,inf,inf,inf
mp-300026675,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300026695,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300026695,0.37045727500000014,0.37045727500000014,0.37045727500000014,0.37045727500000014,0.37045727500000014,0.37045727500000014,0.37045727500000014,0.37045727500000014
mp-300026701,0.04615995429072006,0.04615995429072006,0.04615995429072006,0.04615995429072006,0.04615995429072006,0.04615995429072006,0.04615995429072006,0.04615995429072006
mp-300026721,-0.027677561150446728,-0.027677561150446728,-0.027677561150446728,-0.027677561150446728,-0.027677561150446728,-0.027677561150446728,-0.027677561150446728,-0.027677561150446728
mp-300026725,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300026741,inf,inf,inf,inf,inf,inf,inf,inf
mp-300026767,inf,inf,inf,inf,inf,inf,inf,inf
mp-300026795,inf,inf,inf,inf,inf,inf,inf,inf
mp-300026823,inf,inf,inf,inf,inf,inf,inf,inf
mp-300026835,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300026851,0.08822088636003089,0.08822088636003089,0.08822088636003089,0.08822088636003089,0.08822088636003089,0.08822088636003089,0.08822088636003089,0.08822088636003089
mp-300026855,0.07694242732075507,0.07694242732075507,0.07694242732075507,0.07694242732075507,0.07694242732075507,0.07694242732075507,0.07694242732075507,0.07694242732075507
mp-300026875,inf,inf,inf,inf,inf,inf,inf,inf
mp-300026875,0.2815513085406929,0.2815513085406929,0.2815513085406929,0.2815513085406929,0.2815513085406929,0.2815513085406929,0.2815513085406929,0.2815513085406929
mp-300026897,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300026949,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300027017,inf,inf,inf,inf,inf,inf,inf,inf
mp-300027033,0.05258805377980536,0.05258805377980536,0.05258805377980536,0.05258805377980536,0.05258805377980536,0.05258805377980536,0.05258805377980536,0.05258805377980536
mp-300027047,-0.4048531040855901,-0.4048531040855901,-0.4048531040855901,-0.4048531040855901,-0.4048531040855901,-0.4048531040855901,-0.4048531040855901,-0.4048531040855901
mp-300027683,inf,inf,inf,inf,inf,inf,inf,inf
mp-300030404,0.1212242884333774,0.1212242884333774,0.1212242884333774,0.1212242884333774,0.1212242884333774,0.1212242884333774,0.1212242884333774,0.1212242884333774
mp-300031519,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031537,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031539,-0.018198002747289,-0.018198002747289,-0.018198002747289,-0.018198002747289,-0.018198002747289,-0.018198002747289,-0.018198002747289,-0.018198002747289
mp-300031539,-0.004989683824129602,-0.004989683824129602,-0.004989683824129602,-0.004989683824129602,-0.004989683824129602,-0.004989683824129602,-0.004989683824129602,-0.004989683824129602
mp-300031540,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031541,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031549,0.043185135607091814,0.043185135607091814,0.043185135607091814,0.043185135607091814,0.043185135607091814,0.043185135607091814,0.043185135607091814,0.043185135607091814
mp-300031553,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031555,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031557,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031560,0.10923583413434156,0.10923583413434156,0.10923583413434156,0.10923583413434156,0.10923583413434156,0.10923583413434156,0.10923583413434156,0.10923583413434156
mp-300031568,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031571,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031580,-0.06646425636687026,-0.06646425636687026,-0.06646425636687026,-0.06646425636687026,-0.06646425636687026,-0.06646425636687026,-0.06646425636687026,-0.06646425636687026
mp-300031581,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031583,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031585,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031585,-2.5926325752335497,-2.5926325752335497,-2.5926325752335497,-2.5926325752335497,-2.5926325752335497,-2.5926325752335497,-2.5926325752335497,-2.5926325752335497
mp-300031592,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031600,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031604,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031604,1.1614429023059918,1.1614429023059918,1.1614429023059918,1.1614429023059918,1.1614429023059918,1.1614429023059918,1.1614429023059918,1.1614429023059918
mp-300031606,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031609,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031612,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031612,0.04639392716421309,0.04639392716421309,0.04639392716421309,0.04639392716421309,0.04639392716421309,0.04639392716421309,0.04639392716421309,0.04639392716421309
mp-300031614,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031615,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031618,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031618,-0.16645881882641156,-0.16645881882641156,-0.16645881882641156,-0.16645881882641156,-0.16645881882641156,-0.16645881882641156,-0.16645881882641156,-0.16645881882641156
mp-300031636,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031640,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031641,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031642,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031643,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031644,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031647,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031648,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031649,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031654,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031657,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031660,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031661,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031663,0.02487846250000003,0.02487846250000003,0.02487846250000003,0.02487846250000003,0.02487846250000003,0.02487846250000003,0.02487846250000003,0.02487846250000003
mp-300031664,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031670,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031681,0.01266737342354407,0.01266737342354407,0.01266737342354407,0.01266737342354407,0.01266737342354407,0.01266737342354407,0.01266737342354407,0.01266737342354407
mp-300031702,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031705,-0.028524874060734895,-0.028524874060734895,-0.028524874060734895,-0.028524874060734895,-0.028524874060734895,-0.028524874060734895,-0.028524874060734895,-0.028524874060734895
mp-300031706,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031706,0.0998417989521334,0.0998417989521334,0.0998417989521334,0.0998417989521334,0.0998417989521334,0.0998417989521334,0.0998417989521334,0.0998417989521334
mp-300031709,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031712,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031713,-0.02235553087690671,-0.02235553087690671,-0.02235553087690671,-0.02235553087690671,-0.02235553087690671,-0.02235553087690671,-0.02235553087690671,-0.02235553087690671
mp-300031714,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031718,0.046620915658812656,0.046620915658812656,0.046620915658812656,0.046620915658812656,0.046620915658812656,0.046620915658812656,0.046620915658812656,0.046620915658812656
mp-300031718,-0.07451403539560471,-0.07451403539560471,-0.07451403539560471,-0.07451403539560471,-0.07451403539560471,-0.07451403539560471,-0.07451403539560471,-0.07451403539560471
mp-300031721,-0.100357232105883,-0.100357232105883,-0.100357232105883,-0.100357232105883,-0.100357232105883,-0.100357232105883,-0.100357232105883,-0.100357232105883
mp-300031722,-0.020804420470272127,-0.020804420470272127,-0.020804420470272127,-0.020804420470272127,-0.020804420470272127,-0.020804420470272127,-0.020804420470272127,-0.020804420470272127
mp-300031723,0.00612850507853957,0.00612850507853957,0.00612850507853957,0.00612850507853957,0.00612850507853957,0.00612850507853957,0.00612850507853957,0.00612850507853957
mp-300031724,0.04638853914076524,0.04638853914076524,0.04638853914076524,0.04638853914076524,0.04638853914076524,0.04638853914076524,0.04638853914076524,0.04638853914076524
mp-300031728,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031730,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031730,-0.4250753928332821,-0.4250753928332821,-0.4250753928332821,-0.4250753928332821,-0.4250753928332821,-0.4250753928332821,-0.4250753928332821,-0.4250753928332821
mp-300031735,-0.037202165221951855,-0.037202165221951855,-0.037202165221951855,-0.037202165221951855,-0.037202165221951855,-0.037202165221951855,-0.037202165221951855,-0.037202165221951855
mp-300031739,-0.031787822654140374,-0.031787822654140374,-0.031787822654140374,-0.031787822654140374,-0.031787822654140374,-0.031787822654140374,-0.031787822654140374,-0.031787822654140374
mp-300031743,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031768,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031773,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031777,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031779,0.04274033399253563,0.04274033399253563,0.04274033399253563,0.04274033399253563,0.04274033399253563,0.04274033399253563,0.04274033399253563,0.04274033399253563
mp-300031784,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031785,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031787,1.6472292885660282,1.6472292885660282,1.6472292885660282,1.6472292885660282,1.6472292885660282,1.6472292885660282,1.6472292885660282,1.6472292885660282
mp-300031797,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031800,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031806,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031808,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031812,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031817,0.08308727862040399,0.08308727862040399,0.08308727862040399,0.08308727862040399,0.08308727862040399,0.08308727862040399,0.08308727862040399,0.08308727862040399
mp-300031824,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031828,inf,inf,inf,inf,inf,inf,inf,inf
mp-300031830,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
mp-300031832,-0.022675286489200808,-0.022675286489200808,-0.022675286489200808,-0.022675286489200808,-0.022675286489200808,-0.022675286489200808,-0.022675286489200808,-0.022675286489200808
