,VolRatio,VoverLi,dVoriginal,dvnormweight,dVraw,dVweight,VnormLiFrac,dVdensity,dvnormweight2,dVperAtom,dVnormLiPerFormulaUnit,dVraw3,dVnormLiPerFormulaUnit2,avgVolt3,energy_grav2,avgVolt2,volumetricCap4,energy_vol4,gravCap3,volumetricCap3,volumetricCap2,energy_vol3,avgVolt4,energy_grav4,gravCap2,gravCap4,energy_vol2,energy_grav3,Anisotropy Ratio,Mean Anisotropy,Anisotropy Ratio Std,Std Anisotropy
"mp-300025660, Co2P3O10, LiCo2P3O10, mp-25658, mp-25660",0.9977547365015362,0.008216308217770595,0.01643261643554128,-0.00016173919452987554,0.01643261643554119,-0.8480869369648396,1.0,0.4035692092385155,-0.00016173919452987495,-0.7535107534668829,0.01643261643554128,-0.002245263498463724,0.01643261643554119,0.003625034908550098,5.108888636740196e-05,0.003625034908550098,-9.047611578852743e-06,-1.995902961710132e-06,0.0002315906177384232,6.621758685997294e-05,6.621758685997294e-05,1.460759854457375e-05,-0.0004953050898955193,-6.980508075986792e-06,0.0002315906177384232,-3.164328472184789e-05,1.460759854457375e-05,5.108888636740196e-05,0.01987509034656096,0.17873683547322106,0.0081876698896571,0.07708521996028526
"mp-300025666, LiMnPCO7, Li2MnPCO7, mp-769716, mp-769717",0.9933836675490084,0.012589413020336636,0.02517882604067334,-0.00047661233619014897,0.02517882604067327,-1.5296981713903204,0.4679420491338699,0.971252201982498,-0.0004766123361901472,-0.7953362049078548,0.02517882604067334,-0.006616332450991623,0.02517882604067327,0.006213748175495855,5.188663563987081e-05,0.006213748175495855,-2.1133241278373182e-05,-5.215359891032222e-06,0.00021025064674556936,8.04237407604849e-05,8.04237407604849e-05,1.984734600452611e-05,-0.0016328093942668937,-1.3634441518532215e-05,0.00021025064674556936,-5.524833344722095e-05,1.984734600452611e-05,5.188663563987081e-05,0.03291524548989826,0.23831744139090283,0.014344870307452278,0.10129836163618068
"mp-300025666, Li2MnPCO7, Li3MnPCO7, mp-769717, mp-25666",0.965297016453766,-0.0023825074115235534,0.004787828898719759,-0.0024998547432815055,-0.004765014823047107,-8.536945825773321,0.27431990135092477,5.038124660097123,-0.0024998547432815168,-1.2686162134518775,0.004787828898719759,-0.034702983546234016,-0.004765014823047107,-0.0014351722370059656,-1.2355791124305133e-05,-0.0014351722370059656,-0.00011031669465052014,-3.3226225587992436e-05,-4.1023318553467184e-05,-1.5147420524778908e-05,-1.5147420524778908e-05,-4.56224339413815e-06,-0.010452172842346166,-8.998562061413894e-05,-4.1023318553467184e-05,-0.00029876749635429503,-4.56224339413815e-06,-1.2355791124305133e-05,0.06642043757801751,0.4740810305403409,0.030707338747854557,0.20436794292879612
"mp-300025688, FePO4F, LiFePO4F, mp-25518, mp-25515",0.9350041199930545,-0.013389284789574407,0.02751539242982859,-0.0046820256452200955,-0.026778569579148814,-11.488396505475013,1.0,6.305075332105336,-0.004682025645220098,-1.1874499870540416,0.02751539242982859,-0.0649958800069454,-0.026778569579148814,-0.005260801729591913,-3.469498526762116e-05,-0.005260801729591913,-0.0001324634097652417,-2.6023187427577915e-05,-0.00017660465548634285,-5.457546900989382e-05,-5.457546900989382e-05,-1.0721660128705999e-05,-0.012768808914391437,-8.421028959862471e-05,-0.00017660465548634285,-0.0004286478022185354,-1.0721660128705999e-05,-3.469498526762116e-05,0.0259302044820236,0.15946621257332083,0.01219420489220342,0.07487047783261438
"mp-300025688, LiFePO4F, Li2FePO4F, mp-25515, mp-25688",1.032331291439447,0.0364348897972038,0.07286977959440755,0.002329008171693338,0.0728697795944076,6.181910313819833,0.47570524335893777,-3.2872157707555574,0.002329008171693339,-0.4766191579939876,0.07286977959440755,0.03233129143944693,0.0728697795944076,0.0256793445311828,0.00017600565749512274,0.0256793445311828,7.069361113051389e-05,2.4912461743101607e-05,0.0004994478520845501,0.0001593325732583675,0.0001593325732583675,5.6148873600484296e-05,0.011393562278255553,7.80912229890017e-05,0.0004994478520845501,0.0002215979539725496,5.6148873600484296e-05,0.00017600565749512274,0.01120223190137251,0.07270485411912109,0.004771662122263591,0.03209590153284599
"mp-300025742, Cr(GeO3)2, LiCr(GeO3)2, mvc-8434, mp-25742",0.9342783999479324,-0.010902412924184327,0.04559817210002737,-0.0023671517091221504,-0.043609651696737306,-19.730511577231418,1.0,8.000492043064952,-0.002367151709122161,-1.3924868652706353,0.04559817210002737,-0.06572160005206767,-0.043609651696737306,-0.009175562950449656,-0.00010277893707014052,-0.009175562950449656,-0.0001679519813551087,-3.533745209186897e-05,-0.0004884881365420808,-0.00011144475184521587,-0.00011144475184521587,-2.3448211491437413e-05,-0.01382796365069659,-0.00015489222988693976,-0.0004884881365420808,-0.0007361723997075713,-2.3448211491437413e-05,-0.00010277893707014052,0.04077491554418989,0.5378499215170036,0.01686226104784514,0.22947539672662334
"mp-300025839, LiTi2(PO4)3, Li3Ti2(PO4)3, mp-25840, mp-25839",1.0225558668828911,0.007397502020072914,0.059180016160583326,0.0004062070826050135,0.05918001616058331,4.61032656472445,0.6503234910785759,-2.7114623228342376,0.00040620708260501366,-0.49487278717561767,0.029590008080291663,0.0225558668828912,0.029590008080291656,0.036408148457053875,0.00013634338121197223,0.036408148457053875,6.045580442314179e-05,3.719302638505169e-05,0.0004432416283421193,0.00015861839854518586,7.930919927259293e-05,9.758365368780837e-05,0.013876598948900209,0.00010393181200341945,0.00022162081417105965,0.00016893708069819213,4.8791826843904184e-05,0.00027268676242394446,0.40006476858752094,6.83721683070279,0.1644978361514989,2.7924538966741115
"mp-300025871, LiCu2P5O16, Li3Cu2P5O16, mp-585339, mp-25871",0.989160827740585,0.0035903202230086607,0.014361280892034589,-0.00039040384164439263,0.014361280892034643,-3.067398396681421,0.6440014835803393,1.73144671442104,-0.00039040384164439436,-0.8636500479606087,0.0071806404460172946,-0.010839172259414965,0.0071806404460173215,0.003286138359537225,1.7127871341501726e-05,0.003286138359537225,-3.820660098346293e-05,-8.742408008252704e-06,0.00014970652145795632,5.062155259842817e-05,2.5310776299214086e-05,1.1583188648951943e-05,-0.0024802118985814883,-2.5854511070889822e-05,7.485326072897816e-05,-0.00011299095022510176,5.7915943244759714e-06,3.425574268300345e-05,0.1238664833914878,1.3205750247974644,0.051264333142609635,0.5881746179471271
"mp-300025881, Bi(PO3)4, LiBi(PO3)4, mp-684096, mp-25881",0.9863006910627458,-0.0001640503046970285,0.0006566321015735177,-0.0004934198579907156,-0.000656201218788114,-7.285419184040884,1.0,3.6945797192100494,-0.0004934198579907179,-1.0111554207193998,0.0006566321015735177,-0.01369930893725429,-0.000656201218788114,-0.00012457914399394577,-2.471965543510327e-06,-0.00012457914399394577,-8.187786412214742e-05,-1.5544430477023205e-05,-1.3020693114832522e-05,-3.9219755153203615e-06,-3.9219755153203615e-06,-7.445831224851653e-07,-0.00260080007754881,-5.16064565154829e-05,-1.3020693114832522e-05,-0.0002718289641197197,-7.445831224851653e-07,-2.471965543510327e-06,0.006103711821256717,0.04621009195532899,0.0024962980323064853,0.018902407133295482
"mp-300025885, CuPO4, LiCuPO4, mp-25886, mp-25885",0.9996056660107346,0.0216877005058135,0.04337540101162696,-2.8406136670891105e-05,0.043375401011627,-0.06524585594476386,1.0,0.029186365670752244,-2.840613667089112e-05,-0.7397475939302381,0.04337540101162696,-0.0003943339892653105,0.043375401011627,0.009777447694311605,6.036085836307135e-05,0.009777447694311605,-6.555425018408835e-07,-1.477688361066518e-07,0.00026777708444581717,7.210745122552113e-05,7.210745122552113e-05,1.62540706549012e-05,-8.888862959669927e-05,-5.487520004116611e-07,0.00026777708444581717,-2.4344122124668792e-06,1.62540706549012e-05,6.036085836307135e-05,0.010854788785463403,0.031121563568700772,0.004433617984346898,0.014659953971483062
"mp-300025907, Sn(PO3)4, LiSn(PO3)4, mp-25908, mp-25907",1.051262818202991,0.01701315700865027,0.06805262803460099,0.0018463772584278813,0.06805262803460108,22.63452569458211,1.0,-13.388550108177101,0.0018463772584278594,0.15689467658821876,0.06805262803460099,0.051262818202991084,0.06805262803460108,0.02457311471422734,0.0004048277860549116,0.02457311471422734,0.000316254692604039,0.00011419636632284706,0.0011211275030802382,0.0004198357350303461,0.0004198357350303461,0.00015159843162540588,0.01851048443913435,0.00030494947512535036,0.0011211275030802382,0.0008445251422700987,0.00015159843162540588,0.0004048277860549116,0.04015359834977875,0.5527590500000006,0.017107616705312047,0.24259002013061276
"mp-300025929, Bi2(PO4)3, LiBi2(PO4)3, mp-26074, mp-504151",1.027319516412674,0.018732229072382676,0.0374644581447654,0.001967981300437573,0.03746445814476535,19.39182674755378,1.0,-7.345923936355548,0.0019679813004375496,-0.36310421153898936,0.0374644581447654,0.02731951641267406,0.03746445814476535,0.008042603273138353,0.0002130019337566498,0.008042603273138353,0.00016956807562120227,3.640166780849072e-05,0.0009922162962622627,0.00023253618313872352,0.00023253618313872352,4.99192130420791e-05,0.00586475937466159,0.00015532347492417078,0.0009922162962622627,0.0007235356050237446,4.99192130420791e-05,0.0002130019337566498,0.030054809318823334,0.16864174669261622,0.012269952970680956,0.07610185193609235
"mp-300025929, LiBi2(PO4)3, Li3Bi2(PO4)3, mp-504151, mp-25929",1.015208664970409,0.008765821947230764,0.03506328778892298,0.0005477836396199787,0.03506328778892306,5.557584697683784,0.6421761116061353,-2.1798824425301135,0.000547783639619981,-0.7246910222467334,0.01753164389446149,0.015208664970409154,0.01753164389446153,0.007958079711476954,5.3721333288875966e-05,0.007958079711476954,4.8853882814517786e-05,1.1088038748491467e-05,0.00047339223476134827,0.00011263169752668145,5.6315848763340724e-05,2.5563262417150034e-05,0.003451808879653859,4.6603145984063326e-05,0.00023669611738067414,0.00020533339433026842,1.2781631208575017e-05,0.00010744266657775193,0.007588991710704117,0.08278946435072143,0.003099576383187876,0.035977083307432337
"mp-300025943, LiCuP2O7, Li2CuP2O7, mp-684120, mp-25943",0.9688150392975288,-0.0009184671177175254,0.0036874155506003703,-0.001123215700276295,-0.0036738684708701014,-8.068112139351124,0.4525341369723997,4.3188517510372515,-0.0011232157002763,-1.144453808497528,0.0036874155506003703,-0.031184960702471193,-0.0036738684708701014,-0.0007993509035828185,-7.497118717208104e-06,-0.0007993509035828185,-9.436129912093237e-05,-2.053089007231169e-05,-3.445724268786951e-05,-1.1116608579957735e-05,-1.1116608579957735e-05,-2.418723256867493e-06,-0.0067851439738155,-6.363792128968747e-05,-3.445724268786951e-05,-0.0002924840036209115,-2.418723256867493e-06,-7.497118717208104e-06,0.024329563411879716,0.2645410130890724,0.01001253281516059,0.10801136788756824
"mp-300025959, Bi(PO3)4, LiBi(PO3)4, mp-25960, mp-25959",0.9863113057720834,-0.0003227230688284251,0.0006458630074404059,-0.0009860750776485043,-0.0006454461376568502,-7.279774183450267,1.0,3.812787830165681,-0.0009860750776485088,-1.0109725843401665,0.0006458630074404059,-0.013688694227916598,-0.0006454461376568502,-0.0001166693418483255,-2.315015048161703e-06,-0.0001166693418483255,-8.449845648721806e-05,-1.5273744361306077e-05,-1.2807285082622618e-05,-3.984251636391553e-06,-3.984251636391553e-06,-7.201840541852424e-07,-0.002474336514169475,-4.9097099321646e-05,-1.2807285082622618e-05,-0.0002716183414191943,-7.201840541852424e-07,-2.315015048161703e-06,0.03477686329575011,0.3679613784859601,0.014198300799448955,0.17345865467987417
"mp-300026113, Ti(PO3)4, LiTi(PO3)4, mp-26114, mp-26113",0.9993950323008896,0.00461625530401564,0.018465021216062638,-2.1789644831814492e-05,0.01846502121606256,-0.2242590142343739,1.0,0.1552626632200647,-2.178964483181441e-05,-0.6860946393269368,0.018465021216062638,-0.0006049676991104953,0.01846502121606256,0.0063049357433843335,8.720463560441138e-05,0.0063049357433843335,-3.4865535782325556e-06,-1.190493962579399e-06,0.0002553928401671745,0.00010641772426472031,0.00010641772426472031,3.633664459928126e-05,-0.00020656799822123845,-2.8570770180040717e-06,0.0002553928401671745,-8.367410850891848e-06,3.633664459928126e-05,8.720463560441138e-05,0.014817342842848247,0.3232543899999989,0.006070308312721624,0.13210616966224364
"mp-300026129, BiP2O7, LiBiP2O7, mp-672945, mp-26129",0.9510923515881187,-0.007916959755663512,0.03270348781010379,-0.0017615490711670343,-0.03166783902265405,-19.067366849587163,1.0,7.02385951740167,-0.0017615490711670278,-1.3166783902265398,0.03270348781010379,-0.04890764841188136,-0.03166783902265405,-0.005904433220202759,-8.588816833786321e-05,-0.005904433220202759,-0.00015010343529939498,-2.7986617881134643e-05,-0.0004606526295475085,-9.719239383126484e-05,-9.719239383126484e-05,-1.812141328866256e-05,-0.009118776427988402,-0.0001326452473376457,-0.0004606526295475085,-0.0007114295620172067,-1.812141328866256e-05,-8.588816833786321e-05,0.043409977122378374,0.27246392175836576,0.01806127067705627,0.11986266443835839
"mp-300026157, Sb(PO3)4, LiSb(PO3)4, mp-684426, mp-26157",1.071373941737735,0.022091425052773662,0.08836570021109469,0.002570736988104552,0.08836570021109465,31.73205853439876,1.0,-16.64720111749091,0.002570736988104563,0.5022169035886099,0.08836570021109469,0.07137394173773509,0.08836570021109465,0.017533659430774007,0.0002908521754800251,0.017533659430774007,0.0004007508306584776,7.951760201729622e-05,0.0014658295517650554,0.0004961562567391692,0.0004961562567391692,9.844809478485878e-05,0.014162128333412216,0.00023492448062329067,0.0014658295517650554,0.001183966547825688,9.844809478485878e-05,0.0002908521754800251,0.09688229811334509,0.5664907222894762,0.04029554273589898,0.23191293694049472
"mp-300026173, Bi3(PO5)2, LiBi3(PO5)2, mp-584116, mp-26173",0.9686580929314017,-0.023421548186330875,0.023983273584250453,-0.004515474293127525,-0.023421548186330875,-26.823147624709712,1.0,7.349628444054367,-0.004515474293127545,-1.3513232227949632,0.023983273584250453,-0.03134190706859829,-0.023421548186330875,-0.004952266150939405,-0.00015813553907980218,-0.004952266150939405,-0.0001599661237120848,-3.382333283239911e-05,-0.000747895818932595,-0.00011954136251195013,-0.00011954136251195013,-2.5275897156559734e-05,-0.006626951568141529,-0.00021161151819051814,-0.000747895818932595,-0.001000808361065507,-2.5275897156559734e-05,-0.00015813553907980218,0.0659550421821464,0.3388772730137184,0.027537972851047365,0.1393718214487163
"mp-300026209, BiP2O7, LiBiP2O7, mp-26210, mp-26209",0.9971459811769776,0.007610286819512304,0.015220573639024515,-0.00020559132855657827,0.015220573639024609,-1.1126812607284362,1.0,0.46578604966124915,-0.00020559132855657748,-0.8477942636097547,0.015220573639024515,-0.0028540188230224087,0.015220573639024609,0.0031861351204771635,4.6346753256246236e-05,0.0031861351204771635,-1.0436078716635437e-05,-2.184592887740021e-06,0.00022140434858919397,5.56559414842934e-05,5.56559414842934e-05,1.1650503721599083e-05,-0.000597434092971369,-8.690507290747454e-06,0.00022140434858919397,-4.151566119377012e-05,1.1650503721599083e-05,4.6346753256246236e-05,0.058102532638526785,0.4435002761140403,0.02706059726405698,0.18113436410680284
"mp-300026223, Li3Cu(PO4)2, Li4Cu(PO4)2, mp-26224, mp-26223",0.9614332012162304,-0.0035598343710375115,0.014445025071104567,-0.001389093746714068,-0.014239337484150046,-11.738052664627544,0.1848209619964338,6.471773727847922,-0.0013890937467140741,-1.5264463769903083,0.014445025071104567,-0.038566798783769556,-0.014239337484150046,-0.0032093205466476177,-3.367836652280714e-05,-0.0032093205466476177,-0.00014578117347758984,-3.285676148042758e-05,-0.00014942652809613754,-5.382420614221205e-05,-5.382420614221205e-05,-1.2131121330011018e-05,-0.008692344000761921,-9.121679899060794e-05,-0.00014942652809613754,-0.0004047170627464776,-1.2131121330011018e-05,-3.367836652280714e-05,0.03303244194990504,0.30942057509030185,0.014119402625046303,0.12636712518387017
"mp-300026261, LiCu(PO3)4, Li2Cu(PO3)4, mp-26262, mp-26261",0.9776789108674797,-0.002378827335625287,0.00478039815486242,-0.0016079159438496312,-0.004757654671250574,-8.93983708752738,0.4696992343071559,5.37792741462976,-0.0016079159438496119,-1.1494988302050115,0.00478039815486242,-0.022321089132520313,-0.004757654671250574,-0.0010179975029435955,-1.4939268877190764e-05,-0.0010179975029435955,-0.00011870380295931132,-2.5399105936102767e-05,-6.981930913692338e-05,-2.5301261031289476e-05,-2.5301261031289476e-05,-5.413722165843224e-06,-0.004776053448602712,-7.008931400538362e-05,-6.981930913692338e-05,-0.00032756539305670365,-5.413722165843224e-06,-1.4939268877190764e-05,0.05882300096462877,0.5201182752333189,0.027729428348834285,0.24518610427844473
"mp-300026267, LiCu(PO3)4, Li2Cu(PO3)4, mp-672984, mp-26267",1.0047303702640802,0.0056949421250697945,0.022779768500279074,0.0001703778369139947,0.022779768500279178,1.8945643410808335,0.4839771043265081,-1.0860176224379097,0.00017037783691399266,-0.6246679415240907,0.022779768500279074,0.004730370264080092,0.022779768500279178,0.0042141458416138245,6.184323402908437e-05,0.0042141458416138245,2.395912635121647e-05,4.4323212801939435e-06,0.0003342965828519199,0.0001153785689661626,0.0001153785689661626,2.1344471372224393e-05,0.0008750953802459625,1.2842158395162863e-05,0.0003342965828519199,6.941890629340366e-05,2.1344471372224393e-05,6.184323402908437e-05,0.03652693656015761,0.25812851999999964,0.015107308174065144,0.10557524450337859
"mp-300026299, SnPO4, LiSnPO4, mp-672986, mp-26299",1.0417067993165676,0.018886126082303244,0.07554450432921289,0.00150218986156777,0.07554450432921297,9.201452576681124,1.0,-4.413113800231583,0.0015021898615677706,-0.5467329740247222,0.07554450432921289,0.04170679931656758,0.07554450432921297,0.017037934882022942,0.00014025154982858236,0.017037934882022942,0.00010329582087410253,2.3296829931776987e-05,0.0006218613867566431,0.00018710214437657452,0.00018710214437657452,4.219809475859119e-05,0.009406345798452608,7.743042719622808e-05,0.0006218613867566431,0.0003433187932130275,4.219809475859119e-05,0.00014025154982858236,0.15661236267066517,1.2174481796588115,0.06671654264332512,0.5041759144209298
"mp-300026303, Cu9(PO4)8, Li6Cu9(PO4)8, mp-26304, mp-26303",0.964941169609483,-0.0008136778418139207,0.004906018562458314,-0.0008418294767928994,-0.004882067050883524,-8.02456249215347,1.0,3.703176769599997,-0.0008418294767928986,-1.0398702142488814,0.0008176697604097191,-0.035058830390517055,-0.0008136778418139207,-0.0011732155057807075,-1.669904630979938e-06,-0.0011732155057807075,-8.029109952673988e-05,-1.9294852356422634e-05,-4.169354907187263e-05,-1.1180821696343118e-05,-1.863470282723853e-06,-2.6868769406076016e-06,-0.008425030422563899,-7.195096169185495e-05,-6.9489248453121044e-06,-0.00029940741289592667,-4.4781282343460033e-07,-1.0019427785879628e-05,0.001239432400076696,0.054138972718138945,0.0005186405193659702,0.022340489531610074
"mp-300026311, Li3Cu(PO4)2, Li4Cu(PO4)2, mp-26794, mp-26312",0.9571421005797214,-0.00931950862747543,0.018993028643562004,-0.0030873000590893535,-0.01863901725495086,-13.044076676186346,0.18116631626856627,7.111532427488494,-0.0030873000590893674,-1.6048406710882137,0.018993028643562004,-0.042857899420278595,-0.01863901725495086,-0.004500964712143522,-4.723278247794008e-05,-0.004500964712143522,-0.00016149591561726844,-3.899816215662115e-05,-0.0001955964340778847,-7.023501381334819e-05,-7.023501381334819e-05,-1.6960407000365024e-05,-0.010349359641052536,-0.00010860539550398039,-0.0001955964340778847,-0.000449747547524186,-1.6960407000365024e-05,-4.723278247794008e-05,0.07615626388906693,0.8302474799524724,0.03558955353690373,0.3389660182104038
"mp-300026311, Li4Cu(PO4)2, Li5Cu(PO4)2, mp-26312, mp-26311",0.9813819698968049,0.0028006850006830047,0.005601370001365957,-0.0013411633844687498,0.005601370001366009,-5.95328041216763,0.15141987790631764,3.2726630067698004,-0.0013411633844687449,-1.2490628863356965,0.005601370001365957,-0.018618030103195116,0.005601370001366009,0.001664549642526965,1.7898739853277523e-05,0.001664549642526965,-7.054889995123135e-05,-2.0964897188697502e-05,6.023098495530682e-05,2.122515054631813e-05,2.122515054631813e-05,6.3074420625380636e-06,-0.0055326884932207655,-5.949245940123788e-05,6.023098495530682e-05,-0.00020019786066078878,6.3074420625380636e-06,1.7898739853277523e-05,0.03031352887428298,0.35264311888113564,0.012508557087266383,0.1479228976454545
"mp-300026341, SbP2O7, LiSbP2O7, mp-26342, mp-26341",1.0740431659852037,0.04962701047691265,0.0992540209538253,0.005333753492667009,0.0992540209538253,22.408743916411783,1.0,-11.167934184923629,0.005333753492667032,-0.007459790461746608,0.0992540209538253,0.07404316598520375,0.0992540209538253,0.025143473984972357,0.0002839219707273975,0.025143473984972357,0.0002695173375111948,6.827534138253538e-05,0.001120783756797936,0.000361284922231729,0.000361284922231729,9.152231774592039e-05,0.018756947071998795,0.00021180483574761047,0.001120783756797936,0.0008361009150119622,9.152231774592039e-05,0.0002839219707273975,0.06909637590790793,0.5821765775195704,0.02897018768719163,0.24659085523916244
"mp-300026377, LiBi2P5O18, Li3Bi2P5O18, mp-672993, mp-26245",1.0093464156833531,0.006373362359361842,0.02549344943744747,0.00033663793701747396,0.025493449437447368,4.153316792505348,0.6499496323732923,-1.7722699559814692,0.0003366379370174755,-0.6953285636057107,0.012746724718723734,0.009346415683353189,0.012746724718723684,0.004755903168188085,3.9111671349447035e-05,0.004755903168188085,3.968175115719819e-05,7.402786606450956e-06,0.0004193068616832504,0.00010823664931971684,5.411832465985842e-05,2.019197224278201e-05,0.001743610572148334,2.867826414778257e-05,0.0002096534308416252,0.00015372640088544818,1.0095986121391005e-05,7.822334269889407e-05,0.003056776965667836,0.11186065410145485,0.0012688284306948507,0.046903919776547315
"mp-300026377, Li3Bi2P5O18, Li5Bi2P5O18, mp-26245, mp-26377",0.939096286145138,-0.01152926432630722,0.04834666313976177,-0.002193621735155659,-0.04611705730522888,-27.93002645856975,0.32606285941015306,10.932848096439823,-0.002193621735155669,-1.8431154585459897,0.024173331569880885,-0.060903713854862,-0.02305852865261444,-0.009935907530774786,-8.29976645658081e-05,-0.009935907530774786,-0.0002466519742868339,-5.314110118902043e-05,-0.0007704596769094661,-0.00018676797378466755,-9.338398689233377e-05,-4.023910946772878e-05,-0.01312168868749707,-0.0002192189315064845,-0.00038522983845473306,-0.001017494576651646,-2.011955473386439e-05,-0.0001659953291316162,0.021068298772607824,0.43056638682879544,0.009269202709109033,0.18320791271451653
"mp-300026389, Nb2(PO4)3, LiNb2(PO4)3, mp-26390, mp-26389",0.9917319526190524,0.0015888299352045348,0.006355319740818155,-0.0002977974132310775,0.006355319740818139,-3.949380383083183,1.0,2.0630837649277733,-0.00029779741323107635,-0.8919595644060911,0.006355319740818155,-0.008268047380947604,0.006355319740818139,0.0038392780379586586,6.842530747539106e-05,0.0038392780379586586,-4.5973047459913456e-05,-2.777253051758416e-05,0.00011326731303917782,3.533765623317837e-05,3.533765623317837e-05,2.1347641506941597e-05,-0.0049947656484687466,-8.901891758944164e-05,0.00011326731303917782,-0.00014735678913300248,2.1347641506941597e-05,6.842530747539106e-05,0.013573853367019377,0.07668404471485069,0.005577463483853339,0.031657457871420526
"mp-300026407, SnP2O7, Li2SnP2O7, mp-757076, mp-26407",1.06252150023463,0.01411527121907402,0.11292216975259217,0.0011259454731780355,0.11292216975259216,9.582524165694188,1.0,-4.598395561848481,0.001125945473178036,-0.4353891512370397,0.056461084876296086,0.06252150023462998,0.05646108487629608,0.04253726703702142,0.0001216273671270105,0.04253726703702142,0.00010978327437819596,4.135485944571761e-05,0.0006457596904532516,0.00019828323854684954,9.914161927342477e-05,7.469239287123371e-05,0.02355156438157799,0.0001346825956148306,0.0003228798452266258,0.0003575370959187645,3.7346196435616855e-05,0.000243254734254021,0.11203515073461666,0.9902597103548079,0.04670697955784272,0.40579938983598385
"mp-300026409, Ti(PO3)4, LiTi(PO3)4, mp-540258, mp-26409",0.9951203374585763,0.007054379322324629,0.014108758644649333,-0.0003515100519682808,0.014108758644649258,-1.8088706437468771,1.0,1.1013153665415452,-0.0003515100519682795,-0.7601511030409625,0.014108758644649333,-0.004879662541423656,0.014108758644649258,0.004380190186786487,6.0583153367983514e-05,0.004380190186786487,-2.46251807404519e-05,-7.645107393489787e-06,0.0001951406337056191,7.119974561735518e-05,7.119974561735518e-05,2.2104597215794695e-05,-0.0015149348370828877,-2.0953320669582038e-05,0.0001951406337056191,-6.749144021711033e-05,2.2104597215794695e-05,6.0583153367983514e-05,0.009638670190161217,0.08229657069730223,0.004508586893333343,0.038524023996985325
"mp-300026513, CuPO4, LiCuPO4, mp-673047, mp-26513",0.9159185673479945,-0.007329350797142926,0.04599895986163527,-0.0020189557857178513,-0.04397610478285756,-13.911976121214153,1.0,7.784029322368164,-0.002018955785717849,-1.2638566286971455,0.04599895986163527,-0.08408143265200554,-0.04397610478285756,-0.009529647049628024,-5.8831066531535855e-05,-0.009529647049628024,-0.00016019665814109344,-3.471470741104918e-05,-0.00027148551596977257,-8.378573963449578e-05,-8.378573963449578e-05,-1.8156417682996334e-05,-0.018220494528952157,-0.00011248382235857421,-0.00027148551596977257,-0.0005190748757699351,-1.8156417682996334e-05,-5.8831066531535855e-05,0.0001722837582190781,0.0032068629987556108,7.32951939963508e-05,0.0013125798458980087
"mp-300026531, Cu2P3O10, LiCu2P3O10, mp-26532, mp-26531",0.9963424290120354,0.007270530564621545,0.014541061129243138,-0.0002634757951278344,0.01454106112924309,-1.4152908247162221,1.0,0.6624041324923872,-0.0002634757951278334,-0.7818840830613538,0.014541061129243138,-0.003657570987964583,0.01454106112924309,0.0031426410381328934,4.5372100966057935e-05,0.0031426410381328934,-1.4829406972871588e-05,-3.2049588754150434e-06,0.00020993759252301169,5.895587919209444e-05,5.895587919209444e-05,1.2741653703365279e-05,-0.0007904810099137582,-1.1412625164109442e-05,0.00020993759252301169,-5.280643832457829e-05,1.2741653703365279e-05,4.5372100966057935e-05,0.027441456673036498,0.2832724621878082,0.011508343643014974,0.12396102589699183
"mp-300026541, Sb(PO3)4, LiSb(PO3)4, mp-26542, mp-26541",1.062484647414158,0.01983385590162132,0.07933542360648538,0.002250563586448555,0.07933542360648528,27.779977411546668,1.0,-15.957650842749368,0.002250563586448565,0.34870220131025076,0.07933542360648538,0.06248464741415796,0.07933542360648528,0.017942433718330982,0.00029763301271971574,0.017942433718330982,0.0003809638328168934,8.615846501687644e-05,0.0013160333494373667,0.00048370165002211806,0.00048370165002211806,0.00010939356469585591,0.014131476126008409,0.0002344160151063311,0.0013160333494373667,0.0010365089903943633,0.00010939356469585591,0.00029763301271971574,0.025696841311164082,0.1416210495380632,0.01211360683019593,0.06676080038767336
"mp-300026549, Nb(PO3)4, LiNb(PO3)4, mp-26550, mp-26549",0.9927809669211262,0.00240939901248734,0.009637596049949293,-0.0002600141578617546,0.00963759604994936,-3.0012063629851355,1.0,1.9530549825214902,-0.00026001415786175577,-0.8361608671508602,0.009637596049949293,-0.0072190330788737865,0.00963759604994936,0.0038320018160781276,5.944067301601234e-05,0.0038320018160781276,-4.356723898524939e-05,-1.732275746438477e-05,0.0001494950219130513,5.816339193405437e-05,5.816339193405437e-05,2.3126329674476383e-05,-0.0028703576830985547,-4.452398528732362e-05,0.0001494950219130513,-0.00011197911831166128,2.3126329674476383e-05,5.944067301601234e-05,0.03092299537364885,0.25950925999999797,0.013945752795942599,0.12083040566106085
"mp-300026585, LiSb2P5O18, Li3Sb2P5O18, mp-673090, mp-26586",1.063291707184877,0.02114537406300506,0.08458149625202016,0.002279632156205042,0.08458149625202024,22.606297244223434,0.6690203915382441,-10.971775472377619,0.0022796321562050526,0.10354182932731533,0.04229074812601008,0.06329170718487707,0.04229074812601012,0.018695653459978957,0.00012332885954688822,0.018695653459978957,0.00025104706417521,5.5490729319566984e-05,0.0011159106574007709,0.0003354931832631914,0.0001677465916315957,7.415645939609427e-05,0.01398981901305227,0.00018457214430514502,0.0005579553287003854,0.0008350276798396826,3.7078229698047136e-05,0.00024665771909377645,0.06823471285370335,0.8657224463126596,0.027857590404307606,0.3879290117289396
