,VnormLiFrac,dVnormNumDens,dVnormNumDensnorPerFormulaUnit,dVnormLiPerFormulaUnit,dVnormLiFrac,dVraw,dVnormNumDensnorPerFormulaUnit2,dVnormLiFrac2,dVoriginal,dVnormNumDens2,dVperAtom,dVnormLiPerFormulaUnit2,VnormLi,volumetricCap,energy_vol,avgVolt,gravCap,energy_grav
"mp-300018274, Ba4Nb3O12, Ba4LiNb3O12",1.0,-4.232927704697632,-4.232927704697632,0.01475205607629104,0.29504112152582085,-0.014537596635509503,-4.232927704697632,-0.29075193271019,0.01475205607629104,-4.232927704697632,-1.2762143360746807,-0.014537596635509503,-0.007268798317754751,9.651457815219754e-05,2.0883763955683426e-05,0.0031920406518531,0.0005652592336971348,0.00012231043886122686
"mp-300018713, Ba2(CuO2)3, Ba2Li(CuO2)3",1.0,-2.9073688854873563,-2.9073688854873563,0.017240363262875702,0.2068843591545084,-0.016948170644326268,-2.9073688854873563,-0.20337804773191526,0.017240363262875702,-2.9073688854873563,-1.1864298770875892,-0.016948170644326268,-0.008474085322163134,6.645319226950776e-05,2.31190158624256e-05,0.005997909477876092,0.0003655201285047464,0.00012716417918142055
"mp-300018722, Cs2MnO4, Cs2LiMnO4",1.0,0.2287973424327149,0.2287973424327149,0.001461556933908259,0.011692455471266072,0.0014615569339082673,0.2287973424327149,0.011692455471266138,0.001461556933908259,0.2287973424327149,-0.9897691014626421,0.0014615569339082673,0.0007307784669541336,5.1409467018247705e-06,1.596625503636497e-06,0.00045391621641718166,2.135977575422162e-05,6.633712562910197e-06
"mp-300018767, MnO2, LiMnO2",1.0,12.492875347318876,12.492875347318876,0.32221038420604803,1.2888415368241921,0.32221038420604803,12.492875347318876,1.288841536824192,0.32221038420604803,12.492875347318876,-0.033368847381856206,0.32221038420604803,0.161105192103024,0.00028070783353611165,8.558269047262858e-05,0.09823606000302612,0.0011286098325087991,0.0003440925204801596
"mp-300018793, Li3Cr4O8, LiCrO2",-2.17120599336022,-114.11046868679406,-64.17903493897633,0.03631931410330047,0.1815965705165024,0.009079828525825215,-64.17903493897633,0.18159657051650432,0.00907982852582512,-114.11046868679406,-1.0797532151407767,0.03631931410330086,0.3738650214342719,3.028700749822985e-05,8.171029387422117e-06,0.002449616249529006,0.0001232293599380366,3.3245632520999795e-05
"mp-300018878, FeAs2O7, LiFeAs2O7",1.0,2.148069713351005,2.148069713351005,0.016022704149051492,0.1762497456395664,0.01602270414905157,2.148069713351005,0.17624974563956725,0.016022704149051492,2.148069713351005,-0.8397729585094831,0.01602270414905157,0.01602270414905157,4.826590986907601e-05,8.867272947743885e-06,0.0029436447263913954,0.0001940702482976316,3.565402304358282e-05
"mp-300018915, CoPO4, LiCoPO4",1.0,2.5385591607580613,2.5385591607580613,0.034622404556399644,0.2423568318947975,0.03462240455639967,2.5385591607580613,0.2423568318947977,0.034622404556399644,2.5385591607580613,-0.7922655726616016,0.03462240455639967,0.008655601139099918,5.703998659304452e-05,1.3598279183863217e-05,0.008253948699770391,0.00020778178881506278,4.953498313013753e-05
"mp-300018932, Pr(WO4)2, LiPr(WO4)2",1.0,-4.493254421848524,-4.493254421848524,0.02806513494639273,0.3367816193567128,-0.027298985241685187,-4.493254421848524,-0.32758782290022226,0.02806513494639273,-4.493254421848524,-1.3002888376585378,-0.027298985241685187,-0.013649492620842594,0.00010379436281897108,2.0969689978967897e-05,0.0056700302700464856,0.0006738651040155223,0.00013614171266214178
"mp-300018934, V2O5, LiV2O5",1.0,-0.8558419060075572,-0.8558419060075572,0.008806956512457331,0.07045565209965865,-0.008730071155440788,-0.8558419060075572,-0.0698405692435263,0.008806956512457331,-0.8558419060075572,-1.0611104980880852,-0.008730071155440788,-0.004365035577720394,1.939964317502713e-05,6.619930951426243e-06,0.0030052843487209987,6.204650600775965e-05,2.117273920158317e-05
"mp-300018939, Co(CO)4, LiCo(CO)4",1.0,-12.090211491012585,-12.090211491012585,0.07258350195129126,0.7258350195129126,-0.06767165616406011,-12.090211491012585,-0.676716561640601,0.07258350195129126,-12.090211491012585,-1.60904490547654,-0.06767165616406011,-0.06767165616406011,0.000291378253740113,8.618918648098964e-05,0.021470075082208814,0.00048182649693640623,0.0001425234493750995
